year,auront_VERB eu_VERB,auront_VERB pu_VERB
1883,3.418762446472101e-07,3.254459670642973e-07
1884,3.3668655419205606e-07,4.3241115577075107e-07
1885,3.255046010508522e-07,4.4088147888032836e-07
1886,2.891151780204382e-07,3.652660609532177e-07
1887,3.82594976144901e-07,4.589834077250998e-07
1888,3.9184999423014233e-07,4.2799149468919495e-07
1889,2.744129972143128e-07,4.4231865103938617e-07
1890,3.290302004188561e-07,4.666723043555976e-07
1891,3.3847109648377227e-07,4.1751141566237493e-07
1892,2.9211267360551574e-07,3.7109592199158214e-07
1893,2.919089467923186e-07,3.639624139850639e-07
1894,2.9617234531542636e-07,3.749415782294818e-07
1895,3.5389453501011303e-07,4.134788298415515e-07
1896,3.213880859220808e-07,4.1927876281988574e-07
1897,3.047371137654409e-07,3.56012208158063e-07
1898,3.230920526675618e-07,3.7571476241282653e-07
1899,3.532122718752362e-07,3.7808635511282773e-07
1900,2.8550792308124073e-07,4.090549907687091e-07
1901,3.2805897376420035e-07,4.1021343122338294e-07
1902,2.71538709739616e-07,3.604148446356703e-07
1903,2.835115537891397e-07,3.8611574382230174e-07
1904,2.6389409413241083e-07,3.9449747646358446e-07
1905,2.8951859576409333e-07,3.79831874397496e-07
1906,2.474352811532299e-07,3.961021945997345e-07
1907,2.679421413631644e-07,4.119417553738458e-07
1908,3.0745295021006314e-07,3.8456175843748497e-07
1909,3.1300595537686604e-07,3.9111992578000354e-07
1910,2.5812246917666926e-07,3.8210677644201496e-07
1911,3.027292905244394e-07,3.596572923925123e-07
1912,2.2660982779143524e-07,3.7559925658570137e-07
1913,2.932553400114557e-07,3.7280017295415746e-07
1914,3.026928254712402e-07,4.366276868950081e-07
1915,4.3353205114726734e-07,5.419150284069474e-07
1916,3.603887535064132e-07,5.504718387783214e-07
1917,3.9150134512055956e-07,4.7045961082403664e-07
1918,3.331049072130554e-07,4.973600766788877e-07
1919,3.4069037724293594e-07,5.819360353598313e-07
1920,2.953170508135372e-07,5.929057351750089e-07
1921,2.86249843384212e-07,4.876849288848462e-07
1922,2.6339230885241705e-07,4.7513904632978665e-07
1923,2.802610197250033e-07,4.490545961743919e-07
1924,3.210014369869896e-07,3.893270559274242e-07
1925,2.9475117457877786e-07,4.0693257119528425e-07
1926,2.663927034518565e-07,3.6336410857984447e-07
1927,2.463978603373107e-07,3.64579648248764e-07
1928,2.936492649041611e-07,3.222143618586415e-07
1929,2.651416650678584e-07,3.553789724719536e-07
1930,2.1427351271086081e-07,4.0123765643329534e-07
1931,2.6916640649687906e-07,5.086789087727084e-07
1932,2.454936236517824e-07,4.329016860538104e-07
1933,3.567375870261458e-07,3.4641399793144956e-07
1934,2.3963161766005214e-07,3.750234611743508e-07
1935,2.621054306928272e-07,3.69819986190123e-07
1936,3.1887998375168536e-07,3.8556592585337057e-07
1937,2.7826371251649107e-07,3.475148560028174e-07
1938,2.3985646180335607e-07,4.0840424730959057e-07
1939,2.3552837546958472e-07,4.4046865355085174e-07
1940,2.155415472770983e-07,4.817987360183906e-07
1941,2.715382265705557e-07,3.630348146543838e-07
1942,2.5183956608998415e-07,3.610711871715466e-07
1943,3.4548497751529794e-07,4.81937036056479e-07
1944,3.148922473883431e-07,4.2735376837299555e-07
1945,2.7884851760973106e-07,4.2480829165469913e-07
1946,2.7563785920392547e-07,5.290019657877565e-07
1947,2.551066415890091e-07,4.005412677088316e-07
1948,2.565765555573307e-07,4.4683457645078306e-07
1949,2.297179975130348e-07,4.152594499373663e-07
1950,2.914088952366001e-07,3.8393653767343494e-07
1951,2.270878525223452e-07,3.614215131619858e-07
1952,2.267132828137619e-07,3.226710134640598e-07
1953,2.3055990538978222e-07,3.512267596761376e-07
1954,2.0522325883121084e-07,3.283572027612536e-07
1955,1.9897488812148367e-07,3.087864968165377e-07
1956,2.389592737017665e-07,3.706485074417287e-07
1957,2.2175944991431606e-07,2.9243975063764083e-07
1958,2.0515163612344622e-07,3.4247088365191303e-07
1959,2.9142810831217503e-07,3.3173199653901975e-07
1960,2.1177750397782802e-07,2.7821749881695723e-07
1961,2.008018071819606e-07,3.043293759219523e-07
1962,2.1435812413983513e-07,2.69533160235369e-07
1963,1.6747077324907877e-07,2.696344267860695e-07
1964,2.0928851540702453e-07,2.5796026648094994e-07
1965,2.123152853528154e-07,2.768854017176636e-07
1966,1.9774496706759237e-07,2.3153332051606412e-07
1967,2.6623811777426454e-07,2.3073970112363895e-07
1968,2.2097765395301394e-07,2.6005298536802e-07
1969,3.6152391658106353e-07,3.9967468978829856e-07
1970,2.3545472060959582e-07,3.278890972069348e-07
1971,2.029667030001292e-07,2.63599787331259e-07
1972,1.995627059159233e-07,2.544552728522831e-07
1973,2.1777154302071722e-07,2.4368361550841655e-07
1974,2.087087125346443e-07,2.3852425101722474e-07
1975,2.07897883797159e-07,2.353129815446664e-07
1976,1.9940209483593208e-07,2.4910977458603156e-07
1977,1.9628451752851106e-07,2.409480543974496e-07
1978,2.0198010020067159e-07,2.1980187625558756e-07
1979,2.3817531769054767e-07,2.5046446694432234e-07
1980,2.444614892738173e-07,2.080765142409291e-07
1981,1.7205495339567278e-07,1.8217582464785664e-07
1982,2.1291732821282494e-07,2.1477957545812387e-07
1983,1.9135407569592644e-07,1.7430272691854043e-07
1984,1.9542657980764488e-07,2.2210203098893544e-07
1985,1.9069318568654126e-07,2.688954339191696e-07
1986,2.0680974444076128e-07,2.0141470713497256e-07
1987,2.0898993113860342e-07,1.6438097816262598e-07
1988,2.1467663202656695e-07,1.7509937322301994e-07
1989,2.2501301089050685e-07,1.9647477245143818e-07
1990,1.8144007185583177e-07,1.710876347260637e-07
1991,2.168742128105805e-07,2.3445861074833374e-07
1992,1.7631820981023338e-07,2.0276594625556754e-07
1993,1.9498010317420267e-07,1.7226935256076104e-07
1994,2.1416201434476534e-07,1.846224364498994e-07
1995,2.0713761728075042e-07,1.9141251073051535e-07
1996,2.0231370001511095e-07,1.3718896241243783e-07
1997,2.0953689272573683e-07,1.8412394808819954e-07
1998,2.221948278702257e-07,1.6640771605125337e-07
1999,2.2713899738846521e-07,1.704685104186865e-07
2000,1.6965240945410187e-07,1.5463109548363718e-07
2001,1.9145895180372463e-07,1.3713193425246573e-07
2002,2.06355537102354e-07,1.5202839165340265e-07
2003,1.82927919922804e-07,1.3709176016618585e-07
2004,1.810369241184162e-07,1.268579836732897e-07
2005,1.9816498308955488e-07,1.4682223081763368e-07
2006,2.23189630332854e-07,1.4865582897982677e-07
2007,2.1170741604237264e-07,1.2462776055599534e-07
2008,1.9413924690070417e-07,1.3198062731589744e-07
2009,1.7022446741066233e-07,1.3350938843359472e-07
2010,1.681670340758501e-07,1.2518052017185255e-07
2011,1.8125626866094535e-07,1.3269182375097444e-07
2012,1.8417007652260509e-07,1.2970203044915252e-07
2013,1.665107589587933e-07,1.0821805318528277e-07
2014,1.9207499235562864e-07,1.0459100252546705e-07
2015,1.7488780201802e-07,1.0883385215265662e-07
2016,1.9512023641254927e-07,1.1288803136721981e-07
2017,1.6099912159006635e-07,9.861196303972974e-08
2018,1.7218383163708495e-07,1.0041905795787898e-07
2019,1.8060993056678853e-07,9.183555960134981e-08
