year,ait_VERB assez_ADV,ait_VERB passé_VERB
1858,3.35216810753991e-07,5.089423211757094e-07
1859,3.0298431852315844e-07,4.6186011104509817e-07
1860,3.1491026675212197e-07,4.865546543442179e-07
1861,2.7682708036991244e-07,5.168696475266188e-07
1862,3.5466192116473394e-07,5.398993607741431e-07
1863,3.426309831411345e-07,5.289303430799919e-07
1864,3.102188941284112e-07,4.775549200530804e-07
1865,2.8947093255737855e-07,4.6644828444186714e-07
1866,2.559312406447134e-07,4.5055574560137757e-07
1867,2.877717122373724e-07,4.911045152766746e-07
1868,2.9787440780637553e-07,6.031586394783517e-07
1869,2.456410186368885e-07,4.951888286086614e-07
1870,2.3509599600401998e-07,4.793664629687555e-07
1871,2.3260378156919614e-07,4.2697132585090003e-07
1872,2.6124504870495e-07,4.4508416863209277e-07
1873,2.585954064215912e-07,4.5314052954381623e-07
1874,2.551158218011551e-07,4.946976446262852e-07
1875,2.5174719553433533e-07,5.103602234157734e-07
1876,3.228572040825384e-07,4.504281037043256e-07
1877,3.0120054361759685e-07,4.601503178491839e-07
1878,2.7779807965089276e-07,5.857916107743222e-07
1879,2.0649518717164028e-07,5.33955017090193e-07
1880,1.7969969690057042e-07,4.6015958332645823e-07
1881,1.9871646372848772e-07,4.5391024627861043e-07
1882,2.2228987006656098e-07,4.871741907663818e-07
1883,2.5087774702114984e-07,4.0506961340724956e-07
1884,2.389814426351222e-07,4.951272671860352e-07
1885,2.1721791654272238e-07,4.189663229681173e-07
1886,2.174817268496554e-07,4.5884127075623837e-07
1887,2.2524790210809442e-07,3.949999438646046e-07
1888,2.2509182429075736e-07,4.184805675322423e-07
1889,2.1740024180871842e-07,3.953301188630576e-07
1890,2.320252860954497e-07,3.919523123840918e-07
1891,1.963259705917153e-07,4.245230513788556e-07
1892,2.2754700523819338e-07,4.3064679289273045e-07
1893,1.859841773921289e-07,3.972178603817156e-07
1894,2.438695787532197e-07,3.591877373310126e-07
1895,2.1185522314226546e-07,3.779690018745896e-07
1896,2.0521660815120413e-07,4.1633023784015677e-07
1897,1.7946277353075857e-07,4.311768009301886e-07
1898,2.0426661251349287e-07,4.1305989384454733e-07
1899,2.222086550318636e-07,4.4662834852715605e-07
1900,1.9933644068714784e-07,4.1061230149352923e-07
1901,1.8498725751214806e-07,4.884557824880176e-07
1902,1.6989582718451857e-07,4.1197282030225324e-07
1903,1.9710803655925702e-07,4.4011795807819e-07
1904,2.3272127691598143e-07,4.100839134935086e-07
1905,2.1159111440738343e-07,4.102803359273821e-07
1906,1.8673389945433883e-07,3.80669661126376e-07
1907,1.5325673530242057e-07,3.908560870513611e-07
1908,1.527442066162621e-07,3.934022743123933e-07
1909,1.6667979707563063e-07,4.461297749003279e-07
1910,1.6406542613367492e-07,4.0562102299190883e-07
1911,2.0004607392820617e-07,3.9689990671831765e-07
1912,1.7034807342497515e-07,4.474892705275124e-07
1913,2.0098330821838317e-07,3.7810318076481053e-07
1914,1.868391450443596e-07,4.292612629797077e-07
1915,1.3076645188903058e-07,3.652036184575991e-07
1916,7.581348882013117e-08,3.5599376246864267e-07
1917,1.9958892494287284e-07,4.0246777643915266e-07
1918,1.5391744057069445e-07,3.5952356824964227e-07
1919,1.3627615658151626e-07,2.8083937309020257e-07
1920,1.5901686367669754e-07,4.1344384271724266e-07
1921,1.5069767300701642e-07,3.7182189771556295e-07
1922,1.6969251248610817e-07,4.175911385573272e-07
1923,1.4543849147230503e-07,4.16145155668346e-07
1924,1.791935773098885e-07,3.9448372035622015e-07
1925,1.9576756926653616e-07,3.5964040989711066e-07
1926,1.6273362746233033e-07,3.9791714812054124e-07
1927,1.861920537749029e-07,3.8910795296942524e-07
1928,1.6567759075769573e-07,3.816297748926445e-07
1929,1.7601841761916148e-07,3.776597736759868e-07
1930,1.396979314449709e-07,3.7287793475115905e-07
1931,1.710803445575948e-07,3.8892267184564844e-07
1932,1.632971020626428e-07,3.4960922334903444e-07
1933,1.0323596200123575e-07,3.70502391433547e-07
1934,1.461752816567241e-07,3.7142899600439705e-07
1935,1.4361941680363088e-07,3.494739075904363e-07
1936,1.5762128668939113e-07,3.795035752318654e-07
1937,1.523525270386017e-07,2.8581837341334904e-07
1938,8.297737252860315e-08,3.2024078677750367e-07
1939,1.452934839107911e-07,3.0588100230488635e-07
1940,1.2678914629304927e-07,3.3472335303486034e-07
1941,1.6233263977483148e-07,3.571318245576549e-07
1942,1.4867637787574495e-07,3.0038697218515154e-07
1943,1.5096823346993915e-07,3.3387203757229145e-07
1944,1.5744612369417155e-07,3.566636621599173e-07
1945,1.612093001313042e-07,2.8320553724370257e-07
1946,1.7679802510883746e-07,3.0765639280616597e-07
1947,1.5020297894352552e-07,2.872929769637267e-07
1948,1.6742707487082953e-07,2.8701782639473095e-07
1949,1.2369430635317258e-07,2.9156515779504844e-07
1950,1.2868787280240213e-07,3.148066980429576e-07
1951,1.6311945216784807e-07,2.7719644890566997e-07
1952,1.381369258979248e-07,2.6362010885350173e-07
1953,1.6807170766242052e-07,2.962802625461336e-07
1954,1.4365627976076212e-07,2.990396126278938e-07
1955,1.7081806902297103e-07,2.703055201891402e-07
1956,1.7791128925637167e-07,2.6076213544001803e-07
1957,1.4312760754364717e-07,2.712356490519596e-07
1958,1.3649201946464018e-07,2.663662428403768e-07
1959,1.4493897992906568e-07,2.619752876853454e-07
1960,1.5364250316451944e-07,2.8375416150083765e-07
1961,1.535543248110116e-07,2.445752045332483e-07
1962,1.6045149209276133e-07,2.6699635213844886e-07
1963,1.4742600740191847e-07,2.5605569931030914e-07
1964,1.6730912477669335e-07,2.871633171253052e-07
1965,1.4500915312964935e-07,2.7962141757598147e-07
1966,1.6838787075812434e-07,2.824928060363163e-07
1967,1.651662415724786e-07,2.7560577109397855e-07
1968,1.639366757899552e-07,2.658918276665645e-07
1969,1.680450338881201e-07,2.4797998321446357e-07
1970,1.6693371662768186e-07,2.487910251147696e-07
1971,1.608318456192137e-07,2.3944932081576553e-07
1972,1.220974894522442e-07,2.411169077731756e-07
1973,1.554723496610677e-07,2.0674514189522597e-07
1974,1.125114366118396e-07,1.9520733474109875e-07
1975,1.1822763923419188e-07,2.0561328994972428e-07
1976,1.3998140957482974e-07,1.8968908932492923e-07
1977,1.2870151522292872e-07,1.7042667366240494e-07
1978,1.1227717777728685e-07,2.1148505879864388e-07
1979,1.269878282528225e-07,1.8667795131932508e-07
1980,1.3075846538868063e-07,1.8476740137884917e-07
1981,9.804601575069682e-08,1.8913392807462515e-07
1982,1.1297654367581345e-07,1.545668055769056e-07
1983,1.1493875007317911e-07,1.7240812155705498e-07
1984,1.026424527594827e-07,1.8266877077621757e-07
1985,8.421780961498371e-08,1.6482628950598155e-07
1986,1.0790073901034702e-07,1.528593855937288e-07
1987,1.1121686327442148e-07,1.5460366853403684e-07
1988,9.654451815777065e-08,1.361217698558903e-07
1989,1.0482313683723987e-07,1.6135079761170346e-07
1990,1.0243464032555494e-07,1.6345953213203757e-07
1991,1.0257564042603917e-07,1.324691112358778e-07
1992,1.212187754617844e-07,1.212187754617844e-07
1993,8.419595332043173e-08,1.3681842858659365e-07
1994,1.0338855815916759e-07,1.5824780064122024e-07
1995,8.567472065124093e-08,1.2580085240188055e-07
1996,8.43418561657927e-08,1.1850564618498538e-07
1997,9.925431498913895e-08,1.2994163967050554e-07
1998,1.0394521865464412e-07,1.1538872968230862e-07
1999,9.186104676928153e-08,1.4167623874072888e-07
2000,9.189505334461501e-08,1.2768110480010364e-07
2001,8.49955057447005e-08,1.1303526292749666e-07
2002,9.770123909902395e-08,1.2880791189218144e-07
2003,8.625530512063051e-08,1.5000922815033846e-07
2004,1.0571498876288388e-07,1.3214373950631852e-07
2005,9.728098859795864e-08,1.1844861091958592e-07
2006,1.1118302722934459e-07,1.4206720777565351e-07
2007,1.234294160212812e-07,1.4979298157413723e-07
2008,1.2176278119113704e-07,1.6050547912982438e-07
2009,1.144366166272448e-07,1.3446302205011307e-07
2010,1.2707003804734995e-07,1.917860004141403e-07
2011,1.391925792404436e-07,1.9808175011348794e-07
2012,1.5387222163099068e-07,2.0255303923022439e-07
2013,1.6065359886852093e-07,2.217354477807021e-07
2014,1.7388525463957194e-07,2.4621112970635295e-07
2015,1.6779475231487595e-07,2.970211028241465e-07
2016,1.849706592338407e-07,2.821165026034578e-07
2017,1.97978607729965e-07,2.2212847738956043e-07
2018,1.8121896516731795e-07,2.488533823452599e-07
2019,1.7652834571890708e-07,3.326487956201163e-07
