year,veut_VERB unir_VERB,veut_VERB punir_VERB
1842,2.6162233268678392e-08,1.2477372646202411e-07
1843,5.1390127708828004e-08,1.5830522004378622e-07
1844,4.884819682082764e-08,1.6081483972252286e-07
1845,3.7945550368512215e-08,1.3336745041669928e-07
1846,3.0443406018321184e-08,1.6509693767652323e-07
1847,3.289866423727972e-08,1.2134752580550412e-07
1848,3.781254065415851e-08,1.0700144770225961e-07
1849,5.698002270015934e-08,1.0558063068266677e-07
1850,4.073397708026505e-08,1.2763312895458512e-07
1851,3.1602251482354404e-08,1.476921451804003e-07
1852,8.073076274150992e-08,1.0156450969134312e-07
1853,4.18035241978032e-08,9.614809926006274e-08
1854,5.403490987987425e-08,1.5067426706316667e-07
1855,5.837630823180007e-08,1.2736649068756378e-07
1856,6.419714482230887e-08,1.3305376656003176e-07
1857,3.856392183365642e-08,1.0641689573986923e-07
1858,4.697928801533635e-08,1.0668213501485724e-07
1859,5.60139055139075e-08,1.1253702969504786e-07
1860,5.034902272882391e-08,1.1580275538491946e-07
1861,5.093240879050498e-08,1.2261505699662223e-07
1862,3.569209286458097e-08,1.0572087960625254e-07
1863,3.646073365448643e-08,1.4484400256975505e-07
1864,3.8837296045812764e-08,9.589455907121902e-08
1865,2.729969672543575e-08,8.660593353582158e-08
1866,4.0871148243581956e-08,1.1628815066444531e-07
1867,3.008743121313273e-08,8.929172956584353e-08
1868,5.5820575162179864e-08,1.0620729540278262e-07
1869,3.7603097524652185e-08,9.522862443045454e-08
1870,3.612450916179455e-08,1.1640119312872343e-07
1871,5.20437686279962e-08,8.709365317827178e-08
1872,3.628403622002452e-08,1.4090301192482002e-07
1873,1.7958013742713774e-08,1.0176207299039675e-07
1874,2.150859329530519e-08,5.974609251779839e-08
1875,4.176714796244596e-08,1.069925540941874e-07
1876,3.50668869497639e-08,7.497058618355368e-08
1877,4.4530676035492434e-08,6.617753101068047e-08
1878,4.166971123709118e-08,1.1836613550419983e-07
1879,1.8327975581655664e-08,6.475885072632082e-08
1880,1.5402831010646878e-08,1.367001187801975e-07
1881,1.8825771164188154e-08,5.926631374553182e-08
1882,2.6621540527571597e-08,5.590523355358812e-08
1883,1.64302811356265e-08,5.434631589196215e-08
1884,2.706695756415911e-08,6.337629088193353e-08
1885,2.2559724754955823e-08,4.963139432767605e-08
1886,1.936039140115753e-08,4.130216829656419e-08
1887,2.7421483361766974e-08,7.899998877292091e-08
1888,2.9800888867725916e-08,7.481925479169149e-08
1889,3.57112810434046e-08,6.265136620609013e-08
1890,2.818386235503567e-08,3.6704562944578356e-08
1891,4.461954006274027e-08,5.673055980537356e-08
1892,1.002961935725466e-08,7.020733505669341e-08
1893,2.3401982574000613e-08,8.067525691934918e-08
1894,2.3315696040526745e-08,6.427570298228602e-08
1895,1.9259566386153892e-08,4.754705429377282e-08
1896,2.0049897742069334e-08,4.599682768002822e-08
1897,2.0976168357833558e-08,4.1952336715667116e-08
1898,1.1316709347397591e-08,4.130599151608294e-08
1899,2.1557555740514545e-08,3.703477347016815e-08
1900,2.3359739032002835e-08,6.177353384373419e-08
1901,1.117747761014698e-08,5.253414420147706e-08
1902,2.7988617645746672e-08,2.0132164380015638e-08
1903,1.83607493653426e-08,3.94216073118514e-08
1904,3.0635362691100454e-08,3.9772224624812225e-08
1905,2.5287718585786934e-08,6.399341145879589e-08
1906,1.800464666246171e-08,2.623534101076075e-08
1907,3.188562719413923e-08,3.239991386294605e-08
1908,2.9959473124563374e-08,3.487086286391161e-08
1909,3.025541062129378e-08,3.355599886845084e-08
1910,3.740905540894346e-08,3.259932035426516e-08
1911,1.4897047151407605e-08,3.032613227205161e-08
1912,2.5526164293410147e-08,4.271725434490392e-08
1913,5.40904952495147e-08,3.446943352969356e-08
1914,3.080502253283157e-08,2.4777952134513725e-08
1915,1.5314990164938536e-08,5.301343009023185e-08
1916,2.966614687238689e-08,3.955486249651585e-08
1917,5.3735480953776005e-08,1.754627876326964e-08
1918,2.6418664589300533e-08,1.2635013924011673e-08
1919,3.038589824200244e-08,4.327688746252889e-08
1920,3.180337193597893e-08,4.240449769099541e-08
1921,1.817459427400081e-08,3.180553775905537e-08
1922,2.87739485571592e-08,2.87739485571592e-08
1923,4.2463792482294593e-08,3.078624999375279e-08
1924,1.4180787211159895e-08,4.2542360745301266e-08
1925,1.9796720707176974e-08,3.409435223034052e-08
1926,2.3406891536126295e-08,3.4553028882555736e-08
1927,4.0137209555979325e-08,3.2332753363562006e-08
1928,2.5137290915466792e-08,3.999114284169991e-08
1929,3.676334170421569e-08,4.0105462062456354e-08
1930,4.096405403775094e-08,5.04172987803031e-08
1931,3.079446386777818e-08,2.2810713318222042e-08
1932,3.06867030674951e-08,6.13734059129456e-08
1933,2.6382522388956886e-08,3.785318369864399e-08
1934,4.4331848414458364e-08,2.516131836216573e-08
1935,3.949533677882755e-08,2.393656828303392e-08
1936,3.394919900756577e-08,4.00115567344983e-08
1937,2.1404900962807005e-08,3.777335422228134e-08
1938,2.722695080503712e-08,2.2040865133021725e-08
1939,3.211750598808294e-08,4.129393715857077e-08
1940,2.2822046474857416e-08,2.5357829613881222e-08
1941,1.7709016475464523e-08,4.132103725851266e-08
1942,3.3376331032286544e-08,5.4615812983271894e-08
1943,1.161294105322952e-08,2.0322646676618206e-08
1944,3.534504600111177e-08,2.2492303131116387e-08
1945,3.921307367704685e-08,6.317661416233022e-08
1946,3.897909284233947e-08,4.454753366189834e-08
1947,3.9338875268413176e-08,3.5762614203349585e-08
1948,4.022598387720677e-08,4.022598432129598e-08
1949,4.221313654184655e-08,4.123143426681963e-08
1950,2.3397795700930146e-08,6.274863162403221e-08
1951,3.6248767543156646e-08,2.6653505291740487e-08
1952,2.6362010130398517e-08,4.2179216563908994e-08
1953,2.585718505976331e-08,3.016671712430252e-08
1954,3.811289239763482e-08,3.518113089739927e-08
1955,1.5016972554349195e-08,3.003394510869839e-08
1956,2.2674967681268754e-08,5.1454734917300016e-08
1957,3.8874164776103726e-08,2.6505113492891752e-08
1958,2.8125628048769613e-08,3.3088973339090444e-08
1959,2.8677766494844548e-08,3.4878365640089726e-08
1960,2.5607083176115708e-08,3.944875104355816e-08
1961,3.265634873628187e-08,5.5585272551450515e-08
1962,2.2831043722248978e-08,4.693047800374828e-08
1963,2.909724017285953e-08,4.396916253313066e-08
1964,3.346182686492227e-08,4.4412967525886415e-08
1965,2.954903344232207e-08,3.55682807651192e-08
1966,3.821961547245678e-08,3.101881773659443e-08
1967,3.648448160253892e-08,4.9796391010659136e-08
1968,3.413476057367859e-08,4.715986576253606e-08
1969,3.088395317263348e-08,3.860494146579185e-08
1970,3.127133113567382e-08,4.3687887085752664e-08
1971,2.4664307929356255e-08,3.44272628183262e-08
1972,2.7702792948502974e-08,3.5398013409349005e-08
1973,2.1501495306441853e-08,2.811733956775697e-08
1974,2.1377172032543967e-08,2.3627400480563665e-08
1975,1.313640396460869e-08,3.655347313724633e-08
1976,1.5997875024709174e-08,2.3425460682346966e-08
1977,1.8805702606261576e-08,2.4682484334181964e-08
1978,2.3762364520507617e-08,2.9108898402796513e-08
1979,1.9896710057309974e-08,3.4526642878063285e-08
1980,2.0466542349772965e-08,2.5583177576393723e-08
1981,8.855769451088236e-09,2.340453342242199e-08
1982,2.110550845202397e-08,2.6071509395819703e-08
1983,1.136756910824488e-08,3.347117549790113e-08
1984,1.8556827463545034e-08,4.175285950314134e-08
1985,1.4437339324047116e-08,3.00777905914984e-08
1986,1.2588419195935785e-08,3.416856758642339e-08
1987,1.649920555735207e-08,2.7498676058446136e-08
1988,1.739000587974715e-08,2.998276826815527e-08
1989,1.6464365870660913e-08,2.4147738031388144e-08
1990,2.1249739357021014e-08,3.214704236143007e-08
1991,2.2859714121636898e-08,3.341035181847474e-08
1992,1.983579878128694e-08,2.8100714644097025e-08
1993,1.827938511667071e-08,3.268132431344384e-08
1994,2.320967773528082e-08,2.5319646823618314e-08
1995,2.114755837112625e-08,2.8738989577004048e-08
1996,1.868332333287981e-08,3.202855225481471e-08
1997,1.6302641014931396e-08,1.6302641014931396e-08
1998,1.2873949017944142e-08,4.7681293580126294e-08
1999,1.5995704316651427e-08,3.93037282719888e-08
2000,1.1045078629479121e-08,3.578605500820231e-08
2001,1.3143635513301888e-08,3.066848161537017e-08
2002,1.182929815213285e-08,4.162160394116654e-08
2003,1.91678459771083e-08,4.041915407926311e-08
2004,1.3214373595360485e-08,3.567880924038036e-08
2005,1.5763124139311913e-08,3.602999598673051e-08
2006,1.7706927479821388e-08,3.3766696105885785e-08
2007,1.5977917655618512e-08,3.5550868915379397e-08
2008,1.74555030429957e-08,2.8524846484856425e-08
2009,1.3350939020995156e-08,3.766872214150396e-08
2010,1.2281861583307574e-08,2.5508482437430757e-08
2011,1.7590270462441993e-08,3.4415748473293206e-08
2012,1.3276585275612263e-08,3.097870049373341e-08
2013,1.338780020176955e-08,2.8449075983871808e-08
2014,2.75011546452264e-08,3.1398953576067257e-08
2015,1.4186082711309389e-08,4.233659167685033e-08
2016,1.802065902056782e-08,4.039113249421078e-08
2017,1.2326495379966218e-08,3.6979486139898654e-08
2018,2.2200614013812014e-08,2.9428720182966828e-08
2019,2.6785370810245013e-08,4.081580529113893e-08
