year,devait_VERB unir_VERB,devait_VERB punir_VERB
1905,1.3417973399043603e-08,1.3934049469810361e-08
1906,8.745113966313056e-09,1.3374879870298173e-08
1907,2.1599941391059474e-08,2.982849167665336e-08
1908,2.2592390180875555e-08,4.911389073214423e-09
1909,9.351672325408344e-09,1.5952851484257735e-08
1910,2.2445432179551972e-08,2.137660359835536e-08
1911,1.9153347352585115e-08,1.5961122201701983e-08
1912,2.0837685354990754e-08,8.335073964360618e-09
1913,1.0605979205990934e-08,7.954484182448596e-09
1914,2.0090231700464756e-08,7.366418142140674e-09
1915,2.3561524287174507e-08,7.068456930880984e-09
1916,3.186363883855847e-08,1.4283700444650549e-08
1917,3.180263163926611e-08,1.0966424213165737e-08
1918,4.9391417178412667e-08,1.2635013924011673e-08
1919,4.051453217357448e-08,6.4454939163738345e-09
1920,1.8930579770426448e-08,8.329454459499175e-09
1921,1.8931869405491852e-08,1.1359120755116692e-08
1922,1.9920426197472807e-08,4.426761179843197e-09
1923,7.431163684401554e-09,7.431163684401554e-09
1924,1.0313299547703991e-08,3.867487219366694e-09
1925,2.1996356736053713e-08,6.598906754362588e-09
1926,2.229227646921572e-08,1.2260752413340015e-08
1927,1.5608915049369898e-08,2.2298449753321847e-09
1928,1.5996457491951332e-08,9.14083297942625e-09
1929,1.6710609784809094e-08,7.798284684668033e-09
1930,1.6805765667982087e-08,7.352522590764465e-09
1931,1.710803587684495e-08,5.7026783295555106e-09
1932,2.520693342944469e-08,4.383814644626227e-09
1933,1.261772819560747e-08,5.735331320977366e-09
1934,2.995395220750652e-08,8.38710612072191e-09
1935,2.393656828303392e-08,9.574627313213568e-09
1936,2.3036957230715416e-08,0.0
1937,2.392312481447334e-08,3.777335333410292e-09
1938,1.8151300906765755e-08,9.075650453382877e-09
1939,2.141167065872196e-08,1.5294050470515685e-08
1940,2.2822046474857416e-08,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,2.4273694165799498e-08,0.0
1943,2.322588166236983e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,8.714016175304096e-09
1946,2.3665876369705074e-08,8.352662561605939e-09
1947,1.907339353124371e-08,0.0
1948,2.174377655705939e-08,6.523132700664291e-09
1949,1.668891336237266e-08,5.890204768377316e-09
1950,1.0635361036293034e-08,5.317680518146517e-09
1951,1.3859822622919182e-08,5.330700769690111e-09
1952,9.490323193972472e-09,6.326882129314981e-09
1953,1.2928593307037772e-08,1.4005975934594517e-08
1954,2.052232517257835e-08,9.772536557761669e-09
1955,1.220129064449793e-08,1.220129064449793e-08
1956,1.831439710997529e-08,7.849027205963921e-09
1957,9.718541527092839e-09,4.417518795207798e-09
1958,1.4890038535497752e-08,1.4062814024384807e-08
1959,7.750747599288843e-09,6.975672928177801e-09
1960,1.4533750203327145e-08,2.7683333403416555e-09
1961,1.737039845295385e-08,1.111705483225478e-08
1962,1.8391673961559718e-08,4.43936931660005e-09
1963,2.133797494252576e-08,1.6165133231993423e-08
1964,1.0951143103454797e-08,3.6503808864551957e-09
1965,1.586892572902343e-08,5.47204326295514e-09
1966,1.273987226824147e-08,1.1078149952936656e-08
1967,1.2818872185960117e-08,4.437302081328198e-09
1968,1.1677681044375277e-08,7.186265360559219e-09
1969,1.589615195030092e-08,7.72098829315837e-09
1970,1.6555409487750694e-08,4.598724956395017e-09
1971,1.1818314327172175e-08,8.735275613958038e-09
1972,1.6416469961200164e-08,1.2825367434743384e-08
1973,1.268036875501366e-08,9.923766697284009e-09
1974,7.875800456247362e-09,1.2376257352286757e-08
1975,1.1422960355389478e-08,7.996072248772634e-09
1976,9.712995741040231e-09,7.998937512354587e-09
1977,1.1165885105413054e-08,6.464460078348111e-09
1978,7.72276909088987e-09,8.910887139279566e-09
1979,1.1118749476679568e-08,5.851973128301324e-09
1980,7.390696055153967e-09,3.411090521154847e-09
1981,5.060439622894819e-09,6.958104314946922e-09
1982,7.449002747961231e-09,4.345251713999687e-09
1983,6.315316269933646e-09,3.157658134966823e-09
1984,1.1598016769198694e-08,6.958810416790584e-09
1985,9.624892882698077e-09,7.218669662023558e-09
1986,2.6975184752586756e-08,6.593933843390687e-09
1987,1.1610551631235921e-08,5.49973533381376e-09
1988,7.195864348830128e-09,4.797243047249822e-09
1989,7.134558721588746e-09,2.7440609784434855e-09
1990,1.6345952147389653e-08,5.448650863826288e-09
1991,9.96449056600568e-09,3.5168792322792797e-09
1992,1.2672871640972971e-08,8.815910668147353e-09
1993,8.308811416668505e-09,2.7696036575264316e-09
1994,6.857404422078162e-09,7.912389854425328e-09
1995,1.0302656505700725e-08,4.880205572987961e-09
1996,8.540947504798169e-09,7.473328622609188e-09
1997,7.671831170341648e-09,5.274384040632185e-09
1998,1.144351013948608e-08,5.72175506974304e-09
1999,8.683382013430219e-09,5.484241505371301e-09
2000,1.1045078629479121e-08,3.5344251969604557e-09
2001,1.1391150245287918e-08,3.066848330846028e-09
2002,1.0514931148009055e-08,9.63868718173444e-09
2003,7.083769126836614e-09,3.7502307925763034e-09
2004,6.166707589017051e-09,3.9643119897903034e-09
2005,5.854874363109275e-09,5.404499514582994e-09
2006,6.58862386870851e-09,6.58862386870851e-09
2007,5.592271090648637e-09,3.994479413904628e-09
2008,9.366367237362283e-09,4.6831836186811415e-09
2009,4.76819250749827e-09,5.721831008997924e-09
2010,5.668551850135373e-09,4.723792912386671e-09
2011,9.177532511728259e-09,6.118355155848576e-09
2012,8.510632198976964e-09,9.19148224198807e-09
2013,9.204113027294625e-09,1.0040849929282558e-08
2014,2.4686075406066266e-08,7.795602385840539e-09
2015,1.0417904761084174e-08,7.536356427806368e-09
2016,1.4292246497404903e-08,8.699628573083373e-09
2017,9.056201122348284e-09,6.289028409156572e-09
2018,9.29327992338358e-09,6.453666934191915e-09
2019,2.1938495464723928e-08,4.3366790158927415e-09
