year,avait_VERB uni_VERB,avait_VERB puni_VERB
1941,1.0330258959356797e-07,2.3612020783048138e-08
1942,1.0923162352405313e-07,9.102635090130207e-09
1943,1.2774235358392616e-07,4.064529335323641e-08
1944,1.0282195717081777e-07,3.855823393905666e-08
1945,1.0456819543591678e-07,2.3963544037997053e-08
1946,1.0858461507723405e-07,2.9234318077442367e-08
1947,1.0728784149982573e-07,2.622591566137089e-08
1948,7.71904014040814e-08,3.044128504825494e-08
1949,7.362756093698408e-08,2.4542520904446974e-08
1950,9.040057591391815e-08,4.2541444145172136e-08
1951,8.635735326834038e-08,2.5587365115598004e-08
1952,8.9630830202303e-08,2.6362009464264702e-08
1953,7.326202533519677e-08,3.770839640537815e-08
1954,6.352148318455875e-08,3.420387528763058e-08
1955,7.039205973669027e-08,3.191106756617046e-08
1956,5.1454734917300016e-08,2.52913103793162e-08
1957,6.891329462632712e-08,2.297109880089465e-08
1958,6.204182767532984e-08,2.1507833736222892e-08
1959,5.425523497137874e-08,3.642851353902188e-08
1960,7.059249895746689e-08,3.0451666077624395e-08
1961,7.434530607808298e-08,2.848745239703021e-08
1962,7.737186535905494e-08,2.7904608401740916e-08
1963,7.306640270599019e-08,2.5217607557692645e-08
1964,6.023128462651073e-08,2.798625509115027e-08
1965,6.566452270817535e-08,3.0643441562006046e-08
1966,6.037591471219628e-08,2.215629990587331e-08
1967,4.9796389622880355e-08,3.254021407883556e-08
1968,6.512552672144345e-08,3.638046663922978e-08
1969,5.5863619508045304e-08,2.7704722072030563e-08
1970,4.87464845433383e-08,1.977451802304131e-08
1971,5.960541249461215e-08,2.8261185391897925e-08
1972,6.310080769011961e-08,2.0520587895589415e-08
1973,5.954260018370405e-08,1.3231689521830958e-08
1974,4.725480096112733e-08,2.700274492895005e-08
1975,4.7976434380814226e-08,2.3988217634496323e-08
1976,4.342280490732264e-08,2.1140049710766107e-08
1977,4.58388988988645e-08,2.2331770210826107e-08
1978,5.702967698084649e-08,2.4950484345254154e-08
1979,5.091216981334412e-08,3.160065631391262e-08
1980,4.4912688679232815e-08,2.6720208268216084e-08
1981,4.1116071936020404e-08,1.771153890217647e-08
1982,5.090151944386889e-08,3.1037512115972277e-08
1983,2.841892232652299e-08,1.3893695083311286e-08
1984,4.6392067076794774e-08,1.797692661398287e-08
1985,4.4515129360434e-08,1.8648229627160617e-08
1986,4.615753823600244e-08,2.6975184752586756e-08
1987,4.2775717912224565e-08,2.5665430669619127e-08
1988,6.176450284556267e-08,1.9188972188999287e-08
1989,4.719785096085616e-08,2.908704743731505e-08
1990,4.576866885486197e-08,2.1249737969242233e-08
1991,4.0444108784232213e-08,2.5790447111262438e-08
1992,5.179347439820958e-08,2.0937788391961476e-08
1993,3.4343087762511715e-08,2.5480353826878854e-08
1994,5.0639297088928004e-08,1.318731612798274e-08
1995,5.2055526111871586e-08,2.0063067651676647e-08
1996,5.071187558769452e-08,2.989331449043675e-08
1997,4.411302967355368e-08,2.3015493511024943e-08
1998,5.1495795072575845e-08,2.0502955777601528e-08
1999,5.2100294523071966e-08,2.376504681933511e-08
2000,4.285490717848006e-08,1.8555732950176207e-08
2001,3.6802177832973015e-08,3.066848108801423e-08
2002,3.4611648658255945e-08,3.5926017716292336e-08
2003,5.625345878002008e-08,3.083523125724241e-08
2004,4.625030972094102e-08,2.1583476339515073e-08
2005,4.4587121550421216e-08,3.1976622238971686e-08
2006,4.200247616381603e-08,3.047238550379916e-08
2007,5.1129337208521974e-08,2.4765773432022797e-08
2008,4.0871420026178384e-08,3.15050527888161e-08
2009,5.531103286493533e-08,3.385416746937153e-08
2010,5.432362115698197e-08,3.4011311100812236e-08
2011,4.93292375836063e-08,3.709252638373073e-08
2012,5.787229678810846e-08,4.629783845189195e-08
2013,6.414987296921026e-08,5.6898151967743615e-08
2014,7.752294046980968e-08,6.041592115479943e-08
2015,8.22349477402895e-08,5.7409302200994716e-08
2016,8.140366247744169e-08,6.46258087044771e-08
2017,5.760750099170764e-08,5.4840327834426716e-08
2018,6.014817444111031e-08,5.266192104613765e-08
2019,6.887666587074293e-08,4.9744262042850096e-08
