year,était_VERB à_ADP,était_VERB a_ADP,était_VERB pas_ADV,etait_VERB à_ADP,etait_VERB a_ADP,etait_VERB pas_ADV
1992,1.5418476323247887e-05,1.2948368866005922e-07,6.547466455231188e-06,1.2672871640972971e-08,1.1570882918476855e-08,2.7549720726938176e-08
1993,1.5453835658263415e-05,1.5232821048982714e-07,6.1363339227682445e-06,1.32940979336027e-08,1.1632335983335906e-08,3.76666093870881e-08
1994,1.513745701231528e-05,1.2290578776941175e-07,6.284547453105915e-06,1.635227242502424e-08,1.160483886764041e-08,2.7429617688312646e-08
1995,1.5455610991921276e-05,1.2905432544840778e-07,6.2656417867401615e-06,1.4098372247417501e-08,9.21816667442954e-09,4.0668382439434936e-08
1996,1.474808141210815e-05,1.5427086186292627e-07,6.489518455055077e-06,1.5480466686312866e-08,1.1209993600047596e-08,4.003569031851839e-08
1997,1.4934657883713953e-05,1.654238559467558e-07,6.662026407866506e-06,1.1987236092636522e-08,1.006927874414032e-08,7.767729215402142e-08
1998,1.5232742043735925e-05,1.2444816999135355e-07,7.291423116839724e-06,9.059445638115449e-09,1.144351013948608e-08,1.4685838323202915e-07
1999,1.4969694348110352e-05,1.5904300276758931e-07,6.698543984384742e-06,1.3710603319339043e-08,9.597422412355172e-09,1.0557164387137163e-07
2000,1.5056651136546861e-05,1.4712045093290271e-07,6.741915967722889e-06,1.590491294223284e-08,9.719669513685858e-09,6.141063835229943e-08
2001,1.5299190636142157e-05,1.6692416249242115e-07,6.561302598129259e-06,8.762423675534592e-09,1.3143635152479405e-08,2.891599848453552e-08
2002,1.5736472050775774e-05,1.918975049974847e-07,6.622216460527852e-06,9.200565198597133e-09,5.6955880012310445e-09,3.4611648658255945e-08
2003,1.6409758245572448e-05,1.7084384484888915e-07,7.061267751851119e-06,5.000307501390466e-09,1.0417307017007715e-08,4.000246178748057e-08
2004,1.6361156667699106e-05,1.1936984645188886e-07,7.395644388452638e-06,2.1583477671782703e-08,9.250061522303454e-09,3.259545522382723e-08
2005,1.6133782992255874e-05,2.1257698357146637e-07,7.67438905313611e-06,1.306087415997581e-08,1.3060874270998113e-08,5.764799482221861e-08
2006,1.6680747648933902e-05,1.9312903276613724e-07,7.430732239299687e-06,1.1118302722934459e-08,1.0294724628323593e-08,4.6532157682577235e-08
2007,1.8323476979276165e-05,9.826419145042564e-08,7.951810403028503e-06,9.18730291843417e-09,6.39116706779852e-09,2.1170741604237264e-08
2008,1.896902176667936e-05,1.7327779566755908e-07,7.922669283288997e-06,8.940623130726522e-09,9.366367237362283e-09,3.7039725953036395e-08
2009,2.04874922928866e-05,2.522373696578484e-07,7.438380180246895e-06,9.059565986291318e-09,7.1522885392028e-09,3.528462499957641e-08
2010,2.3687933207838796e-05,1.5777468354016833e-07,8.610530130681582e-06,1.0392344762522043e-08,9.447585824773341e-09,3.164941375644048e-08
2011,2.5200357413268648e-05,1.0286484686261588e-07,8.830315891827922e-06,7.647943833788418e-09,8.795135286732148e-09,2.2943831723409858e-08
2012,3.0243721994338557e-05,9.90637571973707e-08,1.0565779120952357e-05,1.599998800116964e-08,0.0,7.489355802192676e-09
2013,3.311695400043391e-05,1.0905478919909228e-07,1.0923887202807236e-05,1.701366314499353e-08,2.2313000891394097e-09,3.904775169871755e-09
2014,3.503777043079026e-05,4.027728017774734e-08,1.2093361874576658e-05,7.795602385840539e-09,1.5158116151159362e-09,7.362513709807672e-09
2015,3.446065602474846e-05,2.3052384001687187e-08,1.1514443940541241e-05,6.428068521913133e-09,1.329945265027277e-09,4.876465897751814e-09
2016,3.5314689739607275e-05,3.08629668488436e-08,1.1654601621557958e-05,5.178350193091319e-09,1.2428040818690533e-09,4.764082017771898e-09
2017,3.2862186344573274e-05,2.9432652315364294e-08,1.0952217053272761e-05,2.7671724911471074e-09,1.509366853724714e-09,4.779661555431858e-09
2018,3.526077125570737e-05,2.942871990541107e-08,1.1529862604220398e-05,1.5488800242380307e-09,2.2716907466246994e-08,1.884470712809616e-08
2019,3.413502054172568e-05,2.423438383303278e-08,1.1145265489176381e-05,1.7856913725466939e-09,0.0,1.53059265262101e-09
