year,petit_ADJ air_NOUN,petit_ADJ père_NOUN
2004,4.052407973631489e-07,4.567768385754789e-07
2005,4.3055845821982075e-07,3.11209094938647e-07
2006,4.513207443324063e-07,3.001941744074088e-07
2007,5.752050356022664e-07,3.5111474083748817e-07
2008,7.322796022890543e-07,4.308529018004492e-07
2009,6.565800845237391e-07,3.2089935064760766e-07
2010,9.334215178569139e-07,3.821548473226244e-07
2011,1.2106695521652e-06,3.5104062057200736e-07
2012,1.2772756008416764e-06,4.5480817689735886e-07
2013,1.3507732319339993e-06,4.90328167401799e-07
2014,1.340627136414696e-06,6.663074891832821e-07
2015,1.4882086816214724e-06,7.128506327447326e-07
2016,1.5145637917157728e-06,7.206192158548674e-07
2017,1.3669831560036982e-06,3.88661963057757e-07
2018,1.495701781095704e-06,6.275545736400545e-07
2019,1.5211539903248195e-06,5.204015049997679e-07
