year,voulut_VERB unir_VERB,voulut_VERB punir_VERB
1880,1.1552122813895949e-08,2.3104245627791897e-08
1881,2.7890030285249168e-09,2.2312024228199334e-08
1882,5.324308105514319e-09,2.3293848627758962e-08
1883,3.159669414998234e-09,1.64302811356265e-08
1884,5.281357573494461e-09,1.3203393933736152e-08
1885,7.7347630522695e-09,1.2246707647989297e-08
1886,3.2267319927115068e-09,2.5168509054651622e-08
1887,1.3057849246322917e-09,1.8933882017790893e-08
1888,6.340614699951175e-10,1.1413106904001324e-08
1889,0.0,1.4409814674820609e-08
1890,3.9326319978272295e-09,2.8839300725280737e-08
1891,3.1871101313640793e-09,1.0198752065093686e-08
1892,7.522214851007902e-09,1.7551833764173352e-08
1893,0.0,1.1700991287000306e-08
1894,2.520615716150587e-09,1.9534772022211655e-08
1895,3.0093072478365457e-09,1.2639090662958097e-08
1896,0.0,8.255840455717589e-09
1897,1.7480140668268973e-09,6.992056267307589e-09
1898,2.8291773368493978e-09,5.092519295146758e-09
1899,4.9748205555033564e-09,1.7688250864011934e-08
1900,1.038210628578895e-09,9.34389543516545e-09
1901,5.029864968975062e-09,3.912117296778206e-09
1902,2.9461704187383475e-09,1.0802624572647801e-08
1903,9.720396931811592e-09,1.9980815224585058e-08
1904,9.13686282189019e-09,1.289910045443321e-08
1905,6.192911072844254e-09,9.28936660926638e-09
1906,3.600929110447737e-09,1.4918134283448126e-08
1907,6.685696440911215e-09,1.7999951751335175e-08
1908,5.893666887857307e-09,1.6698722404839828e-08
1909,7.701377313651392e-09,1.320236009405562e-08
1910,4.275320542035388e-09,1.1222716089775986e-08
1911,5.3203743632934675e-09,2.074945903984826e-08
1912,5.730363294986773e-09,1.614920641657136e-08
1913,1.060597942803554e-09,1.0605979205990934e-08
1914,8.705766774141921e-09,5.357394972094198e-09
1915,1.1780762143587253e-08,2.3561523843085297e-09
1916,0.0,7.69122365795738e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,1.1486376294556067e-08,5.743188147278033e-09
1919,2.762354567309444e-09,5.524709134618888e-09
1920,8.329454459499175e-09,7.572231730534895e-09
1921,4.543648568500203e-09,1.741731914250977e-08
1922,8.115729421831475e-09,9.591316185719734e-09
1923,0.0,5.307974060286824e-09
1924,5.156649773851996e-09,5.156649773851996e-09
1925,3.299453377181294e-09,1.9796720707176974e-08
1926,4.458455382660986e-09,1.0031524944054127e-08
1927,2.2298449753321847e-09,1.4493992672726108e-08
1928,0.0,9.14083297942625e-09
1929,0.0,4.4561625500705304e-09
1930,8.402882833991043e-09,2.100720708497761e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,5.4797681947604815e-09,7.6716757391182e-09
1933,0.0,1.605892663292252e-08
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,1.196828414151696e-08,2.393656828303392e-09
1936,7.274828739411987e-09,7.274828739411987e-09
1937,6.295559185076627e-09,1.2591118370153254e-08
1938,3.8895642262559704e-09,1.0372171566075394e-08
1939,4.588215141154706e-09,6.117620188206274e-09
1940,0.0,7.607348528892999e-09
1941,0.0,8.854508237732261e-09
1942,1.517105907566929e-08,1.8205270180260413e-08
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,1.089252066321933e-08
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,7.152522574216391e-09
1948,8.697510267552389e-09,8.697510267552389e-09
1949,3.9268033269479474e-09,5.890204768377316e-09
1950,6.381216888229346e-09,1.701657836861159e-08
1951,0.0,9.595261474260042e-09
1952,0.0,3.1634410646574906e-09
1953,3.232148326759443e-09,4.3095309543161875e-09
1954,5.863521668203475e-09,3.9090144454689835e-09
1955,0.0,2.815682353940474e-09
1956,4.360570571293465e-09,8.72114114258693e-09
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,1.3235589513271862e-08
1959,0.0,3.8753737996444215e-09
1960,0.0,7.612916519406099e-09
1961,3.47407969059077e-09,1.111705483225478e-08
1962,0.0,7.610347907416326e-09
1963,3.879631726988464e-09,1.0345685197421517e-08
1964,1.2167936658258327e-09,9.125952438182594e-09
1965,5.47204326295514e-09,5.47204326295514e-09
1966,4.431259803538978e-09,7.200797291773142e-09
1967,2.465167847631733e-09,1.429797347185513e-08
1968,5.3896989093971115e-09,1.4821671889819754e-08
1969,1.3625273131978588e-09,8.629339909305145e-09
1970,6.898087434592526e-09,1.103694025061941e-08
1971,3.5968783507200897e-09,6.679916619845017e-09
1972,1.5390440033513642e-09,1.0773308467548759e-08
1973,1.102640756478479e-09,6.615844760915479e-09
1974,5.625571675160757e-10,6.1881286761433785e-09
1975,5.140332159925265e-09,6.8537762132336866e-09
1976,1.142705374768127e-09,1.0284348483935446e-08
1977,5.876781838942691e-10,7.052138428775834e-09
1978,1.1881182704343018e-09,4.158414057542359e-09
1979,5.266775904289034e-09,5.851973128301324e-09
1980,3.411090521154847e-09,2.8425752862659692e-09
1981,3.1627747087981106e-09,7.590659656386833e-09
1982,2.483000915987077e-09,4.345251713999687e-09
1983,6.315316047889041e-10,4.4207211225000265e-09
1984,5.799008495621649e-10,7.538710988796993e-09
1985,6.015558051686298e-10,3.609334831011779e-09
1986,2.3977941854269602e-09,8.991728250862252e-09
1987,4.277571630240118e-09,4.888653482026939e-09
1988,1.798966087207532e-09,4.197587610832443e-09
1989,2.1952488715726304e-09,7.683371272548811e-09
1990,2.724325431913144e-09,2.179460389939436e-09
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,4.4079553340736766e-09,7.162927584403178e-09
1993,5.539207426075166e-10,4.985286850001103e-09
1994,1.0549853213248639e-09,4.2199412852994556e-09
1995,5.422450821690461e-10,5.964695848348356e-09
1996,0.0,7.473328622609188e-09
1997,1.438468344439059e-09,3.3564262480467733e-09
1998,1.43043876743576e-09,6.675381136744818e-09
1999,1.8280804647829996e-09,5.941261704833778e-09
2000,1.3254094488601709e-09,2.2090156370779823e-09
2001,4.3812117822561447e-10,6.571817756650944e-09
2002,0.0,5.257465574004527e-09
2003,8.333845835650777e-10,7.083769126836614e-09
2004,2.642874807889939e-09,6.166707589017051e-09
2005,4.5037495954858286e-10,6.305249655724765e-09
2006,2.8825228870488218e-09,5.353256948836815e-09
2007,3.1955835755326234e-09,4.393927444112933e-09
2008,2.1287198670449925e-09,4.257439734089985e-09
2009,4.76819250749827e-10,8.582746957586096e-09
2010,4.723793023408973e-10,2.3618964561933353e-09
2011,0.0,6.883149605840799e-09
2012,1.3617010852229328e-09,5.1063788752969685e-09
2013,8.367375126105969e-10,5.020424964641279e-09
2014,8.661780737106994e-10,5.630157673408576e-09
2015,1.329945265027277e-09,1.440773989003219e-08
2016,3.1070099826280284e-09,1.0356700386182638e-08
2017,7.54683426862357e-10,3.2702947017071438e-09
2018,1.0325866828253538e-09,5.6792268665617485e-09
2019,2.55098775436835e-10,1.3265136544760026e-08
