year,eurent_VERB eu_VERB,eurent_VERB pu_VERB
1906,6.173021205313489e-09,5.144184522798412e-10
1907,1.4399961223432456e-08,3.599990305858114e-09
1908,1.276961114626829e-08,5.40252820258047e-09
1909,8.801573692096554e-09,4.400786846048277e-09
1910,6.947395991829808e-09,4.275320542035388e-09
1911,9.576673676292558e-09,4.25629931299909e-09
1912,5.730363294986773e-09,8.856016364688912e-09
1913,9.015082902408267e-09,3.181793939432964e-09
1914,7.366418142140674e-09,6.696743604095445e-09
1915,1.295883844676382e-08,2.3561523843085297e-09
1916,1.0987461607214755e-08,3.2962386153911893e-09
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,4.594550517822427e-09,4.594550517822427e-09
1919,1.5653341733923298e-08,1.8415696745321952e-09
1920,9.843901693784574e-09,3.786115865267448e-09
1921,2.2718242842501013e-09,7.572747429129834e-10
1922,2.951174193910333e-09,0.0
1923,7.431163684401554e-09,9.554353752605493e-09
1924,1.289162443462999e-09,0.0
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,8.916910765321973e-09,7.802296586589819e-09
1927,4.4596899506643695e-09,3.3447675740205796e-09
1928,7.998228745975666e-09,5.713020723163709e-09
1929,6.684243825105796e-09,4.4561625500705304e-09
1930,8.402882833991043e-09,3.1510811737689437e-09
1931,1.2545892325022123e-08,1.4826963656844327e-08
1932,4.383814644626227e-09,6.575722188983946e-09
1933,1.0323596200123575e-08,3.4411986593596566e-09
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,4.787313656606784e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,3.6374143697059935e-09
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,1.2965214679638848e-08,1.2965214457594243e-09
1939,6.117620188206274e-09,4.588215141154706e-09
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,0.0,0.0
1942,1.8205270180260413e-08,1.2136847082899749e-08
1943,5.806470415592457e-09,0.0
1944,2.2492303131116387e-08,0.0
1945,0.0,6.535512131478072e-09
1946,0.0,5.568441707737293e-09
1947,2.3841741914054637e-09,9.536696765621855e-09
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,7.444753258312176e-09,1.0635361480382244e-09
1951,6.396841278899501e-09,3.1984206394497505e-09
1952,2.1089607837865287e-09,0.0
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,4.886268278880834e-09,2.9317608341017376e-09
1955,6.569925492527773e-09,2.815682353940474e-09
1956,1.744228317335228e-09,0.0
1957,5.301022731885041e-09,1.7670075402875796e-09
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,5.425523585955716e-09,7.750747821333448e-10
1960,2.076250060767393e-09,4.844583401109048e-09
1961,1.250668635321972e-08,2.08444772553662e-09
1962,5.0735651235811474e-09,1.2683912808952869e-09
1963,0.0,2.5864212993553792e-09
1964,5.475571551727398e-09,4.867174663303331e-09
1965,2.73602163147757e-09,2.188817349590977e-09
1966,5.539074976468328e-09,2.769537488234164e-09
1967,5.423369309198733e-09,9.860671168482327e-10
1968,4.940557296606585e-09,4.4914158503495116e-10
1969,5.450109252791435e-09,5.450109252791435e-09
1970,1.1496812390987543e-08,1.3796175313274261e-09
1971,6.166076982339064e-09,1.541519245584766e-09
1972,5.643161493651405e-09,3.5911027485013847e-09
1973,4.410563025913916e-09,4.410563025913916e-09
1974,7.313243344242437e-09,6.1881286761433785e-09
1975,3.998036124386317e-09,2.8557400888473694e-09
1976,4.570821499072508e-09,3.9994687561772935e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,1.0099005187669263e-08,3.5643548113029055e-09
1979,4.681578680276743e-09,2.3407893401383717e-09
1980,2.8425752862659692e-09,3.97960553399912e-09
1981,4.427884725544118e-09,5.060439622894819e-09
1982,2.483000915987077e-09,2.483000915987077e-09
1983,3.157658134966823e-09,4.4207211225000265e-09
1984,4.639206796497319e-09,2.8995041922996734e-09
1985,1.142956040922627e-08,2.4062232206745193e-09
1986,2.3977941854269602e-09,5.395036861699509e-09
1987,4.888653482026939e-09,2.4443267410134695e-09
1988,1.1993107618124554e-09,9.594486094499644e-09
1989,4.939309850016116e-09,6.036934507847036e-09
1990,1.6345953479657283e-09,4.358920779878872e-09
1991,2.9307325455363298e-09,5.861465202094962e-10
1992,7.162927584403178e-09,2.2039776670368383e-09
1993,3.877445031719162e-09,1.1078414852150331e-09
1994,5.274926606624319e-10,4.747434001473039e-09
1995,5.964695848348356e-09,6.506940763983948e-09
1996,5.871901187504136e-09,2.135236876199542e-09
1997,2.3974471297094624e-09,6.7128524960935465e-09
1998,5.2449422582867555e-09,4.7681290027412615e-09
1999,1.8280804647829996e-09,3.1991407301035224e-09
2000,5.743440834038438e-09,7.95245647111642e-09
2001,3.5049694258049158e-09,2.6287270138425356e-09
2002,5.257465574004527e-09,5.6955880012310445e-09
2003,6.250384210204629e-09,5.416999737661854e-09
2004,6.607186797680242e-09,3.523833003171717e-09
2005,6.305249655724765e-09,4.053374524914943e-09
2006,4.529678854225949e-09,2.8825228870488218e-09
2007,5.592271090648637e-09,2.7961355453243186e-09
2008,5.5346713878634546e-09,9.79211112195344e-09
2009,8.582746957586096e-09,1.430457752249481e-09
2010,8.030448306328708e-09,5.196172381261022e-09
2011,3.059177577924288e-09,7.265546830836911e-09
2012,5.7872298064864935e-09,6.127654827992046e-09
2013,4.741512515948898e-09,3.0680376017500066e-09
2014,4.547434873103384e-09,5.197068553286499e-09
2015,4.43315073539452e-09,5.098123256885856e-09
2016,6.214019965256057e-09,6.8354220061905835e-09
2017,3.5218559180094644e-09,6.5405894034142875e-09
2018,4.3884935685412074e-09,9.29327992338358e-09
2019,5.612172948588068e-09,6.887666881283394e-09
