year,eut_VERB assez_ADV,eut_VERB passé_VERB
1900,2.829123957326374e-07,1.5105965189832204e-07
1901,2.0454784532830672e-07,1.631911743515957e-07
1902,2.032857508993402e-07,1.6253039802904823e-07
1903,2.0412832668625924e-07,1.4094574396494863e-07
1904,2.3970827101038594e-07,1.24691297287427e-07
1905,2.446199687256012e-07,1.5637100148069294e-07
1906,2.433199313145451e-07,1.5278227749604412e-07
1907,2.257708189290497e-07,1.2445680397377146e-07
1908,2.470428626111243e-07,1.4783280732899584e-07
1909,2.3214150246531062e-07,1.3972498891234864e-07
1910,2.2231667173855385e-07,1.6834074756388873e-07
1911,2.458012886563665e-07,1.2236860413850081e-07
1912,2.3650773073313758e-07,1.1773291674899156e-07
1913,2.3439214658083074e-07,1.0765069191620569e-07
1914,2.270196119980028e-07,1.3259553099942423e-07
1915,1.6021836302115844e-07,9.188994454234489e-08
1916,2.010705486554798e-07,1.0547963569251806e-07
1917,2.489378232439776e-07,1.1514745779095392e-07
1918,1.8952520974835352e-07,1.6310654871176666e-07
1919,2.430871859360195e-07,1.270683043230747e-07
1920,2.0066414663233445e-07,9.389567168227586e-08
1921,2.5671613457234344e-07,1.2722215103622148e-07
1922,1.785460455039356e-07,1.2247373604168388e-07
1923,2.972465438233485e-07,1.4862327191167424e-07
1924,2.4880836235752213e-07,2.011093442888523e-07
1925,2.6505608730076347e-07,1.2207976851641433e-07
1926,2.3741274901567522e-07,1.4935825731754448e-07
1927,3.1998274607758503e-07,2.0068604555945058e-07
1928,2.4908769091780414e-07,1.1426040913420366e-07
1929,3.4089643463630637e-07,1.3702700130124867e-07
1930,2.4473396820212656e-07,1.2079144084964355e-07
1931,2.760096435849846e-07,1.0492928481653507e-07
1932,2.2795836684963433e-07,1.249387224788734e-07
1933,2.615310847886576e-07,1.192948815287309e-07
1934,2.0728133165448526e-07,1.2101395441277418e-07
1935,2.3577520380513306e-07,1.1728918281050937e-07
1936,1.5519634644078906e-07,1.1518478970629076e-07
1937,2.0523522437088104e-07,1.1583829007122404e-07
1938,1.892921375201695e-07,1.2705909568921925e-07
1939,1.9117562999326765e-07,7.035263394072899e-08
1940,2.459709378399566e-07,7.100192078723921e-08
1941,2.0070217487955233e-07,1.0035108743977617e-07
1942,2.2453167503044824e-07,8.192371581117186e-08
1943,1.6548440839869727e-07,1.7419411335595214e-07
1944,2.1528347815547022e-07,1.2531425852557732e-07
1945,1.895298566978454e-07,1.4160276862185128e-07
1946,2.18561339693224e-07,1.1415305323225766e-07
1947,2.2888072237492452e-07,1.0847992371054715e-07
1948,2.011299216064799e-07,1.0654449766889229e-07
1949,1.894682668535097e-07,1.0307858389069224e-07
1950,2.0313540005645336e-07,1.0954422435816014e-07
1951,2.24955570615748e-07,1.172754195977177e-07
1952,2.720559280078305e-07,6.748674508116892e-08
1953,2.0793487465198268e-07,8.188109035245361e-08
1954,1.9740522816391604e-07,8.20893006903134e-08
1955,2.1493042368092574e-07,6.851493594695057e-08
1956,1.909930062993226e-07,1.0901427316412082e-07
1957,2.235264560113137e-07,8.746687285565713e-08
1958,2.465128545736661e-07,8.934022588391599e-08
1959,1.782672001127139e-07,9.533420097795897e-08
1960,1.806337479592912e-07,7.474500307580456e-08
1961,1.9315882582304766e-07,8.476754231878658e-08
1962,2.0611358308997296e-07,1.0591067223231221e-07
1963,1.9980105037120666e-07,1.1380253539527985e-07
1964,1.8677782520626351e-07,9.430151237665996e-08
1965,1.997295839828439e-07,9.685516744184497e-08
1966,2.7307638106321974e-07,1.107814924239392e-07
1967,2.2876757554968208e-07,1.0945345252366678e-07
1968,2.50621013719865e-07,1.1318368109414223e-07
1969,2.130084340024041e-07,9.719362026316958e-08
1970,2.0602287520432583e-07,6.3002531192069e-08
1971,2.168403767655036e-07,7.810363911175955e-08
1972,1.9751065849504812e-07,8.36213942534414e-08
1973,2.100530593907024e-07,8.380069971281046e-08
1974,1.125114366118396e-07,6.18812876496122e-08
1975,1.4392929870155058e-07,6.910890704148187e-08
1976,1.5312251377963548e-07,6.627691107041755e-08
1977,1.3575366608620243e-07,5.7592462354705276e-08
1978,1.5623754734406248e-07,8.019798514169452e-08
1979,1.6092926102828642e-07,7.783124544857856e-08
1980,1.4042322504792537e-07,5.9125568441231735e-08
1981,1.2587842945777084e-07,6.958104137311238e-08
1982,1.365650490470216e-07,5.7729771185677237e-08
1983,1.4525227243211702e-07,5.5574780333245144e-08
1984,1.3743650129072194e-07,6.320919254676483e-08
1985,1.1008471290097077e-07,5.414002401948892e-08
1986,1.5465772662537347e-07,6.474044056403727e-08
1987,1.3443796831325017e-07,4.5831125561335284e-08
1988,1.4151866878364672e-07,5.157036397918091e-08
1989,1.366542363712142e-07,5.927171997655023e-08
1990,1.0733842259469384e-07,6.32043537507343e-08
1991,1.1312627634652017e-07,5.6856212182765375e-08
1992,1.1846380232327647e-07,5.344645970239981e-08
1993,1.1576943848012888e-07,5.040678630052753e-08
1994,1.060260217400355e-07,5.433174266045171e-08
1995,1.0628003366264238e-07,4.9344301089604414e-08
1996,1.094308927918064e-07,4.5907594170557786e-08
1997,1.1891338402847396e-07,5.801822311468641e-08
1998,9.917708609918918e-08,4.1005911555203056e-08
1999,1.3527795772461104e-07,5.1643272769297255e-08
2000,1.1221799667282539e-07,5.036556061099873e-08
2001,1.1566399393814208e-07,5.87082382708104e-08
2002,1.3012227384479047e-07,5.47652696525347e-08
2003,1.2334092502896965e-07,6.208715319644398e-08
2004,1.0571498876288388e-07,4.8893184612097684e-08
2005,1.3195986525715853e-07,7.205998997505958e-08
2006,1.095358683755876e-07,6.135655894468073e-08
2007,1.2982057739918673e-07,6.63083596919023e-08
2008,1.1197066385193466e-07,6.045564049372842e-08
2009,1.497212451795349e-07,8.296655096273753e-08
2010,1.5588517499054433e-07,9.778251808256755e-08
2011,2.0496489128163375e-07,1.0248244564081688e-07
2012,2.791487361264444e-07,1.5114882501165994e-07
2013,3.143343860756431e-07,1.7208901681442512e-07
2014,3.0857594879307726e-07,1.8384629640877392e-07
2015,3.2073845090963005e-07,1.7400117258148384e-07
2016,3.666271766178397e-07,2.0071284723144345e-07
2017,2.56089236927437e-07,1.8062088713577396e-07
2018,3.046130814254866e-07,1.8044451621790358e-07
2019,2.93618683144814e-07,1.5152866694734257e-07
