year,devaient_VERB unir_VERB,devaient_VERB punir_VERB
1951,1.9190522948520083e-08,3.1984206394497505e-09
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,4.3095309543161875e-09,3.232148326759443e-09
1954,1.2704297169818801e-08,9.772536113672459e-10
1955,1.5016972554349195e-08,9.385607846468247e-10
1956,7.849027205963921e-09,5.232684952005684e-09
1957,7.068030161150318e-09,1.7670075402875796e-09
1958,9.099467845885556e-09,8.272243445794913e-10
1959,1.2401196514133517e-08,0.0
1960,3.460416619915918e-09,0.0
1961,9.03260666262895e-09,2.779263708063695e-09
1962,8.244543714397423e-09,6.341956404476434e-10
1963,7.1126584622049904e-09,0.0
1964,6.6923653285755336e-09,0.0
1965,3.830430195250756e-09,0.0
1966,6.6468897053084675e-09,1.6617224263271169e-09
1967,9.367637332502454e-09,4.930335584241163e-10
1968,6.737123747768692e-09,0.0
1969,8.175163657142548e-09,2.7250546263957176e-09
1970,8.277704743875347e-09,2.2993624781975086e-09
1971,6.166076982339064e-09,3.083038491169532e-09
1972,1.2312352026810913e-08,5.130146862875051e-10
1973,9.923766697284009e-09,2.205281512956958e-09
1974,1.1251143128276908e-08,0.0
1975,7.996072248772634e-09,0.0
1976,5.713526984862938e-09,0.0
1977,3.526069214387917e-09,0.0
1978,7.128709622605811e-09,0.0
1979,3.5111840102075575e-09,5.851973350345929e-10
1980,1.0801786132219604e-08,0.0
1981,5.69299452024552e-09,6.325549528618524e-10
1982,9.932003663948308e-09,1.2415004579935385e-09
1983,6.315316269933646e-09,3.78918940668882e-09
1984,8.118611560803402e-09,2.3196033982486597e-09
1985,2.4062232206745193e-09,1.8046674155058895e-09
1986,7.1933827783254856e-09,2.3977941854269602e-09
1987,5.49973533381376e-09,6.110816852533674e-10
1988,7.795519785247507e-09,2.398621523624911e-09
1989,3.841685636274406e-09,5.488122178931576e-10
1990,9.80757164370516e-09,1.6345953479657283e-09
1991,4.10302547493302e-09,3.5168792322792797e-09
1992,2.7549720282848966e-09,1.65298330578878e-09
1993,8.308811416668505e-09,2.2156829704300662e-09
1994,5.802419433820205e-09,3.164955852952289e-09
1995,5.4224509327127635e-09,0.0
1996,4.804283193493575e-09,3.2028553142993132e-09
1997,3.835915585170824e-09,2.3974471297094624e-09
1998,9.059445638115449e-09,3.337690568372409e-09
1999,5.484241505371301e-09,4.570201161957499e-10
2000,6.627047355323157e-09,3.092622158362701e-09
2001,6.133696661692056e-09,1.3143635069212678e-09
2002,1.0076809608960957e-08,1.752488598683044e-09
2003,1.0833999475323708e-08,4.1669229178253886e-10
2004,4.404791198453495e-09,8.809582507929292e-10
2005,6.305249655724765e-09,2.702249757291497e-09
2006,5.7650457740976435e-09,2.4707338397433887e-09
2007,5.192823504529542e-09,7.988958938831558e-10
2008,8.089135583588813e-09,2.9802078582719105e-09
2009,5.245011536203492e-09,1.907277002999308e-09
2010,5.668551850135373e-09,1.4171379625338432e-09
2011,3.823971805871906e-09,3.059177577924288e-09
2012,6.127654827992046e-09,3.404252713057332e-10
2013,5.578249862026041e-09,5.578250084070646e-10
2014,6.496335469563519e-09,8.661780737106994e-10
2015,6.64972610309178e-09,1.994917786518613e-09
2016,5.178350193091319e-09,3.1070099826280284e-09
2017,5.534344982294215e-09,1.7609279590047322e-09
2018,4.904786798931582e-09,5.162933414126769e-10
2019,4.846876677788714e-09,1.7856913725466939e-09
