year,aient_VERB eu_VERB,aient_VERB pu_VERB
1861,1.624649485165719e-06,2.187735617553699e-06
1862,1.5826506114535732e-06,2.134748456228408e-06
1863,1.808552156035148e-06,2.333486918359995e-06
1864,1.6028775462473277e-06,2.4175017188099446e-06
1865,1.6031511904657236e-06,2.214570258729509e-06
1866,1.6489561858179513e-06,2.1948778794467216e-06
1867,1.5038863239169586e-06,2.0925322132825386e-06
1868,1.6375682889702148e-06,2.338536432944238e-06
1869,1.5920272744551767e-06,2.2039321265765466e-06
1870,1.6623007468297146e-06,2.2907524908077903e-06
1871,1.6059219660746749e-06,2.414193659205921e-06
1872,1.718049134069588e-06,2.3886989310994977e-06
1873,1.6234043869189918e-06,2.4518674308637856e-06
1874,1.5169532616710057e-06,2.251830210298067e-06
1875,1.5139161178012728e-06,2.2971930775383953e-06
1876,1.5846604810576537e-06,2.487935034878319e-06
1877,1.6185663298529107e-06,2.235811052742065e-06
1878,1.574994371367211e-06,2.447642600600375e-06
1879,1.6709004739823285e-06,2.1492605810635723e-06
1880,1.384971255902201e-06,2.1191729047131957e-06
1881,1.4865386219753418e-06,2.1768169062852394e-06
1882,1.6072755215645884e-06,2.087794428007328e-06
1883,1.5198010032690945e-06,2.0790625967492815e-06
1884,1.477459818488569e-06,2.2326939870254137e-06
1885,1.565644879519823e-06,2.156065193048562e-06
1886,1.5475405916731688e-06,2.024451532633975e-06
1887,1.6048096540544066e-06,1.9847930161631666e-06
1888,1.6479257283208426e-06,1.9757355858018855e-06
1889,1.5525008620898006e-06,2.101953441524529e-06
1890,1.608446495993121e-06,2.001709617616143e-06
1891,1.6088531538116513e-06,2.049949216598179e-06
1892,1.5702623841207242e-06,2.065474745904794e-06
1893,1.5999565903257462e-06,2.0821605630771955e-06
1894,1.5779054365339107e-06,1.9591486761783017e-06
1895,1.48900517160655e-06,1.9969763798144413e-06
1896,1.547970100546081e-06,1.9766841887758346e-06
1897,1.4922213722456945e-06,2.0597433376678964e-06
1898,1.5407700857394957e-06,2.1196196939854417e-06
1899,1.4432507668971084e-06,1.99932514988177e-06
1900,1.4820457181485835e-06,1.917055897138198e-06
1901,1.4798980600971845e-06,1.9085543954133755e-06
1902,1.4033590787221328e-06,1.7853792542155134e-06
1903,1.4629197266913252e-06,2.0596439753717277e-06
1904,1.5371427934951498e-06,2.1165274119994137e-06
1905,1.551324203319382e-06,1.9961817088187672e-06
1906,1.4763809303985909e-06,2.017549149968545e-06
1907,1.5346245163527783e-06,2.158451252398663e-06
1908,1.5333356486735283e-06,2.084884727082681e-06
1909,1.3900985322834458e-06,2.0793718249478843e-06
1910,1.4760544218006544e-06,1.964509692697902e-06
1911,1.513646452622197e-06,2.0297227365517756e-06
1912,1.5039598793009645e-06,2.000938593482715e-06
1913,1.4164285175866098e-06,2.103165797961992e-06
1914,1.4016284239914967e-06,2.1402793208835647e-06
1915,1.7317720448772889e-06,2.862725068553118e-06
1916,1.6140581919898978e-06,2.7391743060434237e-06
1917,1.5276228850780171e-06,2.4817018129397184e-06
1918,1.492080286880082e-06,2.570651076894137e-06
1919,1.4962753311920096e-06,2.209883632531273e-06
1920,1.5470069456569036e-06,2.0982654405088397e-06
1921,1.3797546216665069e-06,1.8591094885778148e-06
1922,1.4099234704190167e-06,2.082791297652875e-06
1923,1.4458921668847324e-06,1.996859737118939e-06
1924,1.3239698546385625e-06,1.913117102958495e-06
1925,1.3923693131800974e-06,2.064357886411017e-06
1926,1.4445395208895206e-06,2.0475456494750688e-06
1927,1.3501711464414257e-06,1.886448899313109e-06
1928,1.3631266710945056e-06,1.9595661342464155e-06
1929,1.4259719591791509e-06,1.9963608792750165e-06
1930,1.3150511222193018e-06,2.000936547119636e-06
1931,1.33556727632822e-06,1.8944297153211664e-06
1932,1.3491189747583121e-06,2.1436853785417043e-06
1933,1.2893024177174084e-06,2.0979841792723164e-06
1934,1.409033870913845e-06,1.913458390845335e-06
1935,1.3021492577536264e-06,2.111205276378314e-06
1936,1.3143190926712123e-06,2.104850409523351e-06
1937,1.3271038596940343e-06,1.8999996882484993e-06
1938,1.2641083912967588e-06,1.991456883843057e-06
1939,1.4116408237896394e-06,2.141166987712495e-06
1940,1.5087908877831069e-06,2.1782375370094087e-06
1941,1.360642727377126e-06,2.0690033579739975e-06
1942,1.5686874803577666e-06,2.2119404547993327e-06
1943,1.5764567251608241e-06,2.5025888135132845e-06
1944,1.523050286778016e-06,2.487005986040458e-06
1945,1.5467378489120165e-06,2.219895577582065e-06
1946,1.4380500488186954e-06,2.2399055978894467e-06
1947,1.3768606095254654e-06,2.194632315877243e-06
1948,1.335067850050109e-06,2.0939255591656547e-06
1949,1.3792896425002255e-06,2.0890593077638187e-06
1950,1.2411467196216108e-06,2.3089369278750382e-06
1951,1.411569542142388e-06,2.0704442249552812e-06
1952,1.3339176803128794e-06,2.240770754724508e-06
1953,1.3531927152143908e-06,2.1989380911691114e-06
1954,1.3456782426146674e-06,2.1265038867568364e-06
1955,1.3778072798231733e-06,2.174645260311081e-06
1956,1.2401463891364983e-06,2.1392959297372727e-06
1957,1.4127225540505606e-06,2.0877193946944317e-06
1958,1.3103233413858106e-06,1.9472861367830774e-06
1959,1.374982616653142e-06,1.998917923629051e-06
1960,1.3585596434495528e-06,2.0665609099523863e-06
1961,1.299305836255371e-06,2.084447714878479e-06
1962,1.3191269090384594e-06,2.0484519609453855e-06
1963,1.3048495475231903e-06,1.9708529634954175e-06
1964,1.3159623222236405e-06,2.105661451423657e-06
1965,1.4101456144999247e-06,2.0323168428149074e-06
1966,1.3310396980159567e-06,2.061089617200196e-06
1967,1.4460674719884992e-06,2.1520913833228406e-06
1968,1.3352979522096575e-06,2.0943471099599265e-06
1969,1.3384560588747263e-06,2.1614225715893554e-06
1970,1.3304111234901939e-06,1.9475601220619865e-06
1971,1.2157448736616061e-06,1.8518784372645314e-06
1972,1.209688662129338e-06,1.971515530385659e-06
1973,1.269690869776241e-06,1.8061255104839802e-06
1974,1.184182792712818e-06,1.9683875507325865e-06
1975,1.2119760413042968e-06,1.792833586478082e-06
1976,1.2169812180218287e-06,1.8751794641502784e-06
1977,1.203564920615463e-06,1.9264091406512307e-06
1978,1.2207915460749064e-06,1.8071278873321717e-06
1979,1.2195512226753635e-06,1.8708758489083266e-06
1980,1.1989982340310235e-06,1.8692775256567984e-06
1981,1.1518825431267032e-06,1.7471168121119263e-06
1982,1.234051410392567e-06,1.998815832848777e-06
1983,1.2302235745664802e-06,1.8276524542670813e-06
1984,1.1632811265371856e-06,1.878298803603684e-06
1985,1.0942300150418305e-06,1.7890270100906491e-06
1986,1.083802999346517e-06,1.8295169184057158e-06
1987,1.2007755003651255e-06,1.8057463648801786e-06
1988,1.1339483307892806e-06,1.77857782546198e-06
1989,1.0976244766425225e-06,1.792420675883477e-06
1990,1.1398577726140502e-06,1.8449131857778411e-06
1991,1.0779234571600682e-06,1.7021694702634704e-06
1992,1.126783558902389e-06,1.820485522330273e-06
1993,1.0181063316849759e-06,1.7559287925905664e-06
1994,1.0776675480883569e-06,1.7544406318847905e-06
1995,1.0665960417099996e-06,1.7883243117466918e-06
1996,1.1135260820083204e-06,1.7071218962882995e-06
1997,1.0822076319527696e-06,1.8599395161800203e-06
1998,1.0237173455607262e-06,1.7317845504294382e-06
1999,1.0721691978687886e-06,1.7997451777773676e-06
2000,1.0294013463862939e-06,1.7433552557122312e-06
2001,9.75695911620278e-07,1.7533609479869483e-06
2002,1.0164434343096218e-06,1.7520504798085312e-06
2003,1.0354802952861064e-06,1.7151054407804622e-06
2004,1.0144234465769841e-06,1.5949749467836227e-06
2005,1.0043361271527829e-06,1.6573798120589345e-06
2006,9.084064913622569e-07,1.7262194660361274e-06
2007,9.379037919643451e-07,1.5418690963997506e-06
2008,9.366367521579377e-07,1.6042032484619995e-06
2009,8.868838108355703e-07,1.5010269862614223e-06
2010,8.554789019399323e-07,1.4228064628696302e-06
2011,7.410857847389707e-07,1.3387725630309433e-06
2012,8.020419386411959e-07,1.3079138625471387e-06
2013,8.646287597002811e-07,1.3906577578381984e-06
2014,9.478153515374288e-07,1.475317844779056e-06
2015,8.278909149339597e-07,1.3237388429843122e-06
2016,8.519421612618316e-07,1.438338472325995e-06
2017,7.841160254429269e-07,1.2902570460937568e-06
2018,7.64888568483002e-07,1.3276483059598831e-06
2019,8.489687388646416e-07,1.2938610325363697e-06
