year,long_ADJ are_NOUN,long_ADJ dard_NOUN
2010,6.140930874920514e-09,5.196172381261022e-09
2011,3.82397197240536e-10,4.206369030868018e-09
2012,4.425528388196653e-09,4.765953853791416e-09
2013,4.183687618564136e-09,8.08846234434668e-09
2014,2.815078836704288e-09,6.063246349441442e-09
2015,3.32486305154589e-09,8.644644111654998e-09
2016,1.6570720351438695e-09,1.0356700386182638e-08
2017,4.528100561174142e-09,9.810884549210641e-09
2018,2.0651733656507076e-09,5.421080029321956e-09
2019,3.5713827450933877e-09,6.12237061048404e-09
