year,long_ADJ deuil_NOUN
1878,2.294853729267743e-08
1879,2.1382637882538802e-08
1880,2.5671385017744797e-08
1881,1.2550513517339823e-08
1882,3.128031167420886e-08
1883,1.9589950994713945e-08
1884,2.2445769687351458e-08
1885,2.0626034213933053e-08
1886,3.1621972595985426e-08
1887,2.546280519766242e-08
1888,3.043495055976564e-08
1889,1.6915869593958632e-08
1890,3.211649257650606e-08
1891,8.286486163910922e-09
1892,2.0686091062316336e-08
1893,1.847524977449666e-08
1894,1.3863386882917439e-08
1895,2.4074457982692365e-08
1896,2.181900704556483e-08
1897,1.3984112534615178e-08
1898,1.9238406423482957e-08
1899,2.5426860617017155e-08
1900,1.7130474816440255e-08
1901,1.5089595351014395e-08
1902,2.0132164380015638e-08
1903,1.1880484152015924e-08
1904,6.987012746151322e-09
1905,9.28936660926638e-09
1906,1.6975809202790515e-08
1907,3.599990350267035e-08
1908,1.5716445034286153e-08
1909,2.3104130164597336e-08
1910,1.7635697346918278e-08
1911,2.3941684190731394e-08
1912,9.897900277167082e-09
1913,1.96210621083992e-08
1914,9.37544086809794e-09
1915,7.068456930880984e-09
1916,8.789969641043172e-09
1917,2.0836205649743533e-08
1918,3.5607765624945387e-08
1919,8.287063479883727e-09
1920,8.329454459499175e-09
1921,1.060184651180407e-08
1922,1.4018077365562931e-08
1923,2.866305948145964e-08
1924,1.4180787211159895e-08
1925,3.739380360912037e-08
1926,2.1177662290483568e-08
1927,1.7838759802657478e-08
1928,2.9707706517001498e-08
1929,1.893869061575515e-08
1930,8.402882833991043e-09
1931,9.124285327288817e-09
1932,8.767629289252454e-09
1933,1.8353059516584835e-08
1934,1.1981580172459871e-08
1935,1.555876849579363e-08
1936,1.4549657478823974e-08
1937,1.1332006444320086e-08
1938,3.8895642262559704e-09
1939,9.176430282309411e-09
1940,2.5357829169792012e-09
1941,1.4757512545315876e-08
1942,2.1239483061208375e-08
1943,2.0322646676618206e-08
1944,1.927911696952833e-08
1945,4.357008265287732e-08
1946,8.352662561605939e-09
1947,1.3112957830685446e-08
1948,2.391815279167986e-08
1949,9.817008539414473e-09
1950,1.808011518278363e-08
1951,1.5992101864981123e-08
1952,1.687168627029223e-08
1953,1.4005975934594517e-08
1954,8.795282724349818e-09
1955,9.385607846468247e-09
1956,1.4825940475304833e-08
1957,1.1485549400447326e-08
1958,1.1581140491045971e-08
1959,1.0851047171911432e-08
1960,2.422291700554524e-08
1961,5.55852741612739e-09
1962,1.4586500007851555e-08
1963,1.4871922360271128e-08
1964,8.517555549758526e-09
1965,1.4774516721161035e-08
1966,1.5509408868297214e-08
1967,1.2818872185960117e-08
1968,1.527081394669949e-08
1969,5.904285060864822e-09
1970,1.74751555448438e-08
1971,1.798439086542203e-08
1972,9.234264020108185e-09
1973,1.3783009400469837e-08
1974,1.3501372464475025e-08
1975,1.6563292959403952e-08
1976,5.142174241967723e-09
1977,1.2928920156696222e-08
1978,9.504946163474415e-09
1979,9.948355028654987e-09
1980,7.95921106799824e-09
1981,1.5813874654213578e-08
1982,4.345251713999687e-09
1983,3.78918940668882e-09
1984,1.2177918229383522e-08
1985,9.624892882698077e-09
1986,7.1933827783254856e-09
1987,6.721898593298192e-09
1988,1.3792074149421296e-08
1989,1.1525056464734007e-08
1990,1.0352437129768077e-08
1991,4.68917216167597e-09
1992,9.91789939064347e-09
1993,3.323524566667402e-09
1994,5.802419433820205e-09
1995,1.9520822291951845e-08
1996,1.1209993822092201e-08
1997,1.102825741838842e-08
1998,1.0489884516573511e-08
1999,5.941261704833778e-09
2000,6.627047355323157e-09
2001,7.448059946568719e-09
2002,1.445803121669087e-08
2003,1.2084076850271686e-08
2004,5.726228824443069e-09
2005,9.908249332113428e-09
2006,1.7706927479821388e-08
2007,1.078509459517818e-08
2008,1.1069342775726909e-08
2009,1.3827758493789588e-08
2010,1.1809482280966677e-08
2011,9.177532511728259e-09
2012,1.1574459612972987e-08
2013,1.617692468869336e-08
2014,1.4941571535587173e-08
2015,1.1747849804066846e-08
2016,1.9677729667932908e-08
2017,8.804639684001359e-09
2018,9.035133530232997e-09
2019,1.198964216797549e-08
