year,un_DET issu_ADJ,un_DET tissu_NOUN
1857,9.763018171682347e-10,4.5729976250186155e-06
1858,1.9574704079872163e-09,3.721640510434554e-06
1859,5.092173349652285e-10,4.464817699556534e-06
1860,1.8308735638683515e-09,4.642637730256638e-06
1861,4.715963730639317e-10,4.196736306028015e-06
1862,7.228778020618165e-09,3.515445111901272e-06
1863,4.994620828036034e-10,3.2245271004427423e-06
1864,0.0,4.1982636034276766e-06
1865,1.4120533631256649e-09,4.1100166683349926e-06
1866,1.0704348518686402e-08,4.92497349569021e-06
1867,4.85281148598915e-10,5.387591237138167e-06
1868,9.87974813071446e-10,6.0217066533141406e-06
1869,4.883519366671862e-09,6.435989782005436e-06
1870,1.77755516972411e-08,5.113051408045521e-06
1871,0.0,5.638783193262498e-06
1872,1.1489944995446422e-08,4.397625104957115e-06
1873,5.9860045809045914e-09,6.288297470291582e-06
1874,5.974609140757536e-10,7.3923837007328075e-06
1875,2.2886108563824337e-09,5.310149397530495e-06
1876,4.836811839936672e-09,6.338642094760871e-06
1877,6.184815992682502e-10,5.8953667050332115e-06
1878,0.0,5.383243447454333e-06
1879,0.0,5.324277083218476e-06
1880,3.2089231272180996e-09,4.575924251071228e-06
1881,1.3945015142624584e-09,4.98115935343435e-06
1882,0.0,5.189869121124957e-06
1883,1.2638677882037541e-09,4.534125839228409e-06
1884,5.941527270181268e-09,5.045016813198799e-06
1885,6.445635580831777e-09,4.845184498947219e-06
1886,3.872078213618124e-09,4.247669703971724e-06
1887,2.6115698492645834e-09,4.226173047072734e-06
1888,6.974675947901687e-09,4.068772248899677e-06
1889,5.012109394186837e-09,4.385595936184927e-06
1890,8.520702365899524e-09,4.280669617884314e-06
1891,1.2748440081367107e-09,4.3140720755729944e-06
1892,6.268512375839919e-10,4.03378749069816e-06
1893,6.158416554491453e-10,4.245612561959433e-06
1894,5.671385139294216e-09,4.2277027283432744e-06
1895,2.4074457982692365e-09,3.83807037707129e-06
1896,5.307326134129653e-09,4.035926703949144e-06
1897,1.7480140668268973e-09,4.680598848949558e-06
1898,2.8291773368493978e-09,4.138520761642894e-06
1899,8.844125432005967e-09,4.150105922917646e-06
1900,1.038210628578895e-09,4.119619902098748e-06
1901,0.0,4.726955324940718e-06
1902,9.820567692386817e-10,5.767619477126118e-06
1903,3.2401321625741275e-09,3.986442781211963e-06
1904,2.6873125946735854e-09,4.690973085530459e-06
1905,3.6125313851442797e-09,4.080096100977926e-06
1906,2.0576738091193647e-09,4.1678183055893214e-06
1907,8.742834012309686e-09,3.890561060870823e-06
1908,5.893666887857307e-09,3.7527924199309837e-06
1909,3.300590023513905e-09,3.9354038037231476e-06
1910,4.275320542035388e-09,3.7719014471804257e-06
1911,2.128149656499545e-09,3.461435341023389e-06
1912,7.293189607793238e-09,3.6981680793246596e-06
1913,1.0605979205990934e-08,3.889742764329185e-06
1914,2.0090231700464756e-09,3.81379548031191e-06
1915,4.712304768617059e-09,3.032368130817531e-06
1916,1.538244731591476e-08,3.0578106731127264e-06
1917,3.289927441585405e-09,3.193422770664256e-06
1918,8.040463406189247e-09,3.0886866433377236e-06
1919,4.603924352863942e-09,2.7485426272733093e-06
1920,8.329454459499175e-09,3.7073647121133035e-06
1921,4.543648568500203e-09,4.087769241323258e-06
1922,2.2133805899215986e-09,3.7398754315631777e-06
1923,0.0,3.5775746241029083e-06
1924,0.0,3.7708001201508523e-06
1925,1.0998177923937646e-09,3.288455168615201e-06
1926,7.802296586589819e-09,3.7751970722865735e-06
1927,3.3447675740205796e-09,3.649141291361957e-06
1928,2.2852082448565625e-09,3.7500266216738964e-06
1929,7.798284684668033e-09,3.5604739281325237e-06
1930,0.0,3.6941174172966385e-06
1931,3.4216069977333063e-09,3.336066868087073e-06
1932,7.6716757391182e-09,2.9831857943918294e-06
1933,1.1470662197865522e-09,3.559346502868266e-06
1934,1.1981580172459871e-09,3.238621090417837e-06
1935,2.393656828303392e-09,4.036902176096646e-06
1936,9.699771652549316e-09,3.7234999510360467e-06
1937,2.5182236296217297e-09,3.3895291053909204e-06
1938,9.075650453382877e-09,3.6237774665437428e-06
1939,1.5294050470515685e-09,3.1306921286500256e-06
1940,0.0,2.9313650689033466e-06
1941,1.4757512545315876e-08,3.544754726192423e-06
1942,9.102635090130207e-09,3.974817289531529e-06
1943,5.806470415592457e-09,3.3909787653385592e-06
1944,6.4263723231761105e-09,3.5730630756347637e-06
1945,8.714016175304096e-09,2.5597421995371406e-06
1946,1.3921104269343232e-09,2.8009262678097002e-06
1947,2.3841741914054637e-09,2.8967717504713164e-06
1948,2.174377566888097e-09,3.521404401851669e-06
1949,1.1780409536754632e-08,2.8616578511275748e-06
1950,6.381216888229346e-09,2.689682922607517e-06
1951,5.330700769690111e-09,2.8657848289981303e-06
1952,1.2653764258629963e-08,3.2214376481931595e-06
1953,3.232148326759443e-09,2.977885852573081e-06
1954,4.886268278880834e-09,2.948374081768179e-06
1955,4.6928039232341234e-09,2.914231277628687e-06
1956,1.2209598665435806e-08,2.996584161252258e-06
1957,7.951533653738352e-09,3.0003788324961533e-06
1958,7.445019267748876e-09,2.893630728806329e-06
1959,6.975672928177801e-09,2.8902537465569367e-06
1960,8.305000243069571e-09,2.837541586586667e-06
1961,8.33779090214648e-09,2.6027804054251646e-06
1962,1.9025869768540815e-09,2.279299042839966e-06
1963,6.466053470433053e-09,2.7273812577277567e-06
1964,7.300761772910391e-09,2.491385100000798e-06
1965,6.0192477668863376e-09,2.425756832735715e-06
1966,1.495550172592175e-08,2.475966432768928e-06
1967,5.423369309198733e-09,2.4513628709144086e-06
1968,4.940557296606585e-09,2.4235678850459408e-06
1969,1.1354394757745467e-08,2.061958040755485e-06
1970,8.7375777724219e-09,2.391796840583993e-06
1971,9.24911525146399e-09,2.460778645740902e-06
1972,1.4364410994005539e-08,2.4029608347575504e-06
1973,9.37244681864513e-09,2.269234627760852e-06
1974,1.012602890426706e-08,2.1101519358524e-06
1975,7.4249242310031605e-09,2.2211946131278637e-06
1976,9.141642998145016e-09,2.2277041793472563e-06
1977,9.990529292736028e-09,2.2719637691182015e-06
1978,9.504946163474415e-09,2.3203950085814995e-06
1979,1.0533551808578068e-08,2.281684466254319e-06
1980,8.527726080842513e-09,2.417326104620088e-06
1981,1.3916208629893845e-08,2.6611586605440607e-06
1982,1.2415004135846175e-08,2.46189534180985e-06
1983,1.1999100379966876e-08,2.814736404843643e-06
1984,1.333771937339634e-08,2.611293620446986e-06
1985,1.142956040922627e-08,2.6793294836124915e-06
1986,8.392279760016663e-09,2.8521762729383227e-06
1987,1.649920555735207e-08,2.975967916540867e-06
1988,1.5591039570495013e-08,2.8321723632984686e-06
1989,6.585746614717891e-09,2.6694225425671902e-06
1990,1.0352437129768077e-08,2.8823363038554817e-06
1991,1.2895223555631219e-08,2.804125067257246e-06
1992,2.2039776226279173e-08,2.8629670296709264e-06
1993,1.717154241021035e-08,2.9357799959939257e-06
1994,1.2132331583813993e-08,2.7281921362032335e-06
1995,1.4640617607142303e-08,2.677063932310375e-06
1996,1.975094043871195e-08,2.810505471018132e-06
1997,1.6782131240233866e-08,2.9172138127364633e-06
1998,1.7642078020685403e-08,2.864215119302571e-06
1999,1.96518641359944e-08,2.78599467407048e-06
2000,1.8555732950176207e-08,2.8739295601099e-06
2001,2.2782300490575835e-08,2.8451590026179474e-06
2002,1.752488643091965e-08,2.8845962773971223e-06
2003,1.5417615628621206e-08,2.8918445096337564e-06
2004,1.6297727611913615e-08,2.8512212963960337e-06
2005,1.9366122927522156e-08,2.8999643646443474e-06
2006,2.0589450144825605e-08,2.9624099866509823e-06
2007,2.236908436259455e-08,3.0118375349275084e-06
2008,1.9158479247494142e-08,3.009584119695319e-06
2009,1.6211854969583328e-08,2.926716589968237e-06
2010,2.1257068993918438e-08,2.9863819435149708e-06
2011,1.644307978665438e-08,3.3865096042973164e-06
2012,1.9404239992582006e-08,3.375316609321999e-06
2013,1.7850400269026068e-08,2.9469895324041318e-06
2014,1.407539329534302e-08,2.7830301405629143e-06
2015,6.871383906315032e-09,2.8737899455677507e-06
2016,9.32103016992869e-09,2.5831681256249794e-06
2017,1.3081178806828575e-08,2.7827692150594885e-06
2018,1.0067719991013746e-08,2.8006331334040624e-06
2019,1.1734544003161318e-08,2.6201194458508326e-06
