year,ton_DET or_NOUN,ton_DET tort_NOUN
1929,6.684243802901335e-08,1.0026365737658693e-08
1930,3.676261295382233e-08,9.453243521306831e-09
1931,3.307553342324354e-08,5.7026783295555106e-09
1932,3.6166470818166374e-08,7.6716757391182e-09
1933,2.1794258397989097e-08,1.1470662197865522e-09
1934,3.5944742293736454e-08,3.5944740517379614e-09
1935,2.393656917121234e-08,1.3165112555668657e-08
1936,3.273672799508631e-08,2.424942913137329e-09
1937,5.9178256517355976e-08,8.813782592653752e-09
1938,2.2040865133021725e-08,1.037217134403079e-08
1939,2.2941076593951948e-08,4.588215141154706e-09
1940,1.7750480196809804e-08,0.0
1941,3.8369532440185594e-08,8.854508237732261e-09
1942,4.551317811518629e-08,6.068423541449874e-09
1943,4.6451763546784264e-08,2.9032352077962287e-09
1944,5.1410978585408884e-08,9.639558484764166e-09
1945,3.267756198965799e-08,1.5249528750871377e-08
1946,3.619487021211398e-08,9.744772988540262e-09
1947,5.8412266579210836e-08,1.3112958274774655e-08
1948,3.4790040626120344e-08,1.1959077061973744e-08
1949,4.908504047662632e-08,2.945102384188658e-09
1950,4.4668516441248585e-08,7.444753258312176e-09
1951,3.731490771929913e-08,6.396841278899501e-09
1952,6.537778207693634e-08,7.381362632230548e-09
1953,4.5250076685654506e-08,7.54167928107563e-09
1954,4.1044653009691956e-08,1.07497895029951e-08
1955,1.970977603349411e-08,4.6928039232341234e-09
1956,5.145473469525541e-08,8.72114158667614e-09
1957,3.0922632010543794e-08,5.301022731885041e-09
1958,4.9633462229081715e-08,3.3088973783179654e-09
1959,4.5729413145068065e-08,4.650448914844674e-09
1960,4.913791784577626e-08,9.689166913240399e-09
1961,4.933192965239641e-08,4.86371165564492e-09
1962,3.805173776072479e-08,1.0781326276187997e-08
1963,5.8841084893401785e-08,1.0345685197421517e-08
1964,4.258777996923868e-08,1.2776333768727e-08
1965,5.143720827049947e-08,4.377634699181954e-09
1966,6.979234001835977e-08,9.970334780007306e-09
1967,5.078245596257247e-08,8.381570437698826e-09
1968,5.749012288447375e-08,9.431973424511852e-09
1969,3.996746922307892e-08,8.629339853793994e-09
1970,4.3228016055607554e-08,9.19744974625658e-09
1971,4.8300937471879024e-08,1.1818313883082965e-08
1972,3.231992473651246e-08,4.6171320100540925e-09
1973,3.6387143520499876e-08,1.0475087464101307e-08
1974,3.037808715689039e-08,7.313243344242437e-09
1975,2.8557400000295274e-08,5.711480177694739e-09
1976,3.199574982737374e-08,1.599787480266457e-08
1977,2.11564152863275e-08,6.464460078348111e-09
1978,4.514849250014663e-08,5.346532216954358e-09
1979,3.043026175486574e-08,9.363157582598092e-09
1980,2.5014662785594055e-08,4.548120546843393e-09
1981,2.8464972379182996e-08,9.488324126394332e-09
1982,4.034876344150007e-08,8.69050320595477e-09
1983,2.336666926616715e-08,6.946847541655643e-09
1984,2.7255340206977507e-08,8.118612115914914e-09
1985,2.8874678426049627e-08,7.820225245147583e-09
1986,2.997242765090391e-08,7.193382389747427e-09
1987,1.772136820621384e-08,9.777306797520424e-09
1988,2.518552633112847e-08,4.1975875553212916e-09
1989,2.6342985570693145e-08,7.134558943633351e-09
1990,2.9967581305356816e-08,8.717841559757744e-09
1991,2.930732689865323e-08,9.96449056600568e-09
1992,2.6998725921600908e-08,4.958949695321735e-09
1993,3.3235243224183364e-08,8.862731881720265e-09
1994,2.7429619020580276e-08,5.274926662135471e-09
1995,3.416143945500494e-08,5.422450655157007e-09
1996,2.882569782869382e-08,5.871901409548741e-09
1997,3.787966806889642e-08,7.1923419442398995e-09
1998,2.8608776236893618e-08,1.0013071261028017e-08
1999,3.0620348590026936e-08,4.570201106446348e-09
2000,3.7995070645280293e-08,4.859834423776022e-09
2001,3.242096580091669e-08,8.324302580575704e-09
2002,3.1106672349068276e-08,3.504977141854937e-09
2003,2.9585152550026805e-08,7.083768960303161e-09
2004,3.611928783842089e-08,6.607186797680242e-09
2005,3.693074512867156e-08,1.170974872621855e-08
2006,2.5119128999051554e-08,8.235779835885637e-09
2007,2.95591473520318e-08,2.7961355453243186e-09
2008,4.470311798510096e-08,7.663391476953052e-09
2009,3.385416791346074e-08,9.536384792951935e-09
2010,5.385123991175078e-08,7.085689368580006e-09
2011,5.238841427335217e-08,7.26554677532576e-09
2012,6.434037702618411e-08,7.148930780687124e-09
2013,7.558528691831157e-08,8.08846234434668e-09
2014,7.622367403925523e-08,1.1043770259400176e-08
2015,8.156997455266435e-08,1.2634480128781433e-08
2016,8.451067357029274e-08,1.2842308549920745e-08
2017,1.1471187910672143e-07,6.037467081831949e-09
2018,8.131620088391855e-08,9.809573153773954e-09
2019,7.219295605764842e-08,8.928456807222318e-09
