year,bon_ADJ an_NOUN,bon_ADJ temps_NOUN
1885,2.7329495377870217e-07,8.276196039602723e-07
1886,2.342607352545656e-07,8.737989976026483e-07
1887,2.6246276618735465e-07,1.0119833251387433e-06
1888,3.436613038587666e-07,8.109646241205581e-07
1889,2.7503950406071453e-07,7.706118121397765e-07
1890,2.680744151106751e-07,7.609642436179342e-07
1891,2.728166226262374e-07,8.286485826403123e-07
1892,2.7706824035078625e-07,7.459529776099316e-07
1893,2.758970669702876e-07,7.53174334455764e-07
1894,1.865255701005708e-07,7.505133177154732e-07
1895,2.3592969533581254e-07,6.193154318268057e-07
1896,2.677251256244517e-07,7.459741624415983e-07
1897,3.0007575269053177e-07,6.083089232333805e-07
1898,2.7103521205162906e-07,6.393941118787438e-07
1899,3.012530243040601e-07,6.655204316530217e-07
1900,2.9952377644804073e-07,6.109869508108545e-07
1901,2.755248198482718e-07,6.119669056503518e-07
1902,2.4011288601855085e-07,6.309714715158066e-07
1903,2.781113366268073e-07,6.096848728098792e-07
1904,3.009790034980142e-07,7.717961842956811e-07
1905,3.2925641590964005e-07,6.007123354301314e-07
1906,3.6369383238366026e-07,6.28619355680371e-07
1907,3.4765621848009687e-07,6.253697399927205e-07
1908,3.811238045159371e-07,6.78262832565224e-07
1909,3.6306490969195693e-07,6.331632063094617e-07
1910,3.5004185860998405e-07,7.214603364724681e-07
1911,3.7774655936573254e-07,6.315284029057011e-07
1912,3.88622819258444e-07,6.647221209021836e-07
1913,3.128763985671412e-07,6.252224833414033e-07
1914,3.1407729039756305e-07,6.917736410372299e-07
1915,3.4399824500042087e-07,5.372027400696311e-07
1916,3.603887535064132e-07,6.196928374890831e-07
1917,3.739550784587209e-07,6.185063288199899e-07
1918,3.216185433529972e-07,5.697242846380846e-07
1919,3.0201743328461816e-07,7.209745351843821e-07
1920,2.377680798915094e-07,6.845297395585703e-07
1921,2.6125978003221917e-07,5.391796067399923e-07
1922,3.187268049487102e-07,6.831968022424917e-07
1923,3.7898936255942317e-07,7.792105787274295e-07
1924,2.7974824057253045e-07,8.044373793758552e-07
1925,3.51941690013291e-07,8.446600396894155e-07
1926,3.689371688153642e-07,9.028372112140914e-07
1927,3.523155118756449e-07,8.941678331098046e-07
1928,3.1307351910925263e-07,6.75279040684984e-07
1929,3.408964310835927e-07,6.305469772982519e-07
1930,3.3296424462037066e-07,6.984896327999479e-07
1931,3.7181461642887825e-07,7.230995935358919e-07
1932,3.5399303754957145e-07,5.951028256845348e-07
1933,3.4526692971326156e-07,6.20562834896532e-07
1934,2.7318003148479875e-07,6.20645845827994e-07
1935,3.1237222941626896e-07,9.119832284909535e-07
1936,2.970555197379099e-07,8.050810400561659e-07
1937,3.2107350023125036e-07,6.043736759941964e-07
1938,2.813451409622303e-07,6.417781381884424e-07
1939,3.3799850740479087e-07,5.903503685900091e-07
1940,3.37259137950241e-07,5.959089843798893e-07
1941,3.9254984329772924e-07,7.644391573080611e-07
1942,3.974817524010632e-07,8.859898605884098e-07
1943,4.238723398941602e-07,7.925832248290021e-07
1944,3.663032099865404e-07,7.45459187712072e-07
1945,3.3113261110884196e-07,8.234745410007349e-07
1946,3.522039477843464e-07,7.851502665801036e-07
1947,3.409369035978216e-07,7.152522396580707e-07
1948,3.065872427043814e-07,7.621193560680695e-07
1949,4.044607422315494e-07,7.559096264486698e-07
1950,3.243785364759333e-07,6.466299797835973e-07
1951,2.686673177265675e-07,7.996051554215455e-07
1952,3.1528962907145797e-07,6.43233035280133e-07
1953,3.7277442999084087e-07,6.065664832632933e-07
1954,2.9806235346541143e-07,6.576916939948774e-07
1955,2.9376953492032953e-07,5.912933200846737e-07
1956,3.409966424783306e-07,5.70362641560962e-07
1957,3.3838194823943013e-07,6.052001051415346e-07
1958,3.6149703319665605e-07,6.01392090349151e-07
1959,3.363824632174328e-07,5.627042801714666e-07
1960,2.858304277708612e-07,7.225350042716627e-07
1961,3.355960913609124e-07,8.838058427329543e-07
1962,3.443682317083585e-07,7.432772735072035e-07
1963,3.427008294920597e-07,7.397164871747464e-07
1964,3.218419166728381e-07,7.440693061688819e-07
1965,3.316058290181445e-07,6.998743726782664e-07
1966,3.60593755743821e-07,6.896148123658463e-07
1967,3.135693482647639e-07,7.272244930689453e-07
1968,3.817703593256283e-07,8.363016252843636e-07
1969,3.283690830357955e-07,6.217666523866683e-07
1970,3.4996297770817364e-07,6.116304498426928e-07
1971,3.776722223847173e-07,7.137234123710812e-07
1972,3.621883664095549e-07,7.028300927913733e-07
1973,4.156955561995801e-07,6.946636981197685e-07
1974,3.3865940096688973e-07,5.670576479488432e-07
1975,3.7181735734748145e-07,5.751460676606257e-07
1976,4.3079992906314146e-07,6.473426115150005e-07
1977,4.807207574231143e-07,6.593749075634037e-07
1978,4.669304871640634e-07,6.570294166508006e-07
1979,4.2075688000409173e-07,6.045088367656604e-07
1980,5.037043635525151e-07,6.35599851861457e-07
1981,4.2760715501799496e-07,6.698757140100042e-07
1982,4.89771920797466e-07,6.337859912441957e-07
1983,4.8754240111748e-07,6.473199194445556e-07
1984,4.5290255457075546e-07,8.913076214867033e-07
1985,4.6079174609303664e-07,5.901262234431215e-07
1986,4.915478086786607e-07,6.018463576396016e-07
1987,4.772548081177774e-07,6.104706278264871e-07
1988,5.211005245087108e-07,6.584216047933467e-07
1989,5.389335981931254e-07,6.695509018328494e-07
1990,5.301537271407142e-07,5.66659713374662e-07
1991,4.7067565844827186e-07,5.972833245770914e-07
1992,4.771611585852042e-07,6.518264132893137e-07
1993,4.769257699877016e-07,6.353470638487124e-07
1994,4.757983802505805e-07,6.535633860771384e-07
1995,5.151328252850362e-07,6.349689698481598e-07
1996,5.076525582126123e-07,6.106777536984964e-07
1997,4.814074046066708e-07,6.434748138772761e-07
1998,4.691839166071077e-07,6.527569089698204e-07
1999,4.263997794851093e-07,6.823310432224616e-07
2000,4.2634002994645925e-07,6.507760597074252e-07
2001,3.859847694798191e-07,6.260751810316378e-07
2002,4.521420677860988e-07,7.215871802301876e-07
2003,4.125253738607171e-07,7.983824161783559e-07
2004,4.0832416203784305e-07,7.941838400249424e-07
2005,3.9137584195714226e-07,7.476224599400894e-07
2006,4.307312764240123e-07,7.395730263759503e-07
2007,4.122302854625559e-07,9.606722994881522e-07
2008,3.746546965999187e-07,1.092884719167131e-06
2009,3.9957454589512054e-07,1.0761810962378604e-06
2010,3.5900826844681433e-07,1.3949360473386463e-06
2011,3.491286300061347e-07,1.5227056886502055e-06
2012,3.788933327086852e-07,1.869275120913727e-06
2013,3.313480654298928e-07,1.841380321110364e-06
2014,3.47337412165416e-07,2.237337980659504e-06
2015,3.1719193316348537e-07,2.152959614587502e-06
2016,3.35971343190522e-07,2.1595790595796416e-06
2017,3.0237647052899774e-07,2.0046906361592676e-06
2018,2.9196389306207493e-07,2.171529805305994e-06
2019,2.961696701220262e-07,2.0045660709122615e-06
