year,un_DET or_NOUN,un_DET tort_NOUN
1895,2.2028128654483226e-07,1.2988169526551019e-06
1896,2.305738274754887e-07,1.106872346667842e-06
1897,1.526598898404785e-07,1.0336589717496736e-06
1898,1.9691074593097824e-07,1.1735428362413813e-06
1899,2.1391728921571485e-07,1.0530036682609989e-06
1900,2.429412844229262e-07,1.0859683561292854e-06
1901,1.9616473878603102e-07,1.1088058453623262e-06
1902,2.3569362550546202e-07,9.92368406116384e-07
1903,1.7064696722357553e-07,1.0854442780150464e-06
1904,1.5102696426794182e-07,1.1275964002521732e-06
1905,2.2758947837431265e-07,1.1234972503437746e-06
1906,1.9599343009657488e-07,1.128119616389256e-06
1907,1.7279953024029737e-07,1.2044538912903135e-06
1908,2.2445048664110345e-07,1.2445459720566987e-06
1909,2.4644406049212364e-07,1.1684088931929182e-06
1910,2.2552315703805448e-07,1.1383041496060287e-06
1911,2.027062564469162e-07,1.0241719934356297e-06
1912,2.3650772540406706e-07,1.0267768906224717e-06
1913,2.2378616071350166e-07,1.0377950339091058e-06
1914,2.2434091140333123e-07,9.650007370964886e-07
1915,1.9556064301262666e-07,8.352560305624479e-07
1916,2.2524296805492838e-07,9.712916115844905e-07
1917,2.5442104623074613e-07,1.002331168287185e-06
1918,2.1134932559618846e-07,1.0291792778005515e-06
1919,2.900472335642945e-07,9.465668262542692e-07
1920,2.83958701441378e-07,9.026100005193882e-07
1921,2.1430874874717176e-07,8.572350260749317e-07
1922,2.700324364113271e-07,9.119128447920843e-07
1923,2.781378549698843e-07,9.161563507831261e-07
1924,3.081098132184934e-07,9.630043384944997e-07
1925,2.3756064404523158e-07,8.99650978603006e-07
1926,2.7642422395501853e-07,8.760864576018434e-07
1927,2.0403081357756037e-07,9.242707639245396e-07
1928,2.787953921057351e-07,9.03799862506105e-07
1929,2.2280813460895388e-07,8.823201662622182e-07
1930,1.9746774748696794e-07,9.316696081285158e-07
1931,2.2696660373355826e-07,8.234667712159194e-07
1932,2.2357455264909731e-07,9.052577123469518e-07
1933,2.1106018088801193e-07,8.190053009116127e-07
1934,2.3963159989648375e-07,7.392635232861267e-07
1935,1.9867351674918154e-07,9.861865999383213e-07
1936,1.9520790317528736e-07,6.607969593730445e-07
1937,1.825712123704193e-07,7.013252676379977e-07
1938,2.4115299090965436e-07,6.845633171437271e-07
1939,1.9117562644055397e-07,8.579962456067847e-07
1940,1.3186070790816018e-07,5.781585059594363e-07
1941,2.508777141585483e-07,6.345730629853108e-07
1942,1.9115534199976025e-07,6.462870869583526e-07
1943,2.467749915524564e-07,5.225823542787111e-07
1944,2.2170985047864633e-07,7.486723898608716e-07
1945,3.071690679590233e-07,7.210848593786068e-07
1946,2.519719863869341e-07,5.902548458891488e-07
1947,2.467620250357072e-07,7.14060145234896e-07
1948,2.2504807328793675e-07,7.034111697556966e-07
1949,1.6787084566871613e-07,6.27306851797016e-07
1950,2.392956330865559e-07,6.508841172703228e-07
1951,1.8124383416306955e-07,8.060019891509285e-07
1952,1.5079069926038358e-07,6.337427116420713e-07
1953,1.63762175486859e-07,5.667033420309053e-07
1954,1.7688290654405137e-07,6.195787798368713e-07
1955,2.0554480517631646e-07,6.663781468851937e-07
1956,2.284939024654875e-07,6.078635901296536e-07
1957,2.085068859791761e-07,6.1138463003374e-07
1958,1.7619878889263418e-07,5.335596742206405e-07
1959,2.418233284728899e-07,5.851814433022184e-07
1960,2.0693291524764845e-07,5.744291964315806e-07
1961,1.5702839251119372e-07,6.183861751551945e-07
1962,1.6235407795939238e-07,6.30390482925236e-07
1963,2.172593909222087e-07,5.418552522229447e-07
1964,1.843442358762104e-07,5.688510333889951e-07
1965,1.8933270418131087e-07,6.106800132243961e-07
1966,1.7558866582945143e-07,5.81602844107465e-07
1967,1.8488758657397852e-07,6.96163361624258e-07
1968,2.1918108839003025e-07,7.18177417091681e-07
1969,2.089208512856544e-07,6.176790383616293e-07
1970,1.926865720314197e-07,6.065718474168591e-07
1971,2.04508219692201e-07,5.924572130666661e-07
1972,1.6416469428293112e-07,6.166436803400899e-07
1973,1.6649875078655896e-07,4.360944276804446e-07
1974,1.282630317511746e-07,5.2317818988179e-07
1975,1.4221585997731268e-07,4.569184128833115e-07
1976,1.605501056545222e-07,5.14788754735207e-07
1977,1.7806648999751928e-07,4.290050639177423e-07
1978,1.6990090667690083e-07,4.76435433771627e-07
1979,1.5624769433841834e-07,5.857825216004642e-07
1980,1.4042322349361314e-07,4.548120648983911e-07
1981,1.3663186382295578e-07,4.3962567941591146e-07
1982,1.4960080729764513e-07,4.1466115963118e-07
1983,1.7430272425400517e-07,4.0544328072655844e-07
1984,2.0644470088981848e-07,4.795780004229755e-07
1985,1.6843561922996741e-07,3.898081475384174e-07
1986,1.5166047662162896e-07,4.573792451445513e-07
1987,1.6865854401970637e-07,4.503672030864436e-07
1988,1.5890867549606114e-07,4.1316255261492074e-07
1989,1.597043612910909e-07,6.075351208778557e-07
1990,2.075936054168892e-07,4.838402014595289e-07
1991,1.5298424571597025e-07,4.7536483960275433e-07
1992,1.526254580497266e-07,4.0167494064213827e-07
1993,1.6340661534997025e-07,5.450579831922653e-07
1994,1.5561033483990627e-07,4.990080522127016e-07
1995,1.697227065555751e-07,4.4572545654375517e-07
1996,1.6441323813509712e-07,4.478659487716641e-07
1997,1.380929672833986e-07,4.022916400003851e-07
1998,1.325539886742888e-07,4.820578594078029e-07
1999,1.2705159235792962e-07,4.967808884259739e-07
2000,1.4049340268940114e-07,4.5108102852964294e-07
2001,1.1697835455848349e-07,4.398736535016212e-07
2002,1.3888471617207188e-07,4.758006602045839e-07
2003,1.4875914144951707e-07,4.4711081992332424e-07
2004,1.1364361629517816e-07,4.651459695192983e-07
2005,1.328606158423895e-07,4.2875697436883797e-07
2006,1.288899516005415e-07,4.834402895781409e-07
2007,1.2982058628097093e-07,4.797369816955666e-07
2008,1.4560443784006338e-07,5.10467030423456e-07
2009,1.258802806436421e-07,4.882629198732502e-07
2010,1.2848717245717012e-07,4.605698133985925e-07
2011,1.4148695681726053e-07,4.2904966024437385e-07
2012,1.6714880723966985e-07,5.119995956093248e-07
2013,1.7794617912514354e-07,5.154303113208414e-07
2014,1.5980985668129222e-07,5.197068260187621e-07
2015,1.9395035044666997e-07,6.421418783375543e-07
2016,1.9367029446826223e-07,6.655215578632578e-07
2017,1.5420698051826776e-07,4.1733991373860135e-07
2018,2.0858250815436463e-07,4.837668732271538e-07
2019,1.992321396748764e-07,5.650437655546625e-07
