year,un_DET an_NOUN,un_DET temps_NOUN
1869,2.4774581220299297e-05,3.4604126938120316e-05
1870,2.4546889108023606e-05,3.3714486818325895e-05
1871,2.594647332898603e-05,3.325172025370193e-05
1872,2.82942912690487e-05,3.3328096577633914e-05
1873,2.694480235732044e-05,3.376046754510753e-05
1874,2.7689326543622883e-05,3.329410810692934e-05
1875,2.7299123075863463e-05,3.3052691492230224e-05
1876,2.7892685466213152e-05,3.304086538946649e-05
1877,2.7294210667605512e-05,3.295455687180038e-05
1878,2.6071350475831423e-05,3.1179816289750306e-05
1879,2.6424664724800095e-05,3.219003528442954e-05
1880,2.8336716695775976e-05,3.025308473070254e-05
1881,2.9624092121594003e-05,3.0720868863909345e-05
1882,2.9720954216827522e-05,3.277045050253946e-05
1883,2.915806226155837e-05,3.171297134940687e-05
1884,2.921515010712028e-05,3.161420565334083e-05
1885,2.9382429829638568e-05,2.993353177771496e-05
1886,2.9132226245565107e-05,2.9893090356836183e-05
1887,2.9009317131567514e-05,3.0559284596165526e-05
1888,2.9781233479297953e-05,3.0070364971379604e-05
1889,2.880459328480356e-05,3.0069524257214653e-05
1890,2.985785295095411e-05,3.087640419607851e-05
1891,2.969302931887796e-05,2.99072027019065e-05
1892,2.9892654538343777e-05,2.9729046019610905e-05
1893,3.0445980200966005e-05,2.8667429234019437e-05
1894,2.9272540132296854e-05,2.845523079031409e-05
1895,2.9982932119310135e-05,2.8569158530444838e-05
1896,3.035790450667264e-05,2.929820834651764e-05
1897,3.0130519007798284e-05,2.842853592710526e-05
1898,3.161209656354913e-05,2.8737087063746003e-05
1899,3.211246598766593e-05,2.8343764313376596e-05
1900,3.072947743021359e-05,2.7809509276721656e-05
1901,3.1280170787795214e-05,2.782465367090481e-05
1902,2.9502948791559902e-05,2.7854075653976906e-05
1903,3.097296303167241e-05,2.810112653151009e-05
1904,3.318723611300811e-05,2.9113269647496054e-05
1905,3.277701262049959e-05,2.8272703161746904e-05
1906,3.453342469583731e-05,2.7950412970767502e-05
1907,3.137237240480317e-05,2.798786704261147e-05
1908,3.263274311393616e-05,2.7856907365730876e-05
1909,3.1107511176742264e-05,2.7953248661560792e-05
1910,3.1720206834506826e-05,2.889368511205248e-05
1911,3.060332437598845e-05,2.670402244575598e-05
1912,3.375548612893908e-05,2.762399816447214e-05
1913,3.281596059423464e-05,2.8543342068587663e-05
1914,3.254952207498718e-05,2.7063550987804774e-05
1915,3.528573711264471e-05,2.5167241858525813e-05
1916,3.7198051359155215e-05,2.6186418665474775e-05
1917,3.3523263709867024e-05,2.7616746763214906e-05
1918,3.312326248305908e-05,2.711818495981788e-05
1919,3.3388580504833953e-05,2.8144709290245373e-05
1920,3.45490661857184e-05,2.823760860337643e-05
1921,3.5154208262611064e-05,2.8515180588328803e-05
1922,3.6175492368784035e-05,2.9843749075553205e-05
1923,3.416636832298536e-05,2.6889135938290565e-05
1924,3.598696980589011e-05,2.7608703703663195e-05
1925,3.3587336702112225e-05,2.683005436665553e-05
1926,3.462659469732898e-05,2.78954414625332e-05
1927,3.3354021525155986e-05,2.772589300548134e-05
1928,3.851947030852898e-05,2.677121517535852e-05
1929,3.498310411487182e-05,2.5816777679210645e-05
1930,3.4511691865191096e-05,2.6894476491179375e-05
1931,3.524483372530085e-05,2.559476024543983e-05
1932,3.519326310197357e-05,2.590286442227807e-05
1933,3.501763762869814e-05,2.5888137770380126e-05
1934,3.4222988006149535e-05,2.6240859256176918e-05
1935,3.49174683833553e-05,2.7314017870594398e-05
1936,3.470093247415207e-05,2.6790769425133476e-05
1937,3.752027441805694e-05,2.5784092031244654e-05
1938,3.602903279897873e-05,2.7599052828009007e-05
1939,3.392985172467888e-05,2.656117692367843e-05
1940,3.413924628148379e-05,2.4734026169426215e-05
1941,3.2215650207945146e-05,2.7209901872993214e-05
1942,2.9865746682844474e-05,2.8066458526154747e-05
1943,2.9853967589588137e-05,2.9264611612234148e-05
1944,2.7986850682282238e-05,2.8231052738192375e-05
1945,3.248585267101589e-05,2.7695321591636457e-05
1946,3.4439420687704114e-05,2.9579561896753148e-05
1947,3.399951697247161e-05,3.197654405084904e-05
1948,3.223406042707211e-05,2.943781146313995e-05
1949,3.7681603089367854e-05,2.66777192337031e-05
1950,3.373749405000126e-05,2.9484412152669393e-05
1951,3.472205412435869e-05,2.949903296212142e-05
1952,3.4287483686057385e-05,2.7401726811149274e-05
1953,3.339670911373105e-05,2.8038886057402124e-05
1954,3.455275441410777e-05,2.7942612632614328e-05
1955,3.4060369443977834e-05,2.7553329346119426e-05
1956,3.4037741670545074e-05,2.837859540250065e-05
1957,3.2210781228059204e-05,2.8248266971786506e-05
1958,3.4995727673958754e-05,2.752588920884591e-05
1959,3.4730324614429264e-05,2.900562435570464e-05
1960,3.3031753218892845e-05,2.8255686402189895e-05
1961,3.346511289237242e-05,2.9217705105111236e-05
1962,3.380896851012949e-05,2.8374547810017248e-05
1963,3.2984630479404586e-05,2.8937527304151445e-05
1964,3.346000085002743e-05,2.7518397246240056e-05
1965,3.155125500597933e-05,2.6766500923258718e-05
1966,3.1017710170999635e-05,2.6344947286816023e-05
1967,3.258557444496546e-05,2.7164176344740554e-05
1968,3.295037345196761e-05,2.7771771556217573e-05
1969,3.405546226531442e-05,2.680136708477221e-05
1970,3.4959509093823726e-05,2.6203535071545048e-05
1971,3.5074702282145154e-05,2.569301545918279e-05
1972,3.7289497413439676e-05,2.4445663598271494e-05
1973,3.58964714450849e-05,2.4507845523658034e-05
1974,3.6983632071496686e-05,2.3939058337418828e-05
1975,3.883178214891814e-05,2.3984790459508076e-05
1976,3.787497053053812e-05,2.3473453779843112e-05
1977,3.567441490304191e-05,2.3979032448551152e-05
1978,3.426236071391031e-05,2.422335523988295e-05
1979,3.388175377949665e-05,2.4379320620937506e-05
1980,3.336160034450586e-05,2.4700273570488207e-05
1981,3.475003813946387e-05,2.4900526454985084e-05
1982,3.5889295759261586e-05,2.5849280859802093e-05
1983,3.4388789117656415e-05,2.500423113360739e-05
1984,3.530842423060676e-05,2.4990248107314983e-05
1985,3.640435079432791e-05,2.497118271094223e-05
1986,3.707829205268354e-05,2.54807596320461e-05
1987,3.676084224935039e-05,2.5782146508390724e-05
1988,3.607107009884203e-05,2.5364223688484344e-05
1989,3.7536011177508044e-05,2.579088186394074e-05
1990,3.68007331417175e-05,2.6173138962803932e-05
1991,3.602749620768009e-05,2.5645082473602088e-05
1992,3.53181894752197e-05,2.6095646376234072e-05
1993,3.5620427297544666e-05,2.6649681331036845e-05
1994,3.597605473260046e-05,2.6469581371202366e-05
1995,3.59530176865519e-05,2.682377919427381e-05
1996,3.502535923871619e-05,2.776181645458564e-05
1997,3.434247196310025e-05,2.8747789087901765e-05
1998,3.603132336138515e-05,2.9882818580517778e-05
1999,3.485235288280819e-05,2.875342033803463e-05
2000,3.479111410342739e-05,3.143694493701332e-05
2001,3.466677685537434e-05,3.0300461503429688e-05
2002,3.388305344742548e-05,3.072594370223669e-05
2003,3.433836036492721e-05,3.0756474643567344e-05
2004,3.465205395514204e-05,3.0406715040953713e-05
2005,3.312913099762227e-05,3.093715747581882e-05
2006,3.3422030128349434e-05,3.259474601691181e-05
2007,3.3511286574139376e-05,3.255101296417706e-05
2008,3.3643991400822415e-05,3.236675854623172e-05
2009,3.152204362777411e-05,3.355377066327492e-05
2010,3.162768462061649e-05,3.447377059728751e-05
2011,3.0130988079690724e-05,3.4483050512790214e-05
2012,3.136644363621599e-05,3.559588640200673e-05
2013,3.1708446840639226e-05,3.5491335665938095e-05
2014,3.334828943479806e-05,3.5976273011328885e-05
2015,3.197853266101447e-05,3.3854644357234065e-05
2016,3.05854066482425e-05,3.4105856457244954e-05
2017,3.302997720311396e-05,3.598833427531645e-05
2018,3.129615288344212e-05,3.613227454479784e-05
2019,3.147714801343682e-05,3.400543334919348e-05
