year,en_ADP tissu_NOUN
1999,8.217221534323471e-07
2000,7.859678134991555e-07
2001,6.273895110098238e-07
2002,5.279371748656558e-07
2003,4.804462037100166e-07
2004,5.215272835812357e-07
2005,4.963131914337282e-07
2006,5.83916801133455e-07
2007,6.283316338340228e-07
2008,7.693193424529454e-07
2009,7.338248337873665e-07
2010,9.268081839763909e-07
2011,1.1108638773293933e-06
2012,1.2405097322698566e-06
2013,1.1505140946610481e-06
2014,1.1736713076970773e-06
2015,1.1213654715902521e-06
2016,1.0996744777003187e-06
2017,1.3141553836248931e-06
2018,1.374372914142441e-06
2019,1.3571254839916946e-06
