year,un_DET est_NOUN,un_DET test_NOUN
1873,1.1972008451266447e-06,9.098726794221079e-08
1874,1.1190443274244899e-06,1.1590741877398614e-07
1875,1.1219914313187473e-06,9.783811333319292e-08
1876,1.4177904859025148e-06,1.227341073217758e-07
1877,1.1967619002462015e-06,1.9605866263816552e-07
1878,1.1806417887783027e-06,9.119023758330513e-08
1879,1.3061737718089717e-06,8.430868936315505e-08
1880,1.178958314085321e-06,9.562590830292095e-08
1881,1.1469775245132041e-06,1.366611428466058e-07
1882,1.1254255696258042e-06,1.124760089510346e-07
1883,1.200674432766391e-06,9.47900815617686e-08
1884,1.2160326150478795e-06,1.386356318633375e-07
1885,1.0906015859291074e-06,9.926279176397657e-08
1886,1.180983872473007e-06,7.163345117078279e-08
1887,1.1954460887864116e-06,1.593057593063385e-07
1888,1.2300793059694115e-06,9.320703497905924e-08
1889,1.1101822110504145e-06,8.771191772893872e-08
1890,1.230258362738823e-06,1.3174316954023269e-07
1891,1.140985432357411e-06,1.0262494032353686e-07
1892,1.081945242731308e-06,7.208789298829288e-08
1893,1.1411545983719407e-06,1.6689308868222952e-07
1894,1.0958376606140519e-06,1.2224986112308045e-07
1895,1.0382110531281796e-06,8.00475721263183e-08
1896,1.0661827900548815e-06,7.017464165315346e-08
1897,1.035989726005937e-06,8.79833734757085e-08
1898,1.2442721981642535e-06,1.3862970149602916e-07
1899,1.0546619932938484e-06,8.45719512199139e-08
1900,1.1529328958204133e-06,7.163653492625599e-08
1901,1.1211010360057116e-06,8.886094726712201e-08
1902,1.2511403610915295e-06,9.722361937747337e-08
1903,1.0454826906425296e-06,1.5984651291489627e-07
1904,1.1141597724417807e-06,1.4081517374364694e-07
1905,1.064664616023947e-06,1.7753010600474184e-07
1906,1.0725624406404677e-06,1.2911902480539084e-07
1907,1.1021113550668815e-06,1.218853924456198e-07
1908,1.0986777851940133e-06,9.282525303966338e-08
1909,1.0567389381321846e-06,9.29666222893033e-08
1910,1.095550942409318e-06,1.6406542879821018e-07
1911,1.1231310281800688e-06,1.9419366203976551e-07
1912,1.054386871146562e-06,1.479475641996686e-07
1913,1.0128710528078955e-06,1.8825612890793764e-07
1914,1.0828634913195856e-06,2.899689972579722e-07
1915,1.016679789245245e-06,1.0602685973637449e-07
1916,9.921677701640874e-07,2.582053593158662e-07
1917,9.913648000292596e-07,2.445512716775511e-07
1918,8.821536994219059e-07,2.4925436648004506e-07
1919,9.207848279402242e-07,2.6978995748550005e-07
1920,9.245695196113957e-07,3.2257706816807286e-07
1921,9.375061154059949e-07,2.574734239146892e-07
1922,9.399489613315382e-07,3.711101630443636e-07
1923,1.1199824712093687e-06,3.2803280625159914e-07
1924,1.0016792657552287e-06,6.523161815152889e-07
1925,1.049226170835027e-06,4.2013039447397205e-07
1926,9.808601362237823e-07,5.773699740529992e-07
1927,9.331901082987315e-07,4.994852709216957e-07
1928,8.912311955100449e-07,7.564039066210171e-07
1929,9.190835044137202e-07,8.333024013040813e-07
1930,1.03250420124823e-06,8.476407771240702e-07
1931,1.0538549304328626e-06,6.204513844920712e-07
1932,9.797826123758568e-07,6.805872345694297e-07
1933,9.910652352118632e-07,7.100339782795118e-07
1934,9.129964269050106e-07,8.998166833862342e-07
1935,1.012516804621555e-06,9.287388280654341e-07
1936,9.53002540882153e-07,1.06818739453729e-06
1937,1.021139723889064e-06,1.207488253385236e-06
1938,1.0242519010716933e-06,1.2667014175349323e-06
1939,1.0629364624037407e-06,1.7190513261766682e-06
1940,1.1081370985266403e-06,1.4961119063627848e-06
1941,1.1127165180369047e-06,8.146147223442313e-07
1942,1.0377003718531341e-06,1.4078743078016487e-06
1943,1.1787135463237064e-06,1.3354882284488667e-06
1944,9.639558129492798e-07,1.5583953256737004e-06
1945,1.0478604508534772e-06,7.907969568066164e-07
1946,1.2027834372929647e-06,1.4812054871526925e-06
1947,1.0037373385785031e-06,1.1503640209298283e-06
1948,1.0404396562080365e-06,1.8840981681478297e-06
1949,9.061098467100237e-07,2.130290823743053e-06
1950,9.199587793773389e-07,2.1366441558257065e-06
1951,9.723198672872968e-07,2.1002962427019156e-06
1952,8.92090383786126e-07,2.7532483386494278e-06
1953,9.168526844405278e-07,2.1698488552601702e-06
1954,1.0046167062682798e-06,3.27086777929253e-06
1955,1.0652664741428453e-06,2.581980623972413e-06
1956,9.724072924655047e-07,2.3956975923056234e-06
1957,9.550675486025284e-07,2.7264925392955774e-06
1958,9.595802339390502e-07,2.608238304446786e-06
1959,9.944209296008921e-07,2.47403865216711e-06
1960,9.979842161556007e-07,2.6306086624572345e-06
1961,9.776059641808388e-07,2.7000547362376892e-06
1962,1.0895481636907789e-06,2.632546028280558e-06
1963,1.0015916132033453e-06,2.8521761521460576e-06
1964,1.0409669357613893e-06,2.4676575236526332e-06
1965,9.548715524942963e-07,2.2052334571753818e-06
1966,1.0468851314726635e-06,2.427776493618694e-06
1967,9.954347888196935e-07,2.311834364832066e-06
1968,1.0685077995731262e-06,2.224598162570146e-06
1969,9.478648621552566e-07,2.620140179487862e-06
1970,9.744697990754503e-07,2.268550986173068e-06
1971,9.814339136937633e-07,2.3991177044990764e-06
1972,9.280435619984928e-07,2.431176497452725e-06
1973,9.675673027231824e-07,2.6386192928384844e-06
1974,8.635252584099362e-07,2.662020591515102e-06
1975,8.784256237959198e-07,2.5764487929791358e-06
1976,8.758836429478833e-07,2.640792018837601e-06
1977,8.697637099430722e-07,2.40066535184269e-06
1978,9.392074957759178e-07,2.2289098211558667e-06
1979,9.134930678555975e-07,2.772664942085612e-06
1980,9.028019007928378e-07,2.1415962407900224e-06
1981,9.355487691209419e-07,2.562480034384862e-06
1982,9.454025757804629e-07,2.5326609431886027e-06
1983,9.011956194626691e-07,2.6524326983690116e-06
1984,9.324805887445109e-07,2.4813958390268454e-06
1985,9.498565987087204e-07,2.451339895515048e-06
1986,9.039683845912805e-07,2.6981179246376996e-06
1987,9.508431162430497e-07,2.8598622350273217e-06
1988,9.36062065193255e-07,2.97548999128594e-06
1989,9.093818675864895e-07,2.6172854461492534e-06
1990,8.995722851068422e-07,2.697627067504982e-06
1991,8.440509873253177e-07,2.69334316271852e-06
1992,8.799380566415493e-07,2.9715128562202153e-06
1993,8.851653205965704e-07,2.6106284565230453e-06
1994,8.893526342035329e-07,2.620056108071367e-06
1995,9.039225687956787e-07,2.604945478879017e-06
1996,8.711766668056953e-07,2.4870172410373925e-06
1997,8.832195703689649e-07,2.5201966309396084e-06
1998,9.097590805140499e-07,2.5008837098994263e-06
1999,8.825058444017486e-07,2.3627940493042843e-06
2000,9.211595397573547e-07,2.484700956983943e-06
2001,8.701086358087196e-07,2.6331082949582196e-06
2002,9.332001695838699e-07,2.3903943713321496e-06
2003,9.91727688415267e-07,3.1831123123993166e-06
2004,8.739106078792247e-07,3.1216755473906233e-06
2005,8.304914445034228e-07,3.504818010924282e-06
2006,8.495206884617801e-07,3.236661484606884e-06
2007,8.044881383284519e-07,3.5478966822211078e-06
2008,8.455274951302272e-07,3.5366551287552284e-06
2009,8.339568466908531e-07,4.084433754769634e-06
2010,7.55334497171134e-07,3.7847029830118117e-06
2011,7.0590522227576e-07,4.9180103189883084e-06
2012,6.594037245122308e-07,4.540592328794446e-06
2013,6.459613359766081e-07,3.657658481870385e-06
2014,6.860130383756768e-07,3.1773576694149597e-06
2015,6.940097705410153e-07,3.3676429609386105e-06
2016,6.746354301867541e-07,3.1237880193657475e-06
2017,6.81730682572379e-07,3.7314062808491144e-06
2018,6.585321443708381e-07,4.1577104639145546e-06
2019,6.512671575364948e-07,3.595872414052792e-06
