year,son_DET or_NOUN,son_DET tort_NOUN
1847,8.612977966393487e-07,4.5464877018730476e-07
1848,8.302668921267298e-07,3.628394971144644e-07
1849,8.320759299351721e-07,4.0221192421086016e-07
1850,8.106061244461671e-07,4.0462417771891523e-07
1851,8.010203007557948e-07,4.3340229183286283e-07
1852,7.747549211067906e-07,3.9584116962032567e-07
1853,8.181546871099954e-07,3.5174679879901305e-07
1854,6.785537687292731e-07,4.037031402503999e-07
1855,8.761753029773445e-07,4.0385792843267154e-07
1856,6.947788167011026e-07,4.576635106445792e-07
1857,8.630508023799166e-07,5.052362013202583e-07
1858,8.015841483910435e-07,5.417299391297092e-07
1859,9.57837786197402e-07,4.750997888436359e-07
1860,9.07655541837471e-07,4.723653894700419e-07
1861,8.328392091527803e-07,4.4707335433713524e-07
1862,8.588691873256948e-07,4.843281331545768e-07
1863,8.161210391932627e-07,5.379206626798805e-07
1864,7.091402398629043e-07,5.2789954452237e-07
1865,8.458199216576645e-07,4.782153837368242e-07
1866,8.037992778042735e-07,5.016446777972305e-07
1867,8.201251535666643e-07,4.1200370759497673e-07
1868,6.871364561789051e-07,4.900355179415783e-07
1869,7.676892104235833e-07,4.346332076465842e-07
1870,7.012741516376764e-07,4.466824066184927e-07
1871,6.691341827291808e-07,4.2590921722762687e-07
1872,6.839540471759165e-07,4.843918688379745e-07
1873,5.596914229855088e-07,5.177894024654961e-07
1874,6.10007602652729e-07,4.7856618934361e-07
1875,6.60264239726871e-07,4.4456265158032693e-07
1876,6.511557675281665e-07,4.153612280788366e-07
1877,6.957918161631937e-07,4.354110529902755e-07
1878,5.284202395650084e-07,3.9374858040730487e-07
1879,6.763023017164471e-07,4.82025765080607e-07
1880,6.052028771463824e-07,4.2357784835189705e-07
1881,6.066081423838909e-07,4.0789169375443635e-07
1882,6.442412558982369e-07,4.5256619785050134e-07
1883,5.207135540530317e-07,4.1138896733627917e-07
1884,6.03395125864381e-07,4.1524675253867827e-07
1885,5.240301841347161e-07,3.706240647716186e-07
1886,6.434103374530764e-07,3.517137727726549e-07
1887,4.642065440929599e-07,3.6431399763614536e-07
1888,5.788981156662487e-07,3.8170501426293413e-07
1889,4.836685678633046e-07,4.028483040485753e-07
1890,4.771593222763215e-07,3.867087983167039e-07
1891,5.341596658325898e-07,3.454827393056803e-07
1892,5.353309795452788e-07,3.3599225446323544e-07
1893,5.129961102579017e-07,3.7504756988937515e-07
1894,4.801772890417055e-07,3.5918773022558526e-07
1895,6.157042493626363e-07,3.611168608586013e-07
1896,4.876842885082056e-07,3.4202767196234163e-07
1897,4.876959378563583e-07,3.705789666241799e-07
1898,4.6002423870206144e-07,4.1305989384454733e-07
1899,5.162758043297799e-07,3.283381566632215e-07
1900,5.684203263633947e-07,3.161351393998757e-07
1901,4.4989349268220735e-07,3.7221002457954455e-07
1902,4.104997359810625e-07,2.6171812095299174e-07
1903,3.866557785059399e-07,3.5803461173600226e-07
1904,3.568751072435816e-07,2.703436479123411e-07
1905,4.2576262693216904e-07,3.8189617512784935e-07
1906,4.0381847998816056e-07,3.1379524401131675e-07
1907,3.908560906040748e-07,3.389133844677872e-07
1908,4.543034899384679e-07,3.2169599251119507e-07
1909,4.2357574336904236e-07,3.8066806595793423e-07
1910,4.6440669576597315e-07,3.259931808941019e-07
1911,4.080726885291597e-07,3.2933115790001466e-07
1912,4.3550760508992425e-07,3.3757050132976474e-07
1913,4.5923891800470074e-07,2.715130733577098e-07
1914,5.156492521862788e-07,3.3081914807553403e-07
1915,7.056676145644758e-07,2.933409835037537e-07
1916,8.735032057671788e-07,3.450062990850711e-07
1917,7.204940737359777e-07,3.3228264939566543e-07
1918,6.133725038992566e-07,2.906053353513016e-07
1919,5.312928510470272e-07,3.0570056708256743e-07
1920,6.125935283485262e-07,3.0667538908346614e-07
1921,4.369475385956889e-07,3.6046276719048365e-07
1922,5.179310766934009e-07,3.8365265098150303e-07
1923,5.509677052373263e-07,3.726197803644027e-07
1924,5.053516742847819e-07,4.0737534590107316e-07
1925,5.279125154800113e-07,3.464426150401323e-07
1926,5.305561736612674e-07,4.0349021190877465e-07
1927,4.86106193520186e-07,3.879930368100304e-07
1928,4.821789429954038e-07,3.24499566772829e-07
1929,3.7654574125411955e-07,3.40896427530879e-07
1930,4.190937912262882e-07,3.434678319536033e-07
1931,4.5621427080533294e-07,3.4900391909786777e-07
1932,5.446889931315368e-07,3.3864966830776666e-07
1933,3.590317374513319e-07,3.2806093130943736e-07
1934,4.52903742953481e-07,2.887560874853534e-07
1935,4.1769310410444405e-07,3.54261199930761e-07
1936,4.38914678824176e-07,3.334296572177209e-07
1937,4.0669312006968994e-07,2.5434058059659037e-07
1938,4.200729367687117e-07,3.50060783915751e-07
1939,3.8235127419739e-07,2.630576645401561e-07
1940,4.057252613876017e-07,1.6482589337840636e-07
1941,4.899494241428215e-07,2.921987700688078e-07
1942,3.9444752530926053e-07,2.6094221539096907e-07
1943,4.412917617990786e-07,3.0483969482020257e-07
1944,4.3378013181438746e-07,2.8918674388478394e-07
1945,4.5530733450149796e-07,2.984550633300387e-07
1946,4.329463472174666e-07,2.9930374978448526e-07
1947,3.7073909719964604e-07,3.2901604640755977e-07
1948,4.533577246945697e-07,3.000640944605948e-07
1949,3.7402802854913375e-07,2.493520128155069e-07
1950,3.935083658923588e-07,2.4035917078890634e-07
1951,4.2219152396327786e-07,3.0598222267030906e-07
1952,3.4481507549255497e-07,2.688924958249572e-07
1953,3.436851003790764e-07,2.7796474100227897e-07
1954,3.3617524453077863e-07,3.224936939716372e-07
1955,3.2286490858624006e-07,2.233774587523385e-07
1956,3.505898824585074e-07,2.3547081795527447e-07
1957,2.9155624492460674e-07,2.747696683513823e-07
1958,3.069002305622348e-07,2.489945210015776e-07
1959,2.666257157279972e-07,3.069296248270348e-07
1960,3.4604165533025366e-07,2.9067499696111554e-07
1961,3.119723412936537e-07,2.939071457319642e-07
1962,3.7227282811969076e-07,2.511414791683819e-07
1963,3.4464063247696686e-07,2.2695846624287697e-07
1964,3.473945788812216e-07,2.597854518171516e-07
1965,3.5130519604464894e-07,2.7524377443910453e-07
1966,4.1266106931558966e-07,2.271020633770604e-07
1967,3.860452744142151e-07,2.7314057859939567e-07
1968,4.275827796274001e-07,2.4478216609225e-07
1969,3.9422457165372293e-07,2.575176658581313e-07
1970,3.453642425377268e-07,2.5201013187370336e-07
1971,3.653400506564708e-07,2.8107033855917507e-07
1972,3.4474587895516606e-07,2.3547374183863212e-07
1973,3.5946089393945613e-07,1.8910288801521347e-07
1974,2.700274317479767e-07,1.7495527870892147e-07
1975,2.7357990672882693e-07,1.8448080751909401e-07
1976,3.4452568264953243e-07,2.159713154981091e-07
1977,3.2145996753385475e-07,1.6278686310045032e-07
1978,3.3326716497583675e-07,1.7881180447432143e-07
1979,3.721855139637853e-07,1.942855085701467e-07
1980,2.9505933341056334e-07,1.5691015420316035e-07
1981,3.479052332888699e-07,1.4675274861986054e-07
1982,3.1223736085550513e-07,1.694648075201144e-07
1983,3.2334418254009734e-07,1.7998650214678946e-07
1984,2.992288292702483e-07,1.612124389538394e-07
1985,2.863405677011599e-07,1.6903717536820295e-07
1986,2.967270318343651e-07,1.7563842291679066e-07
1987,3.4220575306775913e-07,1.8210234031812433e-07
1988,2.770407956376175e-07,2.1047904219528846e-07
1989,2.936145406806645e-07,1.8055921913173734e-07
1990,2.8278498986900047e-07,1.765362860339792e-07
1991,2.707997031059506e-07,1.6998249918742658e-07
1992,2.8486410208472535e-07,1.675022982539076e-07
1993,3.2902893165598357e-07,1.9941146334190307e-07
1994,3.054182382555837e-07,1.4084053923113515e-07
1995,2.835941703693834e-07,1.680959798022741e-07
1996,2.6690460774858593e-07,1.6334562502606786e-07
1997,2.5556786820146726e-07,1.4240836243573085e-07
1998,2.8561095177792595e-07,1.664077124985397e-07
1999,2.82438437526622e-07,1.563008833471713e-07
2000,2.7391793988584823e-07,1.5772372918831934e-07
2001,2.435953778689992e-07,1.5202804881653265e-07
2002,2.523583599867152e-07,1.6122895374337531e-07
2003,2.7001660463099597e-07,1.7209391778294503e-07
2004,2.669303444946536e-07,1.4932242287102326e-07
2005,2.751790941779575e-07,1.567304792615687e-07
2006,2.8536977936255425e-07,1.5400908814910963e-07
2007,2.684290274501677e-07,1.7495819548685176e-07
2008,3.167535098658192e-07,1.6987184636718666e-07
2009,3.0230341163672847e-07,1.4113849999830563e-07
2010,2.909856564592417e-07,1.672222662563172e-07
2011,2.829739247367513e-07,1.4531092773495402e-07
2012,3.686805802871618e-07,1.8757432407312535e-07
2013,3.784842546039613e-07,2.010959185838601e-07
2014,4.6795270147725887e-07,2.3018682782094402e-07
2015,4.659241614746179e-07,2.5246794166378095e-07
2016,5.132780407368642e-07,2.4566093514977183e-07
2017,3.03382727495638e-07,1.413773542680019e-07
2018,3.7689413545649586e-07,1.8250970157396296e-07
2019,3.974438851361839e-07,1.956607604824967e-07
