year,un_DET acte_NOUN,un_DET tact_NOUN
1893,3.913981697678537e-05,5.899763100281064e-07
1894,3.584441640214209e-05,7.524037677342221e-07
1895,3.640720046860224e-05,5.988521287747517e-07
1896,3.665770111638267e-05,6.16829206767644e-07
1897,3.473187405234057e-05,6.368597645911578e-07
1898,3.779498013045668e-05,6.546716879718417e-07
1899,3.709889517722331e-05,6.196415540671296e-07
1900,3.430611127441807e-05,6.006048431927979e-07
1901,3.59311185320621e-05,6.209088891928616e-07
1902,3.1982153416265646e-05,5.592813536736685e-07
1903,3.762279607144592e-05,6.021245360088301e-07
1904,3.463569868245031e-05,5.906713065328972e-07
1905,3.643908871708845e-05,6.760594128962794e-07
1906,3.406581794251906e-05,6.137012000806408e-07
1907,3.6347559216665104e-05,5.333128321183267e-07
1908,3.322996633414732e-05,7.195185096620094e-07
1909,3.284197202901851e-05,7.013754315110532e-07
1910,3.23721924360143e-05,7.043590848354597e-07
1911,3.172272948859245e-05,5.644917231428792e-07
1912,3.236300790376845e-05,6.032509940467889e-07
1913,3.1481199869176635e-05,6.474950184909289e-07
1914,3.198900367351598e-05,6.201184501453127e-07
1915,2.9098481888922834e-05,4.724085653773358e-07
1916,3.102309932501157e-05,6.691364449196158e-07
1917,2.9961368340991612e-05,5.713507307270049e-07
1918,2.7150347648330353e-05,5.949942840643985e-07
1919,2.9805805183968914e-05,6.85063917593709e-07
1920,3.0048129701754078e-05,6.845297697566366e-07
1921,3.0459104266356007e-05,7.088091829032805e-07
1922,2.9673318294953788e-05,6.765566595845485e-07
1923,3.3421129387534165e-05,5.998010617069838e-07
1924,2.951150588614837e-05,6.162196255488084e-07
1925,2.8988996746193152e-05,6.016003566422512e-07
1926,3.0097917147031694e-05,5.807138148128388e-07
1927,2.919647573662587e-05,6.165521340140145e-07
1928,3.2377973923303216e-05,6.295748882223506e-07
1929,2.8402465545696032e-05,5.247131227292812e-07
1930,2.866958516278828e-05,6.134104530985951e-07
1931,2.6896112331087352e-05,5.303491050767661e-07
1932,2.5954374336834007e-05,6.005825898824924e-07
1933,2.5394899012098904e-05,4.324439661917978e-07
1934,2.6865099471251597e-05,4.696779409840701e-07
1935,2.955926828462907e-05,4.2008676182092586e-07
1936,2.5551623252795252e-05,3.976906310931838e-07
1937,2.6392242943984456e-05,4.142477840751724e-07
1938,2.638161851109544e-05,5.173120527501851e-07
1939,2.4078952435502288e-05,3.8388066947447896e-07
1940,2.471374085644129e-05,3.423307077810023e-07
1941,2.2986302667504788e-05,3.925498504031566e-07
1942,2.3779117441335984e-05,4.2175544967548717e-07
1943,2.5083951641136082e-05,3.5709791745830444e-07
1944,2.509819665874602e-05,3.6951641213534003e-07
1945,2.7967635219283693e-05,3.35489619196494e-07
1946,2.4466340960316302e-05,4.4547533839534026e-07
1947,2.6730168315225455e-05,5.31670844905463e-07
1948,2.388010170761845e-05,4.3487552314758204e-07
1949,2.3779739706242253e-05,3.3868679505388855e-07
1950,2.4672974802797398e-05,3.7861886736934025e-07
1951,2.52568613063886e-05,3.880750329976479e-07
1952,2.3117372904835065e-05,3.680136444472737e-07
1953,2.5740827538811573e-05,3.3722080017284384e-07
1954,2.374335429067287e-05,3.576748319744638e-07
1955,2.5593614964236622e-05,3.6697727567869265e-07
1956,2.417762158302139e-05,3.0785629312468643e-07
1957,2.3034709442981693e-05,2.871387323466479e-07
1958,2.2183675639553257e-05,2.944918580105593e-07
1959,2.2068704254252225e-05,2.6972601752106584e-07
1960,2.297716673638206e-05,2.5053417362919106e-07
1961,2.2990068544004316e-05,2.8487453529457696e-07
1962,2.4946718895080267e-05,2.492388810892976e-07
1963,2.217209669197473e-05,2.4571003276463443e-07
1964,2.1965559142245183e-05,2.360579640647842e-07
1965,2.507837467646823e-05,3.299642061804775e-07
1966,2.1637841314259276e-05,2.1214655809842498e-07
1967,2.3408247784573177e-05,2.6130779495758816e-07
1968,2.3097555413187365e-05,3.471864395976354e-07
1969,2.3195211383608694e-05,2.5797185310150184e-07
1970,2.4988091524846823e-05,2.4097319073490553e-07
1971,2.123185890923196e-05,2.918609718349785e-07
1972,2.2544944215496798e-05,2.75488895251641e-07
1973,2.1943103092780802e-05,1.8800024925713643e-07
1974,2.1142022774256475e-05,1.3782649910254463e-07
1975,2.072410575237882e-05,1.1822763834601346e-07
1976,2.0280735100186575e-05,1.6340686470606158e-07
1977,2.009448053286178e-05,1.2693848394640384e-07
1978,1.9814247934846207e-05,1.5267319186662576e-07
1979,2.330138806883042e-05,1.726332130580488e-07
1980,2.2473969806924288e-05,1.7055451673186894e-07
1981,2.1021065322202048e-05,1.189203288065599e-07
1982,2.2059601462842693e-05,1.359443022597162e-07
1983,2.1379239910856995e-05,1.4714686480399308e-07
1984,2.161696335178931e-05,1.704908454414067e-07
1985,2.297943103712896e-05,1.3655317132599265e-07
1986,2.0574272639350966e-05,1.480637934481166e-07
1987,2.0802441952127992e-05,1.252717425348493e-07
1988,2.1535423059049208e-05,1.301252150476273e-07
1989,2.0938283114446676e-05,1.32812550068806e-07
1990,2.2581934615573118e-05,1.3403681609069906e-07
1991,2.299745881373383e-05,1.3071067961334393e-07
1992,2.3279514380192268e-05,1.046889386291383e-07
1993,2.3056951022226713e-05,1.2850960695587332e-07
1994,2.285467365936711e-05,1.371480919942769e-07
1995,2.3421733885697904e-05,1.5182861989870844e-07
1996,2.3623727145150042e-05,1.2704658969298066e-07
1997,2.3441280461611314e-05,1.1172104086298873e-07
1998,2.4786165283785522e-05,1.0632928459930469e-07
1999,2.6595828046538372e-05,1.1562609164572635e-07
2000,2.5925892202849354e-05,1.298901279866982e-07
2001,2.5537207022807706e-05,1.1434962643441793e-07
2002,2.606344827427165e-05,1.0252058346704729e-07
2003,2.55699065405679e-05,1.1625715112817403e-07
2004,2.504652320567402e-05,1.132031336448236e-07
2005,2.4699012328710523e-05,1.225019866657462e-07
2006,2.3724811342162866e-05,1.2847816532879364e-07
2007,2.3333751300924632e-05,9.067468342838225e-08
2008,2.256017342006089e-05,1.294261600115476e-07
2009,2.4409808361269825e-05,1.263571034471056e-07
2010,2.2490923299756105e-05,1.23290998577108e-07
2011,1.9959221390308812e-05,9.483450602587595e-08
2012,1.803368854780274e-05,1.0110630765947093e-07
2013,2.2179401582889113e-05,1.4419775834495496e-07
2014,2.1551159647970053e-05,1.5439623912705258e-07
2015,2.2907642232894432e-05,2.0392494315402132e-07
2016,2.3100827604594087e-05,2.761096300485377e-07
2017,2.3809003664609918e-05,1.0414631113064843e-07
2018,2.0988356766338256e-05,1.4817619220508504e-07
2019,2.0742846515986457e-05,1.517837766584762e-07
