year,bien_ADV eu_VERB,bien_ADV tu_VERB
1911,4.953268444296555e-07,7.076097574554296e-08
1912,4.7509922751487466e-07,6.303399402440846e-08
1913,5.186324187889113e-07,8.643873172786698e-08
1914,5.290427793624985e-07,7.500352694478352e-08
1915,5.489835075422889e-07,6.125996065975414e-08
1916,6.240878178687126e-07,6.372727767711694e-08
1917,5.549010779759556e-07,7.786161404510494e-08
1918,4.996573466087284e-07,1.0567465835720213e-07
1919,4.926199039800849e-07,1.0496947311366966e-07
1920,4.944667466588726e-07,7.723676276327751e-08
1921,4.816267278329178e-07,9.314479143540666e-08
1922,4.825169526156969e-07,9.960212565829352e-08
1923,5.010727477383625e-07,1.273913738941701e-07
1924,5.646531349157158e-07,1.1086797258030856e-07
1925,5.97201051277807e-07,1.0668232874877503e-07
1926,4.848570256399398e-07,1.2818058792163356e-07
1927,6.143222890386824e-07,1.0814748208076708e-07
1928,5.16457077992527e-07,9.597874850442167e-08
1929,5.503360966940818e-07,9.35794162160164e-08
1930,5.125758661961299e-07,8.823027286553042e-08
1931,4.65338558797157e-07,1.2773999458204344e-07
1932,5.73183740470995e-07,9.206010531670472e-08
1933,5.276504566609219e-07,7.800050383366397e-08
1934,5.667287155119993e-07,1.1142869738023364e-07
1935,4.94290134156472e-07,1.0891138657598276e-07
1936,4.571017484522599e-07,1.297344454087579e-07
1937,4.709078211817541e-07,7.680581859403901e-08
1938,5.004573040423566e-07,7.130867629712156e-08
1939,5.444682074084994e-07,7.799965828780842e-08
1940,4.564409152862936e-07,8.368083825871508e-08
1941,5.047069180363906e-07,1.2986610897769424e-07
1942,5.279528636492614e-07,1.4867637787574495e-07
1943,5.225823542787111e-07,1.1322617154974068e-07
1944,5.205361617299786e-07,8.032965581605822e-08
1945,5.598755592473026e-07,1.8735134688085964e-07
1946,6.041759093022847e-07,1.2946627236942732e-07
1947,5.066370363238093e-07,1.537792400085891e-07
1948,4.631424133094697e-07,9.34982367084558e-08
1949,4.977223397872876e-07,1.4234662160106382e-07
1950,4.668923736517172e-07,1.744199238373767e-07
1951,5.415992063717567e-07,1.3966436540613358e-07
1952,4.6818928467473597e-07,1.2970109253274131e-07
1953,5.192984531277034e-07,1.2820854067285836e-07
1954,5.013311010770849e-07,1.1433867541654763e-07
1955,5.46242404197983e-07,1.2013578043479356e-07
1956,5.066983135293412e-07,1.761670631594825e-07
1957,4.974125999979151e-07,1.0778745718198479e-07
1958,4.996434768145264e-07,1.2408365535065968e-07
1959,5.25500695403025e-07,1.2633718426968699e-07
1960,5.121416961628711e-07,1.4256916358590388e-07
1961,5.294497213981231e-07,1.2854094677550165e-07
1962,5.320901550476265e-07,1.3825464861838554e-07
1963,4.836607558900141e-07,1.6229793686761695e-07
1964,5.499907160810835e-07,1.539244038895049e-07
1965,4.875590775554883e-07,1.1600732108263401e-07
1966,5.627699692922761e-07,1.2573700303164514e-07
1967,4.979638674740272e-07,1.5875680503540934e-07
1968,5.407664502854459e-07,1.580978334914107e-07
1969,5.336565322977549e-07,1.5124054186799185e-07
1970,4.7688780568933e-07,1.604955031098143e-07
1971,4.912308213533834e-07,1.3102913953844109e-07
1972,5.453346147987759e-07,1.456961769008558e-07
1973,5.7447584822512e-07,1.560236739805987e-07
1974,5.383672032621689e-07,1.5357811378180486e-07
1975,5.203158366384741e-07,1.6506177757946716e-07
1976,5.833510954289522e-07,1.4455223151799146e-07
1977,5.347871478988964e-07,1.310522321773533e-07
1978,6.819798841206648e-07,1.7346526703931886e-07
1979,6.899476829858031e-07,1.597588692447971e-07
1980,6.287776841418236e-07,1.6430085736374167e-07
1981,7.242754236358451e-07,1.859711602492098e-07
1982,7.163457667047624e-07,1.7815531805354112e-07
1983,7.148937584133819e-07,1.7114506078996783e-07
1984,6.657261906184431e-07,1.6585164530624752e-07
1985,7.206638770185236e-07,1.7384962802680093e-07
1986,8.194461429411604e-07,1.8642849397565442e-07
1987,7.693518568885338e-07,1.5154826371599484e-07
1988,7.201861080829985e-07,1.445169459657336e-07
1989,8.627328043075977e-07,1.5531385599842906e-07
1990,8.031311722334067e-07,1.4656870916951448e-07
1991,8.504986226398614e-07,1.7174093613903096e-07
1992,8.033498488657642e-07,1.5097246830464428e-07
1993,8.934741799748736e-07,1.7725463408169162e-07
1994,8.65615447764867e-07,1.6457771323530324e-07
1995,9.397107305630925e-07,1.740606734301764e-07
1996,9.52315645008639e-07,1.6387943446716235e-07
1997,8.846580499266565e-07,1.8028802628577978e-07
1998,9.693607125882409e-07,1.8357297904003644e-07
1999,8.802207389635441e-07,2.0337395767455746e-07
2000,9.189505476570048e-07,1.8158110037802544e-07
2001,9.174257229460636e-07,1.962782931741458e-07
2002,9.572969474902493e-07,1.7743947466897225e-07
2003,9.3839105375082e-07,1.8501137333259976e-07
2004,9.576016282153432e-07,2.0173943937606964e-07
2005,1.0349616559324204e-06,1.905086008946455e-07
2006,1.061592001860845e-06,1.9683513130530628e-07
2007,1.1216498023713939e-06,2.816107951275626e-07
2008,1.1375879012121004e-06,2.9716929361711664e-07
2009,1.0675983048713533e-06,3.3472710470050515e-07
2010,1.2546394145829254e-06,4.43091778379312e-07
2011,1.1823721024484257e-06,4.6652456830997835e-07
2012,1.288850057790114e-06,5.198293706598633e-07
2013,1.3226031114754733e-06,5.88784303090506e-07
2014,1.3765735502602183e-06,6.37507071132859e-07
2015,1.3257337059258134e-06,6.197544735186966e-07
2016,1.266417257284047e-06,5.652686922985595e-07
2017,1.3999376733409008e-06,6.354434276545362e-07
2018,1.4657567817266681e-06,7.1171035642692e-07
2019,1.4237062941901968e-06,6.755015533599362e-07
