year,mon_DET an_NOUN,mon_DET temps_NOUN
1874,9.559374403167453e-09,2.085736060308818e-06
1875,1.544812294751452e-08,2.7297405011950104e-06
1876,9.67362345782874e-09,2.490958188161585e-06
1877,1.6080521580974505e-08,2.152315921932768e-06
1878,1.0870359612447089e-08,1.8733253419611628e-06
1879,1.2829583284634793e-08,2.2995501254285955e-06
1880,2.0537108014195837e-08,2.420811572534376e-06
1881,2.2312023950643578e-08,2.2507255117432123e-06
1882,1.1979693681496428e-08,2.258172123958957e-06
1883,6.951273001654101e-09,1.9147597427604524e-06
1884,5.281357573494461e-09,2.208267613212911e-06
1885,1.2246707870033902e-08,1.878258288456891e-06
1886,1.0325542199041138e-08,1.9031264564262074e-06
1887,6.528924623161458e-09,2.093173126382908e-06
1888,1.7753720937818684e-08,1.8039048690354775e-06
1889,8.14467776555361e-09,1.6909603672843332e-06
1890,7.865263995654459e-09,1.6536717648563126e-06
1891,3.187110020341777e-09,1.7975300039552167e-06
1892,5.641661360300532e-09,1.7294825767066868e-06
1893,4.926733243593162e-09,1.6393704562744915e-06
1894,5.671385583383426e-09,1.8098020930779057e-06
1895,3.611168697403855e-09,1.8711872513677008e-06
1896,4.717623069971921e-09,1.7726469003775946e-06
1897,4.661370844871726e-09,1.541165771001829e-06
1898,7.355861253444118e-09,1.6641222124746946e-06
1899,2.7637891975018647e-09,1.791488177360634e-06
1900,9.34389587925466e-09,1.5832711923735587e-06
1901,7.2653604799022276e-09,1.3999791228513914e-06
1902,3.4371988033576883e-09,1.4230002953752319e-06
1903,1.2420506623200822e-08,1.4321383936533039e-06
1904,5.912087708281888e-09,1.524781175987755e-06
1905,4.1286072338664326e-09,1.7205971190037417e-06
1906,1.0288368823552219e-08,1.635850647829784e-06
1907,1.2342824040612044e-08,1.6734812646745922e-06
1908,6.875944924544797e-09,1.7450165543664298e-06
1909,1.320236009405562e-08,1.8472302620864411e-06
1910,8.016226016316352e-09,1.7315048204125105e-06
1911,6.916486605668126e-09,1.7924340802721872e-06
1912,1.2502610557962868e-08,1.8483026629212418e-06
1913,5.3029897140177695e-09,1.7818045314754727e-06
1914,8.036092347118995e-09,1.7016426028249043e-06
1915,1.1780761921542648e-08,1.2405142211235898e-06
1916,1.2086208034389756e-08,1.4701223847168876e-06
1917,3.289927441585405e-09,1.817136542570097e-06
1918,6.89182577673364e-09,1.5368771286716765e-06
1919,5.524709134618888e-09,1.6445217134730683e-06
1920,1.2872793941909322e-08,1.5848681087504701e-06
1921,6.8154727417280014e-09,1.5758887279559985e-06
1922,8.115728866719962e-09,1.836368156205026e-06
1923,1.0615948120573648e-08,1.846113391934523e-06
1924,9.024137215263295e-09,2.065238277282333e-06
1925,1.3197813508725176e-08,2.0676573502242945e-06
1926,4.458455493683289e-09,1.9806687561185754e-06
1927,1.0034302500017134e-08,2.4126923214851104e-06
1928,4.570416489713125e-09,1.9458548479178717e-06
1929,8.912325322185666e-09,2.26150253013202e-06
1930,1.0503603875555712e-08,2.0334976014169115e-06
1931,7.983749661377715e-09,1.8670568522338726e-06
1932,8.767629289252454e-09,1.91243911018546e-06
1933,2.2941324395731044e-09,1.8983945828665583e-06
1934,3.5944740517379614e-09,1.6666377504748198e-06
1935,4.787313656606784e-09,1.7713060636026512e-06
1936,9.699771652549316e-09,1.6998850327354376e-06
1937,6.295559185076627e-09,1.494565708526352e-06
1938,2.5930428915188486e-09,1.6219483356394448e-06
1939,4.588215141154706e-09,1.5492873473021973e-06
1940,0.0,1.4530036001048074e-06
1941,5.9030051957620344e-09,2.139839473613847e-06
1942,3.034211770724937e-09,1.7507401537386613e-06
1943,2.9032352077962287e-09,2.1745230647240987e-06
1944,3.2131861615880553e-09,2.188179827555814e-06
1945,1.3071024262956144e-08,2.2917862168014835e-06
1946,1.1136883415474585e-08,2.3457060009945963e-06
1947,3.5762612871081956e-09,2.543913780073126e-06
1948,5.435943917220243e-09,2.1015359372711373e-06
1949,5.890204879399619e-09,1.947694460824323e-06
1950,8.508289184305795e-09,2.1175003617202037e-06
1951,4.264560815592233e-09,2.4809082646015668e-06
1952,8.435843135146115e-09,1.9518431599863106e-06
1953,9.696444647211422e-09,2.0340986530698046e-06
1954,9.772536113672459e-10,2.053209843921877e-06
1955,2.815682353940474e-09,1.946575110878257e-06
1956,1.8314396887930684e-08,2.0677827023973805e-06
1957,5.30102267637389e-09,1.7979301318860053e-06
1958,6.617794867658233e-09,2.0688880510988383e-06
1959,5.4255234749334136e-09,1.9446626637886766e-06
1960,5.536666791705613e-09,2.019499273586689e-06
1961,6.253343398654465e-09,2.0476225692789285e-06
1962,1.9025869213429303e-09,2.272323015972688e-06
1963,7.112658351182688e-09,1.9333499317042424e-06
1964,3.6503810529886493e-09,2.3757897338327894e-06
1965,6.566451882239477e-09,2.0361473858088175e-06
1966,1.1078149508847446e-08,1.9270441384833248e-06
1967,7.395503431872896e-09,2.2023809620463908e-06
1968,1.0779397874305374e-08,2.3000540068096598e-06
1969,6.358460841182634e-09,1.8857378378811518e-06
1970,8.737577383843842e-09,1.9020326789132014e-06
1971,4.624557625731995e-09,2.0861894682866478e-06
1972,3.591102859523687e-09,1.9309872527628613e-06
1973,4.410563081425067e-09,2.09060696221286e-06
1974,7.875800178691605e-09,1.7653043755672115e-06
1975,6.8537762132336866e-09,1.714015205322994e-06
1976,7.427584769459372e-09,2.0974356402803096e-06
1977,7.052138317753531e-09,1.8940867789751792e-06
1978,2.3762365408686037e-09,1.925939763225415e-06
1979,6.437170796402825e-09,1.94344036685834e-06
1980,4.5481204913322415e-09,2.1614941871916926e-06
1981,6.95810464801383e-09,2.0210131026487943e-06
1982,1.0552753781922775e-08,1.97212348496123e-06
1983,3.789189517711122e-09,2.0082706058133226e-06
1984,6.378909400694965e-09,1.8626415609901414e-06
1985,4.210890636180409e-09,1.958665713175378e-06
1986,2.9972427317837003e-09,1.9931664745342914e-06
1987,1.2832715556854168e-08,1.8662435010696754e-06
1988,4.197587666343594e-09,1.8115588993339315e-06
1989,2.7440609784434855e-09,2.0432278518001112e-06
1990,2.724325487424295e-09,1.855810577211514e-06
1991,5.275318792907768e-09,2.037445405278504e-06
1992,4.958949806344037e-09,1.9240725137592563e-06
1993,8.308811361157353e-09,2.0954820740826108e-06
1994,5.802419100753298e-09,2.0756836889290753e-06
1995,5.964695848348356e-09,1.9737720080570398e-06
1996,1.2277612482236577e-08,2.1571230277572795e-06
1997,3.3564261370244708e-09,2.0013888715197936e-06
1998,8.10581957111367e-09,2.2181338010796026e-06
1999,4.570201245224226e-09,2.023685155450039e-06
2000,6.185243983658495e-09,2.096797693695862e-06
2001,2.1906058633724967e-09,2.1717666101039867e-06
2002,6.571832356083718e-09,2.2488810245135937e-06
2003,4.16692297333654e-09,2.339727238620526e-06
2004,6.607186769924667e-09,2.2966581525452057e-06
2005,1.3511248786457486e-09,2.3766287355897475e-06
2006,8.235779835885637e-10,2.509030291975023e-06
2007,2.396687653893892e-09,2.930749587903847e-06
2008,3.83169571072095e-09,3.1087824226005978e-06
2009,4.291373256748443e-09,3.216622602053576e-06
2010,1.8895172093635892e-09,3.954286917462468e-06
2011,1.91198598620268e-09,4.318794019297911e-06
2012,2.0425516555899748e-09,5.1012725492682875e-06
2013,2.5102124823206395e-09,5.525256909777454e-06
2014,3.4647123642317368e-09,5.853631336094622e-06
2015,1.10828768384863e-09,5.803659178127418e-06
2016,1.8642060672924288e-09,5.974987303147827e-06
2017,2.26405022507592e-09,6.290789158924781e-06
2018,1.8070267504555204e-09,6.8723808936965725e-06
2019,2.295888978931515e-09,6.737158500413898e-06
