year,on_PRON irait_VERB,on_PRON tirait_VERB
1954,2.1890481249897675e-07,2.648357266821222e-07
1955,2.0085200702624206e-07,3.6134590430947355e-07
1956,1.944814513876736e-07,3.0523995420139727e-07
1957,1.926038279975728e-07,3.083428161687607e-07
1958,2.33277262395859e-07,2.7381125633496595e-07
1959,1.891182499491606e-07,2.418233364664957e-07
1960,2.2907958907580905e-07,3.114375033419492e-07
1961,1.910743812061355e-07,3.140567983450637e-07
1962,2.619227963407411e-07,3.754438182568265e-07
1963,2.418303850504344e-07,3.562795214406833e-07
1964,2.3058240117279638e-07,3.4982818419848627e-07
1965,2.0739044970241594e-07,3.28869809607113e-07
1966,2.47596645408521e-07,3.472999985376646e-07
1967,2.1989296072888465e-07,3.194857427502029e-07
1968,2.60502119431294e-07,3.4808473259317907e-07
1969,2.3299217488670365e-07,3.1338127826074924e-07
1970,2.0326364236211703e-07,3.1501266306577236e-07
1971,2.250618038601715e-07,2.713073818938483e-07
1972,1.980236703502669e-07,2.9703549486725933e-07
1973,1.935134470443245e-07,3.026748949253033e-07
1974,1.7270505026090177e-07,3.0996899624824437e-07
1975,1.7248670403091637e-07,2.7586449036220984e-07
1976,1.6112145928559585e-07,2.771060501061129e-07
1977,1.892323773233784e-07,2.503509044515795e-07
1978,1.9782168791948607e-07,3.2376223657593073e-07
1979,2.2296018542533602e-07,2.7387235945752764e-07
1980,1.9500066628097557e-07,2.757298105393602e-07
1981,1.9482691726580015e-07,2.764265136789845e-07
1982,2.1477957545812387e-07,3.178241279044869e-07
1983,1.5788289431384328e-07,2.9492524689089805e-07
1984,2.2964073309594824e-07,2.9227001974163613e-07
1985,1.906931927919686e-07,2.7912188116374637e-07
1986,1.8702793980196475e-07,2.709507427312019e-07
1987,1.894353189868525e-07,2.1143426920389174e-07
1988,1.882917892714886e-07,2.3206663612995726e-07
1989,2.0196289796103883e-07,2.519048010185543e-07
1990,2.0977306647296246e-07,2.2067035843065241e-07
1991,1.7643010608026088e-07,2.690412479466886e-07
1992,1.686042949700095e-07,2.600693633780793e-07
1993,1.8002424084784252e-07,3.1241129505588106e-07
1994,1.8567741832953288e-07,2.542514536685303e-07
1995,1.7568740773299396e-07,2.646156005425837e-07
1996,1.585413329507901e-07,2.2633510354808095e-07
1997,1.697392626454075e-07,2.3015493155753575e-07
1998,1.892947345538687e-07,2.3554558481464483e-07
1999,1.7366764026860437e-07,2.783252455174079e-07
2000,1.6788519729971085e-07,2.3238845514583772e-07
2001,1.590379881122317e-07,2.2957549461466442e-07
2002,1.8357318154471614e-07,2.523583653157857e-07
2003,1.695937648094059e-07,2.53765612967527e-07
2004,1.6694159299390776e-07,2.1231094393669991e-07
2005,1.7519586492653616e-07,2.170807285040155e-07
2006,1.9601155898385514e-07,2.47485186122276e-07
2007,1.7455875678251687e-07,2.141040962300167e-07
2008,2.1627793955758534e-07,2.2266409516191743e-07
2009,1.8500587728453866e-07,2.5128375114036317e-07
2010,2.1446020070925442e-07,2.30521095545555e-07
2011,2.3211510580267714e-07,2.665308400651156e-07
2012,2.9106360699415745e-07,3.244252866352326e-07
2013,2.881166238921651e-07,3.3413717659414033e-07
2014,3.521013809404394e-07,3.5383373386821404e-07
2015,3.1519702758942003e-07,3.63518367407778e-07
2016,3.1277235734705755e-07,3.570990259049722e-07
2017,2.6112046214166185e-07,2.918109132110658e-07
2018,3.064200981839349e-07,3.2681369788178927e-07
2019,2.923431949852784e-07,2.8775140847869807e-07
