year,on_PRON ira_VERB,on_PRON tira_VERB
1861,3.4237896073818774e-07,4.82443098803742e-07
1862,3.7815544473573937e-07,5.001410983140886e-07
1863,2.9767939935254617e-07,7.042415433033966e-07
1864,3.706324704921826e-07,5.403658320801696e-07
1865,3.628976941172368e-07,4.97042762503952e-07
1866,3.002083168723857e-07,6.184194063507675e-07
1867,3.9113660221801183e-07,5.401179237196629e-07
1868,3.848161966857333e-07,5.310364770139131e-07
1869,3.5356678296238897e-07,4.766314845028319e-07
1870,3.5436422507473253e-07,4.925547898437799e-07
1871,6.595751216309509e-07,5.289346347581159e-07
1872,4.7048300189089787e-07,5.726830210051048e-07
1873,3.813084958892432e-07,4.6750693627473083e-07
1874,4.206124941674716e-07,5.628081822806053e-07
1875,4.0794488143092167e-07,5.578488924129488e-07
1876,3.2588020104640236e-07,4.994008264702643e-07
1877,4.007760878721456e-07,5.813726886572113e-07
1878,3.291303372066068e-07,5.809603180750855e-07
1879,3.916077417898123e-07,8.498071792928386e-07
1880,3.6389188551311236e-07,5.647704739430992e-07
1881,3.9464393353227933e-07,5.452500886349299e-07
1882,3.780258808205872e-07,5.058092682475035e-07
1883,4.2213182638306534e-07,5.377757474889222e-07
1884,3.5715181212481184e-07,4.231687853462063e-07
1885,3.796479361994898e-07,4.847118049156052e-07
1886,4.194751426211951e-07,4.975620555569549e-07
1887,3.714958012324132e-07,5.582230642176e-07
1888,3.82339074178617e-07,3.461975524032823e-07
1889,3.765347074136116e-07,4.6988526491986704e-07
1890,3.7884355208461784e-07,3.991621468912854e-07
1891,4.5575672658060284e-07,3.6333054254100716e-07
1892,4.0808016166238303e-07,4.4694493084307396e-07
1893,3.688891538899952e-07,4.434059874824925e-07
1894,5.034929912994812e-07,3.365022038792631e-07
1895,3.906080934257261e-07,4.5500726741920516e-07
1896,3.833068760172864e-07,3.833068973335685e-07
1897,4.463262541776203e-07,3.169732138985637e-07
1898,3.966506696428951e-07,3.5081799154568216e-07
1899,4.908489472654765e-07,4.084880487198461e-07
1900,4.24109053653865e-07,3.6493102584245207e-07
1901,3.459429436247774e-07,2.861434253986772e-07
1902,3.3733650184331054e-07,2.666284117935902e-07
1903,4.087966800625509e-07,3.1645290476944865e-07
1904,3.9449747646358446e-07,2.902297495666062e-07
1905,3.710585616545359e-07,3.013883329572309e-07
1906,3.95073371350918e-07,3.086510744765292e-07
1907,3.8519896605748727e-07,2.941706398473798e-07
1908,3.6589847951518095e-07,3.39868130083687e-07
1909,4.257761361259327e-07,3.2510812530972544e-07
1910,4.5585605334963475e-07,2.629322111147303e-07
1911,4.224377079253827e-07,3.128380043904144e-07
1912,4.485311606572395e-07,2.3650772007499654e-07
1913,4.0090601771680667e-07,3.2295207574861706e-07
1914,4.453334483400795e-07,2.6653039952861945e-07
1915,4.865454812374992e-07,3.54600942387151e-07
1916,4.823495771688613e-07,2.3952667760340773e-07
1917,5.592876561877347e-07,4.3646369363159465e-07
1918,4.468200245355547e-07,3.089835232117366e-07
1919,4.318481003906527e-07,3.342449019783089e-07
1920,5.171834160933031e-07,2.2413806632926025e-07
1921,4.520930119156219e-07,2.4611428273146885e-07
1922,4.1242660131501907e-07,2.744591967029919e-07
1923,3.9703645882127603e-07,2.2505809482709083e-07
1924,4.357369078888951e-07,2.307600865947279e-07
1925,4.2672931499510014e-07,2.5955699811675004e-07
1926,3.834271566915959e-07,2.563611829486945e-07
1927,4.2478546191659916e-07,2.7427093840515226e-07
1928,3.690611478646133e-07,2.0909656228695894e-07
1929,4.3113372782954684e-07,2.517731800821821e-07
1930,3.9388513783933377e-07,2.562879259926376e-07
1931,3.9804695717293725e-07,4.1059282551714205e-07
1932,4.18654302336563e-07,1.8959997660772387e-07
1933,4.221203582233102e-07,2.466192370320641e-07
1934,4.7087608834317507e-07,2.336408044811833e-07
1935,4.152994677042443e-07,2.2380691433454558e-07
1936,3.3342966077043457e-07,1.976328469766031e-07
1937,3.7017886711510073e-07,1.9138499141035936e-07
1938,3.7988076684314365e-07,1.7891995796048832e-07
1939,3.181162568921536e-07,1.9576384602260077e-07
1940,2.7386455059286163e-07,1.6736167651743017e-07
1941,3.3647129527025754e-07,1.9184766131274955e-07
1942,4.09618593266714e-07,2.609422082855417e-07
1943,4.81937036056479e-07,1.800005833274554e-07
1944,4.2414056622419594e-07,2.7954719428180397e-07
1945,5.511615128739322e-07,1.8081583519347078e-07
1946,4.301621316926685e-07,1.9211123358786608e-07
1947,4.398801394245311e-07,1.9073394241786445e-07
1948,4.120445566968556e-07,1.913452187807252e-07
1949,4.506006661131323e-07,1.7376104111122004e-07
1950,4.605111456612576e-07,1.627210295396253e-07
1951,4.1153010954531055e-07,2.1216190049244688e-07
1952,4.2179216563908994e-07,1.9824230790277397e-07
1953,4.395721475702885e-07,1.5729788316320992e-07
1954,3.7917439499324246e-07,1.7101937999086658e-07
1955,3.8105568478385976e-07,1.389069979040869e-07
1956,4.238474957674043e-07,1.6046900341848414e-07
1957,3.9227568748856356e-07,1.7581725231252676e-07
1958,4.996435194470905e-07,1.8612548302598952e-07
1959,4.123398014144186e-07,1.4028853811964836e-07
1960,4.3670459604072676e-07,1.4810583692792534e-07
1961,4.530199930741219e-07,1.6189211038408757e-07
1962,4.857938620261848e-07,1.794773645258374e-07
1963,4.771947175186142e-07,1.8686893810127003e-07
1964,5.451235551845457e-07,1.8616943009419629e-07
1965,4.5636841150553664e-07,1.7565259113894172e-07
1966,4.392486232518422e-07,1.6506442790387155e-07
1967,4.4767448059701564e-07,2.0510195852807556e-07
1968,4.751917970224895e-07,2.092999835667797e-07
1969,4.809721474430262e-07,1.7712855893137203e-07
1970,4.2584193238326407e-07,2.1246108872219338e-07
1971,4.7530177482713043e-07,1.783023932944161e-07
1972,4.2426314905696927e-07,1.8109418675749112e-07
1973,4.4546686694957316e-07,1.7587120382245303e-07
1974,4.286685424403913e-07,1.698922673654124e-07
1975,4.266475741587783e-07,1.547811123714382e-07
1976,4.125166270796399e-07,1.8054745609674683e-07
1977,4.384079375086003e-07,1.6690060533619544e-07
1978,4.1524732807829423e-07,1.4851478624677839e-07
1979,5.073660815924086e-07,1.7789999517958677e-07
1980,4.11604908379104e-07,1.6657491386240508e-07
1981,5.313461599598668e-07,1.4612019327842063e-07
1982,5.214301808109667e-07,1.5829130362021715e-07
1983,4.755432883030153e-07,1.5598830316321255e-07
1984,4.818976009346443e-07,1.4555511285152534e-07
1985,4.463544200916658e-07,1.425687266021214e-07
1986,4.981417305316427e-07,1.1329577809249258e-07
1987,4.577001817551718e-07,1.0999470134720468e-07
1988,5.187019098684686e-07,1.481148750315242e-07
1989,4.708808916120688e-07,1.4543523718657525e-07
1990,4.702185663063574e-07,1.2150491457418866e-07
1991,4.2847311476634786e-07,1.1840159430676067e-07
1992,5.047108970757108e-07,1.2893269030200827e-07
1993,4.957590675758183e-07,1.395880282473172e-07
1994,5.259101953924983e-07,1.3134567566908117e-07
1995,4.744644428456013e-07,1.1549820300160718e-07
1996,5.076525724234671e-07,1.0889707979799823e-07
1997,4.2962253132827755e-07,1.0069278211233268e-07
1998,5.092362016512197e-07,1.1300466518093799e-07
1999,5.027221305908824e-07,1.3390689090897467e-07
2000,5.239785281219156e-07,1.2547209493618539e-07
2001,4.985818975455913e-07,1.46770595677026e-07
2002,4.626569847232531e-07,1.5421899490775104e-07
2003,4.6961220334651443e-07,1.225075330069103e-07
2004,4.669078776942115e-07,1.3434613066465317e-07
2005,4.976643310783402e-07,1.3195986170444485e-07
2006,5.279134995817003e-07,1.1447734138414489e-07
2007,6.1914430204979e-07,1.1024762969213953e-07
2008,7.203587983894977e-07,1.2176277763842336e-07
2009,6.837588131247685e-07,1.1252934228878075e-07
2010,8.384732552713103e-07,1.0581296194800416e-07
2011,9.907911646678258e-07,1.1701354551973964e-07
2012,1.2146373649102316e-06,1.6748923314935382e-07
2013,1.105609186424772e-06,2.0444286263909817e-07
2014,1.3798216684790532e-06,1.9207499235562864e-07
2015,1.2459370282158488e-06,2.1833267993542904e-07
2016,1.1959917571857659e-06,2.520820885365538e-07
2017,1.4912543520040344e-06,1.5244604867348244e-07
2018,1.5145464544730203e-06,1.654720165333856e-07
2019,1.5071235566210817e-06,1.632632162795744e-07
