year,son_DET an_NOUN,son_DET temps_NOUN
1890,4.653614438243636e-08,1.92954576050397e-05
1891,4.398211705947119e-08,1.8918684872915037e-05
1892,5.955086601616699e-08,2.0405888790264726e-05
1893,4.3108915770417866e-08,1.9019038518308662e-05
1894,5.6713853835432815e-08,1.935328691615723e-05
1895,4.333402414680165e-08,2.0194858734612353e-05
1896,4.8945341502015793e-08,1.9757406334974803e-05
1897,3.7290966981018414e-08,1.823994352889713e-05
1898,2.4330925163518202e-08,1.9622608306235634e-05
1899,4.2009595802028343e-08,1.8890499632107094e-05
1900,3.062721309898819e-08,1.8440177882439457e-05
1901,5.58873880507349e-08,1.7958853277377784e-05
1902,3.830021277906326e-08,1.610965955478605e-05
1903,4.3201761279476614e-08,1.8558937881607562e-05
1904,4.245953988402107e-08,1.8676822946872562e-05
1905,3.767354206374307e-08,1.8643757357494906e-05
1906,3.7552547016428406e-08,1.8218130207969807e-05
1907,5.2457003574257755e-08,1.8641263523022644e-05
1908,4.2729083382653243e-08,1.8555718270363286e-05
1909,4.950885273968808e-08,1.9502636860124767e-05
1910,3.7409056519166484e-08,1.8891038052970544e-05
1911,3.617854271720233e-08,1.8853810615837574e-05
1912,4.1675368378513156e-08,1.8986776922247373e-05
1913,7.424185671789374e-08,1.9594546756707132e-05
1914,6.76371111341112e-08,1.8726774214883335e-05
1915,3.062998121805549e-08,1.3339356883079745e-05
1916,3.515987700986045e-08,1.4122185348242056e-05
1917,3.9479127189601115e-08,1.5006455214461312e-05
1918,4.020231880730307e-08,1.5941941455821507e-05
1919,3.9593748335509105e-08,1.7364160157740116e-05
1920,3.256059644130005e-08,1.804462772270199e-05
1921,4.695103461571648e-08,1.9190856619388796e-05
1922,3.246291635505827e-08,1.865732338046655e-05
1923,2.866305903737043e-08,2.0328479877207428e-05
1924,3.996403508121915e-08,2.0309465980972163e-05
1925,4.289289257108919e-08,1.9264409274910577e-05
1926,4.0126098888038086e-08,1.999505730054807e-05
1927,3.2332752919472796e-08,2.047778070846107e-05
1928,2.5137290693422187e-08,1.9359142243047245e-05
1929,3.7877380565376484e-08,1.9392105969018303e-05
1930,3.886333299618627e-08,1.9532501028152183e-05
1931,2.737285687004487e-08,1.852115929068532e-05
1932,3.835837958376942e-08,1.8546823412179947e-05
1933,3.6706119699303486e-08,1.9240887922933325e-05
1934,2.156684431042777e-08,1.826951302064117e-05
1935,2.992071124197082e-08,1.9060689737671055e-05
1936,2.9099315845826368e-08,1.86381112143863e-05
1937,2.392312392629492e-08,1.655983942328021e-05
1938,2.852347158466273e-08,1.819667886593379e-05
1939,3.823512795264605e-08,1.7932274204213172e-05
1940,1.7750480196809804e-08,1.843514110078104e-05
1941,5.31270463177691e-08,1.9202476323698647e-05
1942,4.2478965012193726e-08,2.0662982933572493e-05
1943,4.354852944921106e-08,2.2450718461186625e-05
1944,2.8918675454292497e-08,2.064793443423696e-05
1945,1.742803235060819e-08,2.0181661966489628e-05
1946,2.7842208538686464e-08,2.0276087525417097e-05
1947,2.980217805870211e-08,2.1239415218587965e-05
1948,3.261566305923225e-08,2.0182573280180804e-05
1949,2.4542519905246252e-08,1.7870881492854096e-05
1950,2.4461331626923766e-08,1.8772476323647425e-05
1951,3.624876732111204e-08,1.977903229999356e-05
1952,4.007025555807786e-08,1.739365325192921e-05
1953,2.2625038065271497e-08,1.8284263205714524e-05
1954,2.9317608785106586e-08,2.0061062969034538e-05
1955,2.5341140741375057e-08,2.0446546841412783e-05
1956,1.8314397332019894e-08,1.8239396013086662e-05
1957,1.943708272111877e-08,1.9017417798750103e-05
1958,2.4816729671250926e-08,1.8378443201072514e-05
1959,1.705164498488898e-08,1.846693157858681e-05
1960,2.9067500517676592e-08,1.9146486010868102e-05
1961,3.474079651732964e-08,2.0121175111853518e-05
1962,1.775747771048941e-08,2.0436955310287885e-05
1963,2.7157423310164575e-08,1.9844963389914483e-05
1964,2.2510682928800207e-08,2.0632562154787593e-05
1965,3.666269171587189e-08,2.13792736758478e-05
1966,3.4342264032538594e-08,2.069896800094284e-05
1967,4.585212198815469e-08,2.106880310748238e-05
1968,4.805814923791729e-08,2.370614129176829e-05
1969,3.0883953477944814e-08,1.945189433172345e-05
1970,3.495030997946458e-08,2.092879731208086e-05
1971,3.442726392854922e-08,2.0313113054726273e-05
1972,3.026786543625093e-08,2.025330650212709e-05
1973,3.19765822709428e-08,1.9704189980984665e-05
1974,3.431598794012558e-08,1.8417558749206364e-05
1975,3.1413141421410273e-08,1.8506338165025227e-05
1976,3.4281162297755685e-08,1.870494452305138e-05
1977,2.4094806150287695e-08,1.927584526129067e-05
1978,3.0891073921068823e-08,1.921009061334189e-05
1979,3.39414459871179e-08,1.8849790649255738e-05
1980,2.842575275163739e-08,2.0372168364701793e-05
1981,3.921840530107801e-08,1.934732608788181e-05
1982,4.469401748696811e-08,1.9524457457009703e-05
1983,3.599730202807905e-08,2.003218287427444e-05
1984,3.131464598737921e-08,2.0010058506159112e-05
1985,2.827312228781409e-08,2.0001129087177105e-05
1986,4.07625022069702e-08,1.9980818251497112e-05
1987,4.399788133824245e-08,1.9362123566679657e-05
1988,2.9383113941960914e-08,2.0179002603981644e-05
1989,2.4147736810142817e-08,1.998829065996688e-05
1990,7.79157096619798e-08,2.0438979845494032e-05
1991,3.0479618662315744e-08,2.031408075708896e-05
1992,2.7549721615116596e-08,2.1544432456721552e-05
1993,3.877445237110422e-08,2.0490635506575927e-05
1994,3.059457520659947e-08,2.1223138901405036e-05
1995,3.958388955505043e-08,2.137963929271791e-05
1996,4.2704737523990843e-08,2.14148240047507e-05
1997,4.363353844905049e-08,2.133632187906187e-05
1998,5.6263925851673946e-08,2.185758057748899e-05
1999,3.9760751607831324e-08,2.132912959496025e-05
2000,3.843687301774423e-08,2.1648796973749995e-05
2001,2.716351366061076e-08,2.1091591406730004e-05
2002,3.811662852015729e-08,2.190742270613555e-05
2003,3.5418845301116164e-08,2.1802174160256982e-05
2004,3.611928783842089e-08,2.1516963897738606e-05
2005,4.4136746257805726e-08,2.2276895833783783e-05
2006,3.62374311668745e-08,2.376845986873377e-05
2007,3.8347003267213964e-08,2.4611985281808302e-05
2008,2.3415917621560922e-08,2.3383987354463898e-05
2009,2.384096209340214e-08,2.3550102923763916e-05
2010,1.936755145148794e-08,2.317492908332497e-05
2011,1.2619107203626356e-08,2.220504029537551e-05
2012,8.170206400315294e-09,2.292764293088112e-05
2013,8.646287685820653e-09,2.246947042294778e-05
2014,2.9016966135442246e-08,2.5413448383915238e-05
2015,6.871383573248124e-09,2.3853453967603855e-05
2016,9.113895860224375e-09,2.4191595002776012e-05
2017,6.540589680970044e-09,2.3248776415130123e-05
2018,5.162933414126769e-09,2.3725486244075e-05
2019,1.0459050070465992e-08,2.3829032215871848e-05
