year,mon_DET or_NOUN,mon_DET tort_NOUN
1839,1.0836786323853431e-07,1.1745678230035139e-07
1840,1.0127805277759805e-07,6.497082338796645e-08
1841,1.1107548747446572e-07,5.264849756159151e-08
1842,1.422152213770289e-07,1.140405094801622e-07
1843,8.919435912080331e-08,9.332919792548466e-08
1844,7.46444339672081e-08,7.464443474436422e-08
1845,1.2778722091599803e-07,4.4641825347468966e-08
1846,8.606117085641074e-08,7.493761478016836e-08
1847,1.2512278502185836e-07,7.065122975546956e-08
1848,9.010648333029891e-08,7.482055908170082e-08
1849,5.530413860199701e-08,6.033178623354729e-08
1850,1.1405512978512888e-07,7.535785684353868e-08
1851,6.578427780290497e-08,6.836405064269968e-08
1852,9.375185161530908e-08,1.093771608839944e-07
1853,7.70379240400132e-08,9.555090807467082e-08
1854,8.313062949127925e-08,7.066103613340147e-08
1855,1.475328552658084e-07,6.102977678779098e-08
1856,1.0250834381331231e-07,6.989205192375891e-08
1857,9.323682181872073e-08,1.0055908772343969e-07
1858,7.634134790990288e-08,1.0227783109328925e-07
1859,1.5989423940432346e-07,1.2017529260610615e-07
1860,9.200139317044886e-08,9.84094530309676e-08
1861,9.007490908707894e-08,8.866011791397455e-08
1862,1.084316711974509e-07,1.0120289362092194e-07
1863,1.2536498195103718e-07,1.2186874975839146e-07
1864,1.1027873991764636e-07,1.0740190781177716e-07
1865,7.53095128480652e-08,1.0543331230294939e-07
1866,1.196940804248925e-07,1.0461067923017708e-07
1867,1.0142376005717324e-07,7.0365762994129e-08
1868,5.829051508143834e-08,1.34364571025003e-07
1869,1.4455216934550208e-07,1.4064535402980027e-07
1870,8.429052034131246e-08,9.289159130787539e-08
1871,8.072094637157079e-08,1.0514965431696055e-07
1872,6.10781268894911e-08,9.736216277644871e-08
1873,7.183205408267668e-08,6.704324961859243e-08
1874,8.42419886071255e-08,1.2427186835139992e-07
1875,1.1900776364370813e-07,9.669380585108911e-08
1876,9.61316373171428e-08,8.524880712457161e-08
1877,6.617753400828263e-08,8.720590738420242e-08
1878,4.5897075418022126e-08,7.850814998100475e-08
1879,9.713827386903517e-08,1.0630225633079249e-07
1880,6.417846365458502e-08,1.1359587936965454e-07
1881,8.227558789819511e-08,1.101656188495781e-07
1882,8.119569905318258e-08,9.384093302422514e-08
1883,7.835980098125361e-08,6.88807966220395e-08
1884,7.790002776175697e-08,6.007544328667791e-08
1885,5.47879024370701e-08,6.445635847285303e-08
1886,7.227879655902214e-08,5.679048342699389e-08
1887,7.051238926081282e-08,6.46363540468542e-08
1888,4.818867194167353e-08,5.2627100899371726e-08
1889,7.392861539612383e-08,4.8868067370477775e-08
1890,6.554386544621593e-08,7.078737329635487e-08
1891,4.84440720871504e-08,7.202868523847883e-08
1892,6.080456849133498e-08,4.450643587006198e-08
1893,5.419406545748018e-08,5.11148572357456e-08
1894,5.6713854723611234e-08,6.679631692207977e-08
1895,6.680662156810513e-08,8.907549764458622e-08
1896,5.66114787270422e-08,6.89952401877747e-08
1897,6.059781965106481e-08,5.943247827211451e-08
1898,4.470100434250668e-08,5.2056864152660864e-08
1899,6.356714976618605e-08,8.125540418291166e-08
1900,6.281174180777782e-08,5.65824802567505e-08
1901,3.409130805431815e-08,4.973977540956298e-08
1902,2.700656170917526e-08,5.352209431208621e-08
1903,3.6181477369723325e-08,6.534266461244442e-08
1904,2.6335664315979557e-08,6.234565042007034e-08
1905,3.6641388589941926e-08,6.760594573052003e-08
1906,3.755254707193956e-08,5.4013936212626845e-08
1907,3.291419647943883e-08,5.19427174050513e-08
1908,4.7149335324903063e-08,6.728603318961746e-08
1909,5.500983568662576e-08,6.71119986250801e-08
1910,7.214603336969105e-08,6.947396047340959e-08
1911,2.7133907565257687e-08,6.597263757512906e-08
1912,5.730363239475622e-08,1.1148161505047938e-07
1913,3.234823792164221e-08,5.886318721337602e-08
1914,3.482306887292452e-08,6.361906379481752e-08
1915,3.416420912838447e-08,2.9451904914878924e-08
1916,3.955486338469427e-08,4.0653610255958483e-08
1917,3.289927352767563e-08,4.386569596448453e-08
1918,3.44591288836682e-08,3.331049125421259e-08
1919,3.775217927159957e-08,4.051453350584211e-08
1920,4.24044972469062e-08,5.4520068903940455e-08
1921,6.891199966219119e-08,9.314479143540666e-08
1922,4.5743199228454046e-08,6.271245300837336e-08
1923,4.0340602414090654e-08,6.688047005098952e-08
1924,4.125319807979366e-08,1.1086796858350567e-07
1925,6.1589795707917e-08,7.478760721824074e-08
1926,4.792839447542718e-08,1.136906142562566e-07
1927,3.4562597228671166e-08,1.3602054593775392e-07
1928,6.17006229441941e-08,7.312666117087474e-08
1929,6.68424400274148e-08,9.023729141688364e-08
1930,5.7769819150621515e-08,9.033098713473464e-08
1931,3.421607086551148e-08,5.360517718600022e-08
1932,6.794912910113027e-08,5.698959215649779e-08
1933,2.867665616079762e-08,3.785318636317925e-08
1934,3.5944742293736454e-08,6.589869450124297e-08
1935,6.462873614054843e-08,8.138433216231533e-08
1936,5.577368789033699e-08,5.092380117588391e-08
1937,3.7773354000236736e-08,6.04373662227431e-08
1938,4.019216381934143e-08,5.0564336717684455e-08
1939,2.5999885799876665e-08,5.6587986740908036e-08
1940,2.02862628917444e-08,3.803674530900025e-08
1941,3.246652724442356e-08,5.017554416397729e-08
1942,4.551317678291866e-08,7.888950892542823e-08
1943,2.9032351855917682e-08,6.387117368333861e-08
1944,8.996921074810871e-08,7.711646965447017e-08
1945,6.099811189486104e-08,5.664110513947662e-08
1946,7.378185351569755e-08,1.1972149760453021e-07
1947,5.602809283189458e-08,1.2755332612357506e-07
1948,6.196976110039998e-08,8.480072821726026e-08
1949,4.810333908977782e-08,7.657266554161879e-08
1950,8.61464248824717e-08,7.444752725405124e-08
1951,5.970385164033587e-08,6.396841378819573e-08
1952,8.857635369619032e-08,7.908603016915094e-08
1953,3.87857791439572e-08,7.110726052417249e-08
1954,5.179444317882087e-08,7.427127801662436e-08
1955,3.848099261460902e-08,6.194501089851201e-08
1956,1.0552581453104892e-07,6.540856301029407e-08
1957,4.329168429295649e-08,8.039884424881905e-08
1958,6.617794856556003e-08,6.535072438751399e-08
1959,4.417926346977907e-08,8.138285467751416e-08
1960,5.6750832033714005e-08,9.273916790064618e-08
1961,5.141637993144599e-08,6.183861822606218e-08
1962,5.327243290942363e-08,7.99086476988009e-08
1963,5.1728425987107585e-08,7.953245173553114e-08
1964,5.962289084671113e-08,6.327327239930014e-08
1965,4.4870755666615025e-08,8.919430616316504e-08
1966,9.693380720321443e-08,6.868452562258653e-08
1967,7.395503398566206e-08,9.762064667739878e-08
1968,8.758261038632753e-08,8.174376731062694e-08
1969,7.130559692702931e-08,6.812636677011596e-08
1970,4.4607632171400624e-08,7.128023682412277e-08
1971,6.011925224314041e-08,5.446701401012888e-08
1972,3.950213234293898e-08,5.3866541005476165e-08
1973,4.5759593003680266e-08,6.119656337233437e-08
1974,3.431598788461443e-08,3.544110249720234e-08
1975,4.283610000044291e-08,4.3407249350480015e-08
1976,3.942333526296693e-08,6.113473904889588e-08
1977,3.819908062085986e-08,4.407586295940291e-08
1978,5.7029677313913396e-08,5.168314576309285e-08
1979,3.9793420336664553e-08,5.969012750739466e-08
1980,3.8090508192034633e-08,4.661823549412247e-08
1981,3.479052185229037e-08,5.123695068220968e-08
1982,5.46260205958049e-08,4.1590263677449e-08
1983,4.8627932125455686e-08,4.168108613811228e-08
1984,4.2912663311689414e-08,3.3054348147487644e-08
1985,3.2484012701949894e-08,4.692135124884089e-08
1986,5.155257531974655e-08,4.435919231937646e-08
1987,5.133086067310444e-08,5.316410511824188e-08
1988,2.9383114108494368e-08,5.5767951590013354e-08
1989,3.4026357731420376e-08,4.225854244310767e-08
1990,4.19546128949122e-08,3.9775152949061976e-08
1991,3.868566977871524e-08,4.8064014102067176e-08
1992,4.0222590869110064e-08,2.8100714644097025e-08
1993,4.6529340824719156e-08,5.539207492688547e-08
1994,5.116678947203468e-08,4.589186186620964e-08
1995,3.958388994362849e-08,2.548551947256783e-08
1996,3.8968072990641645e-08,4.5373784729463296e-08
1997,4.3154051110327885e-08,3.6441199391390455e-08
1998,4.29131632451174e-08,3.909866030937792e-08
1999,3.976074980371891e-08,3.381948765479592e-08
2000,3.71114652342186e-08,3.887867805474343e-08
2001,3.811654292196209e-08,4.600272429655661e-08
2002,3.417352778534166e-08,4.468845915539532e-08
2003,3.791899783056607e-08,4.833630651290832e-08
2004,5.638132671847984e-08,3.788120350733948e-08
2005,3.602999687490893e-08,3.1075872097829915e-08
2006,4.3649631242814735e-08,4.28260547025161e-08
2007,3.7548105791263e-08,4.993099445016469e-08
2008,5.15150195279368e-08,4.3425884221903743e-08
2009,4.243691442695763e-08,4.958920030162517e-08
2010,6.613310210568102e-08,6.329882751288096e-08
2011,7.30378623692296e-08,5.0858828704036796e-08
2012,8.102121512587601e-08,6.331910196166746e-08
2013,1.1240173802828934e-07,6.387096451732077e-08
2014,1.0459100341364547e-07,9.462995276265929e-08
2015,1.2634479436279822e-07,9.35394846024451e-08
2016,1.3173722290815704e-07,1.019099267196566e-07
2017,1.343336428760722e-07,5.23247152273143e-08
2018,1.1306824038159746e-07,7.357180109579531e-08
2019,9.642733844739126e-08,7.576433791456338e-08
