year,son_DET est_NOUN,son_DET test_NOUN
1848,3.998475068822671e-07,1.1343762595927842e-07
1849,4.96899323021438e-07,2.455168521819928e-07
1850,5.112113869998325e-07,1.4732121655924857e-07
1851,5.817393919915759e-07,1.8896855813466118e-07
1852,5.234478588356239e-07,6.158976102454972e-07
1853,6.87369371643598e-07,2.3230815138219896e-07
1854,4.7280546944250545e-07,1.8080911967643942e-07
1855,4.824005799264341e-07,1.4912493995211662e-07
1856,4.949392768960337e-07,1.030260623480217e-07
1857,4.6179076518271245e-07,1.4937418058025287e-07
1858,3.87089761799686e-07,7.976692084632475e-08
1859,4.623693521388361e-07,7.28180804543399e-08
1860,3.684632936540311e-07,2.6684981246916095e-07
1861,7.465370375214775e-07,1.2072867461299097e-07
1862,3.596317064147314e-07,1.0346188639154263e-07
1863,5.269324745427184e-07,1.4534347192451946e-07
1864,4.459097051601191e-07,2.0137857958957284e-07
1865,3.7701823130120715e-07,2.786451722691652e-07
1866,5.118624950561923e-07,2.671221466243878e-07
1867,7.070546512721876e-07,6.061161492709743e-07
1868,6.61449162997485e-07,3.240557346906314e-07
1869,7.21295749794848e-07,1.4455217201003734e-07
1870,5.894602099765223e-07,2.815418014279203e-07
1871,5.692951183799977e-07,8.921788952065413e-08
1872,5.811493051233185e-07,2.1830895535757122e-07
1873,5.249725876232958e-07,1.5324171620534344e-07
1874,7.193429301111109e-07,5.968634635422632e-07
1875,6.110590744512479e-07,1.2930651394071901e-07
1876,5.755806240514971e-07,1.0580525566794563e-07
1877,8.157772461991897e-07,3.673780604174226e-07
1878,6.89059999725572e-07,1.1715831860215076e-07
1879,5.54115825224244e-07,4.7408363101908435e-07
1880,4.659356493963429e-07,2.3040067631541206e-07
1881,6.324064611984426e-07,5.152682822640031e-07
1882,5.271065077749881e-07,1.5307385226037695e-07
1883,4.493050012044364e-07,2.5277356385799976e-07
1884,5.043696766904304e-07,2.85193296534203e-07
1885,4.56995567166274e-07,2.720058285277105e-07
1886,5.143410506391888e-07,2.4523162878153926e-07
1887,3.9695862463773324e-07,3.662726673070438e-07
1888,4.4954957090226344e-07,2.4347960980719563e-07
1889,3.558597581054812e-07,4.185111404098052e-07
1890,4.017838803882512e-07,3.080561721269248e-07
1891,4.2452305848428296e-07,1.6509230493788607e-07
1892,4.375421547297975e-07,1.2662395398876924e-07
1893,4.17540634511937e-07,2.8882973968080705e-07
1894,4.2724435633800795e-07,1.7077170877399794e-07
1895,5.53712522055605e-07,1.2217787270785152e-07
1896,3.6915402068515846e-07,1.5096393557456622e-07
1897,4.288461046275671e-07,1.4799852277036507e-07
1898,3.77978100374321e-07,1.6748730935489675e-07
1899,5.334112938015778e-07,3.1673023492828634e-07
1900,4.09054985217594e-07,1.4846411788838054e-07
1901,3.9009396446409994e-07,1.6486780340940754e-07
1902,4.311229186981791e-07,1.2815840699786918e-07
1903,3.53714419087936e-07,2.2842931990396664e-07
1904,4.49856119466574e-07,1.3221578143429724e-07
1905,3.607370446800928e-07,1.0011872308979264e-07
1906,4.269673254952977e-07,1.2448926423047624e-07
1907,4.114274703148624e-07,2.2474225680468862e-07
1908,4.3662248305764706e-07,1.090328378694494e-07
1909,3.636150167629637e-07,9.791750588128423e-08
1910,3.5592043134968776e-07,8.817848762276981e-08
1911,3.9370767890289926e-07,1.5695103616764072e-07
1912,3.1725376636870806e-07,1.8858104855468127e-07
1913,3.2242177283592355e-07,1.214384655057188e-07
1914,4.3127029059064625e-07,1.1451431447540017e-07
1915,3.0747787471696597e-07,1.1073916494908076e-07
1916,4.3290599727185963e-07,1.9228058878439924e-07
1917,4.134341917705342e-07,1.1076088757278058e-07
1918,3.916854369734324e-07,1.6425517657125965e-07
1919,3.8396726864675657e-07,1.307514444492952e-07
1920,5.224839858541941e-07,1.4084350974385984e-07
1921,3.9984105626444943e-07,1.711440944518472e-07
1922,3.231535763426052e-07,9.591315919266208e-08
1923,3.8642051292114843e-07,7.325004247604738e-08
1924,2.8490489556443066e-07,1.3407289412015189e-07
1925,4.6742257486798167e-07,8.358615266601532e-08
1926,4.5253320912763684e-07,8.693987685326476e-08
1927,3.6680950676881707e-07,1.2041162300580055e-07
1928,3.5420729016522046e-07,4.570416389793053e-08
1929,3.665193735180594e-07,1.5930781160911067e-07
1930,3.445182068517738e-07,1.6280585946049086e-07
1931,3.398796355469358e-07,1.8476678231849064e-07
1932,3.5837685941064734e-07,7.671675961162805e-08
1933,5.265034150880865e-07,1.3076555305246984e-07
1934,3.522584606230339e-07,8.866368972348937e-08
1935,3.231436798145637e-07,1.675559753167022e-07
1936,3.673788411262535e-07,2.812933761475733e-07
1937,3.462557556233037e-07,8.939693696419226e-08
1938,3.215373298726121e-07,1.9318169597326573e-07
1939,3.609395999859544e-07,2.095284967751354e-07
1940,2.992223828712781e-07,1.7496901527636055e-07
1941,4.07307368277543e-07,1.800416602470989e-07
1942,2.82181688016081e-07,1.1833425617169269e-07
1943,4.0645292997965043e-07,5.2258233296242906e-08
1944,4.787647416293339e-07,1.1567470181716999e-07
1945,4.2262978983131916e-07,1.67744818035942e-07
1946,4.148489205491046e-07,7.935029699979168e-08
1947,4.0530962608364973e-07,7.629357190452879e-08
1948,4.359626946115469e-07,1.4133454673270762e-07
1949,4.4274706478830694e-07,9.817008439494401e-08
1950,3.467127731582309e-07,1.5740335213010326e-07
1951,3.4756171019001414e-07,1.268706841806022e-07
1952,2.7732833896010334e-07,1.876975121994917e-07
1953,3.2321480802899316e-07,1.1527995580351558e-07
1954,3.391069984814976e-07,1.0261162675107016e-07
1955,4.7021896598664625e-07,1.0981161047141086e-07
1956,4.4303400303924434e-07,8.197873269111255e-08
1957,3.551685139879801e-07,1.2457403419929847e-07
1958,3.077274488560988e-07,9.67852509248246e-08
1959,3.666103811639232e-07,6.898165771929143e-08
1960,4.021004276211215e-07,9.273916390384329e-08
1961,3.4810276616781266e-07,1.2784613101501918e-07
1962,3.9193290535255443e-07,7.29324967085887e-08
1963,4.0024869152333054e-07,1.2608803423574955e-07
1964,3.2305873243210215e-07,5.0496937964439326e-08
1965,4.06025613131078e-07,1.0725205346062694e-07
1966,3.55054698863988e-07,1.6229488930541436e-07
1967,2.903967581957545e-07,8.184357280782706e-08
1968,4.1410853790502244e-07,5.075299802648203e-08
1969,3.074770051902931e-07,9.764779385079692e-08
1970,3.4766362411176033e-07,5.794393453939506e-08
1971,4.264869990500131e-07,4.059333880146454e-08
1972,3.996384374538309e-07,4.052816038324636e-08
1973,3.445752266295621e-07,8.324937983417158e-08
1974,3.285333818325853e-07,7.763288678575009e-08
1975,3.5525408037528905e-07,5.0832174025572385e-08
1976,3.359553868431675e-07,8.113207861093485e-08
1977,3.7728939439318765e-07,6.346924696920553e-08
1978,3.7782161643740153e-07,7.009897684540078e-08
1979,4.008601770522091e-07,7.958683456710247e-08
1980,3.632811412801473e-07,9.721607430179802e-08
1981,4.124258365933997e-07,8.412981156169508e-08
1982,4.1900641356562573e-07,4.7797769076041163e-08
1983,4.104955402262078e-07,5.304865435817874e-08
1984,3.9027328480045753e-07,5.161117488938771e-08
1985,3.7416771148102157e-07,5.353846610489654e-08
1986,3.818487157580819e-07,4.016305199527892e-08
1987,3.4465006359951644e-07,4.277571807875802e-08
1988,4.533394797334722e-07,6.716140132922988e-08
1989,3.902054972471092e-07,5.213716003371616e-08
1990,3.7650178752457464e-07,5.448650874928518e-08
1991,4.050272344180428e-07,3.809952231481617e-08
1992,4.303266525340632e-07,6.226237103668097e-08
1993,3.888523703032831e-07,6.480872816183592e-08
1994,4.4942373467193875e-07,7.754142172800016e-08
1995,3.513748012551332e-07,4.22951167422525e-08
1996,3.832750223864423e-07,5.765139432512001e-08
1997,3.7639921579568636e-07,6.089515824925229e-08
1998,4.1244317294797384e-07,5.197260799505443e-08
1999,4.41938460937763e-07,4.0217770447270595e-08
2000,4.2766545327310723e-07,6.759588400129246e-08
2001,4.1183389631882505e-07,5.3012662926121834e-08
2002,4.3987462650108e-07,3.8116626022155486e-08
2003,4.3919367520572905e-07,6.000369179304244e-08
2004,4.074431956269109e-07,4.536935027665834e-08
2005,4.386652152632564e-07,6.530437079987905e-08
2006,5.003236176470693e-07,6.58862386870851e-08
2007,4.6016404287030355e-07,8.06884856707768e-08
2008,5.60279079131476e-07,6.130713270380284e-08
2009,4.982761296901117e-07,1.110988856467543e-07
2010,4.808821323365464e-07,8.313875632381951e-08
2011,5.231193493937525e-07,9.445210880087984e-08
2012,5.851910166443375e-07,9.021269820053135e-08
2013,4.6327368119492007e-07,8.729961598064051e-08
2014,4.350379390061221e-07,9.441340642624141e-08
2015,4.721305495447581e-07,9.198787731534708e-08
2016,5.134851863708434e-07,1.002528580151818e-07
2017,5.780874556826632e-07,1.0817128615059346e-07
2018,6.1851940724722e-07,1.1823117374021308e-07
2019,5.992270188936999e-07,1.1275366196272785e-07
