year,on_PRON aille_VERB,on_PRON taille_VERB
1878,1.1051532311512346e-07,3.128247882955293e-07
1879,1.5700965305676107e-07,2.0282959845019377e-07
1880,9.49841270081464e-08,2.3874387267142083e-07
1881,1.3735839843320719e-07,2.2172573821421793e-07
1882,1.2245909086772144e-07,3.0747879264936273e-07
1883,1.383935219756438e-07,3.2102241931397657e-07
1884,1.095881714263669e-07,3.5583147450779506e-07
1885,6.896830140323829e-08,3.4355237232830405e-07
1886,1.0841819375606576e-07,3.6010328230418054e-07
1887,1.168677528085027e-07,3.0751234092463164e-07
1888,9.510922338584749e-08,3.100560661550844e-07
1889,1.4535116549252436e-07,3.5147417065672926e-07
1890,1.2125615561631164e-07,4.0047301297363447e-07
1891,1.0198752420365054e-07,3.6842993011987346e-07
1892,1.165943306347117e-07,2.3883032795879444e-07
1893,9.545545509581643e-08,4.009129170867709e-07
1894,1.1531816568322029e-07,3.056246526966788e-07
1895,1.0171458342256301e-07,3.6352432175590366e-07
1896,9.31730568254352e-08,3.343615446738113e-07
1897,1.130382401015595e-07,2.5812340709308046e-07
1898,1.0524540006162653e-07,3.140387008215839e-07
1899,1.2160673001915256e-07,3.487901949483785e-07
1900,1.0485927504078063e-07,2.631863900148801e-07
1901,1.0953928258894408e-07,2.023123535366267e-07
1902,1.0262493077561885e-07,3.1524020727147217e-07
1903,1.3230540218955866e-07,2.424698948289006e-07
1904,1.0534265104666929e-07,2.2412186595488492e-07
1905,1.1869745719650382e-07,2.363627658041878e-07
1906,9.10520689956229e-08,2.777859720026754e-07
1907,9.925688004841504e-08,3.0188491351168523e-07
1908,1.154176463291634e-07,2.028403613962837e-07
1909,1.1992143811312417e-07,2.794499707192699e-07
1910,8.817848473618994e-08,2.1162836816301933e-07
1911,8.938228290844563e-08,2.553779623326591e-07
1912,7.501566656742398e-08,2.7505743460665144e-07
1913,9.492351438211699e-08,3.0174010134942364e-07
1914,9.911180348654014e-08,2.3840407692432564e-07
1915,1.0249262771822032e-07,2.0262909927737383e-07
1916,1.4723198660249182e-07,2.988589713481815e-07
1917,9.869781791849164e-08,2.785471764354952e-07
1918,9.189101035644853e-08,2.940512331406353e-07
1919,9.023691660559052e-08,2.403248373639144e-07
1920,1.2115570768855832e-07,2.960742691016094e-07
1921,1.2116396419514786e-07,2.3702699181171738e-07
1922,1.0624226831623673e-07,2.412584834132758e-07
1923,9.342033990833443e-08,1.3482254246355296e-07
1924,1.0957880958173405e-07,2.0368767295053658e-07
1925,6.708888378170741e-08,2.3756064493341e-07
1926,1.3263904463656218e-07,2.106620122788172e-07
1927,1.4159515160372393e-07,2.1183526754953164e-07
1928,8.455270261720216e-08,1.8510187160813985e-07
1929,1.0583386256257654e-07,1.7936053708922373e-07
1930,8.612954671693984e-08,1.396979314449709e-07
1931,6.84321435073798e-08,1.5853445489710793e-07
1932,1.0521155502374313e-07,1.8521616240718686e-07
1933,8.832410003378754e-08,1.6861873675111383e-07
1934,8.746553348260022e-08,1.7972370613961175e-07
1935,8.258115968828861e-08,2.082481387333246e-07
1936,6.789839934739916e-08,2.558314804446127e-07
1937,8.939694140508436e-08,1.5612986459245803e-07
1938,7.90878047496335e-08,1.9058865063925623e-07
1939,5.6587985852729616e-08,1.4682288806966426e-07
1940,7.60734906180005e-08,1.470754060761692e-07
1941,7.083606590185809e-08,1.5052662760695057e-07
1942,9.709477910568864e-08,1.5777901296587515e-07
1943,8.709705667797607e-08,1.7709735189441744e-07
1944,6.7476911169706e-08,1.606593009739754e-07
1945,8.931866801731303e-08,2.2002890887051763e-07
1946,8.491873604299371e-08,1.5452426183060197e-07
1947,7.033313909055039e-08,1.8000515566996e-07
1948,7.284165093324191e-08,1.804733393839797e-07
1949,1.0504199110528134e-07,1.2762111012420974e-07
1950,9.997239658332546e-08,1.233701922842556e-07
1951,7.462980988748313e-08,1.3113524488517214e-07
1952,7.065018792218325e-08,1.5500861749728756e-07
1953,8.834538789415092e-08,1.454466644901231e-07
1954,9.772536357921524e-08,1.5636057781875934e-07
1955,7.696198167650437e-08,1.4547691939981178e-07
1956,7.325758843990116e-08,1.3430558176708018e-07
1957,7.951533831374036e-08,1.3782658925265423e-07
1958,1.0588471877071015e-07,1.01748595326967e-07
1959,1.147110708643595e-07,8.680837559893462e-08
1960,1.0934916616633927e-07,1.4533749848055777e-07
1961,1.208979654165887e-07,1.3201502468973558e-07
1962,1.0020291230095069e-07,1.0147130069526611e-07
1963,1.2285501371778196e-07,1.2673464588885963e-07
1964,1.0890303059341022e-07,1.0342746392666413e-07
1965,9.028871872374111e-08,9.740237150168696e-08
1966,1.3626123196441853e-07,1.013650710035563e-07
1967,1.1191862092641003e-07,1.133977161060784e-07
1968,1.1363282267917718e-07,1.1677681399646644e-07
1969,1.6077822179161316e-07,1.0582295750793946e-07
1970,1.1220888965213227e-07,8.323692490819212e-08
1971,1.3668137910372025e-07,8.067283996382457e-08
1972,9.747279250404972e-08,1.200454367022985e-07
1973,1.2018784900647006e-07,9.262182665281671e-08
1974,1.1644933467502838e-07,8.044567323395313e-08
1975,1.1080271544727793e-07,9.995090444192556e-08
1976,8.97023753054782e-08,8.456019706670759e-08
1977,1.1636028318662284e-07,9.931761368875414e-08
1978,1.0396034888504602e-07,8.970293219334735e-08
1979,1.3518058494810248e-07,1.0592071397752534e-07
1980,1.0972340902526412e-07,9.835310521566498e-08
1981,1.290412114940409e-07,8.919025074050069e-08
1982,9.869928874195466e-08,1.1421804124722712e-07
1983,1.2188560560844053e-07,1.0357118362946949e-07
1984,1.2119927816911513e-07,1.1598016769198694e-07
1985,8.662403350179204e-08,8.662403416792586e-08
1986,1.1869081362192446e-07,1.0070735356748628e-07
1987,1.1243903230706564e-07,8.371819415486925e-08
1988,1.1513382958128204e-07,8.635037396231837e-08
1989,1.081160050375729e-07,6.036934419029194e-08
1990,1.0243464032555494e-07,8.118490057995587e-08
1991,1.4419204319437995e-07,8.850812349692205e-08
1992,1.261777242689277e-07,7.383325506538085e-08
1993,1.4401939552044496e-07,8.1980267907511e-08
1994,1.392580628034601e-07,8.17613621251212e-08
1995,1.3068106330393903e-07,7.699880288924987e-08
1996,1.3825658817800957e-07,6.939519536786065e-08
1997,1.3809295751343598e-07,7.671831525613015e-08
1998,1.273090529663179e-07,7.915094357713315e-08
1999,1.1973926819508485e-07,8.043553734182751e-08
2000,1.2900652468506024e-07,7.775735433313002e-08
2001,1.4501810649547586e-07,6.878502389895402e-08
2002,1.458946771171199e-07,9.332001660311562e-08
2003,1.1917399689309605e-07,6.375392214152953e-08
2004,1.0791738649928995e-07,8.148863805956807e-08
2005,1.2520423808837222e-07,6.845699473956302e-08
2006,1.3341963372992538e-07,8.112243143898468e-08
2007,1.2302997234869828e-07,6.830560028703303e-08
2008,1.404955156658616e-07,7.535667911895416e-08
2009,1.106220679503167e-07,5.674148972900639e-08
2010,1.4596520259146928e-07,1.025063056658837e-07
2011,1.4837010553492291e-07,7.724423412014403e-08
2012,1.6919136669457657e-07,7.897866005635024e-08
2013,1.333201732900413e-07,7.642202515256713e-08
2014,1.628414716958737e-07,8.098765214015202e-08
2015,1.5737685661598722e-07,8.555980990365697e-08
2016,1.4665088032828066e-07,1.470651405099943e-07
2017,1.6024444052242792e-07,7.320428885293495e-08
2018,1.520483915995463e-07,6.969959986946606e-08
2019,1.4234511414024098e-07,7.908061760986129e-08
