year,en_ADP tissus_NOUN
1917,7.303638707156779e-07
1918,4.640495934182809e-07
1919,3.526606049408798e-07
1920,3.6498155520092723e-07
1921,2.7640529398631486e-07
1922,2.9142844670815293e-07
1923,2.4841319756774283e-07
1924,3.1842312064878087e-07
1925,3.8273658975462865e-07
1926,3.878856127403907e-07
1927,4.805315980682678e-07
1928,4.159079054488757e-07
1929,4.1330906963565894e-07
1930,3.0985630472546433e-07
1931,3.8207944452750553e-07
1932,4.109826099440994e-07
1933,4.4850289304676494e-07
1934,3.486639936767233e-07
1935,4.4522017539350145e-07
1936,3.770786327628173e-07
1937,4.78462479858166e-07
1938,4.823059762681936e-07
1939,3.655278035807896e-07
1940,3.8543900648946305e-07
1941,4.0435584569564753e-07
1942,2.9431853465489155e-07
1943,2.903235130080617e-07
1944,2.7312082195862786e-07
1945,2.7013449521717803e-07
1946,3.0069584422420803e-07
1947,2.8967715581806885e-07
1948,3.2615663436708076e-07
1949,4.3783857162082995e-07
1950,3.7649180129051274e-07
1951,4.2219151030753466e-07
1952,4.776796274086337e-07
1953,3.9432209630874127e-07
1954,4.475821588911799e-07
1955,4.4863205328482536e-07
1956,6.505971592574156e-07
1957,7.783668305449964e-07
1958,4.3925613568696065e-07
1959,3.6428516159148217e-07
1960,4.429333317901296e-07
1961,4.043828827349216e-07
1962,3.5832053352224946e-07
1963,5.243969241064406e-07
1964,3.516533566005897e-07
1965,3.5841883416765086e-07
1966,3.5560860922601023e-07
1967,4.5802816295292814e-07
1968,3.1799223343398353e-07
1969,4.582633730265684e-07
1970,4.226228265125087e-07
1971,5.210334865779487e-07
1972,7.27454809279493e-07
1973,6.891504469308529e-07
1974,5.580567119523039e-07
1975,5.345945410795139e-07
1976,3.9137659513244216e-07
1977,3.1205710282478094e-07
1978,4.1168297881810645e-07
1979,3.569703785899492e-07
1980,2.785723831610909e-07
1981,2.3341277111121883e-07
1982,4.202479022552552e-07
1983,2.3619282174536238e-07
1984,3.22424876131322e-07
1985,2.4363009920591594e-07
1986,2.1520202797553623e-07
1987,4.0820255930995586e-07
1988,2.8003906016316193e-07
1989,2.1074388711905812e-07
1990,2.1413198447728377e-07
1991,2.297694310371412e-07
1992,1.8568512116790004e-07
1993,2.0439674824901388e-07
1994,1.8040249427642152e-07
1995,2.402145717894655e-07
1996,2.0711797055206205e-07
1997,1.8556241931921846e-07
1998,1.9024835218317548e-07
1999,1.882922863460923e-07
2000,1.8467372253638814e-07
2001,1.5597113645071659e-07
2002,1.3231289430759574e-07
2003,1.3917523133955e-07
2004,1.5901296412934585e-07
2005,1.477229876201136e-07
2006,1.4824404148683357e-07
2007,1.6097752686405897e-07
2008,1.528420909835404e-07
2009,1.3780076191238777e-07
2010,1.521061355203024e-07
2011,2.061120855656462e-07
2012,1.8621262112827885e-07
2013,1.1463303828396221e-07
2014,1.455179120535277e-07
2015,1.4917553077531398e-07
2016,1.367084411230124e-07
2017,1.280446184637185e-07
2018,1.3320367681091128e-07
2019,1.2882487937515563e-07
