year,rien_PRON eu_VERB,rien_PRON tu_VERB
1875,7.066086027407437e-07,2.2886108563824337e-09
1876,6.584110110452457e-07,1.4510435519810017e-08
1877,6.704340762553329e-07,1.608052180301911e-08
1878,5.712977895200311e-07,1.4493813149663026e-08
1879,7.490032771784172e-07,7.331190321480108e-09
1880,7.040377454359259e-07,6.417846254436199e-09
1881,7.404802886412654e-07,9.064259565150223e-09
1882,6.86170210428827e-07,1.3976308999019693e-08
1883,6.527877189910214e-07,1.074287619973191e-08
1884,6.925180286998511e-07,1.1222884843675729e-08
1885,6.239375238692446e-07,6.445635580831777e-09
1886,6.55026610729692e-07,7.744156427236248e-09
1887,6.365701779031951e-07,1.1099172247952538e-08
1888,6.911270133969083e-07,6.340614699951175e-09
1889,6.559598091371299e-07,9.397704836544563e-09
1890,5.997263770041172e-07,5.898947996740844e-09
1891,6.272232440096559e-07,1.3385862196457765e-08
1892,6.11806797223835e-07,6.268512375839919e-09
1893,6.127624487817229e-07,1.1085149687062312e-08
1894,7.001009976193018e-07,2.520615716150587e-09
1895,6.289452016972064e-07,7.824199066419624e-09
1896,6.292129910434596e-07,9.435246361988447e-09
1897,6.042301947672968e-07,1.0488084178916779e-08
1898,6.603299880225677e-07,1.1316709347397591e-08
1899,6.378825219144346e-07,4.9748205555033564e-09
1900,5.788024282082915e-07,7.26747462209687e-09
1901,6.717664291500114e-07,1.2854099118442264e-08
1902,6.152585569907387e-07,5.892340837476695e-09
1903,6.507265197797096e-07,4.860198465905796e-09
1904,5.869090955457068e-07,8.061937784020756e-09
1905,5.774889473286748e-07,4.1286072338664326e-09
1906,6.332491011562524e-07,1.2346042410626978e-08
1907,6.413125674953335e-07,4.6285588695127444e-09
1908,6.812096557951008e-07,7.858222517143076e-09
1909,6.430649932553933e-07,1.1552065082298668e-08
1910,6.509175705105008e-07,2.3514262537105424e-08
1911,5.841770871484187e-07,1.276889793899727e-08
1912,6.121069873188389e-07,1.0418842677495377e-08
1913,5.440867312245246e-07,3.71209285532359e-09
1914,5.819470061396714e-07,1.4063162190325329e-08
1915,6.37339212516963e-07,7.068456930880984e-09
1916,7.185799972830864e-07,4.394984820521586e-09
1917,6.667585807917931e-07,5.483212106582869e-09
1918,6.191156671775389e-07,8.040463406189247e-09
1919,6.648066346315318e-07,1.1970203106503874e-08
1920,5.770040729657921e-07,1.590168619003407e-08
1921,5.778006197942887e-07,1.5902768879527684e-08
1922,6.905747795826755e-07,1.3280283539529592e-08
1923,6.624351840400777e-07,1.9108707061121777e-08
1924,6.484486902991193e-07,1.1602462102189293e-08
1925,6.400939582817955e-07,1.0998178368026856e-08
1926,6.096937568145222e-07,4.458455382660986e-09
1927,6.644938252975408e-07,1.6723836537835268e-08
1928,5.610186235571746e-07,1.4853853258500749e-08
1929,6.238627747734427e-07,1.6710609784809094e-08
1930,6.753817274329776e-07,1.3654684494213143e-08
1931,5.919380328123225e-07,7.983749661377715e-09
1932,6.279814215304214e-07,7.6716757391182e-09
1933,6.756220045645023e-07,5.735331320977366e-09
1934,5.415674309006135e-07,7.188948103475923e-09
1935,5.708871526621806e-07,1.196828414151696e-08
1936,6.159355052659521e-07,6.0623572828433225e-09
1937,5.527500661628437e-07,7.554670666820584e-09
1938,5.199050860937859e-07,1.2965214679638848e-08
1939,5.138800815984723e-07,6.117620188206274e-09
1940,5.705511512132944e-07,1.7750480196809804e-08
1941,8.087117180366477e-07,1.4757513433494296e-08
1942,6.311160518635006e-07,1.517105907566929e-08
1943,5.167758558854985e-07,2.9032352077962287e-09
1944,7.133273243198346e-07,2.5705489292704442e-08
1945,7.624764180036436e-07,1.3071024262956144e-08
1946,6.682130333501846e-07,6.960552134671616e-09
1947,6.663767067038862e-07,2.0265479960812627e-08
1948,5.685997166438028e-07,2.391815279167986e-08
1949,6.125813456492324e-07,8.835307596655184e-09
1950,6.912985099916114e-07,9.571825110299415e-09
1951,6.599407811336278e-07,1.2793682557799002e-08
1952,6.021082867846417e-07,9.490323193972472e-09
1953,5.613164262285864e-07,1.2928593307037772e-08
1954,7.143723905755905e-07,1.5636057781875934e-08
1955,5.988017619529273e-07,9.385607846468247e-10
1956,6.68911582124565e-07,1.3081712602058815e-08
1957,5.027136467106175e-07,2.2087593976038988e-08
1958,4.988162913832639e-07,8.272243334772611e-09
1959,6.673394068457128e-07,1.007597205671118e-08
1960,5.723529170609254e-07,8.305000243069571e-09
1961,6.433995736188081e-07,9.03260666262895e-09
1962,6.062910529180954e-07,1.2049716779927166e-08
1963,5.994031084810558e-07,1.4225316813387678e-08
1964,6.534182261930255e-07,1.3384730657151067e-08
1965,6.139632660051575e-07,1.0396882466068291e-08
1966,6.131755867500033e-07,1.1078149952936656e-08
1967,6.532694669658667e-07,2.5144711202074177e-08
1968,6.072394285183691e-07,1.3923389080572335e-08
1969,5.913368568144506e-07,1.5896152366634553e-08
1970,5.762202590631205e-07,1.931464521653936e-08
1971,5.400455620474531e-07,1.5415192677892264e-08
1972,5.145537329553918e-07,8.208235147133536e-09
1973,5.821943318551348e-07,1.1577728109557484e-08
1974,5.085516932012979e-07,7.875800456247362e-09
1975,4.466377561129775e-07,7.996072248772634e-09
1976,4.5022591166343773e-07,1.8283285996290033e-08
1977,4.889482738690276e-07,1.1753563455840776e-08
1978,5.762373689321976e-07,8.910887139279566e-09
1979,5.506706770574965e-07,7.607565355449708e-09
1980,5.429319003269484e-07,1.6486936260662333e-08
1981,5.047788249612495e-07,1.2651099334792804e-08
1982,5.437772188088275e-07,1.3656504593839713e-08
1983,4.6607033254986163e-07,1.4525227243211702e-08
1984,5.358284056455886e-07,4.059305780401701e-09
1985,4.896664336229151e-07,7.2186697730458604e-09
1986,5.718738975701854e-07,1.3787316177626963e-08
1987,4.7419939619430806e-07,1.4054879038383206e-08
1988,5.199012207413034e-07,1.6190695006912392e-08
1989,5.339942958926258e-07,1.0976243913773942e-08
1990,4.958272370458872e-07,8.717841559757744e-09
1991,5.720789886254352e-07,6.4476117778156095e-09
1992,5.664222726409207e-07,1.2121877335236064e-08
1993,5.517050567505066e-07,1.0524494165053966e-08
1994,5.338225719242473e-07,6.857404422078162e-09
1995,5.173018280402175e-07,1.626735190995987e-08
1996,4.4893354811392783e-07,2.028474987980644e-08
1997,4.775715183313878e-07,1.2946214877906925e-08
1998,5.044680619903374e-07,1.2873948684877234e-08
1999,4.757579290526337e-07,1.325358303660984e-08
2000,5.049810170021374e-07,1.8113928246243916e-08
2001,5.09096821588173e-07,1.664860427297299e-08
2002,5.200510031500016e-07,2.0153618662810402e-08
2003,5.89202898026997e-07,1.2084076850271686e-08
2004,5.488369652084657e-07,2.114299846311951e-08
2005,5.634190642922476e-07,1.216012357474483e-08
2006,5.822696493851254e-07,1.482440337152724e-08
2007,6.754664809704991e-07,1.6377365241737607e-08
2008,7.254677143464505e-07,1.1920831433087642e-08
2009,7.209507089100953e-07,2.2887324035991696e-08
2010,9.10747303350945e-07,2.36189643953999e-08
2011,9.16223712010833e-07,2.1031846264563114e-08
2012,1.1591480415518163e-06,1.838296403988693e-08
2013,1.224425886903191e-06,2.3986474639858812e-08
2014,1.3159410627849866e-06,5.0671417395342644e-08
2015,1.2989131619178806e-06,1.9727521838319717e-08
2016,1.2587534001795575e-06,2.2370472696486843e-08
2017,1.2761696552843205e-06,2.742016269596803e-08
2018,1.436328034287726e-06,2.090988004965766e-08
2019,1.3265135976325837e-06,5.433604061133579e-08
