year,aucun_DET an_NOUN,aucun_DET temps_NOUN
1926,0.0,5.361292778616189e-07
1927,2.2298449753321847e-09,5.006002083973726e-07
1928,0.0,4.821789616471506e-07
1929,1.1140406375176326e-09,4.734672813810903e-07
1930,2.100720708497761e-09,4.264462916125922e-07
1931,4.5621426636444085e-09,4.4708997393172467e-07
1932,1.0959536611565568e-09,4.3947741801275697e-07
1933,0.0,3.8885545450284553e-07
1934,0.0,3.929958438675385e-07
1935,1.196828414151696e-09,4.152994677042443e-07
1936,0.0,3.867783959776716e-07
1937,0.0,3.298872854884394e-07
1938,0.0,4.887886007054476e-07
1939,0.0,4.0376292531618674e-07
1940,0.0,5.528006568056298e-07
1941,0.0,6.611365961362026e-07
1942,3.034211770724937e-09,4.09618593266714e-07
1943,0.0,6.270988137657696e-07
1944,0.0,6.169317430249066e-07
1945,0.0,4.574858394335024e-07
1946,0.0,4.009278029570851e-07
1947,1.1920870957027319e-09,4.971003022546938e-07
1948,0.0,4.1748049284251465e-07
1949,9.817008317369869e-10,3.7697310517614824e-07
1950,1.0635361480382244e-09,4.4136749011158827e-07
1951,0.0,5.330700787453679e-07
1952,0.0,4.2706454905783175e-07
1953,0.0,3.39375560542976e-07
1954,0.0,3.9383320427077706e-07
1955,9.385607846468247e-10,3.8105568478385976e-07
1956,8.72114158667614e-10,3.4971776585734915e-07
1957,8.835037701437898e-10,3.8697464788128855e-07
1958,8.272243445794913e-10,3.2675362149348075e-07
1959,7.750747821333448e-10,3.5730948866330436e-07
1960,6.920833350854139e-10,3.4604167353791127e-07
1961,0.0,3.988243406638503e-07
1962,0.0,3.291475252353848e-07
1963,2.5864212993553792e-09,3.472270577731251e-07
1964,6.083968329129164e-10,3.6138771974947304e-07
1965,1.0944086747954884e-09,4.5636841150553664e-07
1966,1.1078149508847446e-09,3.50623423628349e-07
1967,9.860671168482327e-10,4.821868060389534e-07
1968,0.0,5.335801915862248e-07
1969,9.083515606356229e-10,6.181332423693675e-07
1970,9.197450023812337e-10,4.203234595934191e-07
1971,2.0553589941130213e-09,4.547481751160376e-07
1972,0.0,3.442328591063415e-07
1973,2.2052815684681093e-09,3.27484315221227e-07
1974,0.0,3.1896991004032316e-07
1975,0.0,3.147025608996046e-07
1976,2.285410749536254e-09,3.0338827627929277e-07
1977,5.876781838942691e-10,2.9442676918733923e-07
1978,5.940591352171509e-10,3.2970282859423605e-07
1979,0.0,3.3999964443864883e-07
1980,1.1370301367108482e-09,3.2291654861182906e-07
1981,6.325549528618524e-10,2.6440795863891253e-07
1982,1.2415004579935385e-09,3.103751282651501e-07
1983,0.0,2.797684999222838e-07
1984,0.0,2.6675439812606783e-07
1985,0.0,2.5445811502322613e-07
1986,0.0,2.643567995619378e-07
1987,1.8332451112712533e-09,2.7193135565539706e-07
1988,1.798966087207532e-09,2.782400940759544e-07
1989,0.0,2.958097979899321e-07
1990,5.44865097484859e-10,2.3974064333742717e-07
1991,0.0,2.3738934373795928e-07
1992,0.0,3.0139395335027075e-07
1993,1.6617622278225497e-09,2.919162227499328e-07
1994,2.1099706426497278e-09,3.038357760942745e-07
1995,0.0,2.8630540782614844e-07
1996,1.067618438099771e-09,2.749117413713975e-07
1997,9.58978851883785e-09,2.5029348194038903e-07
1998,4.768129224785866e-10,2.574789732534555e-07
1999,9.140402323914998e-10,2.9432095516312984e-07
2000,0.0,2.708253248329129e-07
2001,8.762423564512289e-10,2.8828372933276114e-07
2002,0.0,2.576158237843629e-07
2003,0.0,2.6709975031735667e-07
2004,8.809582507929292e-10,2.7353752329872805e-07
2005,1.3511248786457486e-09,2.92743720819999e-07
2006,4.1178899179428186e-10,2.49544115149547e-07
2007,0.0,2.776163228190853e-07
2008,0.0,2.60555310660493e-07
2009,0.0,2.3650234481920052e-07
2010,0.0,2.191840025034253e-07
2011,0.0,2.0764167629749863e-07
2012,0.0,2.0936154498940596e-07
2013,0.0,2.538103842653072e-07
2014,4.330890368553497e-10,2.537901764299022e-07
2015,8.86630172058922e-10,3.3913602237589657e-07
2016,2.0713400439298368e-10,3.9894010228636034e-07
2017,0.0,1.9973954579199926e-07
2018,0.0,2.6176073220085527e-07
2019,0.0,3.130062111722509e-07
