year,aucun_DET or_NOUN,aucun_DET tort_NOUN
1861,4.7159637306393165e-09,6.319391445686051e-07
1862,7.228778020618165e-09,6.433612611544959e-07
1863,1.1987090431375691e-08,6.273243684518093e-07
1864,5.274200631788517e-09,6.837282171545667e-07
1865,1.4120533631256649e-09,5.624679033644497e-07
1866,4.379051787850585e-09,6.651292778769857e-07
1867,9.7056229719783e-10,4.920750598103041e-07
1868,9.87974813071446e-10,4.999152452000999e-07
1869,1.953407657850903e-09,5.913941549806623e-07
1870,1.3188312664169644e-08,4.340674877312267e-07
1871,2.1242354542039266e-09,4.4927580233888875e-07
1872,5.442605366390296e-09,4.686687873345363e-07
1873,1.1972008939764578e-09,4.669083466524171e-07
1874,5.377148393215236e-09,4.224048666401359e-07
1875,3.4329162845736505e-09,4.777475055561808e-07
1876,6.650616279912924e-09,4.407544906825933e-07
1877,7.421779302241305e-09,4.5149155880608305e-07
1878,7.2469061862534545e-09,4.348143818333483e-07
1879,3.6655952717623563e-09,5.412862265075091e-07
1880,3.8507077526617195e-09,4.293539177524508e-07
1881,2.7890030285249168e-09,3.8209341823858267e-07
1882,5.989846618703609e-09,4.266101996108773e-07
1883,2.5277355764075082e-09,4.208679627026868e-07
1884,6.601696966868076e-09,3.8950011571614596e-07
1885,3.2228177904158883e-09,3.918946447356575e-07
1886,3.872078324640427e-09,3.2267320193568594e-07
1887,6.528924512139156e-09,3.617024333379959e-07
1888,8.87686035788704e-09,3.7029190025350545e-07
1889,4.385595775424633e-09,4.084869260623236e-07
1890,3.277193239004106e-09,3.513151227707567e-07
1891,5.736798147637501e-09,3.0341286105795007e-07
1892,6.2685125978845235e-09,3.2094783364300383e-07
1893,8.005941742883493e-09,3.3809706678766815e-07
1894,3.150769645188234e-09,3.1192618621389556e-07
1895,1.1435367985868083e-08,2.8889348868688103e-07
1896,1.7691086373616827e-09,3.691540086947498e-07
1897,5.826713556089658e-09,3.053197872304736e-07
1898,4.52668391659472e-09,3.055511683669465e-07
1899,4.9748205555033564e-09,3.1120265475692577e-07
1900,3.6337372000261325e-09,2.9952377644804073e-07
1901,2.794369458047896e-09,2.8390792294885614e-07
1902,8.838511256215043e-09,2.897067474805226e-07
1903,3.2401321625741275e-09,3.28873426269638e-07
1904,8.599400302955473e-09,2.4830768552419613e-07
1905,5.676835002077496e-09,3.0964554298407165e-07
1906,5.144184633820714e-09,3.1791060450814257e-07
1907,1.028568674676933e-09,2.90056362928226e-07
1908,1.964555629285769e-09,3.094175156093115e-07
1909,2.2003934230241384e-09,2.959529012969142e-07
1910,2.67207544979442e-09,3.3133733268186916e-07
1911,4.788336838146279e-09,3.027292905244394e-07
1912,9.376958209905695e-09,2.78183080126837e-07
1913,7.424185766158331e-09,2.5931620939445565e-07
1914,1.3393487430235496e-09,2.544762480738427e-07
1915,1.5314990164938536e-08,2.627109836339514e-07
1916,1.2086208478478966e-08,2.5271162940043723e-07
1917,7.676497326691845e-09,2.741606124345708e-07
1918,1.4932289182922887e-08,2.0675477685472288e-07
1919,6.445494027396137e-09,1.7955304087990953e-07
1920,6.057785384427916e-09,2.559414440383989e-07
1921,4.543648624011354e-09,1.976487027377516e-07
1922,8.853522359686394e-09,2.1764910229649104e-07
1923,7.431163684401554e-09,2.4416681299044285e-07
1924,6.4458122173149945e-09,2.500975142538664e-07
1925,2.1996355847875293e-09,2.5185826757478935e-07
1926,1.1146138456652466e-09,2.441004198772134e-07
1927,1.1149224876660924e-09,3.1217828677654325e-07
1928,7.998228634953364e-09,2.5023030048032524e-07
1929,3.342121912552898e-09,2.2726429449448915e-07
1930,3.1510810627466412e-09,2.3107928370791342e-07
1931,1.1405356659111021e-09,2.338098141763112e-07
1932,2.1919073223131136e-09,2.1261500648961373e-07
1933,1.1470662197865522e-09,2.477663088029658e-07
1934,2.3963160344919743e-09,2.432260828300059e-07
1935,2.393656828303392e-09,1.9747669455227879e-07
1936,1.2124714565686645e-09,2.0127026800764725e-07
1937,5.0364472592434595e-09,2.0145789392245206e-07
1938,1.2965214679638848e-08,1.8799561019022804e-07
1939,1.5294050470515685e-09,2.0494027808126702e-07
1940,2.5357829169792012e-09,1.6989746143281081e-07
1941,5.9030051957620344e-09,2.0660517918713595e-07
1942,0.0,1.6384743162234372e-07
1943,2.9032352077962287e-09,1.7709734834170376e-07
1944,3.2131861615880553e-09,1.6387249957006134e-07
1945,6.535512131478072e-09,2.047793827841815e-07
1946,5.568441707737293e-09,1.9767968240103073e-07
1947,1.1920870957027319e-09,2.2530446130986093e-07
1948,2.174377566888097e-09,1.8808366064604343e-07
1949,6.8719057111366055e-09,1.9830356734473753e-07
1950,2.1270722960764488e-09,1.659116435348551e-07
1951,0.0,1.9403751139179803e-07
1952,1.0544803918932644e-09,1.6871686625563598e-07
1953,4.30953106533849e-09,1.7884553926705848e-07
1954,1.9545072227344917e-09,2.2867735083309526e-07
1955,1.8771215692936494e-09,1.4735404363364069e-07
1956,2.616342476002842e-09,1.909930062993226e-07
1957,8.835037701437898e-10,1.7758425485681073e-07
1958,8.272243445794913e-10,2.08460534167898e-07
1959,5.4255236969780185e-09,2.2787197906382062e-07
1960,6.920833350854139e-10,2.013962472346975e-07
1961,1.3896318540318475e-09,1.6467137697873113e-07
1962,2.536782617301725e-09,1.8391673961559718e-07
1963,3.879631726988464e-09,1.7329023194179172e-07
1964,3.6503810529886493e-09,2.3423278605605447e-07
1965,2.188817349590977e-09,2.4186431346606696e-07
1966,3.8773524391189085e-09,2.093770206101908e-07
1967,1.972134178185314e-09,2.440516198021214e-07
1968,1.796566312384229e-09,2.4523129127373977e-07
1969,3.179230406713529e-09,2.2890459661084606e-07
1970,1.8394900047624674e-09,1.7659104400991055e-07
1971,7.193756368373272e-09,1.8549614821949945e-07
1972,8.20823486957778e-09,2.1392712312717777e-07
1973,2.2052815684681093e-09,1.6208818465202057e-07
1974,4.500457340128605e-09,1.423269679889927e-07
1975,2.2845920710778955e-09,1.3193519521337294e-07
1976,5.142174241967723e-09,1.325538221408351e-07
1977,2.938390863960194e-09,1.2106170288461726e-07
1978,5.346532216954358e-09,1.6930685831084702e-07
1979,5.266775904289034e-09,2.0950064083535835e-07
1980,2.2740602734216964e-09,1.3701213674721657e-07
1981,5.060439622894819e-09,1.0500411917746533e-07
1982,9.9320033308814e-09,1.421518049937731e-07
1983,8.841442689089263e-09,1.0672884087625789e-07
1984,3.4794051528841408e-09,1.2873799448698264e-07
1985,5.414002357539971e-09,1.1549871459237693e-07
1986,2.9972427872948515e-09,1.0730128963132302e-07
1987,2.4443267410134695e-09,1.1549443712510765e-07
1988,1.1993107618124554e-09,1.193314176362037e-07
1989,2.1952488715726304e-09,1.4927692859600938e-07
1990,5.44865097484859e-10,1.1169734648319718e-07
1991,2.9307325455363298e-09,1.453643392324011e-07
1992,5.509944167592096e-09,1.2783070246769057e-07
1993,2.2156829704300662e-09,1.4568115602742182e-07
1994,2.1099706426497278e-09,1.40840541007492e-07
1995,1.0844901643380922e-09,1.29596571696311e-07
1996,1.6014276571496566e-09,1.0569422670414497e-07
1997,2.3974471297094624e-09,1.0309022968613135e-07
1998,3.3376904573501065e-09,1.1395828636295846e-07
1999,2.2851005809787495e-09,1.1791119192139377e-07
2000,4.418031607222872e-09,1.1575242808703479e-07
2001,1.7524847129024579e-09,1.1654023523988144e-07
2002,6.571832134039113e-09,1.4195157405083592e-07
2003,3.7502307925763034e-09,1.245909970748471e-07
2004,3.0833539332864035e-09,1.4800099279455026e-07
2005,3.15262471684008e-09,1.2835685936352093e-07
2006,1.2353669753828456e-09,1.3177248092688387e-07
2007,3.1955835755326234e-09,1.3141837484909047e-07
2008,3.8316958494988285e-09,1.2431723916961346e-07
2009,1.430457752249481e-09,1.258802768688838e-07
2010,1.8895172093635892e-09,1.162053067105262e-07
2011,3.0591775501687124e-09,1.2427908302470314e-07
2012,4.085103283424374e-09,1.4536159653744107e-07
2013,1.6734750252211938e-09,1.6762641052991967e-07
2014,3.0316233134985993e-09,2.0485111917878385e-07
2015,3.5465207437468393e-09,1.799859177253893e-07
2016,3.935546166733417e-09,1.905632842635896e-07
2017,1.7609279590047322e-09,1.6804283120563923e-07
2018,1.8070267504555204e-09,1.5101579720067093e-07
2019,3.826481742574828e-09,2.0841569892127154e-07
