year,en_ADP aise_NOUN,en_ADP thèse_NOUN
1995,1.0302656505700725e-08,1.2254739001349435e-07
1996,5.338092190498855e-10,1.3772277185353232e-07
1997,3.3564262480467733e-09,1.323390907970179e-07
1998,8.582632826659164e-09,1.7165264942775593e-07
1999,3.1991408688814005e-09,1.8417910574441976e-07
2000,3.976228346580513e-09,1.6567618121854366e-07
2001,5.257454110951798e-09,1.7481034841893006e-07
2002,4.81934359086722e-09,1.4370406509200961e-07
2003,4.583615376141381e-09,2.0709607184699053e-07
2004,4.845270240583233e-09,1.9248937732641025e-07
2005,3.602999676388663e-09,2.089739785660072e-07
2006,1.6471559671771274e-09,1.9848229282359853e-07
2007,2.7961355453243186e-09,1.8254770850489876e-07
2008,2.9802078027607593e-09,1.61782709007241e-07
2009,1.907277002999308e-09,2.6272741582289427e-07
2010,2.8342757585342326e-09,1.5871944647471992e-07
2011,5.735957792074586e-09,1.2466148158196688e-07
2012,2.382976926895708e-09,1.7123391060636095e-07
2013,4.741512515948898e-09,1.344358278032587e-07
2014,3.681256854903836e-09,1.2061529908180546e-07
2015,3.54652054945781e-09,1.8464073292534522e-07
2016,4.349814175519384e-09,2.2184051573503893e-07
2017,1.7609279867603078e-09,1.3659769271257005e-07
2018,5.162933414126769e-10,1.3965734702026111e-07
2019,7.65296326310505e-10,1.1453934867233784e-07
