year,bon_ADJ air_NOUN,bon_ADJ verre_NOUN
1872,5.249090690995217e-07,7.377754229764832e-08
1873,5.315571735553526e-07,1.4545990723036084e-07
1874,5.257655857349164e-07,4.958925714504403e-08
1875,5.292412765811605e-07,4.577221801582709e-08
1876,5.719529816428093e-07,6.95291717534019e-08
1877,5.077733866709622e-07,5.071549225021954e-08
1878,5.525766368918994e-07,5.918306911212312e-08
1879,5.211254732184756e-07,5.009646741882534e-08
1880,5.211290954321157e-07,3.786529134686134e-08
1881,4.887727982350043e-07,4.6018548971460405e-08
1882,6.682006414848729e-07,8.452339272935205e-08
1883,6.628986284340499e-07,4.73950407808843e-08
1884,6.654510489312315e-07,5.149323811792783e-08
1885,6.084679926576797e-07,5.736615804607936e-08
1886,6.492184638773324e-07,3.743009102663564e-08
1887,5.347189247495443e-07,4.504957828999068e-08
1888,5.370500844037451e-07,4.628648753168818e-08
1889,5.538381060432584e-07,3.821733329800736e-08
1890,5.590891873907822e-07,7.275369284798217e-08
1891,5.284228450364026e-07,5.928024648937935e-08
1892,5.090032213495022e-07,5.2655504845233736e-08
1893,4.4586934683232826e-07,5.850495554682311e-08
1894,4.864788576419699e-07,4.852185142567578e-08
1895,5.434809007276442e-07,4.213030280197927e-08
1896,5.496031008078717e-07,5.425266635938897e-08
1897,5.284829285301385e-07,6.118049356018673e-08
1898,4.6964345301603316e-07,5.035935757291554e-08
1899,5.206978812566376e-07,4.477338677588705e-08
1900,5.222199430665597e-07,4.56812685456498e-08
1901,4.549233381112572e-07,6.315274703183604e-08
1902,4.149189862800995e-07,3.780918689244572e-08
1903,4.2175719272563583e-07,4.860198288270112e-08
1904,4.713546424284232e-07,5.8045952044949445e-08
1905,5.423957880612562e-07,4.438252787508645e-08
1906,4.989858966020222e-07,4.578324208637241e-08
1907,4.546273615346763e-07,6.42855439991763e-08
1908,4.842629728329939e-07,4.469363901193901e-08
1909,5.269942485730539e-07,3.960708028216686e-08
1910,5.68617625651413e-07,5.611358133705835e-08
1911,4.7085311116745743e-07,4.4691141454222816e-08
1912,4.553034012033663e-07,4.532196484774431e-08
1913,4.62951013302515e-07,6.204498248507662e-08
1914,4.359580145774089e-07,4.419850796466562e-08
1915,4.0761435027292237e-07,8.599955947374838e-08
1916,3.4280881777704053e-07,7.581348882013117e-08
1917,3.267994564959409e-07,6.908847183240141e-08
1918,4.2729320171019936e-07,5.283732917860107e-08
1919,3.5818530363940226e-07,4.6960025201769895e-08
1920,3.248487536744449e-07,3.9375606775138294e-08
1921,4.392193623248275e-07,4.922285867792198e-08
1922,4.4710289459626296e-07,5.6810101511928224e-08
1923,3.927900671385487e-07,3.715581797791856e-08
1924,5.517615128125541e-07,6.316896161706609e-08
1925,5.169143717509428e-07,7.808706214973427e-08
1926,4.659085839353594e-07,6.13037585139864e-08
1927,5.507716966945964e-07,6.243566019747959e-08
1928,4.204783090600017e-07,6.398582996780533e-08
1929,4.879498218812728e-07,7.464072382390441e-08
1930,5.997557543935272e-07,6.512234307365361e-08
1931,4.162955065112328e-07,5.930785462737731e-08
1932,3.2878608902109363e-07,1.1288322809832607e-07
1933,3.37237480607655e-07,6.423570653169008e-08
1934,3.5705107848116313e-07,5.032263672433146e-08
1935,3.7580413447813044e-07,3.590485420090772e-08
1936,3.479793200256154e-07,4.849885826274658e-08
1937,3.072232760414906e-07,7.554670844456268e-08
1938,3.3968860557731517e-07,4.537825049055755e-08
1939,2.47763613181462e-07,5.047036566452334e-08
1940,3.8797479717800343e-07,5.832300686847702e-08
1941,3.571318112349786e-07,7.083606590185809e-08
1942,4.187212141459895e-07,6.068423630267716e-08
1943,4.2677558598214205e-07,6.67744117777147e-08
1944,2.923999531390109e-07,5.7837350908584995e-08
1945,3.115260907016193e-07,7.189063211399116e-08
1946,2.8399053331185087e-07,6.12528623378239e-08
1947,3.4093689782466186e-07,4.172304812755101e-08
1948,2.946281700832998e-07,3.4790041070209554e-08
1949,3.0040044407542155e-07,3.043272656100271e-08
1950,2.6907463457348513e-07,3.93508372553697e-08
1951,3.9340572222101855e-07,3.838104589704017e-08
1952,2.7311043382383104e-07,4.007025466989944e-08
1953,3.0597669464782484e-07,4.3095308654983455e-08
1954,2.716765017396483e-07,4.9839933069506515e-08
1955,2.9095385656319195e-07,2.5341140741375057e-08
1956,2.790765449844912e-07,5.930376190121933e-08
1957,2.6770162886435855e-07,4.94762097957846e-08
1958,2.8704683519009677e-07,3.9706769427994004e-08
1959,2.8677767272000665e-07,3.4878365084978213e-08
1960,2.809858248298269e-07,4.498541628095154e-08
1961,2.584715232956114e-07,4.238377115939329e-08
1962,3.760780060702018e-07,6.151697817813329e-08
1963,2.9097239018227583e-07,4.6555584276575246e-08
1964,3.6686330062707384e-07,6.08396817369794e-08
1965,3.080760482276901e-07,4.487075599968193e-08
1966,3.1351162421699996e-07,3.323444985880997e-08
1967,3.377279904626107e-07,4.240088458118407e-08
1968,4.019817314571128e-07,4.356673244387821e-08
1969,2.6660118646049114e-07,3.8150766101807676e-08
1970,2.915591563734665e-07,4.6447123480675145e-08
1971,3.386204046051944e-07,3.288574390580834e-08
1972,3.22173221434241e-07,4.001514497531389e-08
1973,2.2879795125163582e-07,5.5683358368696645e-08
1974,2.0645847786937566e-07,3.712877472139553e-08
1975,2.0104410403121165e-07,3.084199207137317e-08
1976,2.38825421661204e-07,3.199575004941835e-08
1977,2.456494900826556e-07,3.0559267116814226e-08
1978,2.8039592514517153e-07,4.81187889533885e-08
1979,2.797243214835987e-07,3.803782533395861e-08
1980,2.8084645009585074e-07,5.002932468300969e-08
1981,2.2139423783151813e-07,3.352541355639005e-08
1982,1.9988156663153234e-07,4.159026545380584e-08
1983,2.197729918052005e-07,3.2839643893112225e-08
1984,2.232618205866288e-07,3.885335786435462e-08
1985,2.5806744741174725e-07,6.135869057288801e-08
1986,3.08116558933591e-07,4.1961399688261736e-08
1987,2.3098887336203688e-07,3.483165755824302e-08
1988,2.4585871427618144e-07,3.897759981441595e-08
1989,2.826382949905337e-07,3.128229764115531e-08
1990,2.4137524157197277e-07,4.9582723704588716e-08
1991,1.9753138352784916e-07,3.165191131415668e-08
1992,2.617223617829012e-07,4.1324582866764104e-08
1993,2.647741137451476e-07,4.4867579873653085e-08
1994,2.6005389397454337e-07,4.3781891889693725e-08
1995,2.559396752310761e-07,4.609083248396928e-08
1996,2.2526748821860565e-07,3.149474281372022e-08
1997,2.368677849418077e-07,3.6920688728514506e-08
1998,2.4079052174386106e-07,4.7681293580126294e-08
1999,2.39935563861593e-07,4.707307255102933e-08
2000,2.6287286791770725e-07,3.1368024622224766e-08
2001,2.624345856183652e-07,3.5487815353008045e-08
2002,3.557551786492752e-07,5.0384048932983205e-08
2003,2.583492304530921e-07,3.791899771954377e-08
2004,2.7618041364974033e-07,5.1976535075937136e-08
2005,3.3327746251643475e-07,5.5396121467765624e-08
2006,2.936055469859866e-07,5.97094071963511e-08
2007,2.915970096495357e-07,6.950394038085506e-08
2008,3.065356475318026e-07,1.0728747668053984e-07
2009,3.0373386561421967e-07,1.3827758493789588e-07
2010,3.6751109355748213e-07,1.681670340758501e-07
2011,4.0763541298005634e-07,2.745611880072829e-07
2012,4.966804678652181e-07,3.084252853113867e-07
2013,4.501647805632558e-07,2.6078319592670596e-07
2014,5.203564659161941e-07,2.897365618537151e-07
2015,5.492674048923618e-07,3.2849646913746255e-07
2016,6.303088038173144e-07,3.206434371350042e-07
2017,4.2513830589285817e-07,3.0464053679679637e-07
2018,5.160352083422026e-07,3.2552296147514426e-07
2019,5.089220516119042e-07,3.3698549373184505e-07
