year,en_ADP îles_NOUN,en_ADP iles_NOUN,en_ADP villes_NOUN
1960,2.4914999841030294e-08,4.152500121534786e-09,6.782416916983891e-08
1961,3.404598203360365e-08,5.558527305105088e-09,8.893643554941377e-08
1962,2.5367825173816527e-08,1.2683912808952869e-09,6.341956293454132e-08
1963,1.1638896069143811e-08,3.2330265131719216e-09,1.047500646222943e-07
1964,2.3727476872181796e-08,3.650380997477498e-09,9.673509454577456e-08
1965,1.91521518644322e-08,3.2832260243864653e-09,1.0506323039338739e-07
1966,4.0989153404780154e-08,5.539074976468328e-09,9.47181753030435e-08
1967,2.465167803222812e-08,3.944268467392931e-09,1.0304401265592844e-07
1968,3.5931325470528463e-08,5.838840522187638e-09,9.836200443036347e-08
1969,2.679637134406221e-08,2.725054681906869e-09,8.583921923266402e-08
1970,2.851209579546321e-08,1.8394900047624674e-09,8.461654138480768e-08
1971,2.980270608077262e-08,2.0553589941130213e-09,8.735275647264729e-08
1972,2.4111690422046195e-08,5.130146751852749e-09,1.0311594972334248e-07
1973,2.921997932503473e-08,4.961883570686609e-09,1.290089616245993e-07
1974,2.2502286256553816e-08,4.500457340128605e-09,1.3670138937493803e-07
1975,2.3988217634496323e-08,2.8557400888473694e-09,9.366827624646135e-08
1976,1.7140580510499603e-08,3.9994687561772935e-09,1.068429555939332e-07
1977,3.526069036752233e-08,2.9383909194713453e-09,8.815173063725368e-08
1978,2.7920778578049976e-08,5.940591352171509e-10,1.0336628819551663e-07
1979,2.1652301285257636e-08,2.3407893401383717e-09,9.129078226699505e-08
1980,2.5583178242527538e-08,2.2740603289328476e-09,1.0744934697548558e-07
1981,2.4037088763861902e-08,3.162774819820413e-09,8.539491880288352e-08
1982,4.531476704983106e-08,1.2415004579935385e-09,1.0614828582777847e-07
1983,3.726036368334462e-08,4.4207211225000265e-09,5.873243946741269e-08
1984,3.421414973558967e-08,4.639206796497319e-09,8.69851259910348e-08
1985,2.947623478632977e-08,1.2031116103372597e-09,1.0406915085248158e-07
1986,2.038125046510686e-08,1.1988970927134801e-09,8.93178324634647e-08
1987,1.9554613928107756e-08,1.8332450557601021e-09,9.716198906550844e-08
1988,1.3792074149421296e-08,1.7989661427186832e-09,1.1153590362411592e-07
1989,2.689179900983163e-08,1.6464366536794728e-09,1.2458037379481368e-07
1990,3.596109721115681e-08,2.724325487424295e-09,1.0842815206801859e-07
1991,1.875668864670388e-08,1.1722930404189924e-09,8.909426851833047e-08
1992,3.361066092111287e-08,1.65298330578878e-09,1.2507572932918265e-07
1993,3.0465642453236796e-08,1.6617622278225497e-09,1.1798511850846793e-07
1994,3.5342008430916394e-08,2.637463358823311e-09,2.8220857373195685e-07
1995,3.5788175978268555e-08,1.6267352465071383e-09,1.133292203969738e-07
1996,3.4697599460287165e-08,2.135236876199542e-09,1.3932421172313525e-07
1997,2.8289877107567918e-08,2.3974471297094624e-09,1.7405467200859448e-07
1998,3.337690301918883e-08,4.768129224785866e-10,1.3827575295888295e-07
1999,3.564757022900267e-08,1.8280804925385752e-09,1.320788155512176e-07
2000,3.3135236776615784e-08,1.3254094488601709e-09,1.3784258490190382e-07
2001,2.93541191354052e-08,3.06684819206815e-09,1.2223580733716766e-07
2002,3.50497728618393e-08,8.76244299341522e-10,1.1610236927417361e-07
2003,3.2501997537792704e-08,2.500153750695233e-09,1.3459160719264673e-07
2004,2.8631143678126136e-08,8.809582507929292e-10,9.866732431085268e-08
2005,2.8373621674404603e-08,9.007499190971657e-10,1.2610498179022045e-07
2006,3.9943532925690306e-08,1.6471559671771274e-09,9.141715462401834e-08
2007,2.676301313897511e-08,7.988958938831558e-10,1.0345701650926742e-07
2008,3.448526086913262e-08,8.514879357157668e-10,9.91983442055755e-08
2009,3.862236042095901e-08,4.76819250749827e-10,9.297975411826087e-08
2010,2.5980861906305108e-08,1.8895172648747405e-09,1.6155371995729695e-07
2011,2.562061141020422e-08,3.82397197240536e-10,8.527457212581524e-08
2012,7.99999355649561e-08,1.0212758139171996e-09,7.421270697971494e-08
2013,3.0122549787847674e-08,1.1156500168141292e-09,8.813635032911549e-08
2014,4.1360003422141745e-08,4.330890368553497e-10,6.193173181234801e-08
2015,2.5933932334964993e-08,0.0,6.339405622668437e-08
2016,3.1898636621008336e-08,6.214020409345267e-10,6.938988864058082e-08
2017,3.496699818583693e-08,2.515611330355938e-10,8.502766191131883e-08
2018,2.684725330936999e-08,5.162933414126769e-10,5.859929602669567e-08
2019,2.9336359119724875e-08,2.55098775436835e-10,5.994821183907817e-08
