year,ton_DET air_NOUN,ton_DET vert_NOUN
1852,6.770967475588918e-08,5.208436348880241e-09
1853,4.598387448595531e-08,1.0749477752369785e-08
1854,6.286754050677246e-08,1.0391328908454511e-09
1855,3.343370380548549e-08,5.306937111981824e-10
1856,6.678574049345798e-08,2.0708756931497874e-09
1857,6.34596157844669e-08,3.4170564155999728e-09
1858,6.068158131533608e-08,3.4255731584664773e-09
1859,8.096555870196198e-08,5.092173349652285e-10
1860,8.238931359372259e-08,2.746310290291376e-09
1861,6.177912603710922e-08,5.659156532278331e-09
1862,7.228778375889533e-08,0.0
1863,5.6938678327789205e-08,6.99246927027275e-09
1864,6.856460998960756e-08,9.589455896019672e-10
1865,7.76629320853317e-08,1.4120533631256649e-09
1866,5.060237295850811e-08,4.865612912574591e-10
1867,5.095451882652924e-08,6.79393608038481e-09
1868,6.421836218351018e-08,4.44588676984381e-09
1869,6.983432232487985e-08,4.883519144627257e-10
1870,4.873941383820579e-08,5.734048791339319e-10
1871,9.134212586303647e-08,2.1242354542039266e-09
1872,6.652073003543535e-08,3.0236697590169115e-09
1873,5.327544005950813e-08,6.584604861359367e-09
1874,4.779687134970345e-08,3.584765539965673e-09
1875,8.925582317687031e-08,1.1443054281912168e-09
1876,6.046014888738682e-08,7.255217759905008e-09
1877,4.7004602876654644e-08,9.27722432209066e-09
1878,6.039088651377256e-08,2.4156354694326865e-09
1879,6.536978158777629e-08,4.887460325342374e-09
1880,7.829772652456768e-08,8.343199908722454e-09
1881,4.2532295019270805e-08,1.1156012114099667e-08
1882,5.790185042542362e-08,4.6587693702804245e-09
1883,5.434631589196215e-08,1.2638677882037541e-09
1884,5.479408571318345e-08,1.9805090900604227e-09
1885,5.156508686710026e-08,8.379326565943757e-09
1886,5.3563748991791726e-08,9.034849535183298e-09
1887,6.594214041477642e-08,3.9173548849191775e-09
1888,5.135897751529228e-08,2.53624587998047e-09
1889,6.077182668207115e-08,8.14467782106476e-09
1890,6.816562159173145e-08,2.6217545912032847e-09
1891,6.501704330474922e-08,2.5496880162734215e-09
1892,6.080456893542419e-08,4.387958441043338e-09
1893,3.448713337128595e-08,9.237624665203725e-09
1894,6.049477585534646e-08,4.411077725308132e-09
1895,4.9954499203863634e-08,2.4074457982692365e-09
1896,7.548196956363995e-08,8.845543852942228e-09
1897,6.642453209693144e-08,8.740070556179091e-09
1898,9.619203122923636e-08,6.790025652847476e-09
1899,7.6833337914195e-08,5.527578395003729e-10
1900,7.475116392541281e-08,8.305685250675765e-09
1901,5.756400955903018e-08,8.941982487797873e-09
1902,4.173741263713282e-08,1.5712908751908117e-08
1903,5.994244545171057e-08,2.6461079327688708e-08
1904,5.4283715300584845e-08,1.289910045443321e-08
1905,5.109151568483128e-08,6.708986977077558e-09
1906,9.928276401005576e-08,1.0802787109298606e-08
1907,8.897119219142269e-08,4.1142746431965804e-09
1908,4.813161424976897e-08,1.0805055739027125e-08
1909,6.161101540058667e-08,8.251475058784763e-09
1910,7.802459656147676e-08,4.275320542035388e-09
1911,8.459394962301303e-08,3.1922244847493175e-09
1912,7.084812914115446e-08,3.646594803896619e-09
1913,7.477215291373795e-08,1.537867055922959e-08
1914,4.687720611684654e-08,5.357394972094198e-09
1915,9.424609537234119e-08,2.3561523843085297e-09
1916,6.043104061603799e-08,4.394984820521586e-09
1917,6.799183305261636e-08,5.483212106582869e-09
1918,5.168869243732388e-08,2.2972752589112133e-09
1919,8.839534260118853e-08,5.524709023596586e-09
1920,6.436396837727898e-08,3.028892692213958e-09
1921,9.238751808027246e-08,7.572747429129834e-10
1922,9.517536447845032e-08,6.640141769764796e-09
1923,7.006525759578608e-08,1.2739137744688378e-08
1924,7.992807038448291e-08,1.4180786767070686e-08
1925,1.1548086753521147e-07,2.0896537833436923e-08
1926,8.805449525084441e-08,2.229227691330493e-09
1927,1.4271007930943824e-07,2.3413372574054847e-08
1928,7.769708032512312e-08,5.713020501119104e-09
1929,1.2588659537016156e-07,1.893869061575515e-08
1930,6.932378671109518e-08,4.201441416995522e-09
1931,7.185374695239943e-08,1.1405356659111021e-08
1932,5.4797681947604815e-08,1.4247397484012936e-08
1933,7.111810784721229e-08,8.02946331646126e-09
1934,9.944711365506009e-08,8.38710612072191e-09
1935,6.462873258783475e-08,9.574627313213568e-09
1936,9.093535968673905e-08,9.699771208460106e-09
1937,5.5400920295767264e-08,1.1332006444320086e-08
1938,5.315738027533712e-08,2.5930428915188486e-09
1939,4.28233404292655e-08,3.5176316970364496e-08
1940,4.3108311142958655e-08,2.5357829169792012e-09
1941,7.083606590185809e-08,5.9030051957620344e-09
1942,8.192371581117186e-08,1.517105907566929e-08
1943,5.2258233296242906e-08,2.6129116870166058e-08
1944,8.354284197764628e-08,3.2131861615880553e-09
1945,8.931866934958066e-08,2.832055301382752e-08
1946,7.099762999729364e-08,3.062643116891195e-08
1947,1.1324827475789334e-07,2.3841741914054637e-09
1948,6.631851801053301e-08,8.697510267552389e-09
1949,8.049947064492358e-08,1.9634016634739737e-09
1950,7.657460399101979e-08,1.808011518278363e-08
1951,7.569595572576304e-08,3.1984206394497505e-09
1952,8.541291318664435e-08,7.381362632230548e-09
1953,4.740483960929964e-08,8.619061908632375e-09
1954,8.306655985279576e-08,1.7590565448699635e-08
1955,6.663781526583534e-08,1.220129064449793e-08
1956,7.325758932807958e-08,6.976913491385517e-09
1957,8.569986675865948e-08,1.7670075402875796e-09
1958,7.031407212032548e-08,4.9633461784992505e-09
1959,7.440718263751478e-08,3.5653439312000046e-08
1960,7.33608351843884e-08,1.245750003153745e-08
1961,1.0352757295883919e-07,4.86371165564492e-09
1962,9.259256739113653e-08,6.976152211457531e-09
1963,8.1472268931293e-08,1.6165132343815003e-08
1964,8.274196883206741e-08,3.041984220075733e-09
1965,7.004215873962494e-08,2.73602163147757e-09
1966,9.250255139647834e-08,3.8773522170743036e-09
1967,8.628087444506605e-08,7.395503209828291e-09
1968,1.1902252072815145e-07,1.7965663401398047e-09
1969,8.311416710427011e-08,1.8167031212712459e-09
1970,6.300253296842584e-08,4.59872487312829e-09
1971,6.37161305938605e-08,4.6245578477766e-09
1972,6.771793703563844e-08,3.5911027485013847e-09
1973,6.285052633892008e-08,6.0645241051204835e-09
1974,6.863197432593893e-08,5.06301445213353e-09
1975,5.768594801836002e-08,4.569184142155791e-09
1976,4.285145172033822e-08,3.4281160132820787e-09
1977,5.05403221495726e-08,2.3507127355770763e-09
1978,5.287126336739334e-08,8.910887250301869e-09
1979,6.437170529949299e-08,2.9259866751729646e-09
1980,5.173487260812237e-08,3.97960553399912e-09
1981,5.1236952236521915e-08,1.8976649140967083e-09
1982,5.0280768881805216e-08,3.724501262958313e-09
1983,5.431171601344431e-08,1.89459470334441e-09
1984,5.335087971403141e-08,2.3196033982486597e-09
1985,4.1507349557434736e-08,2.4062232206745193e-09
1986,5.395036728472746e-08,4.795588481876223e-09
1987,5.7441677636660415e-08,1.8332451112712533e-09
1988,5.5767951590013354e-08,4.797242936227519e-09
1989,6.366221505516023e-08,2.7440609784434855e-09
1990,5.121732016277747e-08,3.814055737905164e-09
1991,5.3925480081318256e-08,3.516879065745826e-09
1992,5.3997453619558655e-08,1.65298330578878e-09
1993,4.2097975327948234e-08,3.323524400133948e-09
1994,5.8551683945751165e-08,5.802419433820205e-09
1995,7.266084134371908e-08,1.626735190995987e-09
1996,5.071187381133768e-08,3.2028553142993132e-09
1997,5.178485995571691e-08,4.79489448146353e-10
1998,3.6237782552461795e-08,1.9072516899143466e-09
1999,5.529943525317549e-08,2.285100553223174e-09
2000,5.6109000112769536e-08,1.3254094488601709e-09
2001,4.906957240535803e-08,2.190605918883648e-09
2002,5.476526698799944e-08,3.066854992184176e-09
2003,6.292053456036228e-08,2.0834614589126943e-09
2004,5.373845501921437e-08,1.7619165015858584e-09
2005,7.16096195674254e-08,2.702249757291497e-09
2006,5.229720301258567e-08,3.294311934354255e-09
2007,7.34984249017856e-08,1.1983438685803094e-09
2008,9.408941581412478e-08,1.7029758714315335e-09
2009,8.964202091732432e-08,3.814554005998616e-09
2010,1.3462810777298273e-07,2.8342759250676863e-09
2011,1.2963265527687895e-07,3.0591775501687124e-09
2012,1.5625519989015402e-07,5.4468042298694286e-09
2013,1.8687137348649685e-07,1.6734750252211938e-09
2014,2.0268566913728137e-07,4.3308902714089825e-09
2015,2.101313532065774e-07,3.5465205910911735e-09
2016,2.379969679111582e-07,2.0713401271965637e-09
2017,2.1986442355625968e-07,1.7609279590047322e-09
2018,2.45239335505687e-07,9.293279867872428e-09
2019,2.147931654761237e-07,3.5713827450933877e-09
