year,en_ADP aire_NOUN
1937,2.1404900962807005e-08
1938,2.333738657878115e-08
1939,1.2235240376412548e-08
1940,1.5214697057785997e-08
1941,1.1806010391524069e-08
1942,1.517105907566929e-08
1943,2.9032351855917682e-08
1944,4.4984606262232774e-08
1945,1.3071024707045353e-08
1946,3.062643028073353e-08
1947,1.6689218895749036e-08
1948,2.5005341575123907e-08
1949,2.2579119796084512e-08
1950,2.4461330738745346e-08
1951,2.3455083209000804e-08
1952,3.374337254058446e-08
1953,3.124409986288157e-08
1954,3.029486128625081e-08
1955,2.2525458831523792e-08
1956,2.703553869665143e-08
1957,7.951533903538532e-08
1958,2.8125628048769613e-08
1959,1.9376869886400527e-08
1960,2.629916601160076e-08
1961,3.265634873628187e-08
1962,5.45408234131628e-08
1963,3.039045082253722e-08
1964,4.0154192526564714e-08
1965,4.0493119801698896e-08
1966,5.151339477205141e-08
1967,2.5144710702473816e-08
1968,3.413475932467769e-08
1969,3.451736046988785e-08
1970,3.3570694335516293e-08
1971,3.956565930440803e-08
1972,3.5398013353837854e-08
1973,4.300298939163838e-08
1974,4.050411750444738e-08
1975,4.16938057412608e-08
1976,2.228275491900078e-08
1977,4.8189612078530786e-08
1978,5.287126469966097e-08
1979,5.442335160310563e-08
1980,3.581644952843632e-08
1981,6.135783220395652e-08
1982,3.165826112372372e-08
1983,3.6628833299801045e-08
1984,3.537395104613594e-08
1985,4.9327574580537714e-08
1986,5.874595604415944e-08
1987,4.8275453745638686e-08
1988,3.238138990280248e-08
1989,7.079677288857056e-08
1990,8.554382369130309e-08
1991,3.8099522925438833e-08
1992,4.573253731265936e-08
1993,5.760775678709251e-08
1994,4.378189177867142e-08
1995,6.181593642518024e-08
1996,5.8719012541175175e-08
1997,4.842843426278165e-08
1998,5.912480360859007e-08
1999,4.295989214364582e-08
2000,5.610899900254651e-08
2001,6.790878490092744e-08
2002,5.651775714099472e-08
2003,6.833753474211335e-08
2004,6.7393305602792e-08
2005,6.71058666412705e-08
2006,5.8474035113942335e-08
2007,3.794755376596015e-08
2008,4.385162938325138e-08
2009,6.103286476211167e-08
2010,4.91274465552749e-08
2011,4.0916501159449226e-08
2012,5.106378955788138e-08
2013,4.62994750871637e-08
2014,3.5729847039367435e-08
2015,3.568686279820099e-08
2016,3.749125579433077e-08
2017,4.150758609045013e-08
2018,3.252648211882203e-08
2019,3.851991381420561e-08
