year,on_PRON allait_VERB,on_PRON valait_VERB
1846,3.0472678531623387e-06,1.2294452567118697e-08
1847,3.1485640192840947e-06,0.0
1848,2.6605547986946476e-06,1.6090443422100975e-09
1849,3.0542966555913154e-06,0.0
1850,2.9613599963340675e-06,1.3577992064028876e-09
1851,2.8764497415068035e-06,3.2247193804124663e-09
1852,2.4837731302795873e-06,1.3021090872200602e-09
1853,2.6515377271607576e-06,2.388772735173461e-09
1854,2.494438547273603e-06,0.0
1855,2.8296589675846917e-06,4.776243400783642e-09
1856,2.9437497914841515e-06,0.0
1857,2.969422041587677e-06,9.763018171682347e-10
1858,2.7071814656665083e-06,4.893676019968041e-10
1859,2.7635224455480056e-06,3.5645213447565993e-09
1860,3.1500180170951353e-06,1.8308735638683515e-09
1861,2.8776810268027475e-06,4.7159637306393165e-09
1862,2.899191827054892e-06,1.8071945051545413e-09
1863,2.89638069261855e-06,1.4983863039219614e-09
1864,2.8533426643662096e-06,4.794727948009836e-10
1865,2.928127855739149e-06,1.4120533076145136e-09
1866,2.9441823699016823e-06,1.4596838737723772e-09
1867,3.0509625048580347e-06,9.7056229719783e-10
1868,2.6512303747949773e-06,1.975949626142892e-09
1869,2.8969035952286504e-06,1.4650557433881772e-09
1870,3.0843448257655837e-06,5.734048791339319e-10
1871,3.3658511142675707e-06,4.248470908407853e-09
1872,3.2625396215735236e-06,1.8142017887967654e-09
1873,3.0067699299252126e-06,5.986004469882289e-10
1874,3.0058258744247723e-06,0.0
1875,2.9637510579050286e-06,0.0
1876,2.563510321351714e-06,1.209202959984168e-09
1877,2.720700592817593e-06,3.092407996341251e-09
1878,2.8347482157187187e-06,0.0
1879,3.0345019013111596e-06,6.10932526790009e-10
1880,2.8854636298092373e-06,2.5671385017744797e-09
1881,2.724855903579737e-06,6.972507571312292e-10
1882,2.84384606175081e-06,6.655385131892899e-10
1883,2.8771950724149065e-06,8.21514056781325e-09
1884,2.799119613428047e-06,6.601696966868076e-10
1885,2.8895784680571523e-06,0.0
1886,2.603972575343505e-06,1.936039106809062e-09
1887,2.7114623435409158e-06,4.570247347235323e-09
1888,2.6180398435826646e-06,0.0
1889,2.771070001017506e-06,1.8795409673089125e-09
1890,2.594881607365096e-06,7.865263995654459e-09
1891,2.640839284140384e-06,1.2748440081367107e-09
1892,2.5531651886012696e-06,6.268512375839919e-10
1893,2.730641824655322e-06,1.8475249663474358e-09
1894,2.706510997541045e-06,0.0
1895,2.607865610571025e-06,4.213030146971164e-09
1896,2.5941031367437972e-06,0.0
1897,2.4938334490798297e-06,5.826713556089658e-10
1898,2.5338112550343794e-06,0.0
1899,2.6134390509469085e-06,2.2110313580014918e-09
1900,2.4382376295761787e-06,1.038210628578895e-09
1901,2.359006657570717e-06,1.1177477832191585e-09
1902,1.978353310505554e-06,0.0
1903,2.3582762196383555e-06,5.400220270956879e-10
1904,2.308939031081536e-06,6.449550227216605e-09
1905,2.3440167069566087e-06,1.0321518084666081e-09
1906,2.338031833915011e-06,5.144184522798412e-10
1907,2.2978223910286033e-06,1.028568674676933e-09
1908,2.35206420029499e-06,9.331639461152008e-09
1909,2.3346174771177175e-06,9.901770070541716e-09
1910,2.4000581220207096e-06,3.206490406526541e-09
1911,2.2686074885314156e-06,0.0
1912,2.3911243829388695e-06,5.209421227725386e-10
1913,2.4155118012458843e-06,1.590896969716482e-09
1914,2.252784554457321e-06,0.0
1915,2.475138046520442e-06,9.424609537234119e-09
1916,2.220566102550947e-06,0.0
1917,2.5113111519203812e-06,1.0966424435210342e-09
1918,2.448895486395486e-06,1.1486376294556067e-09
1919,2.593850922494312e-06,9.207848372660976e-10
1920,2.4314435904670972e-06,1.514446346106979e-09
1921,2.319532484307274e-06,1.5145494858259667e-09
1922,2.526942921576847e-06,0.0
1923,2.1592838379547175e-06,0.0
1924,2.268925925363874e-06,1.289162443462999e-09
1925,2.407501142442925e-06,6.598906754362588e-09
1926,2.4365458557440434e-06,3.343841648018042e-09
1927,2.848626877494098e-06,1.1149224876660924e-09
1928,2.3526218910774332e-06,3.4278123672848437e-09
1929,2.517731843454385e-06,0.0
1930,2.4399871563218767e-06,2.100720708497761e-09
1931,2.1407853978416824e-06,1.1405356659111021e-09
1932,2.2982147811489995e-06,4.383814644626227e-09
1933,2.24136744009229e-06,2.2941324395731044e-09
1934,2.2465463302978605e-06,0.0
1935,1.979554156150698e-06,0.0
1936,2.142437097063521e-06,1.2124714565686645e-09
1937,2.3482435267396795e-06,0.0
1938,1.987567372907506e-06,1.2965214457594243e-09
1939,2.0448145505724824e-06,3.058810094103137e-09
1940,1.7623690951040771e-06,2.5357829169792012e-09
1941,2.2460935156232154e-06,1.1806010835613279e-08
1942,2.175529857595393e-06,0.0
1943,3.1471070087718545e-06,2.9032352077962287e-09
1944,2.5319906740151055e-06,0.0
1945,2.866911358978541e-06,2.178504043826024e-09
1946,2.606030761853617e-06,6.960552134671616e-09
1947,2.526032574223791e-06,7.152522574216391e-09
1948,2.196121329234302e-06,2.174377566888097e-09
1949,2.050773048267729e-06,0.0
1950,2.152597232907283e-06,1.0635361480382244e-09
1951,2.3017965986582567e-06,3.198420528427448e-09
1952,2.078380873626884e-06,3.163441175679793e-09
1953,1.9673008750942245e-06,3.232148326759443e-09
1954,2.2633193452747946e-06,3.9090144454689835e-09
1955,1.983178890441195e-06,9.385607846468247e-10
1956,2.0468518755478726e-06,0.0
1957,1.9604948420237633e-06,8.835037701437898e-10
1958,2.041589652890252e-06,2.481673033738474e-09
1959,1.908234082748095e-06,1.5501495642666896e-09
1960,1.968977073829592e-06,6.920833350854139e-10
1961,2.0691618374257814e-06,3.4740795795684676e-09
1962,2.2241241595111205e-06,3.170978146727066e-09
1963,2.138970387477457e-06,1.2932106496776896e-09
1964,2.1306056510184135e-06,0.0
1965,1.946953034348553e-06,0.0
1966,2.2056595980757265e-06,1.1078149508847446e-09
1967,2.1762501205557783e-06,2.4651677366094304e-09
1968,2.300503183505498e-06,0.0
1969,1.9584059600674664e-06,0.0
1970,2.0777039253516705e-06,4.5987250119061684e-10
1971,2.0569005414472485e-06,5.138397485282553e-10
1972,1.8299233488505706e-06,0.0
1973,1.8689760850065795e-06,0.0
1974,2.020142801484326e-06,1.1251143350321513e-09
1975,1.8442370048887824e-06,5.711480177694739e-10
1976,1.8094740141805232e-06,5.713526873840635e-10
1977,1.9181815673618985e-06,5.876781838942691e-10
1978,2.136236673777603e-06,1.1881182704343018e-09
1979,2.096176842769637e-06,0.0
1980,2.1194241526245605e-06,0.0
1981,2.2038214524400246e-06,6.325549528618524e-10
1982,2.3365038828160323e-06,1.2415004579935385e-09
1983,2.1427867409329338e-06,1.2630632095778083e-09
1984,2.211741787050414e-06,5.799008495621649e-10
1985,2.21613152007194e-06,0.0
1986,2.2497304144053487e-06,2.3977941854269602e-09
1987,2.101509892327158e-06,1.2221633705067347e-09
1988,2.0184400000289315e-06,1.1993107618124554e-09
1989,2.1145734194760735e-06,5.488122178931576e-09
1990,2.0568657532749057e-06,0.0
1991,2.1212642309365037e-06,0.0
1992,2.280565865930839e-06,0.0
1993,2.290462248311087e-06,2.2156829704300662e-09
1994,2.1748521703557344e-06,5.274926606624319e-10
1995,2.345752250221267e-06,2.7112254663563817e-09
1996,2.0690445126092527e-06,2.6690460952494277e-09
1997,1.990840189591836e-06,1.917957792585412e-09
1998,2.148519058664533e-06,2.3840645013706308e-09
1999,2.0611606998954812e-06,9.140402323914998e-10
2000,2.1811821682149457e-06,3.0926220473403987e-09
2001,2.0841424088757776e-06,1.3143635069212678e-09
2002,2.2510715780299506e-06,4.38122149670761e-10
2003,2.274723215123231e-06,8.333845835650777e-10
2004,2.2191337620824925e-06,8.809582507929292e-10
2005,2.303217570442939e-06,5.85487458515388e-09
2006,2.3097244934433547e-06,3.294311934354255e-09
2007,2.3279825995814463e-06,1.1983438685803094e-09
2008,2.4859190261850017e-06,4.257439678578834e-09
2009,2.8046509328305547e-06,9.53638501499654e-10
2010,2.980713475153607e-06,4.723792912386671e-09
2011,3.1410106657858705e-06,7.64794394481072e-10
2012,3.8342099060173496e-06,3.0638274695071743e-09
2013,3.830863306575338e-06,4.183687396519531e-09
2014,4.367486326373182e-06,2.815078753437561e-09
2015,4.007568350061774e-06,3.3248631625681924e-09
2016,4.104360300516419e-06,2.278474076078396e-09
2017,3.6639879112954077e-06,1.7609279867603078e-09
2018,4.435218102116778e-06,3.872200005083926e-09
2019,4.080815187990083e-06,5.101975397714398e-09
