year,bien_ADV eu_VERB,bien_ADV vu_VERB
1973,5.7447584822512e-07,2.373985649839483e-06
1974,5.383672032621689e-07,2.1686578381974186e-06
1975,5.203158366384741e-07,2.2508942532084575e-06
1976,5.833510954289522e-07,2.5076669931678452e-06
1977,5.347871478988964e-07,2.385973420615528e-06
1978,6.819798841206648e-07,2.4154445084079157e-06
1979,6.899476829858031e-07,2.436176561815273e-06
1980,6.287776841418236e-07,2.3536522757439116e-06
1981,7.242754236358451e-07,2.4106669140877557e-06
1982,7.163457667047624e-07,2.60218485692576e-06
1983,7.148937584133819e-07,2.4301336267740226e-06
1984,6.657261906184431e-07,2.400789554712901e-06
1985,7.206638770185236e-07,2.3965984006224517e-06
1986,8.194461429411604e-07,2.363026116114497e-06
1987,7.693518568885338e-07,2.2946116899902336e-06
1988,7.201861080829985e-07,2.383630185676111e-06
1989,8.627328043075977e-07,2.2172012705823363e-06
1990,8.031311722334067e-07,2.3674388316408113e-06
1991,8.504986226398614e-07,2.3398968949095433e-06
1992,8.033498488657642e-07,2.284973838584392e-06
1993,8.934741799748736e-07,2.4012465331679778e-06
1994,8.65615447764867e-07,2.261888475629803e-06
1995,9.397107305630925e-07,2.3761180187875652e-06
1996,9.52315645008639e-07,2.308190957478473e-06
1997,8.846580499266565e-07,2.306823702724614e-06
1998,9.693607125882409e-07,2.238636746199063e-06
1999,8.802207389635441e-07,2.1182883003234565e-06
2000,9.189505476570048e-07,2.2231534799743713e-06
2001,9.174257229460636e-07,2.2116357882850934e-06
2002,9.572969474902493e-07,2.2558909336112265e-06
2003,9.3839105375082e-07,2.159299526738323e-06
2004,9.576016282153432e-07,2.2279433764538226e-06
2005,1.0349616559324204e-06,2.158647106398348e-06
2006,1.061592001860845e-06,2.400729769647114e-06
2007,1.1216498023713939e-06,2.52131552258561e-06
2008,1.1375879012121004e-06,2.4429189267038964e-06
2009,1.0675983048713533e-06,2.519036030435018e-06
2010,1.2546394145829254e-06,2.9112735546732438e-06
2011,1.1823721024484257e-06,3.0220851385820424e-06
2012,1.288850057790114e-06,3.380082461035272e-06
2013,1.3226031114754733e-06,3.539120712048316e-06
2014,1.3765735502602183e-06,3.879178393617622e-06
2015,1.3257337059258134e-06,3.740027580079186e-06
2016,1.266417257284047e-06,3.7284119969172025e-06
2017,1.3999376733409008e-06,3.804610571478406e-06
2018,1.4657567817266681e-06,4.070714794579544e-06
2019,1.4237062941901968e-06,3.959388152452448e-06
