year,son_DET air_NOUN,son_DET vert_ADJ
1852,2.186241260915267e-06,3.906327261660181e-09
1853,2.1325768670976686e-06,5.971931837933653e-10
1854,1.806012946303781e-06,5.195664454227256e-10
1855,2.283574971784219e-06,5.306937111981824e-10
1856,2.1438741697465957e-06,0.0
1857,2.5906168019673714e-06,9.763018171682347e-10
1858,2.563307546665783e-06,1.468102750479261e-09
1859,2.6056650312966667e-06,3.5645213447565993e-09
1860,2.5115007389331367e-06,4.119465657481669e-09
1861,2.4782389971278462e-06,2.8295783494058924e-09
1862,2.169085220771194e-06,0.0
1863,2.2745503827081848e-06,1.4983863039219614e-09
1864,2.256878445905386e-06,0.0
1865,2.1660896720732126e-06,0.0
1866,2.137950218639162e-06,4.865612912574591e-10
1867,2.274512837630027e-06,1.455843445796745e-09
1868,2.023866386480222e-06,0.0
1869,2.680563682133652e-06,0.0
1870,2.18409924457319e-06,0.0
1871,1.8183455026132833e-06,0.0
1872,2.324597190295208e-06,0.0
1873,1.9173172347564105e-06,0.0
1874,2.140702434871855e-06,0.0
1875,2.025420656082133e-06,5.721527140956084e-10
1876,2.0943396350503463e-06,6.04601479992084e-10
1877,2.3663106958338176e-06,2.4739263970730008e-09
1878,1.957268594310335e-06,0.0
1879,2.1663667695293043e-06,2.443730107160036e-09
1880,2.0954267370143498e-06,0.0
1881,2.084779836764028e-06,2.091752326904839e-09
1882,2.3786346616816445e-06,0.0
1883,2.396925211201051e-06,1.2638677882037541e-09
1884,2.157434650484902e-06,0.0
1885,1.948515688354746e-06,0.0
1886,2.0980211843379948e-06,0.0
1887,1.9488839910764e-06,0.0
1888,2.1298123726865015e-06,0.0
1889,1.9992051534245547e-06,0.0
1890,1.9145362699646284e-06,0.0
1891,2.028276767873649e-06,0.0
1892,2.09305632381529e-06,0.0
1893,2.0390516652923907e-06,6.158416554491453e-10
1894,2.2338957421652594e-06,0.0
1895,2.025263782456932e-06,0.0
1896,2.1264687148914163e-06,0.0
1897,1.76607687762953e-06,5.826713556089658e-10
1898,2.0652996397529932e-06,0.0
1899,1.971687261459465e-06,0.0
1900,1.78520316040931e-06,0.0
1901,1.8141046993491727e-06,0.0
1902,1.4102335725851844e-06,0.0
1903,1.7631719160249304e-06,0.0
1904,1.7343915459377968e-06,0.0
1905,1.5234560208909897e-06,0.0
1906,2.2264030548058145e-06,3.0865106026567446e-09
1907,1.7902237487987804e-06,0.0
1908,1.8741860472459848e-06,0.0
1909,2.0535172211566532e-06,2.7504918342913243e-09
1910,2.053757199860229e-06,0.0
1911,1.769024429165711e-06,5.320374141248863e-10
1912,1.8456979020697872e-06,5.209421227725386e-10
1913,2.1302108592635705e-06,4.242391771214216e-09
1914,1.8221840178966886e-06,0.0
1915,1.4737732669800607e-06,0.0
1916,1.5470346852453076e-06,0.0
1917,1.4530512828514475e-06,1.0966424435210342e-09
1918,1.8320770394097963e-06,1.1486376294556067e-09
1919,1.949301491777078e-06,9.207848372660976e-10
1920,2.0384448760069063e-06,0.0
1921,2.056000909078648e-06,0.0
1922,2.298226874586362e-06,0.0
1923,2.239965013473011e-06,0.0
1924,2.1206722067290684e-06,3.867487219366694e-09
1925,2.283221647303435e-06,0.0
1926,2.3562936775078924e-06,0.0
1927,4.604630063909099e-06,0.0
1928,2.616563548940576e-06,0.0
1929,2.3773627617629245e-06,0.0
1930,1.8517853561661468e-06,1.0503603542488804e-09
1931,1.9411916838407706e-06,0.0
1932,1.8894240767508563e-06,0.0
1933,1.8020409910946e-06,0.0
1934,1.7145641493243602e-06,0.0
1935,1.8550840223952036e-06,0.0
1936,1.5992498845207592e-06,0.0
1937,1.7589791880823213e-06,0.0
1938,1.799571819560697e-06,0.0
1939,1.6777573108583965e-06,0.0
1940,1.272963032761254e-06,0.0
1941,1.9509432434006158e-06,5.9030051957620344e-09
1942,1.7507402105820802e-06,0.0
1943,1.8929093386077511e-06,0.0
1944,2.2170985118918907e-06,0.0
1945,2.3484274151996942e-06,0.0
1946,2.1675160155609774e-06,1.3921104269343232e-09
1947,2.2852309768950363e-06,2.3841741914054637e-09
1948,2.0482636529095544e-06,0.0
1949,1.985980752294836e-06,0.0
1950,1.879268346272056e-06,0.0
1951,2.217571534401941e-06,2.1322803522849654e-09
1952,1.9212633191045825e-06,0.0
1953,1.8444792431182577e-06,0.0
1954,2.0600505052925655e-06,1.9545072227344917e-09
1955,1.846149096706995e-06,0.0
1956,2.1384238095834007e-06,0.0
1957,1.81560027812111e-06,0.0
1958,1.756197264057846e-06,0.0
1959,1.8268512178565288e-06,7.750747821333448e-10
1960,2.234045098248316e-06,0.0
1961,1.9413157303915796e-06,0.0
1962,1.8271176571715841e-06,6.341956404476434e-10
1963,1.724496435429046e-06,0.0
1964,1.8915057111712485e-06,1.2167936658258327e-09
1965,1.5693820358819721e-06,0.0
1966,3.171120255274218e-06,0.0
1967,2.1688545217557476e-06,4.930335584241163e-10
1968,1.9735281000521354e-06,0.0
1969,1.926613606428873e-06,0.0
1970,1.566785577722385e-06,0.0
1971,1.7157108942456034e-06,0.0
1972,1.6924354042657797e-06,0.0
1973,1.2316497617348432e-06,5.513203782392395e-10
1974,1.1988093007175848e-06,1.1251143350321513e-09
1975,1.0549104061396974e-06,0.0
1976,1.1484188533472661e-06,5.713526873840635e-10
1977,1.109536434285019e-06,0.0
1978,1.4637616772006368e-06,5.940591352171509e-10
1979,1.5917367832685159e-06,0.0
1980,1.3991156038173358e-06,5.685150683554241e-10
1981,1.3543002026494833e-06,1.2651099057237047e-09
1982,1.3414412549650478e-06,0.0
1983,1.4335767630768714e-06,0.0
1984,1.5013632719274028e-06,1.1598016991243298e-09
1985,1.3727503898053328e-06,0.0
1986,1.5094114829139471e-06,0.0
1987,1.4201538078850717e-06,0.0
1988,1.5171280907111395e-06,1.1993107618124554e-09
1989,1.5191122599844675e-06,5.488122178931576e-10
1990,1.3567141223802537e-06,0.0
1991,1.3358278820874148e-06,0.0
1992,1.3901588644671392e-06,0.0
1993,1.532144729310403e-06,1.1078414852150331e-09
1994,1.3952181134868624e-06,5.274926606624319e-10
1995,1.3897741766299987e-06,5.422450821690461e-10
1996,1.2960888327029352e-06,0.0
1997,1.3085267411838686e-06,4.79489448146353e-10
1998,1.3531950173728546e-06,1.43043876743576e-09
1999,1.4048798817611896e-06,0.0
2000,1.448230683820384e-06,0.0
2001,1.293771802579613e-06,0.0
2002,1.5890690079345404e-06,8.76244299341522e-10
2003,1.6551017978372329e-06,4.1669229178253886e-10
2004,1.5623794809016545e-06,0.0
2005,1.6136935201416236e-06,4.5037495954858286e-10
2006,1.724984059592316e-06,4.1178899179428186e-10
2007,2.3148008665430098e-06,0.0
2008,2.666434511411353e-06,0.0
2009,2.8656837400831137e-06,0.0
2010,3.7332135320866655e-06,9.447586046817946e-10
2011,4.077119001522078e-06,3.82397197240536e-10
2012,5.375315225819577e-06,1.0212758416727752e-09
2013,5.893978880067152e-06,2.789125042035323e-10
2014,6.95454383503602e-06,1.0827225782605865e-09
2015,6.460873919422738e-06,1.10828768384863e-09
2016,6.559519647453271e-06,2.0713400439298368e-10
2017,6.481220907517127e-06,0.0
2018,7.994285965651216e-06,0.0
2019,7.478730879029172e-06,7.65296326310505e-10
