year,un_DET air_NOUN,un_DET verre_NOUN
1846,2.186480668342483e-05,5.130299591371568e-06
1847,1.578380854994066e-05,5.061001211004168e-06
1848,1.847504712770842e-05,5.420065704697663e-06
1849,1.6754639375449187e-05,5.704705699827173e-06
1850,1.928482288349187e-05,5.686463225629268e-06
1851,1.788106975197934e-05,5.21888580351515e-06
1852,1.9730208109081104e-05,5.207134073259567e-06
1853,2.2908330208792904e-05,5.87876970570278e-06
1854,2.0007464314630852e-05,5.766148404973137e-06
1855,2.352989844212061e-05,5.5616702070437896e-06
1856,2.1180916718321896e-05,5.481090269654487e-06
1857,2.4517379443977916e-05,5.695744746958553e-06
1858,2.46998507122953e-05,6.6930808060305935e-06
1859,2.4695004597674597e-05,6.02964244933446e-06
1860,2.4408291039890173e-05,6.080331218072388e-06
1861,2.2439498692961024e-05,5.788845570009471e-06
1862,2.0613763794585793e-05,5.972777856300127e-06
1863,2.1721606714208974e-05,5.815736400904825e-06
1864,2.1351882665499033e-05,5.612229031726201e-06
1865,2.2113225568887174e-05,6.390011947132734e-06
1866,2.1114326898441504e-05,5.915612334206344e-06
1867,2.1764374352528648e-05,7.1530439527123235e-06
1868,1.992794636862527e-05,6.229675278746072e-06
1869,2.50837080244537e-05,6.104398977413439e-06
1870,2.09889112881001e-05,5.746663902073124e-06
1871,2.01069500462836e-05,5.527260455551186e-06
1872,2.1711157586423724e-05,5.9409061492488036e-06
1873,1.8843342772356664e-05,7.052710515154104e-06
1874,2.2388652652693963e-05,6.1472755135127954e-06
1875,2.1245746324893844e-05,6.09399867812499e-06
1876,2.011146435165756e-05,6.572622780254278e-06
1877,2.215895831625403e-05,7.136040835575841e-06
1878,1.896938061918263e-05,6.170137112349039e-06
1879,2.147794315021656e-05,5.76659211048991e-06
1880,1.945505873379716e-05,5.5604220108307345e-06
1881,2.04810446433612e-05,6.465606489314268e-06
1882,2.0781439602046703e-05,6.42444328491365e-06
1883,1.929357392782549e-05,6.284582454441079e-06
1884,2.0509492458131717e-05,6.071580685329536e-06
1885,1.8393266913108164e-05,6.1510702522582505e-06
1886,1.7636026484524336e-05,5.742292103150248e-06
1887,1.7835063403026652e-05,6.489098240081148e-06
1888,1.7643394585320493e-05,6.322861082708187e-06
1889,1.7111341108488887e-05,6.206870821756638e-06
1890,1.6275197523896168e-05,6.27123691288034e-06
1891,1.6628427616183217e-05,6.155584301836825e-06
1892,1.5423674184944502e-05,5.946937591261303e-06
1893,1.481714993190053e-05,5.868970916367289e-06
1894,1.569272407664357e-05,5.915255059107949e-06
1895,1.5525617072853493e-05,5.855510181618229e-06
1896,1.4793286666758831e-05,5.509594117825145e-06
1897,1.3938081778519518e-05,6.2916854091099594e-06
1898,1.3961990276811775e-05,5.864319220449943e-06
1899,1.5758573226776207e-05,5.291550991159966e-06
1900,1.5428328921984757e-05,5.47708009435155e-06
1901,1.3971288638003898e-05,5.120402775560251e-06
1902,1.1476806619725721e-05,5.152851656475832e-06
1903,1.3185177763830325e-05,5.1912317360347515e-06
1904,1.2110643297091883e-05,5.176301712594977e-06
1905,1.2142749923782503e-05,4.7897006112407325e-06
1906,1.3283313492706839e-05,4.9754553543834845e-06
1907,1.2883337106472936e-05,5.494099440284117e-06
1908,1.3774972487112791e-05,5.246345878617831e-06
1909,1.504739084623452e-05,5.078507811617783e-06
1910,1.671062418040492e-05,5.5349370029489364e-06
1911,1.3323812723342598e-05,4.780888090749613e-06
1912,1.3645037213905198e-05,4.778601990551579e-06
1913,1.4613448968248122e-05,4.861781135900856e-06
1914,1.374104839158008e-05,4.995770865434679e-06
1915,1.1356654525229715e-05,4.522634696968453e-06
1916,1.1479700447125651e-05,4.6378075637676375e-06
1917,1.2827426701278455e-05,4.773684537440204e-06
1918,1.3087577485748625e-05,4.726643823005361e-06
1919,1.4362401714151929e-05,4.541310744343718e-06
1920,1.5164908489850859e-05,4.903020183633089e-06
1921,1.5552909076177457e-05,5.157798312893647e-06
1922,1.7338148865064795e-05,5.382203923431916e-06
1923,1.7457926446695637e-05,4.726220268480574e-06
1924,1.6222821102473972e-05,4.5868398359516505e-06
1925,1.7909432244778145e-05,5.000871382776495e-06
1926,1.7172856075831078e-05,5.025793839763537e-06
1927,2.3597334376290746e-05,5.614749838400712e-06
1928,1.667287932605177e-05,5.251408623507814e-06
1929,1.805191473636114e-05,5.147981696040915e-06
1930,1.5514872444555294e-05,4.758132263305015e-06
1931,1.3473148243292599e-05,5.026340517133576e-06
1932,1.473728892165127e-05,4.669858597594612e-06
1933,1.3357585928019944e-05,4.446028668780855e-06
1934,1.349245724213688e-05,4.8106044943097e-06
1935,1.4838278360684853e-05,4.776542269269157e-06
1936,1.2701850693019878e-05,4.5722299972794644e-06
1937,1.310609464155732e-05,4.206692693742298e-06
1938,1.3181733834244369e-05,4.667476986242036e-06
1939,1.3350176260473745e-05,4.825272995390151e-06
1940,1.0624929984714981e-05,3.864533162811767e-06
1941,1.530058963794545e-05,5.197595967842972e-06
1942,1.3041042009831472e-05,5.537436379654537e-06
1943,1.6551344515391975e-05,5.1851780114020585e-06
1944,1.5567886464395997e-05,5.2792650109267925e-06
1945,1.981567294251363e-05,6.121596555885844e-06
1946,1.7207877675673444e-05,5.560089249456723e-06
1947,1.791945305740228e-05,5.276177404311966e-06
1948,1.6742707515504662e-05,4.857559261495226e-06
1949,1.641305571808971e-05,4.622829436584652e-06
1950,1.552550067174252e-05,5.2857747050438775e-06
1951,1.6365251013894522e-05,5.409595388528032e-06
1952,1.5768699569207456e-05,5.27345652301392e-06
1953,1.4376594833720446e-05,5.353514723083208e-06
1954,1.75143399587796e-05,5.414962103600374e-06
1955,1.3482425316624358e-05,4.935891126933711e-06
1956,1.605649313773938e-05,5.546646235643493e-06
1957,1.4166099816748101e-05,5.00328168584474e-06
1958,1.3793965564445898e-05,5.255356143152312e-06
1959,1.3715722985807588e-05,4.772910315864465e-06
1960,1.7021790455373775e-05,5.4169363750133925e-06
1961,1.5989798640703157e-05,4.998505616526927e-06
1962,1.557901660476091e-05,5.508623544869806e-06
1963,1.532713233132199e-05,5.833673156985242e-06
1964,1.3951147934676555e-05,5.175631784481993e-06
1965,1.343113055440881e-05,5.114718831578102e-06
1966,1.70730893671589e-05,5.314188157967692e-06
1967,1.518641997222403e-05,5.632908226971267e-06
1968,1.543564914641138e-05,5.1049432983063525e-06
1969,1.3014861082183415e-05,4.69708578521022e-06
1970,1.1234225553380384e-05,4.084587544639362e-06
1971,1.257520048625338e-05,4.693412108736084e-06
1972,1.3318886857405232e-05,4.220571781843319e-06
1973,1.0676870488168788e-05,4.7771910800520345e-06
1974,8.631877491893647e-06,4.4762672786191615e-06
1975,8.27307945883149e-06,4.116834929845936e-06
1976,9.147928338393285e-06,3.7960672045755928e-06
1977,9.010869234771235e-06,4.231282758837551e-06
1978,1.1328707415714234e-05,4.190492987277139e-06
1979,1.2395064800330147e-05,4.504848931219385e-06
1980,1.0682967086950157e-05,4.31218673213607e-06
1981,1.0616802768481648e-05,4.64105579567331e-06
1982,1.0022632991990577e-05,4.668041526656452e-06
1983,1.0061561496854665e-05,4.729540108883157e-06
1984,1.0698011166709875e-05,4.9024819048781865e-06
1985,1.0190956658107098e-05,4.6843152574638225e-06
1986,1.1076610263671682e-05,4.696679468452203e-06
1987,1.0793535906827856e-05,4.258017270331038e-06
1988,1.056892578787938e-05,4.9129766068745084e-06
1989,1.0576160576647453e-05,4.945346972817788e-06
1990,9.99173622062699e-06,4.890709206506472e-06
1991,9.949251108309909e-06,4.467022648668717e-06
1992,9.992834804961603e-06,4.645434032113371e-06
1993,1.0580439905538697e-05,4.7703652370501e-06
1994,1.0117836637846267e-05,4.460477910583904e-06
1995,1.045665447918509e-05,4.7451867288828e-06
1996,9.494330640791304e-06,4.189868619164372e-06
1997,9.994957736125798e-06,4.521585637462522e-06
1998,1.0455076932203156e-05,4.838220760916556e-06
1999,1.004256037617779e-05,4.695881784755329e-06
2000,1.0408440630271798e-05,4.767497983948488e-06
2001,9.863421922773341e-06,4.578366358032326e-06
2002,1.1255357861728044e-05,5.171593869590652e-06
2003,1.1734471456747997e-05,5.628679616620502e-06
2004,1.1697363362372926e-05,5.340809451581663e-06
2005,1.2009698963311166e-05,5.761196291587112e-06
2006,1.3022827204167697e-05,6.404554142136476e-06
2007,2.0383430154424786e-05,9.342687576463504e-06
2008,2.2352835571837204e-05,1.0346004188477309e-05
2009,2.4871368111689662e-05,1.1598151019143188e-05
2010,3.40325672993913e-05,1.5155817720824416e-05
2011,4.048668643008568e-05,2.0516373581358494e-05
2012,5.103144911799973e-05,2.406942775223797e-05
2013,5.7959690764164407e-05,2.233363943560107e-05
2014,5.990400916289218e-05,2.393141778611607e-05
2015,6.080620511283996e-05,2.421697314503035e-05
2016,6.210975544718167e-05,2.5729149797371065e-05
2017,5.494396981475802e-05,2.5693951215544075e-05
2018,6.407226038618319e-05,2.7441765041658073e-05
2019,6.030356615838173e-05,2.9520795294502022e-05
