year,aucun_DET air_NOUN,aucun_DET ver_NOUN
1858,4.7468656561022726e-08,2.2021541812300427e-08
1859,4.1755821911237945e-08,2.953460587207246e-08
1860,4.21100927461282e-08,3.158256978164076e-08
1861,4.291527133659656e-08,1.6977469097234632e-08
1862,4.066187744844463e-08,6.325180879063197e-09
1863,4.844782353075061e-08,1.1987090431375691e-08
1864,3.9796240969280916e-08,1.8699438886216058e-08
1865,3.153585836912498e-08,9.884373097790444e-09
1866,5.93604774223877e-08,2.8220554559865718e-08
1867,3.105799351033056e-08,1.6014277903764196e-08
1868,4.1494942593089945e-08,2.2229432738996024e-08
1869,4.639343076373592e-08,1.8557373415717393e-08
1870,6.594156332084822e-08,2.6376625328339287e-08
1871,2.8677177965619194e-08,3.82362392858937e-08
1872,3.2655632531408685e-08,1.572308139241585e-08
1873,2.573981916498269e-08,8.979006871356887e-09
1874,2.449589792119511e-08,2.987304514867617e-09
1875,2.9751941965638906e-08,1.2015206607429718e-08
1876,2.6602464231473277e-08,9.673623679873344e-09
1877,4.020130428550317e-08,1.7317484335421796e-08
1878,3.32149880932775e-08,1.2078177569208037e-08
1879,2.9324762063076548e-08,7.331190321480108e-09
1880,5.455169227452927e-08,6.417846476480804e-09
1881,2.5101027034679646e-08,9.064260064750584e-09
1882,4.059785041476971e-08,1.0648615988984034e-08
1883,4.170763850952497e-08,6.319338941018771e-10
1884,1.9805090900604227e-08,3.300848483434038e-09
1885,4.060750324885731e-08,4.511945039809007e-09
1886,3.7430090527035276e-08,3.872078324640427e-09
1887,3.0685946228459215e-08,9.79338704576449e-09
1888,4.9456794215529953e-08,1.3315290647852862e-08
1889,2.8819629349641218e-08,1.7542382824142777e-08
1890,1.5730527991308918e-08,6.554386478008212e-09
1891,2.7409146396983886e-08,2.103492624527803e-08
1892,2.6954603882245465e-08,1.0656470816883257e-08
1893,1.9091091429945806e-08,8.00594157635004e-09
1894,2.457600345451283e-08,1.1342770500633037e-08
1895,2.768562623600701e-08,1.0833505648122355e-08
1896,2.063960063969361e-08,7.076434771491336e-09
1897,3.3212266714599536e-08,4.661370844871726e-09
1898,1.7540900287826844e-08,6.7900258748920805e-09
1899,3.0954439012020885e-08,1.6582735185011188e-09
1900,3.166542394961169e-08,3.633737311048435e-09
1901,2.0119459875900247e-08,2.235495566438317e-09
1902,2.6024503885224703e-08,5.4013122863239005e-09
1903,4.266173991851474e-08,1.1340462569009446e-08
1904,1.4511488011237361e-08,1.1824175416563776e-08
1905,1.90948084011211e-08,3.6125313851442797e-09
1906,2.7264178470431943e-08,8.7451136887573e-09
1907,4.1142747875255736e-08,1.337139288182243e-08
1908,3.487086375209003e-08,2.9468334439286537e-09
1909,4.510806483892793e-08,1.6502950117569526e-09
1910,2.7255168677520203e-08,1.0153886287334046e-08
1911,2.234557128222292e-08,7.980561322895596e-09
1912,3.021464278774033e-08,3.646594803896619e-09
1913,2.3333154297588976e-08,5.833288629908395e-09
1914,3.750176436057018e-08,2.0090231700464756e-09
1915,2.1205371236732162e-08,1.1780761921542648e-09
1916,2.307367052978293e-08,0.0
1917,3.180262986290927e-08,8.773139548168274e-09
1918,1.8378202071289707e-08,2.2972752589112133e-09
1919,4.1435319175775476e-08,2.762354511798293e-09
1920,2.3473917476479755e-08,0.0
1921,1.438822039290244e-08,3.0290990271630847e-09
1922,3.098732870299159e-08,8.853522415197546e-09
1923,3.503262746562541e-08,5.307974060286824e-09
1924,3.738571141553848e-08,6.445812106292692e-09
1925,3.739380360912037e-08,9.898360353588487e-09
1926,3.1209186346359274e-08,8.916910987366578e-09
1927,4.1252131488533905e-08,1.672383709294678e-08
1928,2.51372912485337e-08,6.8556245125250825e-09
1929,4.4561623724348465e-08,8.912325100141061e-09
1930,1.9956847396862543e-08,9.453243188239924e-09
1931,2.3951248095954725e-08,6.843213995466613e-09
1932,1.2055489939655217e-08,4.38381475564853e-09
1933,5.5059177661576086e-08,1.1470662197865522e-09
1934,1.677421224144382e-08,1.3179738189705859e-08
1935,2.154291056655211e-08,4.787313656606784e-09
1936,1.6974600836050513e-08,9.699771652549316e-09
1937,1.8886676889096066e-08,7.554670777842887e-09
1938,4.926781471681352e-08,1.2965214235549638e-08
1939,1.6823455517567254e-08,7.647025235257843e-09
1940,2.282204625281281e-08,2.5357829169792012e-09
1941,4.132103814669108e-08,2.066051774107791e-08
1942,4.8547388331598995e-08,6.068423541449874e-09
1943,2.9032351633873077e-08,8.709705623388686e-09
1944,2.5705489292704442e-08,9.639558484764166e-09
1945,5.8819609183302646e-08,1.9606536838523425e-08
1946,4.315542412314244e-08,4.1763312808029696e-09
1947,2.9802176726434482e-08,3.5762612871081956e-09
1948,2.174377655705939e-08,4.348755133776194e-09
1949,2.84693233432165e-08,6.871905600114303e-09
1950,3.296962081122956e-08,9.571825554388624e-09
1951,2.3455083209000804e-08,5.330700769690111e-09
1952,1.4762725264461096e-08,3.163441175679793e-09
1953,2.3702419582605216e-08,2.1547654771580937e-09
1954,5.570345562588841e-08,6.840775057526116e-09
1955,2.5341141629553476e-08,2.815682353940474e-09
1956,2.6163424537983815e-08,1.4825940475304833e-08
1957,2.297109880089465e-08,7.068030272172621e-09
1958,3.887954358461343e-08,6.617794756635931e-09
1959,2.325224335297804e-08,3.100299128533379e-09
1960,2.6991249346686175e-08,1.3841666701708277e-09
1961,2.223410922042035e-08,1.3896318540318475e-09
1962,1.52206956482992e-08,0.0
1963,2.5864213659687607e-08,1.939815863494232e-09
1964,3.528701553179303e-08,1.2167936658258327e-09
1965,2.8454626210816514e-08,3.283225968875314e-09
1966,2.6033652122947615e-08,5.539074865446025e-09
1967,3.056808051127291e-08,2.4651677366094304e-09
1968,3.323647657094142e-08,8.982831700699023e-10
1969,3.042977803069391e-08,1.3625273131978588e-09
1970,4.8286611376013866e-08,1.3796175313274261e-09
1971,2.4664308040378558e-08,5.138397374260251e-09
1972,2.8728821543921867e-08,3.0780880067027283e-09
1973,2.095017381797959e-08,1.102640756478479e-09
1974,2.0252058918757143e-08,3.937900283634832e-09
1975,1.770558810676448e-08,0.0
1976,2.171140245366132e-08,1.142705374768127e-09
1977,1.3516598340590491e-08,4.7014254711541525e-09
1978,2.1386128867817433e-08,2.3762365408686037e-09
1979,2.808947208166046e-08,1.7555920051037788e-09
1980,1.9898027447950994e-08,0.0
1981,1.8976648807900176e-08,2.5302198114474095e-09
1982,1.551875572491923e-08,4.345251602977385e-09
1983,2.3998201648112172e-08,6.315316047889041e-10
1984,1.8556828074167697e-08,5.799008384599347e-09
1985,2.2257564680217e-08,6.015558051686298e-10
1986,2.1580147446798037e-08,0.0
1987,1.588812426067676e-08,1.8332451112712533e-09
1988,2.338656018840979e-08,2.3986214681137596e-09
1989,1.5915554429923873e-08,5.488122178931576e-10
1990,2.3429199136337786e-08,3.2691906959314565e-09
1991,1.817054151587172e-08,1.7584396161396398e-09
1992,1.983579878128694e-08,1.65298330578878e-09
1993,1.1078414630105726e-08,0.0
1994,2.0572214098901753e-08,0.0
1995,2.168980317573954e-08,1.626735190995987e-09
1996,2.1886178869223727e-08,5.338092190498855e-10
1997,1.678213046307775e-08,0.0
1998,2.0026142522056034e-08,2.3840645013706308e-09
1999,1.7823784143056187e-08,1.3710603763428253e-09
2000,2.4740975823611677e-08,1.7672125984802278e-09
2001,1.1829271784336015e-08,5.257454027685071e-09
2002,1.796300858059041e-08,4.81934359086722e-09
2003,2.20846910758965e-08,2.0834614589126943e-09
2004,1.6297727084557678e-08,8.809582507929292e-10
2005,1.5312748624651817e-08,0.0
2006,2.2648394715218956e-08,2.0589450144825605e-09
2007,1.6776813938079727e-08,2.7961356841021967e-09
2008,2.1712941888907267e-08,2.1287198670449925e-09
2009,2.0980047699126203e-08,3.337734755248789e-09
2010,2.2201827765133686e-08,3.3066551718974324e-09
2011,2.8297391874154698e-08,4.5887662558641296e-09
2012,2.8255296991019918e-08,2.3829768713845567e-09
2013,3.821101235423896e-08,4.462600067256517e-09
2014,3.29147678002073e-08,4.114345752981308e-09
2015,4.233658934538198e-08,2.4382329072425435e-09
2016,3.417711114117594e-08,4.142680115615249e-09
2017,2.943265298149811e-08,4.024978184080652e-09
2018,4.3884933464966025e-08,3.355906774693551e-09
2019,4.311169421455929e-08,7.142765656720229e-09
