year,mon_DET air_NOUN,mon_DET ver_NOUN
2004,2.2552531930841724e-07,5.726228824443069e-09
2005,1.639364910488439e-07,5.854874363109275e-09
2006,2.3430793127943161e-07,4.941467846020231e-09
2007,2.1050906262587432e-07,3.595031605740928e-09
2008,2.7375337552371093e-07,1.2772318758180745e-09
2009,2.9372066379096395e-07,3.337734755248789e-09
2010,4.3364418722546816e-07,4.2514138876015295e-09
2011,4.5925904501586956e-07,5.353560705856353e-09
2012,6.243399468530697e-07,6.8085052318256345e-09
2013,6.417776852174484e-07,6.972812771621761e-09
2014,7.503267838160355e-07,1.0177592726923201e-08
2015,7.671567487932407e-07,7.979671590163662e-09
2016,8.167293721328406e-07,9.528164035543796e-09
2017,9.737931421227586e-07,5.282783821503045e-09
2018,1.1670810451391844e-06,7.744400343234759e-09
2019,1.0614659586849484e-06,9.693753799666638e-09
