year,un_DET if_NOUN,un_DET vif_ADJ
1846,2.8101605487051984e-08,4.8030329864445775e-06
1847,2.0494249852731627e-08,4.592330071773176e-06
1848,4.8271330266302925e-09,4.3436153518428e-06
1849,1.2569122409544775e-08,4.162055567746847e-06
1850,3.1229382635444836e-08,4.1589390065155385e-06
1851,6.191461299209777e-08,4.3540163190414205e-06
1852,4.296960076644041e-08,4.485765916939499e-06
1853,1.074947708623597e-08,4.8993729322432955e-06
1854,1.3508727914057772e-08,4.901070127516505e-06
1855,4.086341576226005e-08,4.949780347374144e-06
1856,1.760244289217283e-08,4.944215696411902e-06
1857,2.9289055181180856e-08,5.02404912339216e-06
1858,1.223419043849816e-08,5.383532922564882e-06
1859,2.4442431856286362e-08,5.672171816684113e-06
1860,1.2816114725033856e-08,5.618951128383287e-06
1861,3.3011747058164786e-08,5.383743996389967e-06
1862,4.156547495082208e-08,5.062403410249772e-06
1863,1.9479020452184415e-08,4.93318695760081e-06
1864,2.0617331064620714e-08,5.156250423965503e-06
1865,3.8125440582348347e-08,4.702608237039385e-06
1866,2.919367730891409e-08,4.769273587612588e-06
1867,2.0867089389753346e-08,5.091569853732381e-06
1868,3.7049054490978506e-08,5.168096215868445e-06
1869,2.197583670593417e-08,4.8400559151673406e-06
1870,2.4656409358669862e-08,4.894584151315939e-06
1871,2.230447182505202e-08,4.8018342653222135e-06
1872,1.9351485303076288e-08,4.85601344735187e-06
1873,2.4542617882428175e-08,4.7995783987175855e-06
1874,1.7923827200228004e-08,4.400897282152982e-06
1875,2.0597497707441903e-08,4.726553392231381e-06
1876,2.3579457275602067e-08,4.409963125340255e-06
1877,3.092407918625639e-08,4.2631936523207514e-06
1878,1.6909448730118015e-08,4.610240424085532e-06
1879,1.7717043832021773e-08,4.632701198659106e-06
1880,1.7969970178555172e-08,5.0091292038700885e-06
1881,1.4642265677711208e-08,4.702259225553007e-06
1882,2.2628309004346647e-08,4.818498915426517e-06
1883,2.0221885499438486e-08,4.190353564581528e-06
1884,1.5183903023796574e-08,4.911662657036686e-06
1885,8.379326621454908e-09,4.30890740688028e-06
1886,1.4842966578054728e-08,4.419332150007449e-06
1887,1.044627923052488e-08,4.245759559040607e-06
1888,1.4583413587843097e-08,4.2570887046622374e-06
1889,1.879540989513373e-08,4.317305641876601e-06
1890,3.277193239004106e-09,4.322617840557541e-06
1891,1.7210393998823292e-08,4.020220622180659e-06
1892,2.6954603438156255e-08,3.9378796685696216e-06
1893,3.818218330398082e-08,3.991269867498204e-06
1894,3.5918773955145866e-08,4.031724994746355e-06
1895,1.083350631425617e-08,4.052333299142674e-06
1896,1.592197795829975e-08,4.0146972786203605e-06
1897,2.21415115131407e-08,3.954008004569687e-06
1898,1.4145887350380804e-08,3.838627911534331e-06
1899,1.9899282222013426e-08,3.759858898888524e-06
1900,1.9206896628709558e-08,3.829959059231669e-06
1901,7.824234427022958e-09,3.7316010406129863e-06
1902,1.5712907974752e-08,3.4391628567220778e-06
1903,2.4300990775216746e-08,3.6446086504327013e-06
1904,1.827372564378038e-08,3.784273602036592e-06
1905,1.1869745852877145e-08,3.748259313596236e-06
1906,2.2634411678268407e-08,3.7074138568016224e-06
1907,1.2342824262656649e-08,3.6107903760296267e-06
1908,2.7994917939366815e-08,3.846108768357226e-06
1909,1.7603148050326922e-08,4.132338986551076e-06
1910,1.8170112192628096e-08,3.899092334336274e-06
1911,1.8621310271527136e-08,3.6386039354852073e-06
1912,2.8130875462384353e-08,3.7778723296355565e-06
1913,2.439375268448174e-08,4.0737564894755e-06
1914,1.2054138687211946e-08,3.975856571969416e-06
1915,8.246533123035249e-09,3.6272965289185777e-06
1916,2.197492365851872e-08,4.241160468154703e-06
1917,2.5222776534050695e-08,4.499524045797898e-06
1918,1.4932289182922887e-08,4.586510023329993e-06
1919,3.314825275380073e-08,3.819415592687392e-06
1920,1.8930578882248028e-08,3.722509191561585e-06
1921,3.180553953541221e-08,3.5940259266453722e-06
1922,2.6560567523148393e-08,3.8025879973702104e-06
1923,3.715581797791856e-08,3.869513136578462e-06
1924,1.9337436318878076e-08,3.9641746916174725e-06
1925,2.749544503188872e-08,4.146313241193411e-06
1926,2.786534636367577e-08,3.8130939685743215e-06
1927,3.344767540713889e-08,4.413977983119821e-06
1928,3.427812411693765e-08,4.237918851401901e-06
1929,1.6710609784809094e-08,3.983809115482018e-06
1930,2.2057566884114976e-08,4.053340571630315e-06
1931,1.8248570654577634e-08,4.019247612063737e-06
1932,2.7398841417891617e-08,4.190926581770782e-06
1933,1.2617728861741284e-08,3.964261061639718e-06
1934,3.354842448288764e-08,3.907193118379837e-06
1935,2.154291145473053e-08,3.7017902627667354e-06
1936,2.5461901476120374e-08,3.5161672826689028e-06
1937,2.770046048095054e-08,3.4474480870017032e-06
1938,2.0744343798284604e-08,3.5848817532269095e-06
1939,1.3764645423464117e-08,3.415161394570987e-06
1940,1.0143131667916805e-08,3.1342276383128365e-06
1941,1.1806010835613279e-08,2.907230090443136e-06
1942,3.6410540360520827e-08,2.9795960188039317e-06
1943,3.193558839598154e-08,3.3358172863984237e-06
1944,2.2492303131116387e-08,3.463814579163227e-06
1945,1.089252021913012e-08,3.156652248037517e-06
1946,2.0881657292193267e-08,3.2728515009239345e-06
1947,2.026548062694644e-08,3.7431534494203333e-06
1948,1.3046265401328583e-08,3.3202744305071974e-06
1949,2.2579119796084512e-08,3.2180154221350676e-06
1950,1.595304199852876e-08,3.050221693001731e-06
1951,1.5992102531114938e-08,3.1579072512499806e-06
1952,8.435843024123812e-09,3.0843550469228376e-06
1953,1.8315506888910704e-08,3.287094770598742e-06
1954,2.931760900715119e-08,3.1145071588412065e-06
1955,2.0648337262230143e-08,3.1591954900989094e-06
1956,2.8779766569897447e-08,2.926815149351114e-06
1957,1.1485549400447326e-08,2.8528337701061446e-06
1958,9.926692356998501e-09,2.7935365736198037e-06
1959,2.1702094787912074e-08,2.911180775555522e-06
1960,1.4533749814749086e-08,2.9877237963660264e-06
1961,2.0844477421899654e-08,2.9258697615830442e-06
1962,1.3318108060822453e-08,3.1234135811075703e-06
1963,9.69907976156037e-09,2.8508828151529997e-06
1964,1.764350837651918e-08,2.803492701985988e-06
1965,1.915215241954371e-08,2.9784333008819885e-06
1966,1.3293779854706145e-08,2.8974899670686227e-06
1967,2.1200442734681246e-08,2.746689983013084e-06
1968,2.470278706590001e-08,3.12602531948869e-06
1969,1.407944941189676e-08,2.7414050087770647e-06
1970,1.1496812585276572e-08,2.7031305371849612e-06
1971,1.9525910222029097e-08,2.58512777762121e-06
1972,2.4111690311023892e-08,2.879038433434289e-06
1973,1.984753356110147e-08,2.4803903677650396e-06
1974,2.08146151980948e-08,2.3019838728544073e-06
1975,1.2565256390928425e-08,2.1806430936521792e-06
1976,1.7140580732544208e-08,2.1865667996223692e-06
1977,3.5260689701388515e-08,2.2220112008142223e-06
1978,2.019801104147234e-08,2.3019790624800862e-06
1979,1.697072249395859e-08,2.353663662191252e-06
1980,1.876099753328475e-08,2.231990208656498e-06
1981,2.0241757991978915e-08,2.305662853530066e-06
1982,1.6760255960868164e-08,2.2676005961841383e-06
1983,2.0209010909155722e-08,2.1541542949421455e-06
1984,2.2036231783761906e-08,2.1902855245059527e-06
1985,1.0226448909911312e-08,2.1120625248727265e-06
1986,2.0980698400840936e-08,2.1178517322084645e-06
1987,2.9331921447273146e-08,2.1137315506791765e-06
1988,2.4585870672666488e-08,2.191740488655114e-06
1989,2.744061089465788e-08,2.142014089656641e-06
1990,1.5256222729576052e-08,2.079205142280216e-06
1991,1.6998248975053087e-08,2.0497543751218927e-06
1992,1.6529832502776287e-08,2.1389602942178954e-06
1993,1.5509781237099673e-08,2.1298252477208734e-06
1994,2.162719903164856e-08,2.190149583469747e-06
1995,1.8436332627214114e-08,2.2551972378437313e-06
1996,1.921713188579588e-08,2.0631725838882176e-06
1997,2.109753616252874e-08,1.99563512026657e-06
1998,1.6211639697338853e-08,2.0941623475323468e-06
1999,2.467908624681492e-08,2.0689300583853765e-06
2000,1.634671664696441e-08,2.0221329251057796e-06
2001,1.2705513779964761e-08,2.1226970225995956e-06
2002,1.8839252380331573e-08,2.0197431709334523e-06
2003,3.0001844841809344e-08,2.023457692956754e-06
2004,1.6297727806202644e-08,2.1028474357365212e-06
2005,1.4862373332036327e-08,2.0091226282659136e-06
2006,2.2648393716018234e-08,2.12647838537805e-06
2007,1.9972397347078896e-08,2.089911546931944e-06
2008,1.873273400287978e-08,2.1274425883177628e-06
2009,2.9085974073694842e-08,2.054614043345282e-06
2010,2.6925619733830786e-08,1.8999095097171903e-06
2011,4.244608886594392e-08,1.8309178138053994e-06
2012,3.131912360010425e-08,2.0806792946359565e-06
2013,2.705451368489875e-08,2.110530836318958e-06
2014,3.053277713993552e-08,2.0586887359286266e-06
2015,2.5490616742396277e-08,2.276644636367564e-06
2016,3.314144159105581e-08,2.5421556841820347e-06
2017,2.3143625071941898e-08,1.7340109117469638e-06
2018,3.278462706868268e-08,2.0982162354243883e-06
2019,3.1122050769827325e-08,2.039259690889139e-06
