year,un_DET air_NOUN,un_DET vert_ADJ
1867,2.1764374352528648e-05,1.5286356358501507e-07
1868,1.992794636862527e-05,1.2349684652690485e-07
1869,2.50837080244537e-05,1.250180901024578e-07
1870,2.09889112881001e-05,6.536815533308982e-08
1871,2.01069500462836e-05,2.8677177965619194e-08
1872,2.1711157586423724e-05,6.349706183073067e-08
1873,1.8843342772356664e-05,9.098727105083526e-08
1874,2.2388652652693963e-05,1.0037343400881582e-07
1875,2.1245746324893844e-05,5.89317288302027e-08
1876,2.011146435165756e-05,5.74371412653818e-08
1877,2.215895831625403e-05,7.545475710912797e-08
1878,1.896938061918263e-05,1.0024886876180972e-07
1879,2.147794315021656e-05,3.726688291294522e-08
1880,1.945505873379716e-05,8.856628141984402e-08
1881,2.04810446433612e-05,3.486253774553916e-08
1882,2.0781439602046703e-05,5.790185042542362e-08
1883,1.929357392782549e-05,4.423537092179686e-08
1884,2.0509492458131717e-05,3.1688145440966764e-08
1885,1.8393266913108164e-05,4.834226885463977e-08
1886,1.7636026484524336e-05,2.0005737511041843e-08
1887,1.7835063403026652e-05,6.790081386043312e-08
1888,1.7643394585320493e-05,3.297119732792453e-08
1889,1.7111341108488887e-05,3.132568338060082e-08
1890,1.6275197523896168e-05,3.604912635069013e-08
1891,1.6628427616183217e-05,1.4788190583203686e-07
1892,1.5423674184944502e-05,1.6924984080901595e-08
1893,1.481714993190053e-05,3.0176241949675386e-08
1894,1.569272407664357e-05,2.7726773765834878e-08
1895,1.5525617072853493e-05,2.768562623600701e-08
1896,1.4793286666758831e-05,2.5946928161602045e-08
1897,1.3938081778519518e-05,2.3889525024856084e-08
1898,1.3961990276811775e-05,2.4330926606808134e-08
1899,1.5758573226776207e-05,1.713549302451156e-08
1900,1.5428328921984757e-05,3.633737222230593e-08
1901,1.3971288638003898e-05,3.7444550571308355e-08
1902,1.1476806619725721e-05,1.3748794991386148e-08
1903,1.3185177763830325e-05,3.186130115295782e-08
1904,1.2110643297091883e-05,2.3110889202371254e-08
1905,1.2142749923782503e-05,2.2707340008309984e-08
1906,1.3283313492706839e-05,2.5206503551089554e-08
1907,1.2883337106472936e-05,3.857132568896304e-08
1908,1.3774972487112791e-05,1.7189861978295085e-08
1909,1.504739084623452e-05,1.6502950117569526e-08
1910,1.671062418040492e-05,2.2979847358328698e-08
1911,1.3323812723342598e-05,1.8621308939259507e-08
1912,1.3645037213905198e-05,1.1981668990301841e-08
1913,1.4613448968248122e-05,3.712092677687906e-08
1914,1.374104839158008e-05,2.343860217024485e-08
1915,1.1356654525229715e-05,2.709575319670421e-08
1916,1.1479700447125651e-05,1.3184954461564757e-08
1917,1.2827426701278455e-05,3.3995917192441993e-08
1918,1.3087577485748625e-05,3.44591288836682e-09
1919,1.4362401714151929e-05,1.5653341733923298e-08
1920,1.5164908489850859e-05,2.8774479687854182e-08
1921,1.5552909076177457e-05,2.877644078580488e-08
1922,1.7338148865064795e-05,3.24629176873259e-08
1923,1.7457926446695637e-05,2.5478275489376756e-08
1924,1.6222821102473972e-05,2.707241186783449e-08
1925,1.7909432244778145e-05,1.4297631523163545e-08
1926,1.7172856075831078e-05,2.7865345586519652e-08
1927,2.3597334376290746e-05,6.801027296887696e-08
1928,1.667287932605177e-05,4.570416578530967e-08
1929,1.805191473636114e-05,6.238627747734427e-08
1930,1.5514872444555294e-05,3.151081173768944e-08
1931,1.3473148243292599e-05,1.596749932275543e-08
1932,1.473728892165127e-05,2.301502632917618e-08
1933,1.3357585928019944e-05,3.326492148403304e-08
1934,1.349245724213688e-05,6.589868917217245e-08
1935,1.4838278360684853e-05,4.906996409204112e-08
1936,1.2701850693019878e-05,2.9099314957647948e-08
1937,1.310609464155732e-05,2.392312481447334e-08
1938,1.3181733834244369e-05,1.5558256905023882e-08
1939,1.3350176260473745e-05,2.9058696782158222e-08
1940,1.0624929984714981e-05,2.028626333583361e-08
1941,1.530058963794545e-05,1.4757512545315876e-08
1942,1.3041042009831472e-05,2.730790527039062e-08
1943,1.6551344515391975e-05,3.193558839598154e-08
1944,1.5567886464395997e-05,1.6065930807940276e-08
1945,1.981567294251363e-05,3.0499055725385915e-08
1946,1.7207877675673444e-05,3.201854070766785e-08
1947,1.791945305740228e-05,2.1457568166738383e-08
1948,1.6742707515504662e-05,3.696441908118686e-08
1949,1.641305571808971e-05,2.0615717133409817e-08
1950,1.552550067174252e-05,3.828730044119766e-08
1951,1.6365251013894522e-05,2.5587365115598004e-08
1952,1.5768699569207456e-05,4.428817490520487e-08
1953,1.4376594833720446e-05,3.016671712430252e-08
1954,1.75143399587796e-05,2.443134050622575e-08
1955,1.3482425316624358e-05,2.3464020060259827e-08
1956,1.605649313773938e-05,2.3547082506070183e-08
1957,1.4166099816748101e-05,2.03205861026845e-08
1958,1.3793965564445898e-05,2.3162280982091943e-08
1959,1.3715722985807588e-05,1.8601795659378695e-08
1960,1.7021790455373775e-05,2.145458388724819e-08
1961,1.5989798640703157e-05,1.876002997391879e-08
1962,1.557901660476091e-05,1.585489073363533e-08
1963,1.532713233132199e-05,1.3578711488548834e-08
1964,1.3951147934676555e-05,1.0951143103454797e-08
1965,1.343113055440881e-05,1.1491291473930687e-08
1966,1.70730893671589e-05,1.9386762417639147e-08
1967,1.518641997222403e-05,9.367637332502454e-09
1968,1.543564914641138e-05,2.3355362088750553e-08
1969,1.3014861082183415e-05,1.1808570121729645e-08
1970,1.1234225553380384e-05,8.277704743875347e-09
1971,1.257520048625338e-05,9.762954888969944e-09
1972,1.3318886857405232e-05,8.721249500354133e-09
1973,1.0676870488168788e-05,7.1671650836435674e-09
1974,8.631877491893647e-06,1.2376257352286757e-08
1975,8.27307945883149e-06,1.0851811893530794e-08
1976,9.147928338393285e-06,6.8562320265641574e-09
1977,9.010869234771235e-06,5.876781727920388e-09
1978,1.1328707415714234e-05,3.5643548113029055e-09
1979,1.2395064800330147e-05,7.607565244427406e-09
1980,1.0682967086950157e-05,6.253665585376211e-09
1981,1.0616802768481648e-05,5.060439622894819e-09
1982,1.0022632991990577e-05,6.828252629986764e-09
1983,1.0061561496854665e-05,1.0736036948344463e-08
1984,1.0698011166709875e-05,9.278413592994639e-09
1985,1.0190956658107098e-05,9.02333674446254e-09
1986,1.1076610263671682e-05,5.395036861699509e-09
1987,1.0793535906827856e-05,6.110816741511371e-09
1988,1.056892578787938e-05,6.596209356501959e-09
1989,1.0576160576647453e-05,5.488121956886971e-09
1990,9.99173622062699e-06,2.7243254763220648e-08
1991,9.949251108309909e-06,8.7921980806982e-09
1992,9.992834804961603e-06,6.61193322315512e-09
1993,1.0580439905538697e-05,8.862731881720265e-09
1994,1.0117836637846267e-05,7.912389854425328e-09
1995,1.045665447918509e-05,5.4224509327127635e-09
1996,9.494330640791304e-06,3.2028553142993132e-09
1997,9.994957736125798e-06,5.274384040632185e-09
1998,1.0455076932203156e-05,1.3350762273489636e-08
1999,1.004256037617779e-05,1.0968483010742602e-08
2000,1.0408440630271798e-05,8.394259509714175e-09
2001,9.863421922773341e-06,8.324302136486494e-09
2002,1.1255357861728044e-05,1.1391176002462089e-08
2003,1.1734471456747997e-05,6.250384210204629e-09
2004,1.1697363362372926e-05,8.80958239690699e-09
2005,1.2009698963311166e-05,3.602999676388663e-09
2006,1.3022827204167697e-05,9.882935358973555e-09
2007,2.0383430154424786e-05,8.38840730210677e-09
2008,2.2352835571837204e-05,7.2376473703172906e-09
2009,2.4871368111689662e-05,3.814554005998616e-09
2010,3.40325672993913e-05,1.1337103700270745e-08
2011,4.048668643008568e-05,1.1089518636708817e-08
2012,5.103144911799973e-05,1.2595735121578855e-08
2013,5.7959690764164407e-05,1.0877587719448911e-08
2014,5.990400916289218e-05,1.2992670939127038e-08
2015,6.080620511283996e-05,2.7042219130635203e-08
2016,6.210975544718167e-05,1.5742184444889062e-08
2017,5.494396981475802e-05,1.0062445099379147e-08
2018,6.407226038618319e-05,1.1874746519424662e-08
2019,6.030356615838173e-05,1.224474122096808e-08
