year,son_DET air_NOUN,son_DET vert_NOUN
1865,2.1660896720732126e-06,3.153585798054692e-08
1866,2.137950218639162e-06,3.989802677129006e-08
1867,2.274512837630027e-06,5.338092812223749e-08
1868,2.023866386480222e-06,3.309715734811647e-08
1869,2.680563682133652e-06,3.320793029448765e-08
1870,2.18409924457319e-06,2.752343464251794e-08
1871,1.8183455026132833e-06,3.7174120448568715e-08
1872,2.324597190295208e-06,3.386509872527199e-08
1873,1.9173172347564105e-06,5.4472640065306166e-08
1874,2.140702434871855e-06,4.540702919220152e-08
1875,2.025420656082133e-06,3.3184858194701405e-08
1876,2.0943396350503463e-06,2.841627000371716e-08
1877,2.3663106958338176e-06,6.30851222371831e-08
1878,1.957268594310335e-06,5.737134312067127e-08
1879,2.1663667695293043e-06,4.1543410600475283e-08
1880,2.0954267370143498e-06,4.813384668622689e-08
1881,2.084779836764028e-06,5.438555783499055e-08
1882,2.3786346616816445e-06,4.0597848416368265e-08
1883,2.396925211201051e-06,3.9179900490626807e-08
1884,2.157434650484902e-06,3.762967271114803e-08
1885,1.948515688354746e-06,3.996293979069421e-08
1886,2.0980211843379948e-06,3.0976626153034204e-08
1887,1.9488839910764e-06,3.4603302168090266e-08
1888,2.1298123726865015e-06,2.5362458133670884e-08
1889,1.9992051534245547e-06,4.698852451578972e-08
1890,1.9145362699646284e-06,2.1629475654982855e-08
1891,2.028276767873649e-06,3.187110075852928e-08
1892,2.09305632381529e-06,2.1312942077855723e-08
1893,2.0390516652923907e-06,3.263960768329355e-08
1894,2.2338957421652594e-06,4.2850466508426166e-08
1895,2.025263782456932e-06,3.972285456121938e-08
1896,2.1264687148914163e-06,1.9460195621601173e-08
1897,1.76607687762953e-06,3.554295302521382e-08
1898,2.0652996397529932e-06,2.7725938989142662e-08
1899,1.971687261459465e-06,3.2612710754165164e-08
1900,1.78520316040931e-06,3.685647753659538e-08
1901,1.8141046993491727e-06,3.465018194592773e-08
1902,1.4102335725851844e-06,2.2096276863781128e-08
1903,1.7631719160249304e-06,3.996163022712551e-08
1904,1.7343915459377968e-06,2.418581246388385e-08
1905,1.5234560208909897e-06,2.322341507987602e-08
1906,2.2264030548058145e-06,2.674975946304059e-08
1907,1.7902237487987804e-06,4.4228451567818183e-08
1908,1.8741860472459848e-06,4.5675919047027946e-08
1909,2.0535172211566532e-06,2.4204327320198615e-08
1910,2.053757199860229e-06,1.7101282168141552e-08
1911,1.769024429165711e-06,3.0326132494096214e-08
1912,1.8456979020697872e-06,2.344239469209697e-08
1913,2.1302108592635705e-06,4.9848101646432497e-08
1914,1.8221840178966886e-06,3.0135347217630226e-08
1915,1.4737732669800607e-06,3.2986133380319416e-08
1916,1.5470346852453076e-06,1.3184954461564757e-08
1917,1.4530512828514475e-06,1.5352994098272177e-08
1918,1.8320770394097963e-06,4.9391419842947926e-08
1919,1.949301491777078e-06,2.7623544618382567e-08
1920,2.0384448760069063e-06,3.407504323149624e-08
1921,2.056000909078648e-06,3.0290988883852066e-08
1922,2.298226874586362e-06,3.17251235837368e-08
1923,2.239965013473011e-06,3.078624910557437e-08
1924,2.1206722067290684e-06,2.9650736754760487e-08
1925,2.283221647303435e-06,3.8493624288094e-08
1926,2.3562936775078924e-06,3.789686964239536e-08
1927,4.604630063909099e-06,3.567751805100272e-08
1928,2.616563548940576e-06,2.627989537096198e-08
1929,2.3773627617629245e-06,3.453526020713582e-08
1930,1.8517853561661468e-06,1.8906486376479847e-08
1931,1.9411916838407706e-06,3.193499864551086e-08
1932,1.8894240767508563e-06,2.6302887201623548e-08
1933,1.8020409910946e-06,2.7529589274877253e-08
1934,1.7145641493243602e-06,2.7557634396657704e-08
1935,1.8550840223952036e-06,3.11175387679441e-08
1936,1.5992498845207592e-06,1.091224310911798e-08
1937,1.7589791880823213e-06,3.021868411057227e-08
1938,1.799571819560697e-06,3.3709557811789637e-08
1939,1.6777573108583965e-06,7.647025235257843e-09
1940,1.272963032761254e-06,2.028626333583361e-08
1941,1.9509432434006158e-06,4.427253985639368e-08
1942,1.7507402105820802e-06,1.2136847082899749e-08
1943,1.8929093386077511e-06,7.83873519427658e-08
1944,2.2170985118918907e-06,7.069009555493722e-08
1945,2.3484274151996942e-06,2.832055301382752e-08
1946,2.1675160155609774e-06,3.062642850437669e-08
1947,2.2852309768950363e-06,3.5762614203349585e-08
1948,2.0482636529095544e-06,4.1313172438606216e-08
1949,1.985980752294836e-06,3.337782872314676e-08
1950,1.879268346272056e-06,3.935083814354812e-08
1951,2.217571534401941e-06,4.157946797977985e-08
1952,1.9212633191045825e-06,1.7926167217297007e-08
1953,1.8444792431182577e-06,3.9863160883335524e-08
1954,2.0600505052925655e-06,2.834035384147171e-08
1955,1.846149096706995e-06,2.4402580844906652e-08
1956,2.1384238095834007e-06,3.1396108823855684e-08
1957,1.81560027812111e-06,3.622365352118351e-08
1958,1.756197264057846e-06,2.4816730004317833e-08
1959,1.8268512178565288e-06,2.945284116595559e-08
1960,2.234045098248316e-06,2.2838750057818658e-08
1961,1.9413157303915796e-06,1.737039845295385e-08
1962,1.8271176571715841e-06,3.6149150173248046e-08
1963,1.724496435429046e-06,3.944292514823644e-08
1964,1.8915057111712485e-06,3.1636636366183524e-08
1965,1.5693820358819721e-06,2.7360217147442967e-08
1966,3.171120255274218e-06,2.935709697560185e-08
1967,2.1688545217557476e-06,3.401931603086439e-08
1968,1.9735281000521354e-06,3.593132791301912e-08
1969,1.926613606428873e-06,2.270878815546773e-08
1970,1.566785577722385e-06,2.2993625503620052e-08
1971,1.7157108942456034e-06,2.4664308706512372e-08
1972,1.6924354042657797e-06,1.898154378121575e-08
1973,1.2316497617348432e-06,2.8117339789801576e-08
1974,1.1988093007175848e-06,1.7439271360331077e-08
1975,1.0549104061396974e-06,2.8557400444384484e-08
1976,1.1484188533472661e-06,3.428116035486539e-08
1977,1.109536434285019e-06,2.5270162518076233e-08
1978,1.4637616772006368e-06,4.217820004370765e-08
1979,1.5917367832685159e-06,2.750427485764817e-08
1980,1.3991156038173358e-06,3.2405360395060256e-08
1981,1.3543002026494833e-06,3.162774853127104e-08
1982,1.3414412549650478e-06,2.9175261206937364e-08
1983,1.4335767630768714e-06,3.03135170298674e-08
1984,1.5013632719274028e-06,2.609553906296469e-08
1985,1.3727503898053328e-06,2.8273122620880997e-08
1986,1.5094114829139471e-06,2.697518403094179e-08
1987,1.4201538078850717e-06,1.894353190978748e-08
1988,1.5171280907111395e-06,2.938311416400552e-08
1989,1.5191122599844675e-06,2.250130082259716e-08
1990,1.3567141223802537e-06,1.907027913361503e-08
1991,1.3358278820874148e-06,2.4032006440410925e-08
1992,1.3901588644671392e-06,1.7631821225272404e-08
1993,1.532144729310403e-06,2.2156830370434477e-08
1994,1.3952181134868624e-06,2.5847141205126434e-08
1995,1.3897741766299987e-06,1.5725106883301976e-08
1996,1.2960888327029352e-06,2.829188927577775e-08
1997,1.3085267411838686e-06,3.212579391398407e-08
1998,1.3531950173728546e-06,3.051602781578566e-08
1999,1.4048798817611896e-06,3.062034831247118e-08
2000,1.448230683820384e-06,2.518277919527634e-08
2001,1.293771802579613e-06,2.847787627935361e-08
2002,1.5890690079345404e-06,2.5411085458060256e-08
2003,1.6551017978372329e-06,2.1251306936420633e-08
2004,1.5623794809016545e-06,2.378587252160891e-08
2005,1.6136935201416236e-06,1.936612259445525e-08
2006,1.724984059592316e-06,2.6354495807900946e-08
2007,2.3148008665430098e-06,2.476577201648844e-08
2008,2.666434511411353e-06,2.89505889816688e-08
2009,2.8656837400831137e-06,3.0039613019283706e-08
2010,3.7332135320866655e-06,3.023227557186203e-08
2011,4.077119001522078e-06,3.097417244912748e-08
2012,5.375315225819577e-06,4.59574114874961e-08
2013,5.893978880067152e-06,4.2394699029113525e-08
2014,6.95454383503602e-06,3.767874581783737e-08
2015,6.460873919422738e-06,4.4774823071414005e-08
2016,6.559519647453271e-06,4.184106838778234e-08
2017,6.481220907517127e-06,4.5029441952948446e-08
2018,7.994285965651216e-06,3.7173119138422805e-08
2019,7.478730879029172e-06,4.5662680692171165e-08
