year,rien_PRON eu_VERB,rien_PRON vu_VERB
1872,8.061103358159016e-07,2.1758326056442456e-06
1873,8.027232070162427e-07,1.8185481849286589e-06
1874,7.468261173926294e-07,1.9226292806706624e-06
1875,7.066086027407437e-07,1.9041242467210395e-06
1876,6.584110110452457e-07,2.09071185963694e-06
1877,6.704340762553329e-07,1.9661529222503304e-06
1878,5.712977895200311e-07,1.7253676105610793e-06
1879,7.490032771784172e-07,2.020964757321053e-06
1880,7.040377454359259e-07,1.8412800955047715e-06
1881,7.404802886412654e-07,1.9111644178337883e-06
1882,6.86170210428827e-07,2.077811132039642e-06
1883,6.527877189910214e-07,1.9438286926742876e-06
1884,6.925180286998511e-07,1.9006286038347753e-06
1885,6.239375238692446e-07,1.6172100458788918e-06
1886,6.55026610729692e-07,1.737272441459936e-06
1887,6.365701779031951e-07,1.6603055428277003e-06
1888,6.911270133969083e-07,1.7018210201058537e-06
1889,6.559598091371299e-07,1.7197800161738996e-06
1890,5.997263770041172e-07,1.6326977174685453e-06
1891,6.272232440096559e-07,1.6037537307056482e-06
1892,6.11806797223835e-07,1.6523798649359378e-06
1893,6.127624487817229e-07,1.6449130271212198e-06
1894,7.001009976193018e-07,1.8293368384547648e-06
1895,6.289452016972064e-07,1.7044716287273332e-06
1896,6.292129910434596e-07,1.6665003386151511e-06
1897,6.042301947672968e-07,1.629731741559226e-06
1898,6.603299880225677e-07,1.5215316579997307e-06
1899,6.378825219144346e-07,1.5272698874468915e-06
1900,5.788024282082915e-07,1.593134243194072e-06
1901,6.717664291500114e-07,1.4150687093206216e-06
1902,6.152585569907387e-07,1.2403377240843838e-06
1903,6.507265197797096e-07,1.376516138407169e-06
1904,5.869090955457068e-07,1.3237702205515234e-06
1905,5.774889473286748e-07,1.3454098279908067e-06
1906,6.332491011562524e-07,1.4799818472965853e-06
1907,6.413125674953335e-07,1.360282112727873e-06
1908,6.812096557951008e-07,1.4375635828400846e-06
1909,6.430649932553933e-07,1.5457763993254048e-06
1910,6.509175705105008e-07,1.7277639017265756e-06
1911,5.841770871484187e-07,1.503005705671967e-06
1912,6.121069873188389e-07,1.3846641877535149e-06
1913,5.440867312245246e-07,1.3808985386276618e-06
1914,5.819470061396714e-07,1.4732836461917032e-06
1915,6.37339212516963e-07,1.6870051240402972e-06
1916,7.185799972830864e-07,1.3844202157997643e-06
1917,6.667585807917931e-07,1.6241274352069013e-06
1918,6.191156671775389e-07,1.6884972637853934e-06
1919,6.648066346315318e-07,1.3977513617646764e-06
1920,5.770040729657921e-07,1.284250515709573e-06
1921,5.778006197942887e-07,1.4925884670446976e-06
1922,6.905747795826755e-07,1.6260969459835906e-06
1923,6.624351840400777e-07,1.559482825541636e-06
1924,6.484486902991193e-07,1.6411038359365193e-06
1925,6.400939582817955e-07,1.8388954003967228e-06
1926,6.096937568145222e-07,1.6685769423929742e-06
1927,6.644938252975408e-07,2.086020003844169e-06
1928,5.610186235571746e-07,1.5139504512262647e-06
1929,6.238627747734427e-07,1.6911136526687187e-06
1930,6.753817274329776e-07,1.6186053244382492e-06
1931,5.919380328123225e-07,1.430231691301742e-06
1932,6.279814215304214e-07,1.475153680985386e-06
1933,6.756220045645023e-07,1.3512440091290046e-06
1934,5.415674309006135e-07,1.4581582945538685e-06
1935,5.708871526621806e-07,1.3607939308712957e-06
1936,6.159355052659521e-07,1.3118941524226102e-06
1937,5.527500661628437e-07,1.1886015727213817e-06
1938,5.199050860937859e-07,1.277073579331045e-06
1939,5.138800815984723e-07,1.1944653124373872e-06
1940,5.705511512132944e-07,9.914911061059684e-07
1941,8.087117180366477e-07,1.4137697235128144e-06
1942,6.311160518635006e-07,1.5262085071299225e-06
1943,5.167758558854985e-07,1.5880696082604118e-06
1944,7.133273243198346e-07,1.4587865280191181e-06
1945,7.624764180036436e-07,1.5554518313365406e-06
1946,6.682130333501846e-07,1.7248248695977964e-06
1947,6.663767067038862e-07,1.6248146721409285e-06
1948,5.685997166438028e-07,1.5253258425218519e-06
1949,6.125813456492324e-07,1.3733994137510308e-06
1950,6.912985099916114e-07,1.362389753012394e-06
1951,6.599407811336278e-07,1.5352418358816067e-06
1952,6.021082867846417e-07,1.392968556501728e-06
1953,5.613164262285864e-07,1.5719014072601567e-06
1954,7.143723905755905e-07,1.53428811699996e-06
1955,5.988017619529273e-07,1.306476633544662e-06
1956,6.68911582124565e-07,1.5314324173232308e-06
1957,5.027136467106175e-07,1.3729649026572588e-06
1958,4.988162913832639e-07,1.4261347587307682e-06
1959,6.673394068457128e-07,1.4400889085663948e-06
1960,5.723529170609254e-07,1.4997445987319225e-06
1961,6.433995736188081e-07,1.5195624882835546e-06
1962,6.062910529180954e-07,1.6698371609891183e-06
1963,5.994031084810558e-07,1.5162894442255492e-06
1964,6.534182261930255e-07,1.5282928416127106e-06
1965,6.139632660051575e-07,1.446261080673139e-06
1966,6.131755867500033e-07,1.4955502365410211e-06
1967,6.532694669658667e-07,1.4667748473584652e-06
1968,6.072394285183691e-07,1.5203443126665661e-06
1969,5.913368568144506e-07,1.260337739950046e-06
1970,5.762202590631205e-07,1.2402761058183387e-06
1971,5.400455620474531e-07,1.3745212754656677e-06
1972,5.145537329553918e-07,1.2538079090518295e-06
1973,5.821943318551348e-07,1.2013271089017508e-06
1974,5.085516932012979e-07,1.1206138879060745e-06
1975,4.466377561129775e-07,1.0474855116626713e-06
1976,4.5022591166343773e-07,1.0135796628674143e-06
1977,4.889482738690276e-07,1.0825032177308458e-06
1978,5.762373689321976e-07,1.234454884979641e-06
1979,5.506706770574965e-07,1.1698094795065117e-06
1980,5.429319003269484e-07,1.1495375247250195e-06
1981,5.047788249612495e-07,1.3138165968484827e-06
1982,5.437772188088275e-07,1.1496293836898985e-06
1983,4.6607033254986163e-07,1.1841217428809614e-06
1984,5.358284056455886e-07,1.2264903261893778e-06
1985,4.896664336229151e-07,1.232587806043739e-06
1986,5.718738975701854e-07,1.3967151062388439e-06
1987,4.7419939619430806e-07,1.2484398439482902e-06
1988,5.199012207413034e-07,1.375609485876339e-06
1989,5.339942958926258e-07,1.3193446193326963e-06
1990,4.958272370458872e-07,1.3044070783507777e-06
1991,5.720789886254352e-07,1.3627906128022005e-06
1992,5.664222726409207e-07,1.3075097058390384e-06
1993,5.517050567505066e-07,1.362644979963079e-06
1994,5.338225719242473e-07,1.4221202491171425e-06
1995,5.173018280402175e-07,1.3198244914747193e-06
1996,4.4893354811392783e-07,1.382565869789687e-06
1997,4.775715183313878e-07,1.4049040828467696e-06
1998,5.044680619903374e-07,1.3965850484964903e-06
1999,4.757579290526337e-07,1.3541506405090331e-06
2000,5.049810170021374e-07,1.3824020470565301e-06
2001,5.09096821588173e-07,1.392349076922983e-06
2002,5.200510031500016e-07,1.4961871102059376e-06
2003,5.89202898026997e-07,1.433838178854785e-06
2004,5.488369652084657e-07,1.5813200207048794e-06
2005,5.634190642922476e-07,1.5632514305252698e-06
2006,5.822696493851254e-07,1.7241604837181512e-06
2007,6.754664809704991e-07,1.9916474229830783e-06
2008,7.254677143464505e-07,2.090828729706118e-06
2009,7.209507089100953e-07,2.3950631202751538e-06
2010,9.10747303350945e-07,2.983547574331169e-06
2011,9.16223712010833e-07,3.3700664516800316e-06
2012,1.1591480415518163e-06,4.320337211538572e-06
2013,1.224425886903191e-06,4.506668119574897e-06
2014,1.3159410627849866e-06,4.819198238692479e-06
2015,1.2989131619178806e-06,4.814844942302443e-06
2016,1.2587534001795575e-06,4.928960606775945e-06
2017,1.2761696552843205e-06,4.805572189070517e-06
2018,1.436328034287726e-06,5.508591584657552e-06
2019,1.3265135976325837e-06,5.281564881443046e-06
