year,son_DET an_NOUN,son_DET vent_NOUN
1919,3.9593748335509105e-08,1.7494911408455494e-08
1920,3.256059644130005e-08,2.6502811500961343e-08
1921,4.695103461571648e-08,3.2562815333037065e-08
1922,3.246291635505827e-08,4.943216680430851e-08
1923,2.866305903737043e-08,4.0340603746358283e-08
1924,3.996403508121915e-08,4.8988173073638563e-08
1925,4.289289257108919e-08,4.3992712583929006e-08
1926,4.0126098888038086e-08,7.579374083910295e-08
1927,3.2332752919472796e-08,7.024011927647678e-08
1928,2.5137290693422187e-08,6.398582907962691e-08
1929,3.7877380565376484e-08,4.9017788050775835e-08
1930,3.886333299618627e-08,4.516549623190258e-08
1931,2.737285687004487e-08,4.334035441644346e-08
1932,3.835837958376942e-08,3.6166470818166374e-08
1933,3.6706119699303486e-08,3.555905347951693e-08
1934,2.156684431042777e-08,2.995395043114968e-08
1935,2.992071124197082e-08,5.146362269670135e-08
1936,2.9099315845826368e-08,2.0612013873488877e-08
1937,2.392312392629492e-08,3.777335422228134e-08
1938,2.852347158466273e-08,4.019216504058676e-08
1939,3.823512795264605e-08,6.729382473480428e-08
1940,1.7750480196809804e-08,3.550096039361961e-08
1941,5.31270463177691e-08,5.607854891565012e-08
1942,4.2478965012193726e-08,4.8547388331598995e-08
1943,4.354852944921106e-08,6.09679391416762e-08
1944,2.8918675454292497e-08,8.675602281016381e-08
1945,1.742803235060819e-08,3.0499057057653545e-08
1946,2.7842208538686464e-08,5.568441618919451e-08
1947,2.980217805870211e-08,4.529930830443618e-08
1948,3.261566305923225e-08,4.348755111571734e-08
1949,2.4542519905246252e-08,5.792034940554913e-08
1950,2.4461331626923766e-08,4.3604983623879434e-08
1951,3.624876732111204e-08,6.183613110444242e-08
1952,4.007025555807786e-08,4.323369529046772e-08
1953,2.2625038065271497e-08,3.555363137230927e-08
1954,2.9317608785106586e-08,5.96124705154466e-08
1955,2.5341140741375057e-08,3.00339455527876e-08
1956,1.8314397332019894e-08,4.534993713889435e-08
1957,1.943708272111877e-08,3.3573144264664734e-08
1958,2.4816729671250926e-08,3.557064653936237e-08
1959,1.705164498488898e-08,4.882970972008849e-08
1960,2.9067500517676592e-08,3.668041514970355e-08
1961,3.474079651732964e-08,4.0994141137229434e-08
1962,1.775747771048941e-08,4.1856912602611374e-08
1963,2.7157423310164575e-08,6.078090142302983e-08
1964,2.2510682928800207e-08,5.779769984837202e-08
1965,3.666269171587189e-08,5.964527360902139e-08
1966,3.4342264032538594e-08,5.095948907296588e-08
1967,4.585212198815469e-08,4.634515371471082e-08
1968,4.805814923791729e-08,4.850728926864001e-08
1969,3.0883953477944814e-08,4.269252418254155e-08
1970,3.495030997946458e-08,3.587005528715714e-08
1971,3.442726392854922e-08,3.2371905045458504e-08
1972,3.026786543625093e-08,3.4884997113238114e-08
1973,3.19765822709428e-08,4.575959050567846e-08
1974,3.431598794012558e-08,3.2628316104510446e-08
1975,3.1413141421410273e-08,2.9128548018064748e-08
1976,3.4281162297755685e-08,2.9710340632149723e-08
1977,2.4094806150287695e-08,3.8786759082309885e-08
1978,3.0891073921068823e-08,3.683166605039645e-08
1979,3.39414459871179e-08,3.803782688827084e-08
1980,2.842575275163739e-08,3.979605578408041e-08
1981,3.921840530107801e-08,4.301373679460596e-08
1982,4.469401748696811e-08,3.04167616649309e-08
1983,3.599730202807905e-08,4.0418022706489865e-08
1984,3.131464598737921e-08,4.1752860724386665e-08
1985,2.827312228781409e-08,4.150735122276927e-08
1986,4.07625022069702e-08,4.615753890213625e-08
1987,4.399788133824245e-08,2.933192072562818e-08
1988,2.9383113941960914e-08,3.1182079029967724e-08
1989,2.4147736810142817e-08,3.786804148031564e-08
1990,7.79157096619798e-08,4.249947871404203e-08
1991,3.0479618662315744e-08,4.3960989959401786e-08
1992,2.7549721615116596e-08,4.7936515645830013e-08
1993,3.877445237110422e-08,4.09901339537555e-08
1994,3.059457520659947e-08,3.428702266550232e-08
1995,3.958388955505043e-08,4.5006340876341255e-08
1996,4.2704737523990843e-08,4.003568987442918e-08
1997,4.363353844905049e-08,2.3494982626104388e-08
1998,5.6263925851673946e-08,2.8131962981348124e-08
1999,3.9760751607831324e-08,3.4276509769393115e-08
2000,3.843687301774423e-08,3.9320480094140464e-08
2001,2.716351366061076e-08,3.899278472330181e-08
2002,3.811662852015729e-08,5.257465918173665e-08
2003,3.5418845301116164e-08,4.625284300008303e-08
2004,3.611928783842089e-08,3.523832950436123e-08
2005,4.4136746257805726e-08,5.1793122013421566e-08
2006,3.62374311668745e-08,3.5413853516352845e-08
2007,3.8347003267213964e-08,3.9944794416602036e-08
2008,2.3415917621560922e-08,3.703972528690258e-08
2009,2.384096209340214e-08,4.2436913760823813e-08
2010,1.936755145148794e-08,6.566072002778256e-08
2011,1.2619107203626356e-08,4.588766386315335e-08
2012,8.170206400315294e-09,5.617017118098033e-08
2013,8.646287685820653e-09,5.466685198962651e-08
2014,2.9016966135442246e-08,1.0697299346329459e-07
2015,6.871383573248124e-09,5.851759216080055e-08
2016,9.113895860224375e-09,8.968902487360708e-08
2017,6.540589680970044e-09,7.899019927037898e-08
2018,5.162933414126769e-09,6.969960220093441e-08
2019,1.0459050070465992e-08,5.6631926370620533e-08
