year,un_DET air_NOUN,un_DET vert_NOUN
1851,1.788106975197934e-05,4.606833954312606e-06
1852,1.9730208109081104e-05,5.179790150577901e-06
1853,2.2908330208792904e-05,4.303374225855805e-06
1854,2.0007464314630852e-05,3.907659447577316e-06
1855,2.352989844212061e-05,4.77093635709025e-06
1856,2.1180916718321896e-05,3.8414746086345986e-06
1857,2.4517379443977916e-05,6.559771918546176e-06
1858,2.46998507122953e-05,3.794556278080563e-06
1859,2.4695004597674597e-05,3.5538278098101728e-06
1860,2.4408291039890173e-05,4.1203811633749865e-06
1861,2.2439498692961024e-05,3.847283096547471e-06
1862,2.0613763794585793e-05,4.502173396758735e-06
1863,2.1721606714208974e-05,3.969724730268354e-06
1864,2.1351882665499033e-05,4.3560103222262114e-06
1865,2.2113225568887174e-05,4.237101165927015e-06
1866,2.1114326898441504e-05,4.297309260437032e-06
1867,2.1764374352528648e-05,5.904415957047604e-06
1868,1.992794636862527e-05,4.839594566874439e-06
1869,2.50837080244537e-05,3.7080560559843434e-06
1870,2.09889112881001e-05,4.0115405681717675e-06
1871,2.01069500462836e-05,5.170389158593025e-06
1872,2.1711157586423724e-05,4.865689334110357e-06
1873,1.8843342772356664e-05,4.292563971830532e-06
1874,2.2388652652693963e-05,5.203884484217269e-06
1875,2.1245746324893844e-05,3.456946615187917e-06
1876,2.011146435165756e-05,5.971648988634115e-06
1877,2.215895831625403e-05,5.585507096839137e-06
1878,1.896938061918263e-05,5.41464669367997e-06
1879,2.147794315021656e-05,4.2294859667890705e-06
1880,1.945505873379716e-05,4.912219537800411e-06
1881,2.04810446433612e-05,4.778956736117834e-06
1882,2.0781439602046703e-05,4.776569767273031e-06
1883,1.929357392782549e-05,5.392291768657742e-06
1884,2.0509492458131717e-05,4.660797912947601e-06
1885,1.8393266913108164e-05,4.354671546025202e-06
1886,1.7636026484524336e-05,4.4799944589613006e-06
1887,1.7835063403026652e-05,3.907561222149525e-06
1888,1.7643394585320493e-05,3.6160524814476958e-06
1889,1.7111341108488887e-05,4.07484503739397e-06
1890,1.6275197523896168e-05,4.159413492743624e-06
1891,1.6628427616183217e-05,4.9502191359351855e-06
1892,1.5423674184944502e-05,3.4696215607255e-06
1893,1.481714993190053e-05,3.978952918259893e-06
1894,1.569272407664357e-05,4.732456091005588e-06
1895,1.5525617072853493e-05,3.950016889575636e-06
1896,1.4793286666758831e-05,3.249263045290718e-06
1897,1.3938081778519518e-05,3.725600663528894e-06
1898,1.3961990276811775e-05,3.768464466702426e-06
1899,1.5758573226776207e-05,3.6868948427581927e-06
1900,1.5428328921984757e-05,3.0196356419764925e-06
1901,1.3971288638003898e-05,3.3364772207278293e-06
1902,1.1476806619725721e-05,2.716368953770143e-06
1903,1.3185177763830325e-05,3.504743062876514e-06
1904,1.2110643297091883e-05,3.3559160783624975e-06
1905,1.2142749923782503e-05,2.899314495152794e-06
1906,1.3283313492706839e-05,2.8560511964315083e-06
1907,1.2883337106472936e-05,2.7447354113974143e-06
1908,1.3774972487112791e-05,2.6487120976526057e-06
1909,1.504739084623452e-05,2.998036052304087e-06
1910,1.671062418040492e-05,2.714828497119015e-06
1911,1.3323812723342598e-05,2.222852344857529e-06
1912,1.3645037213905198e-05,2.1738915165769868e-06
1913,1.4613448968248122e-05,2.814296749420464e-06
1914,1.374104839158008e-05,1.9962992610089714e-06
1915,1.1356654525229715e-05,1.7435527297493536e-06
1916,1.1479700447125651e-05,1.877757313195616e-06
1917,1.2827426701278455e-05,1.7952037296709022e-06
1918,1.3087577485748625e-05,1.8148474509871448e-06
1919,1.4362401714151929e-05,2.1933094558335142e-06
1920,1.5164908489850859e-05,2.4094840682664653e-06
1921,1.5552909076177457e-05,2.1067382931505563e-06
1922,1.7338148865064795e-05,2.773365849861875e-06
1923,1.7457926446695637e-05,1.858852556324564e-06
1924,1.6222821102473972e-05,2.069105676127947e-06
1925,1.7909432244778145e-05,2.7176497496839147e-06
1926,1.7172856075831078e-05,2.0419724933162797e-06
1927,2.3597334376290746e-05,2.67023938249622e-06
1928,1.667287932605177e-05,2.5548629309923854e-06
1929,1.805191473636114e-05,2.568977606642875e-06
1930,1.5514872444555294e-05,1.9379149307496846e-06
1931,1.3473148243292599e-05,1.992515763049596e-06
1932,1.473728892165127e-05,1.8170911744164187e-06
1933,1.3357585928019944e-05,1.8777474224407342e-06
1934,1.349245724213688e-05,2.2417536911234492e-06
1935,1.4838278360684853e-05,1.9879319097526604e-06
1936,1.2701850693019878e-05,2.479504018992884e-06
1937,1.310609464155732e-05,2.0246518488420406e-06
1938,1.3181733834244369e-05,1.6958500737018767e-06
1939,1.3350176260473745e-05,1.8092861182594788e-06
1940,1.0624929984714981e-05,1.6609377553322702e-06
1941,1.530058963794545e-05,2.482213631083141e-06
1942,1.3041042009831472e-05,3.2253672088700114e-06
1943,1.6551344515391975e-05,2.6680731934902724e-06
1944,1.5567886464395997e-05,2.2974281819188036e-06
1945,1.981567294251363e-05,1.984617256312049e-06
1946,1.7207877675673444e-05,1.8111356894223718e-06
1947,1.791945305740228e-05,1.8596558675199049e-06
1948,1.6742707515504662e-05,2.474441771482816e-06
1949,1.641305571808971e-05,1.8917374973170809e-06
1950,1.552550067174252e-05,2.0111467620154144e-06
1951,1.6365251013894522e-05,2.0118066004215507e-06
1952,1.5768699569207456e-05,2.605621148177306e-06
1953,1.4376594833720446e-05,1.7087289734263322e-06
1954,1.75143399587796e-05,1.7336478776996955e-06
1955,1.3482425316624358e-05,1.9531451016518986e-06
1956,1.605649313773938e-05,1.4215461305866484e-06
1957,1.4166099816748101e-05,1.7334343738184543e-06
1958,1.3793965564445898e-05,1.4898309927957598e-06
1959,1.3715722985807588e-05,1.261046691070078e-06
1960,1.7021790455373775e-05,1.494207936048042e-06
1961,1.5989798640703157e-05,1.511919435870368e-06
1962,1.557901660476091e-05,1.3470315707309055e-06
1963,1.532713233132199e-05,1.1011688911821693e-06
1964,1.3951147934676555e-05,1.2928433079650858e-06
1965,1.343113055440881e-05,1.094955905500683e-06
1966,1.70730893671589e-05,1.3249466519482667e-06
1967,1.518641997222403e-05,1.0398077847639797e-06
1968,1.543564914641138e-05,1.1381247304598219e-06
1969,1.3014861082183415e-05,9.878323226075736e-07
1970,1.1234225553380384e-05,9.597539474270889e-07
1971,1.257520048625338e-05,8.406418032791407e-07
1972,1.3318886857405232e-05,8.587865636400238e-07
1973,1.0676870488168788e-05,7.536549446740537e-07
1974,8.631877491893647e-06,7.279489864231437e-07
1975,8.27307945883149e-06,6.659585665147461e-07
1976,9.147928338393285e-06,6.89051319113787e-07
1977,9.010869234771235e-06,6.822943987572216e-07
1978,1.1328707415714234e-05,8.328709100169363e-07
1979,1.2395064800330147e-05,7.209631007754069e-07
1980,1.0682967086950157e-05,7.879618806327926e-07
1981,1.0616802768481648e-05,7.268056378961774e-07
1982,1.0022632991990577e-05,8.063545351433277e-07
1983,1.0061561496854665e-05,8.70250573825615e-07
1984,1.0698011166709875e-05,8.141807938955026e-07
1985,1.0190956658107098e-05,8.139049896271899e-07
1986,1.1076610263671682e-05,8.380290523746226e-07
1987,1.0793535906827856e-05,7.412421041408379e-07
1988,1.056892578787938e-05,7.993406256900926e-07
1989,1.0576160576647453e-05,9.247485763808072e-07
1990,9.99173622062699e-06,1.027070652526163e-06
1991,9.949251108309909e-06,8.546016374566534e-07
1992,9.992834804961603e-06,7.614742685291276e-07
1993,1.0580439905538697e-05,7.549939482487389e-07
1994,1.0117836637846267e-05,7.806891630934842e-07
1995,1.045665447918509e-05,7.163057489378843e-07
1996,9.494330640791304e-06,6.966210435166431e-07
1997,9.994957736125798e-06,7.470445666513115e-07
1998,1.0455076932203156e-05,7.657615697098663e-07
1999,1.004256037617779e-05,7.476849077647785e-07
2000,1.0408440630271798e-05,6.14106397733849e-07
2001,9.863421922773341e-06,6.637536102971353e-07
2002,1.1255357861728044e-05,7.675899951209431e-07
2003,1.1734471456747997e-05,7.062934628265793e-07
2004,1.1697363362372926e-05,7.651122473362193e-07
2005,1.2009698963311166e-05,7.169969080678129e-07
2006,1.3022827204167697e-05,8.437556289209169e-07
2007,2.0383430154424786e-05,8.771876878199691e-07
2008,2.2352835571837204e-05,1.0277459523422294e-06
2009,2.4871368111689662e-05,1.0442341817906708e-06
2010,3.40325672993913e-05,1.6160096265593893e-06
2011,4.048668643008568e-05,1.5540622371190693e-06
2012,5.103144911799973e-05,1.9206793240300613e-06
2013,5.7959690764164407e-05,2.013469384110067e-06
2014,5.990400916289218e-05,2.2102699404058512e-06
2015,6.080620511283996e-05,2.3418119781126734e-06
2016,6.210975544718167e-05,2.4170467440853827e-06
2017,5.494396981475802e-05,1.9679628167068586e-06
2018,6.407226038618319e-05,2.2758210889151087e-06
2019,6.030356615838173e-05,2.0726774891954847e-06
