year,en_ADP vallée_NOUN
1906,1.1883066403095555e-07
1907,8.742833601527167e-08
1908,9.135183987041273e-08
1909,9.351672447532877e-08
1910,1.3253493413856177e-07
1911,8.565802467330741e-08
1912,7.449472333442841e-08
1913,7.265095797182042e-08
1914,6.897645699055488e-08
1915,7.421880310332085e-08
1916,3.186363928264768e-08
1917,4.1672411299487067e-08
1918,5.743188236095875e-08
1919,6.53757246116271e-08
1920,5.982063155940409e-08
1921,6.209652841926427e-08
1922,8.041949806081305e-08
1923,7.431163817628317e-08
1924,6.703644839234357e-08
1925,6.158979792836305e-08
1926,6.241837613440993e-08
1927,6.02058147780582e-08
1928,9.369353792809676e-08
1929,7.24126403284231e-08
1930,6.827342424742255e-08
1931,7.071320951013149e-08
1932,5.4797681947604815e-08
1933,1.6403047431445827e-07
1934,9.705079939692496e-08
1935,9.933675748641235e-08
1936,2.0248273679968065e-07
1937,8.561960374020572e-08
1938,6.482607073365898e-08
1939,1.2999943166391859e-07
1940,1.3946806376452514e-07
1941,8.264206963204401e-08
1942,7.282108382966612e-08
1943,1.6258117430112407e-07
1944,8.996921074810871e-08
1945,1.2417472827763731e-07
1946,1.0023195073927127e-07
1947,7.986983940888592e-08
1948,8.045196664419052e-08
1949,7.362756127005099e-08
1950,1.0316300569357395e-07
1951,5.8637708244546616e-08
1952,1.7715270694829144e-07
1953,1.2174424712796394e-07
1954,1.847009380995246e-07
1955,1.0605736600055593e-07
1956,1.622132288492395e-07
1957,1.3340907295544824e-07
1958,1.414553645329164e-07
1959,1.604404809008031e-07
1960,8.374208310124587e-08
1961,1.1256018295213721e-07
1962,1.1415521872226719e-07
1963,1.20915196855087e-07
1964,1.2411295607916983e-07
1965,7.38725844939836e-08
1966,1.2241355151765276e-07
1967,1.2325839171545283e-07
1968,1.9313088195360706e-07
1969,1.099105422230906e-07
1970,1.2002672070132725e-07
1971,1.7213631209322955e-07
1972,1.5082631871221608e-07
1973,1.6594743468267836e-07
1974,1.3613883231844426e-07
1975,1.6734637098281269e-07
1976,1.3655329061945665e-07
1977,1.4868257736111445e-07
1978,1.9425733710498605e-07
1979,1.679516370423073e-07
1980,2.1489869750368484e-07
1981,1.290412131038643e-07
1982,1.5704980826924952e-07
1983,2.0272165235368789e-07
1984,2.139834132108831e-07
1985,1.8828696657369193e-07
1986,2.703512984592038e-07
1987,3.324284266748023e-07
1988,2.956301059509059e-07
1989,2.7989423512231326e-07
1990,2.10317935123161e-07
1991,2.819364836037508e-07
1992,2.5180444596095697e-07
1993,3.0244073112584147e-07
1994,2.4422910488430816e-07
1995,3.7035338218416314e-07
1996,2.5462700037337527e-07
1997,2.7330897767186e-07
1998,3.604705693938115e-07
1999,2.4633383821637267e-07
2000,3.309105567339543e-07
2001,5.235548163895487e-07
2002,2.497296165415719e-07
2003,3.229365370671644e-07
2004,4.343124109240648e-07
2005,2.1933260807571742e-07
2006,2.791929358814116e-07
2007,2.4566048778540406e-07
2008,2.5374340045791755e-07
2009,2.570055728234877e-07
2010,1.6249848311389314e-07
2011,2.256143469825389e-07
2012,2.0323388361109807e-07
2013,1.8519790917492784e-07
2014,1.546127831320021e-07
2015,1.511704441209405e-07
2016,1.9470596313020394e-07
2017,1.4892419175627225e-07
2018,1.244266962241447e-07
2019,1.5535515229814223e-07
