year,un_DET an_NOUN,un_DET vent_NOUN
1888,2.9781233479297953e-05,2.9299981463282165e-06
1889,2.880459328480356e-05,2.8011426991270127e-06
1890,2.985785295095411e-05,2.727935765278744e-06
1891,2.969302931887796e-05,2.848638956720606e-06
1892,2.9892654538343777e-05,3.0107665054401878e-06
1893,3.0445980200966005e-05,2.864895378706933e-06
1894,2.9272540132296854e-05,2.790321644852156e-06
1895,2.9982932119310135e-05,2.9136112971173134e-06
1896,3.035790450667264e-05,2.5764120437088422e-06
1897,3.0130519007798284e-05,2.603375691023757e-06
1898,3.161209656354913e-05,2.798056499386803e-06
1899,3.211246598766593e-05,2.4979127601909568e-06
1900,3.072947743021359e-05,2.5218137125193607e-06
1901,3.1280170787795214e-05,2.6255895591020817e-06
1902,2.9502948791559902e-05,2.6986919010596466e-06
1903,3.097296303167241e-05,2.6396277803542034e-06
1904,3.318723611300811e-05,2.476627258829467e-06
1905,3.277701262049959e-05,2.570058001083453e-06
1906,3.453342469583731e-05,2.8082104108761996e-06
1907,3.137237240480317e-05,2.5585645460068918e-06
1908,3.263274311393616e-05,2.734661507020064e-06
1909,3.1107511176742264e-05,3.3049908552129637e-06
1910,3.1720206834506826e-05,3.2193164258842444e-06
1911,3.060332437598845e-05,3.1565778897402197e-06
1912,3.375548612893908e-05,2.907898846160606e-06
1913,3.281596059423464e-05,2.9330836639474e-06
1914,3.254952207498718e-05,2.7148598746862262e-06
1915,3.528573711264471e-05,2.677767241721085e-06
1916,3.7198051359155215e-05,3.4171006859651243e-06
1917,3.3523263709867024e-05,2.9400983123650803e-06
1918,3.312326248305908e-05,2.9037560409506114e-06
1919,3.3388580504833953e-05,2.8507498086582927e-06
1920,3.45490661857184e-05,2.857002925793495e-06
1921,3.5154208262611064e-05,2.673937132158244e-06
1922,3.6175492368784035e-05,3.140787043776072e-06
1923,3.416636832298536e-05,2.810041451084544e-06
1924,3.598696980589011e-05,3.055314891753369e-06
1925,3.3587336702112225e-05,3.1850722734816372e-06
1926,3.462659469732898e-05,2.873474556963629e-06
1927,3.3354021525155986e-05,3.093909811013873e-06
1928,3.851947030852898e-05,2.7068291785781184e-06
1929,3.498310411487182e-05,2.5767759836980986e-06
1930,3.4511691865191096e-05,2.9641169589922356e-06
1931,3.524483372530085e-05,2.764658347587101e-06
1932,3.519326310197357e-05,2.4034263503835973e-06
1933,3.501763762869814e-05,2.40080956359634e-06
1934,3.4222988006149535e-05,2.825256501637341e-06
1935,3.49174683833553e-05,2.868797707833437e-06
1936,3.470093247415207e-05,2.2345849401972373e-06
1937,3.752027441805694e-05,2.5547379323143105e-06
1938,3.602903279897873e-05,2.458204562572064e-06
1939,3.392985172467888e-05,2.372107132941892e-06
1940,3.413924628148379e-05,2.1046998597284983e-06
1941,3.2215650207945146e-05,2.992823624481389e-06
1942,2.9865746682844474e-05,2.8794668764930975e-06
1943,2.9853967589588137e-05,3.451946724908339e-06
1944,2.7986850682282238e-05,3.058953211620974e-06
1945,3.248585267101589e-05,3.21111491530246e-06
1946,3.4439420687704114e-05,2.7814365921585704e-06
1947,3.399951697247161e-05,2.810941452935367e-06
1948,3.223406042707211e-05,2.9027940513515205e-06
1949,3.7681603089367854e-05,2.4807580984997912e-06
1950,3.373749405000126e-05,2.6173623837166815e-06
1951,3.472205412435869e-05,2.609911234685569e-06
1952,3.4287483686057385e-05,2.4411220067577233e-06
1953,3.339670911373105e-05,2.5156887772936898e-06
1954,3.455275441410777e-05,2.8516259362731944e-06
1955,3.4060369443977834e-05,2.443073839231147e-06
1956,3.4037741670545074e-05,2.702681769051196e-06
1957,3.2210781228059204e-05,2.5550928910433868e-06
1958,3.4995727673958754e-05,2.524688625271665e-06
1959,3.4730324614429264e-05,2.486439939275442e-06
1960,3.3031753218892845e-05,2.6402978505757346e-06
1961,3.346511289237242e-05,2.802887365760398e-06
1962,3.380896851012949e-05,2.7365541654944536e-06
1963,3.2984630479404586e-05,2.522407442029362e-06
1964,3.346000085002743e-05,2.6319247012907e-06
1965,3.155125500597933e-05,2.3382041831609968e-06
1966,3.1017710170999635e-05,2.5629299500451452e-06
1967,3.258557444496546e-05,2.6584369834381505e-06
1968,3.295037345196761e-05,2.8713622555187612e-06
1969,3.405546226531442e-05,2.3412761152030725e-06
1970,3.4959509093823726e-05,2.356386659130294e-06
1971,3.5074702282145154e-05,2.5774202754291764e-06
1972,3.7289497413439676e-05,2.2711160170274525e-06
1973,3.58964714450849e-05,2.2267830672717537e-06
1974,3.6983632071496686e-05,2.173720957898695e-06
1975,3.883178214891814e-05,2.0058717780102597e-06
1976,3.787497053053812e-05,2.0557269806431577e-06
1977,3.567441490304191e-05,2.0715656319225673e-06
1978,3.426236071391031e-05,2.446929499910766e-06
1979,3.388175377949665e-05,2.319722256061141e-06
1980,3.336160034450586e-05,2.2081124768646987e-06
1981,3.475003813946387e-05,2.3961182193943387e-06
1982,3.5889295759261586e-05,2.396095908352436e-06
1983,3.4388789117656415e-05,2.4080299851902964e-06
1984,3.530842423060676e-05,2.2975671640779183e-06
1985,3.640435079432791e-05,2.26666224989458e-06
1986,3.707829205268354e-05,2.3456422013623524e-06
1987,3.676084224935039e-05,2.3233325805449567e-06
1988,3.607107009884203e-05,2.4034187049437605e-06
1989,3.7536011177508044e-05,2.3456233861907094e-06
1990,3.68007331417175e-05,2.440995729102724e-06
1991,3.602749620768009e-05,2.449506325774564e-06
1992,3.53181894752197e-05,2.3400733368816873e-06
1993,3.5620427297544666e-05,2.407893475719902e-06
1994,3.597605473260046e-05,2.4918754206737503e-06
1995,3.59530176865519e-05,2.3571394365262677e-06
1996,3.502535923871619e-05,2.3263405068973952e-06
1997,3.434247196310025e-05,2.5398555862921057e-06
1998,3.603132336138515e-05,2.5952926421268785e-06
1999,3.485235288280819e-05,2.4884744220798893e-06
2000,3.479111410342739e-05,2.5478787506472145e-06
2001,3.466677685537434e-05,2.431134390690204e-06
2002,3.388305344742548e-05,2.5932450853360933e-06
2003,3.433836036492721e-05,2.781837849852309e-06
2004,3.465205395514204e-05,2.521742942462879e-06
2005,3.312913099762227e-05,2.547771089211892e-06
2006,3.3422030128349434e-05,2.793164696868189e-06
2007,3.3511286574139376e-05,2.8328848884484614e-06
2008,3.3643991400822415e-05,3.3216545034520095e-06
2009,3.152204362777411e-05,3.2657349606779462e-06
2010,3.162768462061649e-05,3.976961465923523e-06
2011,3.0130988079690724e-05,4.405598247103626e-06
2012,3.136644363621599e-05,5.0757408871504595e-06
2013,3.1708446840639226e-05,5.223473181104055e-06
2014,3.334828943479806e-05,5.527082294065622e-06
2015,3.197853266101447e-05,5.229344878898701e-06
2016,3.05854066482425e-05,5.413032909018511e-06
2017,3.302997720311396e-05,5.427431233329116e-06
2018,3.129615288344212e-05,5.734728347306373e-06
2019,3.147714801343682e-05,5.058353508502478e-06
