year,en_ADP oies_NOUN,en_ADP voie_NOUN
2003,2.9168460979889232e-09,1.03348020275007e-05
2004,1.7619165015858584e-09,9.968042832042556e-06
2005,4.503749373441224e-09,9.864562343864236e-06
2006,3.294311934354255e-09,9.55597533902619e-06
2007,3.1955835755326234e-09,8.521024028596003e-06
2008,3.405951742863067e-09,8.881444955477491e-06
2009,9.53638501499654e-10,9.031433364725672e-06
2010,1.4171379625338432e-09,8.537311259715352e-06
2011,2.2943831279320648e-09,7.273577011801535e-06
2012,1.0212758416727752e-09,6.725101229676511e-06
2013,1.9523875849358774e-09,6.137469881650759e-06
2014,2.815078836704288e-09,5.607636921922676e-06
2015,4.43315073539452e-09,5.2047407734789886e-06
2016,3.935546111222266e-09,4.960238129569916e-06
2017,2.7671724911471074e-09,4.8815436457516626e-06
2018,3.872199894061623e-09,4.744993930216879e-06
2019,4.08158040698936e-09,4.254282430338208e-06
