year,un_DET ignoble_ADJ,un_DET vignoble_NOUN
1839,1.3423631717301987e-07,1.0207554002050756e-07
1840,1.2803074422862437e-07,8.407989326997267e-08
1841,9.82343930644447e-08,6.4205486705049e-08
1842,1.4959431027250503e-07,1.1538215716200284e-07
1843,1.3408688581684203e-07,1.281799768548808e-07
1844,1.1745521200090536e-07,8.836583731408609e-08
1845,1.3001930715406118e-07,7.644912419779715e-08
1846,1.4284983906875937e-07,1.1709002323279094e-07
1847,1.100217623672961e-07,6.310071842818843e-08
1848,1.3676876253754244e-07,1.399868625462375e-07
1849,1.3658446817998993e-07,7.122502965195565e-08
1850,1.602203045791839e-07,7.264226020708975e-08
1851,1.8058428641332114e-07,1.4382248525457442e-07
1852,1.5234676231656863e-07,8.073076429582215e-08
1853,1.3914601382225555e-07,8.480143387501471e-08
1854,1.392438093716919e-07,1.3196987308505825e-07
1855,1.1834469759719468e-07,8.4380300080511e-08
1856,1.252879826552089e-07,8.904765502748546e-08
1857,1.2106142666112873e-07,1.0397614191859361e-07
1858,1.5561889865622902e-07,7.732008100447274e-08
1859,1.308688541978853e-07,7.230886378550849e-08
1860,1.2678799254928208e-07,9.612086093735428e-08
1861,1.4572327211581637e-07,1.0610918277365045e-07
1862,1.2108203173433196e-07,9.26187198047046e-08
1863,1.228676707043519e-07,7.691716152891104e-08
1864,1.2034767404855984e-07,8.678457841249099e-08
1865,1.1908316466247015e-07,1.1531768806527509e-07
1866,1.1531502552841744e-07,1.269924987390425e-07
1867,1.1598219273878385e-07,1.1015882250831055e-07
1868,1.067012763700248e-07,1.126291309105909e-07
1869,9.571697523469425e-08,1.0597236455023307e-07
1870,1.0263947114452776e-07,1.1697459711967895e-07
1871,1.115223595693493e-07,1.8480848495983082e-07
1872,1.4150773308685416e-07,1.2880833200057396e-07
1873,1.0475507528084904e-07,1.466571081243373e-07
1874,9.858105176618892e-08,2.7961171367163473e-07
1875,1.1843561276148051e-07,2.52319334315132e-07
1876,1.0157305041502696e-07,3.258801992700455e-07
1877,1.026679483651094e-07,2.3440452245893084e-07
1878,9.481369456221245e-08,1.8841957138970855e-07
1879,1.0080386414479392e-07,2.828617482464324e-07
1880,6.482024383913654e-08,1.617297202827217e-07
1881,7.18168254865148e-08,1.7570718524595463e-07
1882,1.0715170217778791e-07,2.176310986978791e-07
1883,9.921361865394829e-08,2.508777683374319e-07
1884,8.714239729812334e-08,2.5152464289135423e-07
1885,8.637152149049143e-08,3.3323936521334474e-07
1886,9.35752280106783e-08,3.2589993392839745e-07
1887,7.442974081506293e-08,3.146941671694492e-07
1888,1.0081577084264381e-07,2.9357046393840847e-07
1889,8.082026159428324e-08,3.420764702610768e-07
1890,7.734176188378683e-08,2.6283091125733904e-07
1891,7.521579803437817e-08,3.48032421548794e-07
1892,6.456567835932958e-08,4.5321344543935993e-07
1893,7.205347452021726e-08,2.9745152141380515e-07
1894,5.7344009318782696e-08,4.2724436077890005e-07
1895,6.078800729447664e-08,3.466721840705844e-07
1896,6.073939790018912e-08,2.818779765156876e-07
1897,8.56526862769158e-08,3.35618715041619e-07
1898,7.299278048655822e-08,2.9140528834403767e-07
1899,5.803957314753916e-08,3.3718227143708646e-07
1900,6.592637724622818e-08,3.6908386746858923e-07
1901,8.047784311182582e-08,2.5372875400719863e-07
1902,7.660042983248516e-08,1.7038684285708428e-07
1903,5.3462179350205474e-08,2.50030202764151e-07
1904,5.750848863783631e-08,2.1391008164783898e-07
1905,4.9543287916620216e-08,2.4049137792303554e-07
1906,6.996090773370156e-08,1.656427430773988e-07
1907,4.782844231776551e-08,1.8462807416241844e-07
1908,9.429866754118166e-08,1.6256698032179884e-07
1909,5.3359539897712693e-08,1.8208255392337946e-07
1910,8.28343336145565e-08,1.8864851702993235e-07
1911,6.38444875855626e-08,2.7187113049720324e-07
1912,6.303399535667609e-08,1.9066481282692394e-07
1913,8.060544431920391e-08,1.930288209273101e-07
1914,8.303962228950468e-08,1.995629679285571e-07
1915,6.12599633242894e-08,1.425472220262236e-07
1916,6.812226716057523e-08,2.472178859402874e-07
1917,4.8252267959014716e-08,3.202196033891269e-07
1918,1.0222874902154899e-07,2.446598186267579e-07
1919,9.207848666870078e-08,2.0349344254100288e-07
1920,6.209230063447535e-08,1.552307486996085e-07
1921,7.345565067318205e-08,1.5372677275582447e-07
1922,8.55840487368198e-08,1.224737324889702e-07
1923,8.917396554508628e-08,1.5711602907586553e-07
1924,8.379555849202802e-08,1.8563938630755672e-07
1925,1.0118323667818174e-07,1.671723026674954e-07
1926,9.585678961698818e-08,1.7276515329456288e-07
1927,8.361918801824686e-08,1.081474834130347e-07
1928,6.969885268937048e-08,1.5310895118414436e-07
1929,8.355304492724258e-08,2.005273112004602e-07
1930,5.671945868535033e-08,1.7330945389915087e-07
1931,7.983749661377715e-08,1.5283177479119558e-07
1932,7.671675961162805e-08,1.3480229954510037e-07
1933,5.735331143341682e-08,1.4223621036535405e-07
1934,6.949316500026725e-08,2.2765002860580807e-07
1935,9.335261719201071e-08,2.1782277137560868e-07
1936,6.789840467646968e-08,2.1581991482833018e-07
1937,7.051025852078396e-08,2.1782634496148034e-07
1938,7.001215851509812e-08,2.6319385337814083e-07
1939,7.18820363232453e-08,3.074104162337221e-07
1940,9.88955315417428e-08,1.3693227796096608e-07
1941,6.493305448884712e-08,1.446236344015972e-07
1942,7.888950648293758e-08,2.8825010645050497e-07
1943,5.8064703267746154e-08,2.2354910900190816e-07
1944,6.105053707017305e-08,3.566636621599173e-07
1945,5.664110602765504e-08,1.721018150213638e-07
1946,9.744772988540262e-08,2.380508759003419e-07
1947,1.2278497329987204e-07,2.3007280525177976e-07
1948,1.1306763436635947e-07,1.9569398723717768e-07
1949,5.497524724340508e-08,2.2382779096830063e-07
1950,6.80663150287586e-08,2.4993098168835104e-07
1951,6.503454763606697e-08,3.038499603036371e-07
1952,8.541291185437672e-08,2.456939318662421e-07
1953,8.403585161076421e-08,1.8961936065764462e-07
1954,6.74304960757155e-08,2.3747263355744508e-07
1955,6.100645011386518e-08,1.7644942396088936e-07
1956,7.93623851080838e-08,1.4738728815189006e-07
1957,7.244730904076846e-08,2.1557491436396958e-07
1958,9.926692179362817e-08,1.960521651689362e-07
1959,5.5805385645868455e-08,2.2477169014933907e-07
1960,6.920833528489823e-08,3.308158369463854e-07
1961,7.712456673303336e-08,2.063603297131067e-07
1962,6.21511745402259e-08,1.6742764419319656e-07
1963,6.142750819115861e-08,1.6229793775579537e-07
1964,7.544120839142465e-08,1.7826027853828919e-07
1965,7.770301380105593e-08,1.3625387862425953e-07
1966,5.982200868004384e-08,1.6894177612414296e-07
1967,8.480177449143866e-08,2.504610558951015e-07
1968,8.713346777433628e-08,1.661823920695582e-07
1969,6.81263638835361e-08,1.553281174793142e-07
1970,6.300253407864886e-08,1.5865601943332308e-07
1971,7.399292023535509e-08,1.3719520874921898e-07
1972,7.13090386739168e-08,1.63138673681118e-07
1973,6.119656381642358e-08,1.714606443492528e-07
1974,5.5693159861647246e-08,1.4795253044930234e-07
1975,5.425906302036765e-08,1.810539256297261e-07
1976,6.627691262472979e-08,1.9654532135149339e-07
1977,5.9355498294166864e-08,1.5632239458440722e-07
1978,6.475244829218241e-08,2.5900978872783753e-07
1979,6.203091806877836e-08,1.7907038918352214e-07
1980,5.969408101158535e-08,1.5236203276813853e-07
1981,4.1748625501103476e-08,1.4232486122978116e-07
1982,5.27637700198369e-08,1.843628201214642e-07
1983,5.3048656578624787e-08,1.8314416028175629e-07
1984,5.972978667223572e-08,1.6411193559662252e-07
1985,6.556958320746986e-08,1.8588074013337064e-07
1986,4.675698517253579e-08,1.7563842824586118e-07
1987,5.866384134023406e-08,1.601034038678506e-07
1988,4.077656567957888e-08,1.6790350709783297e-07
1989,6.640627758791595e-08,2.2062250693011265e-07
1990,5.993516261071363e-08,1.8198494045051916e-07
1991,4.9236307475553076e-08,1.1312627545834175e-07
1992,3.967159806217424e-08,1.504214770520207e-07
1993,6.425480414407048e-08,1.550978110387291e-07
1994,5.591422080897246e-08,1.6246774148243048e-07
1995,5.530899976902148e-08,1.691804660808316e-07
1996,5.658377810746629e-08,1.7402180940706558e-07
1997,6.233362925822661e-08,1.3473653304174604e-07
1998,5.149579651586578e-08,1.573482690808703e-07
1999,4.478797088758313e-08,1.759527519240578e-07
2000,5.4341788291445425e-08,1.7804666363474553e-07
2001,4.9507692501116196e-08,1.7919156602985709e-07
2002,5.91464908161754e-08,1.3450349456434196e-07
2003,5.3336613792254184e-08,1.3542499832652766e-07
2004,5.594084706572744e-08,1.3742948645756314e-07
2005,5.809837122505712e-08,1.400666143069884e-07
2006,5.065004660131933e-08,1.3177248137097308e-07
2007,5.991719209674784e-08,1.5498580863138045e-07
2008,6.72675504187481e-08,2.5885232091127364e-07
2009,8.058245137831932e-08,2.2458186244023182e-07
2010,9.06968224967386e-08,2.390239242089365e-07
2011,9.215772189818949e-08,3.040057610093072e-07
2012,1.116594896544143e-07,3.5676568188591773e-07
2013,1.1463303994929674e-07,3.544977964509144e-07
2014,1.2646199998300744e-07,2.3776587898538537e-07
2015,1.4407740067667874e-07,2.42493349844608e-07
2016,1.394011914790383e-07,2.2867594662301371e-07
2017,9.785728316558107e-08,2.1282071216432996e-07
2018,1.326873948492846e-07,5.689552367016404e-07
2019,1.0535579431092401e-07,5.982066433318778e-07
