year,en_PRON irez_VERB
1885,4.1252068427866107e-08
1886,4.5174246565693466e-08
1887,4.309090329002174e-08
1888,3.9945874164004636e-08
1889,6.453090861668898e-08
1890,2.818386235503567e-08
1891,5.991766727220238e-08
1892,4.325273650351846e-08
1893,5.234653954744317e-08
1894,5.4823392048319874e-08
1895,3.791727110069587e-08
1896,4.8355637716213096e-08
1897,2.0393496669157685e-08
1898,2.4896761985360172e-08
1899,5.5275783950037294e-08
1900,5.606337438734954e-08
1901,3.800342440740678e-08
1902,3.2407871941586563e-08
1903,3.888158772724637e-08
1904,2.6335662539622717e-08
1905,4.025391930895239e-08
1906,4.166789580040131e-08
1907,3.445705232252294e-08
1908,4.4202501214840595e-08
1909,3.5756393401698006e-08
1910,4.008112952647025e-08
1911,4.8947441655400326e-08
1912,5.574080574888285e-08
1913,4.030272293675807e-08
1914,3.4823067096567684e-08
1915,2.3561524287174507e-08
1916,4.724608615447323e-08
1917,2.7416060532914344e-08
1918,3.5607765624945387e-08
1919,2.762354434082681e-08
1920,4.846228307542333e-08
1921,2.7261890522822796e-08
1922,5.976127681606158e-08
1923,4.458698299458774e-08
1924,5.0277336072213075e-08
1925,4.7292164850887275e-08
1926,4.124071395494866e-08
1927,7.024011949852138e-08
1928,2.8565102283550914e-08
1929,4.233354289340241e-08
1930,3.571225093423891e-08
1931,4.219981875053236e-08
1932,4.055028668403793e-08
1933,3.785318369864399e-08
1934,4.313368862085554e-08
1935,2.992070946561398e-08
1936,3.031178508194898e-08
1937,3.273690651894867e-08
1938,3.630260181353151e-08
1939,3.6705721129237645e-08
1940,4.3108308034334186e-08
1941,7.083606590185809e-08
1942,4.5513175450651033e-08
1943,4.645176332473966e-08
1944,5.1410978585408884e-08
1945,3.703456741277478e-08
1946,3.062643116891195e-08
1947,4.2915136333476767e-08
1948,4.022598432129598e-08
1949,5.2030145525350235e-08
1950,3.93508372553697e-08
1951,4.157946520422229e-08
1952,6.748674508116892e-08
1953,3.770839640537815e-08
1954,5.1794440736330216e-08
1955,1.9709776921672528e-08
1956,4.186147961604547e-08
1957,4.329168490357915e-08
1958,2.3162280982091943e-08
1959,3.022791617013354e-08
1960,4.498541628095154e-08
1961,3.682524507553353e-08
1962,2.917300001570311e-08
1963,4.4615767080813384e-08
1964,3.04198408684897e-08
1965,3.55682807651192e-08
1966,4.3204781974282014e-08
1967,3.3526280418527676e-08
1968,3.368561962702188e-08
1969,2.9067249940339934e-08
1970,1.7015283404475667e-08
1971,4.007949883089168e-08
1972,2.3598675014113724e-08
1973,2.9771300091852027e-08
1974,1.518904291231138e-08
1975,1.7134439644905797e-08
1976,1.199840671262109e-08
1977,1.5867311020656416e-08
1978,1.900989232694883e-08
1979,3.101546042216796e-08
1980,1.4212877097463661e-08
1981,2.5302197670384885e-08
1982,1.3035754697909852e-08
1983,2.7787390166622572e-08
1984,1.1598016769198694e-08
1985,2.1054452403745927e-08
1986,1.8582904104391673e-08
1987,1.2832715334809564e-08
1988,1.3792074149421296e-08
1989,1.9757239400064464e-08
1990,1.3621627381610324e-08
1991,1.875668864670388e-08
1992,1.1570882918476855e-08
1993,1.717154241021035e-08
1994,1.3714808844156323e-08
1995,1.2471637056421514e-08
1996,1.868332333287981e-08
1997,7.671831170341648e-09
1998,1.1920323395031573e-08
1999,2.0565904534919355e-08
2000,2.385736941334926e-08
2001,1.3143635513301888e-08
2002,1.1829298429688606e-08
2003,1.750107614384433e-08
2004,1.4095332012686868e-08
2005,1.5312748402607212e-08
2006,1.4000825387938676e-08
2007,1.7176262190332636e-08
2008,1.830699147831183e-08
2009,2.145686650578682e-08
2010,2.172944846279279e-08
2011,2.4855816960211996e-08
2012,4.289358557230116e-08
2013,4.406817666335883e-08
2014,3.6162933980676826e-08
2015,6.605394986536339e-08
2016,6.773282024141736e-08
2017,7.848707639368513e-08
2018,4.336864023457565e-08
2019,5.3570744285025285e-08
