year,un_DET air_NOUN,un_DET ver_NOUN
1851,1.788106975197934e-05,7.778023007887214e-07
1852,1.9730208109081104e-05,1.1881745258790488e-06
1853,2.2908330208792904e-05,1.1561659931658141e-06
1854,2.0007464314630852e-05,9.902936675132423e-07
1855,2.352989844212061e-05,8.724604789733803e-07
1856,2.1180916718321896e-05,7.574228000351013e-07
1857,2.4517379443977916e-05,9.118659214379932e-07
1858,2.46998507122953e-05,8.524783901009414e-07
1859,2.4695004597674597e-05,1.0474600742327311e-06
1860,2.4408291039890173e-05,1.662433206206515e-06
1861,2.2439498692961024e-05,9.912955860613692e-07
1862,2.0613763794585793e-05,7.883885881909691e-07
1863,2.1721606714208974e-05,8.420930530661508e-07
1864,2.1351882665499033e-05,8.49625767074258e-07
1865,2.2113225568887174e-05,7.888671191835783e-07
1866,2.1114326898441504e-05,1.0373486887260697e-06
1867,2.1764374352528648e-05,8.798147099753351e-07
1868,1.992794636862527e-05,7.10847904983325e-07
1869,2.50837080244537e-05,8.536391646885022e-07
1870,2.09889112881001e-05,1.4197504256685534e-06
1871,2.01069500462836e-05,7.137430877435236e-07
1872,2.1711157586423724e-05,7.510795487775113e-07
1873,1.8843342772356664e-05,7.53039376633069e-07
1874,2.2388652652693963e-05,7.097835545977205e-07
1875,2.1245746324893844e-05,9.423355358251229e-07
1876,2.011146435165756e-05,7.364045888635928e-07
1877,2.215895831625403e-05,1.3124179218948484e-06
1878,1.896938061918263e-05,8.358098781968692e-07
1879,2.147794315021656e-05,8.143730454435172e-07
1880,1.945505873379716e-05,7.425448131925805e-07
1881,2.04810446433612e-05,7.781318238642143e-07
1882,2.0781439602046703e-05,9.656963584347977e-07
1883,1.929357392782549e-05,8.606939623234666e-07
1884,2.0509492458131717e-05,7.922036182606007e-07
1885,1.8393266913108164e-05,7.148210237062358e-07
1886,1.7636026484524336e-05,7.324681607911998e-07
1887,1.7835063403026652e-05,6.306941227052221e-07
1888,1.7643394585320493e-05,6.644964045676716e-07
1889,1.7111341108488887e-05,7.869011682259952e-07
1890,1.6275197523896168e-05,6.279102429118666e-07
1891,1.6628427616183217e-05,7.802045569604843e-07
1892,1.5423674184944502e-05,6.870289332994162e-07
1893,1.481714993190053e-05,6.170733488630731e-07
1894,1.569272407664357e-05,6.244825652146346e-07
1895,1.5525617072853493e-05,5.555181346039717e-07
1896,1.4793286666758831e-05,6.038557511800491e-07
1897,1.3938081778519518e-05,6.018995133416638e-07
1898,1.3961990276811775e-05,6.048781262535385e-07
1899,1.5758573226776207e-05,7.163741511106991e-07
1900,1.5428328921984757e-05,5.367549054113852e-07
1901,1.3971288638003898e-05,5.60550516226499e-07
1902,1.1476806619725721e-05,5.298196317227166e-07
1903,1.3185177763830325e-05,5.454222264944519e-07
1904,1.2110643297091883e-05,6.395804206249522e-07
1905,1.2142749923782503e-05,5.103990590171747e-07
1906,1.3283313492706839e-05,7.1041188931531e-07
1907,1.2883337106472936e-05,6.387411701780366e-07
1908,1.3774972487112791e-05,5.338680075794855e-07
1909,1.504739084623452e-05,5.544991381611908e-07
1910,1.671062418040492e-05,6.626746902327341e-07
1911,1.3323812723342598e-05,6.160993013537563e-07
1912,1.3645037213905198e-05,6.095023099561558e-07
1913,1.4613448968248122e-05,6.056014107969077e-07
1914,1.374104839158008e-05,6.589595678008209e-07
1915,1.1356654525229715e-05,5.313123478956072e-07
1916,1.1479700447125651e-05,6.076066636495625e-07
1917,1.2827426701278455e-05,4.814260314844887e-07
1918,1.3087577485748625e-05,4.7094143784676135e-07
1919,1.4362401714151929e-05,4.963030146853953e-07
1920,1.5164908489850859e-05,5.25512884763657e-07
1921,1.5552909076177457e-05,5.679560608484735e-07
1922,1.7338148865064795e-05,6.699165275847463e-07
1923,1.7457926446695637e-05,5.998010799146414e-07
1924,1.6222821102473972e-05,5.943038772215914e-07
1925,1.7909432244778145e-05,7.071828171945072e-07
1926,1.7172856075831078e-05,7.445620475721171e-07
1927,2.3597334376290746e-05,6.343908793837727e-07
1928,1.667287932605177e-05,6.935607039793013e-07
1929,1.805191473636114e-05,6.31661045247256e-07
1930,1.5514872444555294e-05,6.690795242292324e-07
1931,1.3473148243292599e-05,4.4024677237075593e-07
1932,1.473728892165127e-05,4.866034153394594e-07
1933,1.3357585928019944e-05,6.148275097928035e-07
1934,1.349245724213688e-05,6.170513806580402e-07
1935,1.4838278360684853e-05,6.977509841021856e-07
1936,1.2701850693019878e-05,6.256352840239288e-07
1937,1.310609464155732e-05,5.363816404369004e-07
1938,1.3181733834244369e-05,6.327024735242048e-07
1939,1.3350176260473745e-05,5.872915327387318e-07
1940,1.0624929984714981e-05,4.184041715316056e-07
1941,1.530058963794545e-05,7.910027157720378e-07
1942,1.3041042009831472e-05,6.46287097394449e-07
1943,1.6551344515391975e-05,7.229055931645689e-07
1944,1.5567886464395997e-05,6.362108759816465e-07
1945,1.981567294251363e-05,7.995109836400616e-07
1946,1.7207877675673444e-05,7.057999766857392e-07
1947,1.791945305740228e-05,6.616083503274695e-07
1948,1.6742707515504662e-05,6.544876622882612e-07
1949,1.641305571808971e-05,5.055759189076525e-07
1950,1.552550067174252e-05,5.775001223895515e-07
1951,1.6365251013894522e-05,5.234748261528921e-07
1952,1.5768699569207456e-05,5.588746034845826e-07
1953,1.4376594833720446e-05,5.042151194345479e-07
1954,1.75143399587796e-05,5.648525664980752e-07
1955,1.3482425316624358e-05,6.166344590496919e-07
1956,1.605649313773938e-05,6.654230952918283e-07
1957,1.4166099816748101e-05,5.362867785407843e-07
1958,1.3793965564445898e-05,4.3511999692213976e-07
1959,1.3715722985807588e-05,4.673700892965371e-07
1960,1.7021790455373775e-05,5.301358445564119e-07
1961,1.5989798640703157e-05,6.010157935776306e-07
1962,1.557901660476091e-05,5.295533735960589e-07
1963,1.532713233132199e-05,5.353892031934038e-07
1964,1.3951147934676555e-05,5.871029324922006e-07
1965,1.343113055440881e-05,5.83319806679583e-07
1966,1.70730893671589e-05,5.422754281170228e-07
1967,1.518641997222403e-05,6.034730688497802e-07
1968,1.543564914641138e-05,5.151654054458277e-07
1969,1.3014861082183415e-05,5.023184250774193e-07
1970,1.1234225553380384e-05,4.686100671946747e-07
1971,1.257520048625338e-05,4.794124954798917e-07
1972,1.3318886857405232e-05,4.4119262376796087e-07
1973,1.0676870488168788e-05,4.835079661091868e-07
1974,8.631877491893647e-06,3.9153977482442315e-07
1975,8.27307945883149e-06,4.003747697822746e-07
1976,9.147928338393285e-06,3.902338736594402e-07
1977,9.010869234771235e-06,4.101993722471775e-07
1978,1.1328707415714234e-05,3.974255631256085e-07
1979,1.2395064800330147e-05,3.8798583057442215e-07
1980,1.0682967086950157e-05,4.098993766632475e-07
1981,1.0616802768481648e-05,4.1116071525237885e-07
1982,1.0022632991990577e-05,4.941171809491607e-07
1983,1.0061561496854665e-05,3.6691986071701876e-07
1984,1.0698011166709875e-05,4.320261468571118e-07
1985,1.0190956658107098e-05,4.5357308842142174e-07
1986,1.1076610263671682e-05,4.0342886498123676e-07
1987,1.0793535906827856e-05,4.4731180492973976e-07
1988,1.056892578787938e-05,4.0656635480473824e-07
1989,1.0576160576647453e-05,4.0612103369142005e-07
1990,9.99173622062699e-06,3.8903367971521163e-07
1991,9.949251108309909e-06,4.085441291934444e-07
1992,9.992834804961603e-06,4.1049084398281366e-07
1993,1.0580439905538697e-05,4.1931799188432706e-07
1994,1.0117836637846267e-05,4.209391426535092e-07
1995,1.045665447918509e-05,4.885628150930188e-07
1996,9.494330640791304e-06,4.435954652493024e-07
1997,9.994957736125798e-06,4.7229710542495695e-07
1998,1.0455076932203156e-05,4.167345069028272e-07
1999,1.004256037617779e-05,4.940387438034932e-07
2000,1.0408440630271798e-05,4.563826564440987e-07
2001,9.863421922773341e-06,4.5345541632713093e-07
2002,1.1255357861728044e-05,4.696669341219817e-07
2003,1.1734471456747997e-05,5.629512820348737e-07
2004,1.1697363362372926e-05,5.144796242362304e-07
2005,1.2009698963311166e-05,4.855041968454543e-07
2006,1.3022827204167697e-05,5.546797652300484e-07
2007,2.0383430154424786e-05,5.608249196153992e-07
2008,2.2352835571837204e-05,5.794375323997514e-07
2009,2.4871368111689662e-05,6.823283751344889e-07
2010,3.40325672993913e-05,8.375285274198063e-07
2011,4.048668643008568e-05,8.573345189333281e-07
2012,5.103144911799973e-05,1.0331907140948005e-06
2013,5.7959690764164407e-05,1.134058222884704e-06
2014,5.990400916289218e-05,1.1654426250728989e-06
2015,6.080620511283996e-05,1.1293451231964013e-06
2016,6.210975544718167e-05,1.0957388276722213e-06
2017,5.494396981475802e-05,1.1164282973652462e-06
2018,6.407226038618319e-05,1.1877328018883304e-06
2019,6.030356615838173e-05,1.12728152945607e-06
