year,ton_DET air_NOUN,ton_DET verre_NOUN
1843,9.746403284438543e-08,3.36693943836508e-08
1844,5.653218004830762e-08,1.75633956267518e-08
1845,7.756516784418466e-08,3.515543733900728e-08
1846,6.908311700470904e-08,2.4003455223464698e-08
1847,4.0449176452739266e-08,6.47186837454683e-09
1848,3.378993040925593e-08,4.8271330266302925e-09
1849,5.865590324560799e-08,7.54147322368226e-09
1850,3.666057768469955e-08,1.765138968323754e-08
1851,4.385618201929731e-08,7.094382858952031e-09
1852,6.770967475588918e-08,3.5156944022674e-08
1853,4.598387448595531e-08,4.9567033144626294e-08
1854,6.286754050677246e-08,2.8576154109671847e-08
1855,3.343370380548549e-08,3.980202833986368e-08
1856,6.678574049345798e-08,1.501384794266869e-08
1857,6.34596157844669e-08,3.075350557546486e-08
1858,6.068158131533608e-08,3.621320393554228e-08
1859,8.096555870196198e-08,4.990329882659239e-08
1860,8.238931359372259e-08,2.837854073955981e-08
1861,6.177912603710922e-08,2.5937799741360124e-08
1862,7.228778375889533e-08,1.8523744316212287e-08
1863,5.6938678327789205e-08,3.1965573299430616e-08
1864,6.856460998960756e-08,2.9247840371837697e-08
1865,7.76629320853317e-08,1.7886008230050265e-08
1866,5.060237295850811e-08,4.18442696603627e-08
1867,5.095451882652924e-08,4.221945992810561e-08
1868,6.421836218351018e-08,1.5313609047495902e-08
1869,6.983432232487985e-08,2.6371002603831073e-08
1870,4.873941383820579e-08,2.0642576092910758e-08
1871,9.134212586303647e-08,1.6993883633631413e-08
1872,6.652073003543535e-08,2.9027228509725944e-08
1873,5.327544005950813e-08,1.496501056408306e-08
1874,4.779687134970345e-08,3.1067967753983794e-08
1875,8.925582317687031e-08,4.405575876331724e-08
1876,6.046014888738682e-08,1.934724735974669e-08
1877,4.7004602876654644e-08,3.4016487737709156e-08
1878,6.039088651377256e-08,2.4156354194726504e-08
1879,6.536978158777629e-08,3.665595116331133e-08
1880,7.829772652456768e-08,2.695495404658743e-08
1881,4.2532295019270805e-08,2.7890029841159958e-08
1882,5.790185042542362e-08,1.9966154951589488e-08
1883,5.434631589196215e-08,2.3381553249102183e-08
1884,5.479408571318345e-08,2.5746619058963915e-08
1885,5.156508686710026e-08,2.6427105837001363e-08
1886,5.3563748991791726e-08,3.2912664815754056e-08
1887,6.594214041477642e-08,2.546280519766242e-08
1888,5.135897751529228e-08,3.106901047544852e-08
1889,6.077182668207115e-08,4.1349903057152915e-08
1890,6.816562159173145e-08,1.769684337959987e-08
1891,6.501704330474922e-08,1.466070642663908e-08
1892,6.080456893542419e-08,1.7551835318485587e-08
1893,3.448713337128595e-08,1.6011883430255835e-08
1894,6.049477585534646e-08,1.3863386216783624e-08
1895,4.9954499203863634e-08,2.1065151400989635e-08
1896,7.548196956363995e-08,1.4152869098893461e-08
1897,6.642453209693144e-08,2.2141511735185304e-08
1898,9.619203122923636e-08,2.9423445013776472e-08
1899,7.6833337914195e-08,3.040168117252051e-08
1900,7.475116392541281e-08,3.114631752509922e-08
1901,5.756400955903018e-08,1.7325090695408107e-08
1902,4.173741263713282e-08,2.3569362683772965e-08
1903,5.994244545171057e-08,2.106085950082104e-08
1904,5.4283715300584845e-08,2.418581424024069e-08
1905,5.109151568483128e-08,2.167518786677647e-08
1906,9.928276401005576e-08,2.1091157265118454e-08
1907,8.897119219142269e-08,3.908561002630151e-08
1908,4.813161424976897e-08,4.960502875128725e-08
1909,6.161101540058667e-08,2.475442606453271e-08
1910,7.802459656147676e-08,2.7255168455475598e-08
1911,8.459394962301303e-08,2.9794095857127445e-08
1912,7.084812914115446e-08,3.59450058606825e-08
1913,7.477215291373795e-08,3.2878535449754054e-08
1914,4.687720611684654e-08,2.7456649065449312e-08
1915,9.424609537234119e-08,1.6493066468115103e-08
1916,6.043104061603799e-08,2.8567400889301098e-08
1917,6.799183305261636e-08,2.4126133979507358e-08
1918,5.168869243732388e-08,2.1824114071478107e-08
1919,8.839534260118853e-08,3.6831394434333475e-08
1920,6.436396837727898e-08,3.256059599721084e-08
1921,9.238751808027246e-08,2.7261890522822796e-08
1922,9.517536447845032e-08,4.5743200949299734e-08
1923,7.006525759578608e-08,8.705077192416866e-08
1924,7.992807038448291e-08,4.254236052325666e-08
1925,1.1548086753521147e-07,6.488924952918751e-08
1926,8.805449525084441e-08,4.2355324580967135e-08
1927,1.4271007930943824e-07,3.790736458064714e-08
1928,7.769708032512312e-08,3.656333358303954e-08
1929,1.2588659537016156e-07,4.456162572274991e-08
1930,6.932378671109518e-08,5.251801893368935e-08
1931,7.185374695239943e-08,5.360517807417864e-08
1932,5.4797681947604815e-08,7.014103431401963e-08
1933,7.111810784721229e-08,2.1794258620033702e-08
1934,9.944711365506009e-08,2.036868629318178e-08
1935,6.462873258783475e-08,3.7101681726881e-08
1936,9.093535968673905e-08,3.273672888326473e-08
1937,5.5400920295767264e-08,3.1477796369472344e-08
1938,5.315738027533712e-08,3.630259948206316e-08
1939,4.28233404292655e-08,2.5999884911698246e-08
1940,4.3108311142958655e-08,1.2678914584896006e-08
1941,7.083606590185809e-08,4.427253985639368e-08
1942,8.192371581117186e-08,3.034211815133858e-08
1943,5.2258233296242906e-08,2.9032351633873077e-08
1944,8.354284197764628e-08,2.5705489292704442e-08
1945,8.931866934958066e-08,4.357008265287732e-08
1946,7.099762999729364e-08,4.5939644977011085e-08
1947,1.1324827475789334e-07,5.245183265500941e-08
1948,6.631851801053301e-08,5.7621006410712994e-08
1949,8.049947064492358e-08,2.7487622844546422e-08
1950,7.657460399101979e-08,4.679559140186029e-08
1951,7.569595572576304e-08,7.889437370067753e-08
1952,8.541291318664435e-08,4.5342655297098133e-08
1953,4.740483960929964e-08,4.955960752894839e-08
1954,8.306655985279576e-08,4.8862679236094664e-08
1955,6.663781526583534e-08,5.63136479669879e-08
1956,7.325758932807958e-08,4.36057079333807e-08
1957,8.569986675865948e-08,5.8311247386200193e-08
1958,7.031407212032548e-08,3.308897444931347e-08
1959,7.440718263751478e-08,4.417926291466756e-08
1960,7.33608351843884e-08,3.875666565456015e-08
1961,1.0352757295883919e-07,4.099414052660677e-08
1962,9.259256739113653e-08,5.961439131230151e-08
1963,8.1472268931293e-08,5.496145272232411e-08
1964,8.274196883206741e-08,5.5972510071278236e-08
1965,7.004215873962494e-08,5.198441255238606e-08
1966,9.250255139647834e-08,6.092982507421851e-08
1967,8.628087444506605e-08,5.078245735035125e-08
1968,1.1902252072815145e-07,6.018497072934892e-08
1969,8.311416710427011e-08,4.995933744478265e-08
1970,6.300253296842584e-08,6.34624064410616e-08
1971,6.37161305938605e-08,4.4704059565248144e-08
1972,6.771793703563844e-08,3.4884999333684164e-08
1973,6.285052633892008e-08,4.300298939163838e-08
1974,6.863197432593893e-08,4.2191787175127615e-08
1975,5.768594801836002e-08,3.084199251546238e-08
1976,4.285145172033822e-08,4.570821543481429e-08
1977,5.05403221495726e-08,3.467301362691799e-08
1978,5.287126336739334e-08,5.940591218944746e-08
1979,6.437170529949299e-08,3.511184021309788e-08
1980,5.173487260812237e-08,3.1268327538303e-08
1981,5.1236952236521915e-08,3.858585057026076e-08
1982,5.0280768881805216e-08,4.966001876383075e-08
1983,5.431171601344431e-08,4.8627934345901735e-08
1984,5.335087971403141e-08,4.929157126909445e-08
1985,4.1507349557434736e-08,4.932757424747081e-08
1986,5.395036728472746e-08,4.975423012476554e-08
1987,5.7441677636660415e-08,3.238733015109574e-08
1988,5.5767951590013354e-08,6.236415805993545e-08
1989,6.366221505516023e-08,3.8416855918654846e-08
1990,5.121732016277747e-08,5.01275876363394e-08
1991,5.3925480081318256e-08,3.3996498338684233e-08
1992,5.3997453619558655e-08,3.250867086634912e-08
1993,4.2097975327948234e-08,5.317639129032159e-08
1994,5.8551683945751165e-08,3.745197907356612e-08
1995,7.266084134371908e-08,5.964695909410622e-08
1996,5.071187381133768e-08,4.5907594170557786e-08
1997,5.178485995571691e-08,4.1236093872853985e-08
1998,3.6237782552461795e-08,4.911173068222752e-08
1999,5.529943525317549e-08,4.250287136131625e-08
2000,5.6109000112769536e-08,4.108769335875451e-08
2001,4.906957240535803e-08,3.986902752384225e-08
2002,5.476526698799944e-08,4.8193438018095947e-08
2003,6.292053456036228e-08,4.9586382333544066e-08
2004,5.373845501921437e-08,3.9643121230170664e-08
2005,7.16096195674254e-08,4.3686371409279445e-08
2006,5.229720301258567e-08,5.476793524250567e-08
2007,7.34984249017856e-08,5.7121055885289707e-08
2008,9.408941581412478e-08,7.407945057380516e-08
2009,8.964202091732432e-08,8.201291312737169e-08
2010,1.3462810777298273e-07,1.1289865642361008e-07
2011,1.2963265527687895e-07,1.1127758692275336e-07
2012,1.5625519989015402e-07,1.5863816993366697e-07
2013,1.8687137348649685e-07,1.631638082422171e-07
2014,2.0268566913728137e-07,1.8861027961669663e-07
2015,2.101313532065774e-07,2.0170836378952117e-07
2016,2.379969679111582e-07,1.841421335413429e-07
2017,2.1986442355625968e-07,2.2011598765914187e-07
2018,2.45239335505687e-07,2.2768536522832505e-07
2019,2.147931654761237e-07,2.2856850501185022e-07
