year,rien_PRON omis_VERB,rien_PRON vomi_VERB
1864,2.1720117615586787e-07,0.0
1865,2.2310442204798164e-07,0.0
1866,2.2917036801572976e-07,0.0
1867,1.9847999510602676e-07,0.0
1868,1.6301584082611953e-07,0.0
1869,2.6077992743012146e-07,9.767038289254515e-10
1870,1.7316827438662585e-07,1.1468097582678638e-09
1871,1.2426777118434984e-07,0.0
1872,1.7355863235479774e-07,0.0
1873,1.6341792274943145e-07,0.0
1874,1.523525270386017e-07,0.0
1875,1.813724139765327e-07,0.0
1876,2.0375070164391218e-07,1.813804439976252e-09
1877,1.2493327972151747e-07,0.0
1878,1.1353486684129166e-07,0.0
1879,1.478456681525131e-07,0.0
1880,1.5017759835700417e-07,0.0
1881,1.520006662758533e-07,0.0
1882,1.2844893149122072e-07,0.0
1883,1.7188601475481846e-07,0.0
1884,1.716441175858563e-07,0.0
1885,1.740321664556177e-07,0.0
1886,2.142549959671669e-07,0.0
1887,1.2404956351019791e-07,0.0
1888,1.6866034968643362e-07,0.0
1889,1.6665264013226988e-07,0.0
1890,1.3305404422681022e-07,0.0
1891,1.6381746092974936e-07,0.0
1892,1.3101190177167155e-07,0.0
1893,1.2994259179777146e-07,0.0
1894,1.1279755085524812e-07,0.0
1895,8.305688226073471e-08,0.0
1896,1.2265820714674192e-07,0.0
1897,7.92433070273546e-08,0.0
1898,9.279702339881624e-08,0.0
1899,1.0004917072592434e-07,0.0
1900,1.1005032973798734e-07,0.0
1901,1.1177478143054032e-07,0.0
1902,9.96787647977726e-08,4.910283846193408e-10
1903,1.009841170684922e-07,0.0
1904,9.62057882247791e-08,0.0
1905,9.547404289378392e-08,0.0
1906,9.56818340114296e-08,0.0
1907,1.0388543358885727e-07,0.0
1908,9.429867020571692e-08,0.0
1909,8.581534416407521e-08,0.0
1910,1.2024338502669707e-07,3.206490406526541e-09
1911,9.895895658473819e-08,5.320374141248863e-10
1912,8.282979990781314e-08,0.0
1913,9.227201758221781e-08,0.0
1914,8.170027143705738e-08,0.0
1915,1.1662954335633913e-07,0.0
1916,9.229468389548856e-08,0.0
1917,9.869781791849164e-08,0.0
1918,9.993147642717304e-08,0.0
1919,7.458357487166722e-08,0.0
1920,9.238122800070414e-08,0.0
1921,9.011569090944249e-08,0.0
1922,1.0107771686307387e-07,0.0
1923,1.0828266994167279e-07,0.0
1924,9.281969681751434e-08,0.0
1925,5.829034321891413e-08,0.0
1926,8.582526334066642e-08,0.0
1927,1.0703256236865855e-07,0.0
1928,6.855624690160766e-08,0.0
1929,9.580749349424877e-08,0.0
1930,7.457558837131728e-08,0.0
1931,9.808606904471162e-08,0.0
1932,8.438843224212178e-08,0.0
1933,8.02946331646126e-08,0.0
1934,6.11060571031885e-08,0.0
1935,7.4203363453762e-08,0.0
1936,8.729794842565752e-08,0.0
1937,7.932404599841902e-08,0.0
1938,4.797129449229942e-08,0.0
1939,7.035263394072899e-08,0.0
1940,6.593035806190528e-08,7.607348528892999e-09
1941,9.149658097840074e-08,0.0
1942,6.068423630267716e-08,0.0
1943,7.258088174921795e-08,0.0
1944,5.1410978585408884e-08,0.0
1945,6.099811145077183e-08,0.0
1946,3.897909195416105e-08,0.0
1947,3.9338875268413176e-08,0.0
1948,5.762100485640076e-08,0.0
1949,4.515823803785679e-08,0.0
1950,4.1477910883713776e-08,0.0
1951,6.823297127311889e-08,0.0
1952,4.956057964022875e-08,0.0
1953,6.679773179030235e-08,0.0
1954,4.10446503451567e-08,0.0
1955,4.223523575319632e-08,0.0
1956,7.238547539145657e-08,0.0
1957,6.272876618140799e-08,0.0
1958,4.4670112941957996e-08,0.0
1959,5.658045765244424e-08,0.0
1960,6.021124931976374e-08,1.3841666701708277e-09
1961,5.766972321907815e-08,0.0
1962,7.10299090656008e-08,0.0
1963,6.078089853644997e-08,0.0
1964,7.665800438871884e-08,0.0
1965,6.949495201524769e-08,0.0
1966,7.034624616153451e-08,0.0
1967,8.332266787647313e-08,4.930335584241163e-10
1968,5.749012288447375e-08,4.4914158503495116e-10
1969,6.449295852917203e-08,0.0
1970,6.668151542044143e-08,0.0
1971,6.063309143655715e-08,1.0276794970565106e-09
1972,6.66919106606656e-08,0.0
1973,5.843995865006946e-08,0.0
1974,5.0630145409513716e-08,5.625571675160757e-10
1975,5.425906124401081e-08,0.0
1976,4.285145038807059e-08,0.0
1977,3.2322301279918975e-08,5.876781838942691e-10
1978,3.148513272321907e-08,0.0
1979,4.6230589134665934e-08,0.0
1980,4.036456857647863e-08,0.0
1981,4.7441620409927054e-08,0.0
1982,3.227901146374279e-08,0.0
1983,2.5261265079734585e-08,6.315316047889041e-10
1984,3.015484395518797e-08,0.0
1985,2.2257564680217e-08,0.0
1986,2.577628777089558e-08,0.0
1987,3.5442738521851425e-08,6.110816852533674e-10
1988,2.7584148298842592e-08,0.0
1989,3.4026356843241956e-08,0.0
1990,3.0512445903241314e-08,0.0
1991,2.5790447111262438e-08,0.0
1992,2.8651710337612712e-08,0.0
1993,3.489700617365088e-08,0.0
1994,2.2154692302933654e-08,0.0
1995,3.199246023655178e-08,0.0
1996,3.3629980578098184e-08,0.0
1997,2.3974472185273044e-08,4.79489448146353e-10
1998,3.57609692969163e-08,9.536258449571733e-10
1999,3.93037282719888e-08,0.0
2000,2.1206551181762734e-08,0.0
2001,3.504969470213837e-08,8.762423564512289e-10
2002,3.066855214228781e-08,1.3143663935011318e-09
2003,1.8334461060476315e-08,0.0
2004,2.5988267537968568e-08,0.0
2005,2.2518747755384538e-08,0.0
2006,3.5413854959642777e-08,4.1178899179428186e-10
2007,2.75619083112133e-08,1.1983438685803094e-09
2008,3.4911003865545354e-08,0.0
2009,4.052963475942306e-08,0.0
2010,3.7790343299093365e-08,4.723793023408973e-10
2011,3.6710130046913036e-08,0.0
2012,4.289358557230116e-08,0.0
2013,3.765318723480959e-08,5.578250084070646e-10
2014,3.724565544871439e-08,6.496335691608124e-10
2015,4.65480844979993e-08,2.2165753954528356e-10
2016,4.991929358766356e-08,6.214020409345267e-10
2017,3.9243538196842565e-08,7.54683426862357e-10
2018,4.1561612817986315e-08,0.0
2019,4.872386583087973e-08,0.0
