year,en_ADP if_NOUN,en_ADP vif_NOUN
1997,2.1097535607417228e-08,1.0069278078006505e-08
1998,3.9575472232655784e-08,4.291316191284977e-09
1999,1.325358303660984e-08,1.2339542720951613e-08
2000,1.678851990760677e-08,1.1045078629479121e-08
2001,2.3658543207849547e-08,8.762423675534592e-09
2002,1.6210519315773553e-08,1.2267419968736704e-08
2003,1.583430719875878e-08,2.5001538617175356e-09
2004,1.6297727972736098e-08,8.80958239690699e-09
2005,2.1617997947309675e-08,9.908249332113428e-09
2006,1.8530504242164625e-08,1.029472451730129e-08
2007,1.5179022150313415e-08,5.19282339350724e-09
2008,1.3623806693896512e-08,1.0643598891135753e-08
2009,5.57878541140866e-08,2.860915504498962e-09
2010,1.086472406486294e-08,9.919965293647692e-09
2011,2.9062186351902497e-08,6.500752380844688e-09
2012,1.8042539712270766e-08,7.489355802192676e-09
2013,1.9244963012088334e-08,8.646287519287199e-09
2014,1.4291938368882207e-08,6.279790909502481e-09
2015,1.6402657898595407e-08,5.984753498333717e-09
2016,2.0713401049921032e-08,1.6570720351438695e-09
2017,1.9873329648589788e-08,2.0124890642847504e-09
2018,2.2200613902789712e-08,3.3559067191824e-09
2019,1.887730927130349e-08,4.846876844322168e-09
