year,mon_DET antre_NOUN,mon_DET ventre_NOUN
2001,2.3220422196157386e-08,8.411926657458935e-07
2002,3.636413808960626e-08,7.172059639515282e-07
2003,3.916907492795829e-08,8.754705334013124e-07
2004,3.083353911081943e-08,7.774456776132865e-07
2005,2.612174698768399e-08,8.349951485797646e-07
2006,3.7884585690761696e-08,9.014061248535654e-07
2007,3.6749212034559164e-08,1.1076691563971508e-06
2008,5.4069482668950286e-08,1.2380634331066176e-06
2009,5.054284035743706e-08,1.2135049516359686e-06
2010,1.1620531159550751e-07,1.920221919249343e-06
2011,9.483450510994196e-08,2.4553724813358713e-06
2012,1.1778714514854016e-07,3.1325934060077998e-06
2013,1.1574869157593426e-07,3.4456849959951796e-06
2014,1.4097048572914161e-07,4.3806955147829285e-06
2015,1.4075253070011673e-07,4.585429678627406e-06
2016,1.6301445615596322e-07,4.756832595376181e-06
2017,2.105566618837429e-07,6.812023741531448e-06
2018,2.679562576268779e-07,7.3553732704567665e-06
2019,2.2270122501666378e-07,7.202713902643154e-06
