year,son_DET air_NOUN,son_DET verre_NOUN
1943,1.8929093386077511e-06,1.344197928077051e-06
1944,2.2170985118918907e-06,1.346325058548814e-06
1945,2.3484274151996942e-06,1.8299433546253852e-06
1946,2.1675160155609774e-06,1.4394421814500902e-06
1947,2.2852309768950363e-06,1.4138153030529566e-06
1948,2.0482636529095544e-06,1.4111710946451694e-06
1949,1.985980752294836e-06,1.299771904328395e-06
1950,1.879268346272056e-06,1.4230113638546982e-06
1951,2.217571534401941e-06,1.7058242569589765e-06
1952,1.9212633191045825e-06,1.537432449794096e-06
1953,1.8444792431182577e-06,1.6074550455158487e-06
1954,2.0600505052925655e-06,1.4727211441467603e-06
1955,1.846149096706995e-06,1.4557077783194927e-06
1956,2.1384238095834007e-06,1.629981417394788e-06
1957,1.81560027812111e-06,1.7060458183948413e-06
1958,1.756197264057846e-06,1.8686998295436297e-06
1959,1.8268512178565288e-06,1.5563501518656153e-06
1960,2.234045098248316e-06,1.7094458524269385e-06
1961,1.9413157303915796e-06,1.931588252901406e-06
1962,1.8271176571715841e-06,1.853753838432226e-06
1963,1.724496435429046e-06,1.6520766408234522e-06
1964,1.8915057111712485e-06,1.664573687776283e-06
1965,1.5693820358819721e-06,1.3937294003341094e-06
1966,3.171120255274218e-06,1.6728005824973025e-06
1967,2.1688545217557476e-06,1.9326915072781503e-06
1968,1.9735281000521354e-06,1.5486401672148986e-06
1969,1.926613606428873e-06,1.3802401817031296e-06
1970,1.566785577722385e-06,1.143243093970625e-06
1971,1.7157108942456034e-06,1.16538859629145e-06
1972,1.6924354042657797e-06,1.1122158891652134e-06
1973,1.2316497617348432e-06,1.232752335766918e-06
1974,1.1988093007175848e-06,1.2893810019676266e-06
1975,1.0549104061396974e-06,9.60670938354724e-07
1976,1.1484188533472661e-06,1.0718575946810915e-06
1977,1.109536434285019e-06,1.165365810962271e-06
1978,1.4637616772006368e-06,1.000395625894157e-06
1979,1.5917367832685159e-06,1.222477255424792e-06
1980,1.3991156038173358e-06,1.2188962639214651e-06
1981,1.3543002026494833e-06,1.4232486460485916e-06
1982,1.3414412549650478e-06,1.2706757459568507e-06
1983,1.4335767630768714e-06,1.4108416337421659e-06
1984,1.5013632719274028e-06,1.4839662298982148e-06
1985,1.3727503898053328e-06,1.4491478808054126e-06
1986,1.5094114829139471e-06,1.4554611134087736e-06
1987,1.4201538078850717e-06,1.2631058936563022e-06
1988,1.5171280907111395e-06,1.4385732196586787e-06
1989,1.5191122599844675e-06,1.4313022695944255e-06
1990,1.3567141223802537e-06,1.279343199378502e-06
1991,1.3358278820874148e-06,1.2795578401281205e-06
1992,1.3901588644671392e-06,1.3163256351589325e-06
1993,1.532144729310403e-06,1.2740176575931628e-06
1994,1.3952181134868624e-06,1.2775872288983692e-06
1995,1.3897741766299987e-06,1.2341497761525488e-06
1996,1.2960888327029352e-06,1.0569422412842755e-06
1997,1.3085267411838686e-06,1.239959710019889e-06
1998,1.3531950173728546e-06,1.3307848227839258e-06
1999,1.4048798817611896e-06,1.093192143031274e-06
2000,1.448230683820384e-06,1.2021464126377168e-06
2001,1.293771802579613e-06,1.1189614390616498e-06
2002,1.5890690079345404e-06,1.288517296416103e-06
2003,1.6551017978372329e-06,1.5567623581347334e-06
2004,1.5623794809016545e-06,1.454021605340472e-06
2005,1.6136935201416236e-06,1.5137101927464869e-06
2006,1.724984059592316e-06,1.7175718589612643e-06
2007,2.3148008665430098e-06,3.334192044235351e-06
2008,2.666434511411353e-06,3.7486756419014e-06
2009,2.8656837400831137e-06,4.4511076993103416e-06
2010,3.7332135320866655e-06,6.133373084082905e-06
2011,4.077119001522078e-06,7.191361497405069e-06
2012,5.375315225819577e-06,8.859908078306944e-06
2013,5.893978880067152e-06,9.64897841271295e-06
2014,6.95454383503602e-06,1.0576467218470498e-05
2015,6.460873919422738e-06,1.0016925642730712e-05
2016,6.559519647453271e-06,1.0397920135574168e-05
2017,6.481220907517127e-06,1.082995875378856e-05
2018,7.994285965651216e-06,1.1262423335267613e-05
2019,7.478730879029172e-06,1.0574354149639476e-05
