year,volant_VERB en_ADP,volant_VERB dans_ADP
1858,3.81706745655741e-08,4.0617510910223587e-08
1859,2.8516170758052795e-08,5.9578430189333176e-08
1860,2.6089947979812678e-08,4.989130564236888e-08
1861,1.9807047113573617e-08,4.527325270231586e-08
1862,2.6656119145318513e-08,3.6143891879447665e-08
1863,3.745965782009364e-08,5.4940828775329464e-08
1864,1.6781548595190543e-08,4.07551872250167e-08
1865,2.588764314026548e-08,6.589582457472432e-08
1866,3.113992264047738e-08,4.8656128570634394e-08
1867,1.94112459439566e-08,6.45423927636557e-08
1868,1.877152122631287e-08,3.902500467223291e-08
1869,1.9045723886890187e-08,7.764795117992662e-08
1870,1.3761717099214366e-08,5.5620271943723765e-08
1871,2.0180236148803488e-08,4.036047474009763e-08
1872,2.53988243770209e-08,3.930770520188531e-08
1873,1.9155215191801744e-08,3.112722390952172e-08
1874,2.8080663128093875e-08,4.301718514732045e-08
1875,2.460256709468922e-08,3.833423178889461e-08
1876,2.1765654167893445e-08,6.348315384485659e-08
1877,1.793596560162314e-08,5.195245544875604e-08
1878,1.9325083755461492e-08,7.488470177285933e-08
1879,2.7491964260661916e-08,6.231511839871473e-08
1880,3.3372799634889816e-08,6.161132581894435e-08
1881,1.9523021921319383e-08,4.811030251961057e-08
1882,4.4591080827771634e-08,8.319231481479505e-08
1883,1.8958017378167824e-08,5.434631589196215e-08
1884,2.3766109080725073e-08,6.007544328667791e-08
1885,2.3204288490674685e-08,6.574548061522023e-08
1886,2.6459201052375647e-08,7.292414005988235e-08
1887,2.611569827060123e-08,4.243801177139517e-08
1888,3.106901047544852e-08,6.340614788769017e-08
1889,3.57112810434046e-08,5.826577154088852e-08
1890,2.294035211791723e-08,6.357755033548074e-08
1891,3.187109842706093e-08,4.398211705947119e-08
1892,2.3193495124473884e-08,4.8267544405788954e-08
1893,2.278614108508492e-08,6.281585074319196e-08
1894,2.646646568571498e-08,5.8604314290278126e-08
1895,2.527818021569317e-08,2.8287487907618925e-08
1896,1.4152869320938066e-08,5.012474657561938e-08
1897,2.6802882802101635e-08,5.5936449694371504e-08
1898,4.0174320758978865e-08,5.9412725517127285e-08
1899,2.819064981451902e-08,4.864269165238966e-08
1900,1.9726001498909795e-08,4.360484728849201e-08
1901,1.4530720848782153e-08,3.8562298465549816e-08
1902,2.8970674526007656e-08,4.6647697704571556e-08
1903,1.5660639007819555e-08,3.942160864411903e-08
1904,1.666133808697623e-08,5.213386433666756e-08
1905,2.9932401890420124e-08,3.715746449417523e-08
1906,3.39516170733134e-08,5.092742555445895e-08
1907,1.8514235478050978e-08,3.8571326299585706e-08
1908,2.9959473124563374e-08,4.371136408387599e-08
1909,3.0255410066182264e-08,4.9508851573953905e-08
1910,2.8323999035073655e-08,6.787071316072257e-08
1911,2.7665944757337968e-08,6.012022790713445e-08
1912,3.80287765722187e-08,8.022508524163641e-08
1913,1.5908969031031006e-08,5.67419884967002e-08
1914,2.4108277596468497e-08,6.49584137590864e-08
1915,2.709575319670421e-08,4.5944972271172446e-08
1916,2.5271163162088328e-08,7.91097249930317e-08
1917,1.6449636319748606e-08,7.347504082932943e-08
1918,9.189101035644853e-09,8.499918280335805e-08
1919,3.038590001835928e-08,8.102906434714896e-08
1920,1.2872793941909322e-08,5.4520068459851245e-08
1921,1.7417319808643583e-08,5.9067429170056585e-08
1922,2.5822774751826927e-08,4.0578644888711324e-08
1923,3.715581931018619e-08,8.492758496458919e-08
1924,3.351822286390416e-08,7.992807105061672e-08
1925,2.859526304632709e-08,5.719052387220813e-08
1926,3.455302854948883e-08,3.901148493135054e-08
1927,2.7873062080630007e-08,6.68953517024562e-08
1928,3.1992914983902665e-08,5.484499743246829e-08
1929,3.119313873867213e-08,4.3447585529321486e-08
1930,2.4158287814657342e-08,7.142450297870084e-08
1931,1.1405356659111021e-08,3.649714308551211e-08
1932,2.4110979879310435e-08,5.8085543486186e-08
1933,2.638252394326912e-08,5.5059178105665296e-08
1934,2.7557634396657704e-08,6.829500520666443e-08
1935,2.2739740757060645e-08,3.949533766700597e-08
1936,2.0612015205756506e-08,5.577368655806936e-08
1937,5.162358496235697e-08,4.5328025777280345e-08
1938,4.66747731575623e-08,6.741911562357927e-08
1939,1.8352860564618823e-08,5.352917753498332e-08
1940,8.621661695684679e-08,6.593035606350384e-08
1941,3.836953510472085e-08,2.9515025090631752e-08
1942,3.944475324146879e-08,3.337632992206352e-08
1943,3.774205858952939e-08,7.258088174921795e-08
1944,5.462416474699694e-08,1.5101974426556808e-07
1945,6.099811189486104e-08,7.84261429132016e-08
1946,1.9489545977080525e-08,4.315542412314244e-08
1947,4.8875570479722796e-08,4.4107222318956474e-08
1948,4.6749117910138693e-08,6.849289313493045e-08
1949,3.534122838821929e-08,6.77373575008744e-08
1950,2.2334258886758107e-08,6.806631636102622e-08
1951,4.691016686209082e-08,4.904244832459881e-08
1952,3.690681316115274e-08,5.588746065932071e-08
1953,2.2625038065271497e-08,5.8178666773045506e-08
1954,4.983993417972954e-08,5.374894951337694e-08
1955,3.0972504561077585e-08,6.006788888512915e-08
1956,4.7966279836941794e-08,4.7966280281031004e-08
1957,3.8874166108371355e-08,5.919475115634398e-08
1958,3.3916197683669935e-08,5.459680674224643e-08
1959,2.6352543258667538e-08,4.1854038901334434e-08
1960,3.2527916582481e-08,5.3982500247684584e-08
1961,3.752005850454765e-08,7.226085907419133e-08
1962,3.7417542841922113e-08,6.976152278070913e-08
1963,3.362347777979835e-08,5.819448034571906e-08
1964,3.0419842422801935e-08,5.901449418033167e-08
1965,2.0793764932136583e-08,6.949495068298006e-08
1966,4.375869111505892e-08,7.477750907369796e-08
1967,5.078245646217283e-08,5.127549140837573e-08
1968,3.09907690621003e-08,5.704097949532638e-08
1969,3.678823767838679e-08,5.904285149682664e-08
1970,2.8052222988961262e-08,4.046877966068507e-08
1971,4.00794997190701e-08,4.5731736619814e-08
1972,2.4624704497711036e-08,5.899668753528431e-08
1973,4.961883270926393e-08,4.796487251823578e-08
1974,2.2502287588821446e-08,4.162923183947953e-08
1975,2.341706828445922e-08,3.998036213204159e-08
1976,2.913898788925451e-08,3.770927736734819e-08
1977,2.7620874476497193e-08,5.2891035995372704e-08
1978,2.7326719553855128e-08,5.227720245581935e-08
1979,3.5111840546164785e-08,5.793453539126858e-08
1980,3.4679419391725474e-08,3.467941778190209e-08
1981,2.846497215713839e-08,4.364629330178005e-08
1982,2.6071508729685888e-08,4.0969516224009794e-08
1983,3.031351791804582e-08,3.978649232294629e-08
1984,2.8995041922996734e-08,5.277097570033362e-08
1985,2.947623389815135e-08,4.4515129027367095e-08
1986,2.697518408645294e-08,3.5367463624425e-08
1987,3.299841022652572e-08,4.399788000597482e-08
1988,2.7584148076797987e-08,6.716140155127448e-08
1989,2.5245361356951435e-08,4.2807353106688595e-08
1990,3.5961096434000694e-08,6.974273092374972e-08
1991,1.4653663449326615e-08,6.213153191936271e-08
1992,2.4243754170871767e-08,6.391535012362226e-08
1993,3.046564123199147e-08,5.040678807688437e-08
1994,3.745197907356612e-08,4.9056818995918405e-08
1995,2.6027763500025003e-08,6.073144626084215e-08
1996,2.615665173344439e-08,3.576521812043154e-08
1997,2.5892429533769246e-08,3.9797624973303414e-08
1998,2.336383253531693e-08,5.531030078387289e-08
1999,2.7878226394051353e-08,4.798711375486597e-08
2000,2.0322945548656435e-08,6.62704706666517e-08
2001,2.45347855365452e-08,4.819332896643935e-08
2002,2.2344229355653056e-08,5.476527009662391e-08
2003,1.7917769268294137e-08,5.000307456981545e-08
2004,2.7309704941913537e-08,4.536935094279215e-08
2005,1.756462331137243e-08,3.963299777254292e-08
2006,2.717807379148951e-08,3.37666967720196e-08
2007,2.3167981311189578e-08,4.473817094563515e-08
2008,3.1505054731706394e-08,4.8960555054655686e-08
2009,3.099325018851573e-08,4.863556202217012e-08
2010,3.4011310212633816e-08,6.755023829185802e-08
2011,4.321088353798075e-08,7.189067374735458e-08
2012,5.2425490615348735e-08,8.714887211880296e-08
2013,5.1319900329360735e-08,1.0347654066933387e-07
2014,5.2620318324869686e-08,1.0675644945834506e-07
2015,5.58576995768334e-08,8.400820883380788e-08
2016,5.77903862541973e-08,9.756011776218543e-08
2017,5.006066494672723e-08,1.0163069896762522e-07
2018,5.059674723639773e-08,1.1564970581190437e-07
2019,4.3876990929447857e-08,1.0637618652609149e-07
